Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,10,"[0, 786]",5,9.171,24.58,35.120,23.54,38.120,25.55
,,,,,,10,5.316,14.25,18.438,12.36,23.961,16.06
,,,,,,25,3.214,8.61,7.744,5.19,17.842,11.96
,,,,,,50,2.724,7.3,4.048,2.71,17.618,11.81
,,,,,,100,2.572,6.89,2.112,1.42,18.336,12.29
,,,,,,200,2.541,6.81,1.100,0.74,19.100,12.8
,,,,15,"[0, 1180]",5,8.836,23.68,35.120,23.54,35.440,23.75
,,,,,,10,4.691,12.57,18.438,12.36,18.963,12.71
,,,,,,25,2.122,5.69,7.744,5.19,9.108,6.1
,,,,,,50,1.330,3.56,4.048,2.71,6.463,4.33
,,,,,,100,1.003,2.69,2.112,1.42,5.784,3.88
,,,,,,200,891,2.39,1.100,0.74,5.900,3.95
,,,,20,"[0, 1573]",5,8.801,23.59,35.120,23.54,35.160,23.57
,,,,,,10,4.644,12.45,18.438,12.36,18.585,12.46
,,,,,,25,1.985,5.32,7.744,5.19,8.008,5.37
,,,,,,50,1.094,2.93,4.048,2.71,4.577,3.07
,,,,,,100,682,1.83,2.112,1.42,3.216,2.16
,,,,,,200,488,1.31,1.100,0.74,2.675,1.79
,,,,30,"[0, 2359]",5,8.798,23.58,35.120,23.54,35.140,23.55
,,,,,,10,4.633,12.42,18.438,12.36,18.501,12.4
,,,,,,25,1.965,5.27,7.744,5.19,7.854,5.26
,,,,,,50,1.048,2.81,4.048,2.71,4.209,2.82
,,,,,,100,574,1.54,2.112,1.42,2.352,1.58
,,,,,,200,347,0.93,1.100,0.74,1.550,1.04
,,,CoderCA,0,"[0, 0]",5,28.621,76.7,58.520,39.22,170.320,114.16
,,,,,,10,26.560,71.18,33.516,22.47,178.836,119.87
,,,,,,25,25.294,67.79,14.872,9.97,187.352,125.58
,,,,,,50,25.494,68.32,7.958,5.33,195.868,131.29
,,,,,,100,26.086,69.91,4.176,2.8,204.384,136.99
,,,,,,200,26.903,72.1,2.200,1.47,212.900,142.7
,,,,3,"[0, 236]",5,26.153,70.09,58.520,39.22,150.580,100.93
,,,,,,10,23.969,64.24,33.516,22.47,158.109,105.98
,,,,,,25,22.579,60.51,14.872,9.97,165.638,111.02
,,,,,,50,22.656,60.72,7.958,5.33,173.167,116.07
,,,,,,100,23.125,61.97,4.176,2.8,180.696,121.12
,,,,,,200,23.819,63.83,2.200,1.47,188.225,126.16
,,,,5,"[0, 393]",5,22.481,60.25,58.520,39.22,121.200,81.24
,,,,,,10,19.976,53.53,33.516,22.47,126.168,84.57
,,,,,,25,18.397,49.3,14.872,9.97,132.176,88.59
,,,,,,50,18.283,49.0,7.958,5.33,138.184,92.62
,,,,,,100,18.562,49.75,4.176,2.8,144.192,96.65
,,,,,,200,19.066,51.1,2.200,1.47,150.200,100.68
,,,,10,"[0, 786]",5,17.726,47.5,58.520,39.22,83.160,55.74
,,,,,,10,13.687,36.68,33.516,22.47,75.852,50.84
,,,,,,25,11.582,31.04,14.872,9.97,77.660,52.05
,,,,,,50,11.159,29.91,7.958,5.33,81.190,54.42
,,,,,,100,11.128,29.82,4.176,2.8,84.720,56.79
,,,,,,200,11.322,30.34,2.200,1.47,88.250,59.15
,,,,15,"[0, 1180]",5,15.471,41.46,58.520,39.22,65.120,43.65
,,,,,,10,10.069,26.98,33.516,22.47,46.914,31.45
,,,,,,25,6.962,18.66,14.872,9.97,40.700,27.28
,,,,,,50,6.231,16.7,7.958,5.33,41.768,28.0
,,,,,,100,5.986,16.04,4.176,2.8,43.584,29.21
,,,,,,200,5.966,15.99,2.200,1.47,45.400,30.43
,,,,20,"[0, 1573]",5,14.831,39.75,58.520,39.22,60.000,40.22
,,,,,,10,8.815,23.62,33.516,22.47,36.876,24.72
,,,,,,25,4.715,12.64,14.872,9.97,22.726,15.23
,,,,,,50,3.512,9.41,7.958,5.33,20.010,13.41
,,,,,,100,3.118,8.36,4.176,2.8,20.640,13.83
,,,,,,200,2.978,7.98,2.200,1.47,21.500,14.41
,,,,30,"[0, 2359]",5,14.656,39.28,58.520,39.22,58.600,39.28
,,,,,,10,8.410,22.54,33.516,22.47,33.642,22.55
,,,,,,25,3.794,10.17,14.872,9.97,15.356,10.29
,,,,,,50,2.109,5.65,7.958,5.33,8.786,5.89
,,,,,,100,1.252,3.36,4.176,2.8,5.712,3.83
,,,,,,200,903,2.42,2.200,1.47,4.900,3.28
,soil_water_potential_3.csv,6.055,CoderBasic,,,,25.749,100,102.935,100,102.935,100
,,,CoderPCA,0,"[0, 0]",5,15.750,61.17,21.798,21.18,104.078,101.11
,,,,,,10,14.330,55.65,10.976,10.66,103.541,100.59
,,,,,,25,13.468,52.3,4.442,4.32,103.178,100.24
,,,,,,50,13.181,51.19,2.264,2.2,103.057,100.12
,,,,,,100,13.142,51.04,2.016,1.96,102.996,100.06
,,,,,,200,13.071,50.76,1.476,1.43,102.966,100.03
,,,,3,"[0, 299]",5,14.280,55.46,21.798,21.18,92.314,89.68
,,,,,,10,14.216,55.21,10.976,10.66,102.623,99.7
,,,,,,25,13.468,52.3,4.442,4.32,103.178,100.24
,,,,,,50,13.181,51.19,2.264,2.2,103.057,100.12
,,,,,,100,13.142,51.04,2.016,1.96,102.996,100.06
,,,,,,200,13.071,50.76,1.476,1.43,102.966,100.03
,,,,5,"[0, 498]",5,10.591,41.13,21.798,21.18,62.802,61.01
,,,,,,10,11.653,45.26,10.976,10.66,82.121,79.78
,,,,,,25,13.213,51.31,4.442,4.32,101.138,98.25
,,,,,,50,13.181,51.19,2.264,2.2,103.057,100.12
,,,,,,100,13.142,51.04,2.016,1.96,102.996,100.06
,,,,,,200,13.071,50.76,1.476,1.43,102.966,100.03
,,,,10,"[0, 996]",5,7.607,29.54,21.798,21.18,38.934,37.82
,,,,,,10,7.025,27.28,10.976,10.66,45.095,43.81
,,,,,,25,8.368,32.5,4.442,4.32,62.378,60.6
,,,,,,50,10.369,40.27,2.264,2.2,80.566,78.27
,,,,,,100,12.511,48.59,2.016,1.96,97.947,95.15
,,,,,,200,13.071,50.76,1.476,1.43,102.966,100.03
,,,,15,"[0, 1494]",5,6.587,25.58,21.798,21.18,30.774,29.9
,,,,,,10,5.361,20.82,10.976,10.66,31.784,30.88
,,,,,,25,6.124,23.78,4.442,4.32,44.426,43.16
,,,,,,50,8.183,31.78,2.264,2.2,63.073,61.27
,,,,,,100,10.618,41.24,2.016,1.96,82.800,80.44
,,,,,,200,13.071,50.76,1.476,1.43,102.966,100.03
,,,,20,"[0, 1991]",5,6.077,23.6,21.798,21.18,26.694,25.93
,,,,,,10,4.328,16.81,10.976,10.66,23.522,22.85
,,,,,,25,4.696,18.24,4.442,4.32,33.002,32.06
,,,,,,50,6.309,24.5,2.264,2.2,48.079,46.71
,,,,,,100,8.514,33.07,2.016,1.96,65.970,64.09
,,,,,,200,11.379,44.19,1.476,1.43,89.434,86.88
,,,,30,"[0, 2987]",5,5.601,21.75,21.798,21.18,22.886,22.23
,,,,,,10,3.238,12.58,10.976,10.66,14.801,14.38
,,,,,,25,2.503,9.72,4.442,4.32,15.458,15.02
,,,,,,50,3.393,13.18,2.264,2.2,24.755,24.05
,,,,,,100,6.200,24.08,2.016,1.96,47.457,46.1
,,,,,,200,9.688,37.62,1.476,1.43,75.902,73.74
,,,CoderAPCA,0,"[0, 0]",5,15.928,61.86,24.220,23.53,103.080,100.14
,,,,,,10,15.128,58.75,12.726,12.36,108.171,105.09
,,,,,,25,14.849,57.67,5.346,5.19,113.322,110.09
,,,,,,50,15.176,58.94,2.806,2.73,118.473,115.09
,,,,,,100,15.652,60.79,1.464,1.42,123.624,120.1
,,,,,,200,16.209,62.95,775,0.75,128.775,125.1
,,,,3,"[0, 299]",5,10.331,40.12,24.220,23.53,58.300,56.64
,,,,,,10,8.954,34.77,12.726,12.36,58.779,57.1
,,,,,,25,8.362,32.48,5.346,5.19,61.424,59.67
,,,,,,50,8.393,32.6,2.806,2.73,64.216,62.39
,,,,,,100,8.575,33.3,1.464,1.42,67.008,65.1
,,,,,,200,8.838,34.32,775,0.75,69.800,67.81
,,,,5,"[0, 498]",5,7.901,30.68,24.220,23.53,38.860,37.75
,,,,,,10,5.848,22.71,12.726,12.36,33.936,32.97
,,,,,,25,4.891,18.99,5.346,5.19,33.660,32.7
,,,,,,50,4.754,18.46,2.806,2.73,35.098,34.1
,,,,,,100,4.777,18.55,1.464,1.42,36.624,35.58
,,,,,,200,4.881,18.96,775,0.75,38.150,37.06
,,,,10,"[0, 996]",5,6.678,25.93,24.220,23.53,29.080,28.25
,,,,,,10,4.113,15.97,12.726,12.36,20.055,19.48
,,,,,,25,2.642,10.26,5.346,5.19,15.664,15.22
,,,,,,50,2.252,8.75,2.806,2.73,15.088,14.66
,,,,,,100,2.125,8.25,1.464,1.42,15.408,14.97
,,,,,,200,2.113,8.21,775,0.75,16.000,15.54
,,,,15,"[0, 1494]",5,6.383,24.79,24.220,23.53,26.720,25.96
,,,,,,10,3.678,14.28,12.726,12.36,16.569,16.1
,,,,,,25,2.048,7.95,5.346,5.19,10.912,10.6
,,,,,,50,1.583,6.15,2.806,2.73,9.729,9.45
,,,,,,100,1.387,5.39,1.464,1.42,9.504,9.23
,,,,,,200,1.322,5.13,775,0.75,9.675,9.4
,,,,20,"[0, 1991]",5,6.211,24.12,24.220,23.53,25.340,24.62
,,,,,,10,3.420,13.28,12.726,12.36,14.511,14.1
,,,,,,25,1.690,6.56,5.346,5.19,8.052,7.82
,,,,,,50,1.169,4.54,2.806,2.73,6.417,6.23
,,,,,,100,925,3.59,1.464,1.42,5.808,5.64
,,,,,,200,828,3.22,775,0.75,5.725,5.56
,,,,30,"[0, 2987]",5,6.106,23.71,24.220,23.53,24.500,23.8
,,,,,,10,3.252,12.63,12.726,12.36,13.167,12.79
,,,,,,25,1.448,5.62,5.346,5.19,6.116,5.94
,,,,,,50,849,3.3,2.806,2.73,3.864,3.75
,,,,,,100,559,2.17,1.464,1.42,2.880,2.8
,,,,,,200,434,1.69,775,0.75,2.575,2.5
,,,CoderCA,0,"[0, 0]",5,19.763,76.75,40.380,39.23,117.600,114.25
,,,,,,10,18.343,71.24,23.142,22.48,123.480,119.96
,,,,,,25,17.467,67.84,10.252,9.96,129.360,125.67
,,,,,,50,17.605,68.37,5.474,5.32,135.240,131.38
,,,,,,100,18.016,69.97,2.880,2.8,141.120,137.1
,,,,,,200,18.584,72.17,1.550,1.51,147.000,142.81
,,,,3,"[0, 299]",5,16.733,64.99,40.380,39.23,93.360,90.7
,,,,,,10,15.120,58.72,23.142,22.48,97.692,94.91
,,,,,,25,14.085,54.7,10.252,9.96,102.300,99.38
,,,,,,50,14.069,54.64,5.474,5.32,106.950,103.9
,,,,,,100,14.326,55.64,2.880,2.8,111.600,108.42
,,,,,,200,14.741,57.25,1.550,1.51,116.250,112.94
,,,,5,"[0, 498]",5,14.353,55.74,40.380,39.23,74.320,72.2
,,,,,,10,12.301,47.77,23.142,22.48,75.138,73.0
,,,,,,25,11.115,43.17,10.252,9.96,78.540,76.3
,,,,,,50,10.964,42.58,5.474,5.32,82.110,79.77
,,,,,,100,11.086,43.05,2.880,2.8,85.680,83.24
,,,,,,200,11.366,44.14,1.550,1.51,89.250,86.71
,,,,10,"[0, 996]",5,11.838,45.97,40.380,39.23,54.200,52.65
,,,,,,10,8.634,33.53,23.142,22.48,45.801,44.5
,,,,,,25,6.781,26.34,10.252,9.96,43.868,42.62
,,,,,,50,6.387,24.8,5.474,5.32,45.494,44.2
,,,,,,100,6.310,24.51,2.880,2.8,47.472,46.12
,,,,,,200,6.391,24.82,1.550,1.51,49.450,48.04
,,,,15,"[0, 1494]",5,10.978,42.63,40.380,39.23,47.320,45.97
,,,,,,10,7.224,28.06,23.142,22.48,34.524,33.54
,,,,,,25,4.801,18.65,10.252,9.96,28.028,27.23
,,,,,,50,4.098,15.92,5.474,5.32,27.186,26.41
,,,,,,100,3.826,14.86,2.880,2.8,27.600,26.81
,,,,,,200,3.784,14.7,1.550,1.51,28.600,27.78
,,,,20,"[0, 1991]",5,10.593,41.14,40.380,39.23,44.240,42.98
,,,,,,10,6.694,26.0,23.142,22.48,30.282,29.42
,,,,,,25,3.998,15.53,10.252,9.96,21.604,20.99
,,,,,,50,3.138,12.19,5.474,5.32,19.504,18.95
,,,,,,100,2.758,10.71,2.880,2.8,19.056,18.51
,,,,,,200,2.628,10.21,1.550,1.51,19.350,18.8
,,,,30,"[0, 2987]",5,10.328,40.11,40.380,39.23,42.120,40.92
,,,,,,10,6.211,24.12,23.142,22.48,26.418,25.66
,,,,,,25,3.233,12.56,10.252,9.96,15.488,15.05
,,,,,,50,2.270,8.82,5.474,5.32,12.558,12.2
,,,,,,100,1.804,7.01,2.880,2.8,11.424,11.1
,,,,,,200,1.616,6.28,1.550,1.51,11.250,10.93
,soil_water_potential_4.csv,8.135,CoderBasic,,,,34.589,100,138.295,100,138.295,100
,,,CoderPCA,0,"[0, 0]",5,21.133,61.1,29.286,21.18,139.650,100.98
,,,,,,10,19.244,55.64,14.720,10.64,139.109,100.59
,,,,,,25,18.096,52.32,6.021,4.35,138.621,100.24
,,,,,,50,17.762,51.35,3.512,2.54,138.458,100.12
,,,,,,100,17.570,50.8,2.054,1.49,138.377,100.06
,,,,,,200,17.685,51.13,3.016,2.18,138.336,100.03
,,,,3,"[0, 268]",5,18.192,52.59,29.286,21.18,116.122,83.97
,,,,,,10,18.938,54.75,14.720,10.64,136.661,98.82
,,,,,,25,18.096,52.32,6.021,4.35,138.621,100.24
,,,,,,50,17.762,51.35,3.512,2.54,138.458,100.12
,,,,,,100,17.570,50.8,2.054,1.49,138.377,100.06
,,,,,,200,17.685,51.13,3.016,2.18,138.336,100.03
,,,,5,"[0, 446]",5,14.460,41.81,29.286,21.18,86.270,62.38
,,,,,,10,16.930,48.95,14.720,10.64,120.596,87.2
,,,,,,25,17.943,51.87,6.021,4.35,137.397,99.35
,,,,,,50,17.762,51.35,3.512,2.54,138.458,100.12
,,,,,,100,17.570,50.8,2.054,1.49,138.377,100.06
,,,,,,200,17.685,51.13,3.016,2.18,138.336,100.03
,,,,10,"[0, 892]",5,7.643,22.1,29.286,21.18,31.734,22.95
,,,,,,10,5.168,14.94,14.720,10.64,26.501,19.16
,,,,,,25,7.080,20.47,6.021,4.35,50.493,36.51
,,,,,,50,12.347,35.7,3.512,2.54,95.142,68.8
,,,,,,100,16.307,47.15,2.054,1.49,128.279,92.76
,,,,,,200,17.685,51.13,3.016,2.18,138.336,100.03
,,,,15,"[0, 1338]",5,7.414,21.43,29.286,21.18,29.898,21.62
,,,,,,10,4.078,11.79,14.720,10.64,17.780,12.86
,,,,,,25,3.357,9.71,6.021,4.35,20.709,14.97
,,,,,,50,5.371,15.53,3.512,2.54,39.331,28.44
,,,,,,100,11.048,31.94,2.054,1.49,86.204,62.33
,,,,,,200,16.839,48.68,3.016,2.18,131.570,95.14
,,,,20,"[0, 1784]",5,7.371,21.31,29.286,21.18,29.558,21.37
,,,,,,10,3.849,11.13,14.720,10.64,15.944,11.53
,,,,,,25,2.490,7.2,6.021,4.35,13.773,9.96
,,,,,,50,3.497,10.11,3.512,2.54,24.337,17.6
,,,,,,100,6.209,17.95,2.054,1.49,47.495,34.34
,,,,,,200,11.764,34.01,3.016,2.18,90.974,65.78
,,,,30,"[0, 2675]",5,7.371,21.31,29.286,21.18,29.558,21.37
,,,,,,10,3.791,10.96,14.720,10.64,15.485,11.2
,,,,,,25,1.878,5.43,6.021,4.35,8.877,6.42
,,,,,,50,2.560,7.4,3.512,2.54,16.840,12.18
,,,,,,100,3.895,11.26,2.054,1.49,28.982,20.96
,,,,,,200,7.959,23.01,3.016,2.18,60.527,43.77
,,,CoderAPCA,0,"[0, 0]",5,20.898,60.42,32.540,23.53,134.520,97.27
,,,,,,10,19.795,57.23,17.094,12.36,141.141,102.06
,,,,,,25,19.395,56.07,7.172,5.19,147.862,106.92
,,,,,,50,19.807,57.26,3.749,2.71,154.583,111.78
,,,,,,100,20.425,59.05,1.968,1.42,161.304,116.64
,,,,,,200,21.147,61.14,1.025,0.74,168.025,121.5
,,,,3,"[0, 268]",5,12.256,35.43,32.540,23.53,65.380,47.28
,,,,,,10,10.130,29.29,17.094,12.36,63.819,46.15
,,,,,,25,9.217,26.65,7.172,5.19,66.440,48.04
,,,,,,50,9.167,26.5,3.749,2.71,69.460,50.23
,,,,,,100,9.322,26.95,1.968,1.42,72.480,52.41
,,,,,,200,9.581,27.7,1.025,0.74,75.500,54.59
,,,,5,"[0, 446]",5,10.173,29.41,32.540,23.53,48.720,35.23
,,,,,,10,7.416,21.44,17.094,12.36,42.105,30.45
,,,,,,25,6.200,17.92,7.172,5.19,42.306,30.59
,,,,,,50,6.004,17.36,3.749,2.71,44.160,31.93
,,,,,,100,6.022,17.41,1.968,1.42,46.080,33.32
,,,,,,200,6.144,17.76,1.025,0.74,48.000,34.71
,,,,10,"[0, 892]",5,8.206,23.72,32.540,23.53,32.980,23.85
,,,,,,10,4.407,12.74,17.094,12.36,18.039,13.04
,,,,,,25,2.078,6.01,7.172,5.19,9.328,6.75
,,,,,,50,1.373,3.97,3.749,2.71,7.107,5.14
,,,,,,100,1.099,3.18,1.968,1.42,6.696,4.84
,,,,,,200,1.000,2.89,1.025,0.74,6.850,4.95
,,,,15,"[0, 1338]",5,8.171,23.62,32.540,23.53,32.700,23.65
,,,,,,10,4.326,12.51,17.094,12.36,17.388,12.57
,,,,,,25,1.883,5.44,7.172,5.19,7.766,5.62
,,,,,,50,1.097,3.17,3.749,2.71,4.899,3.54
,,,,,,100,715,2.07,1.968,1.42,3.624,2.62
,,,,,,200,550,1.59,1.025,0.74,3.250,2.35
,,,,20,"[0, 1784]",5,8.161,23.59,32.540,23.53,32.620,23.59
,,,,,,10,4.308,12.45,17.094,12.36,17.241,12.47
,,,,,,25,1.847,5.34,7.172,5.19,7.480,5.41
,,,,,,50,1.019,2.95,3.749,2.71,4.278,3.09
,,,,,,100,601,1.74,1.968,1.42,2.712,1.96
,,,,,,200,406,1.17,1.025,0.74,2.100,1.52
,,,,30,"[0, 2675]",5,8.158,23.59,32.540,23.53,32.600,23.57
,,,,,,10,4.300,12.43,17.094,12.36,17.178,12.42
,,,,,,25,1.825,5.28,7.172,5.19,7.304,5.28
,,,,,,50,985,2.85,3.749,2.71,4.002,2.89
,,,,,,100,547,1.58,1.968,1.42,2.280,1.65
,,,,,,200,328,0.95,1.025,0.74,1.475,1.07
,,,CoderCA,0,"[0, 0]",5,26.306,76.05,54.240,39.22,156.080,112.86
,,,,,,10,24.386,70.5,31.080,22.47,163.884,118.5
,,,,,,25,23.198,67.07,13.772,9.96,171.688,124.15
,,,,,,50,23.372,67.57,7.360,5.32,179.492,129.79
,,,,,,100,23.914,69.14,3.888,2.81,187.296,135.43
,,,,,,200,24.659,71.29,2.050,1.48,195.100,141.08
,,,,3,"[0, 268]",5,21.628,62.53,54.240,39.22,118.660,85.8
,,,,,,10,19.359,55.97,31.080,22.47,123.669,89.42
,,,,,,25,17.932,51.84,13.772,9.96,129.558,93.68
,,,,,,50,17.867,51.66,7.360,5.32,135.447,97.94
,,,,,,100,18.169,52.53,3.888,2.81,141.336,102.2
,,,,,,200,18.675,53.99,2.050,1.48,147.225,106.46
,,,,5,"[0, 446]",5,19.088,55.19,54.240,39.22,98.340,71.11
,,,,,,10,16.335,47.23,31.080,22.47,99.477,71.93
,,,,,,25,14.725,42.57,13.772,9.96,103.906,75.13
,,,,,,50,14.514,41.96,7.360,5.32,108.629,78.55
,,,,,,100,14.671,42.42,3.888,2.81,113.352,81.96
,,,,,,200,15.031,43.46,2.050,1.48,118.075,85.38
,,,,10,"[0, 892]",5,14.778,42.72,54.240,39.22,63.860,46.18
,,,,,,10,10.088,29.17,31.080,22.47,49.497,35.79
,,,,,,25,7.498,21.68,13.772,9.96,46.090,33.33
,,,,,,50,6.936,20.05,7.360,5.32,48.001,34.71
,,,,,,100,6.763,19.55,3.888,2.81,50.088,36.22
,,,,,,200,6.794,19.64,2.050,1.48,52.175,37.73
,,,,15,"[0, 1338]",5,13.761,39.78,54.240,39.22,55.720,40.29
,,,,,,10,8.164,23.6,31.080,22.47,34.104,24.66
,,,,,,25,4.306,12.45,13.772,9.96,20.548,14.86
,,,,,,50,3.224,9.32,7.360,5.32,18.308,13.24
,,,,,,100,2.842,8.22,3.888,2.81,18.720,13.54
,,,,,,200,2.709,7.83,2.050,1.48,19.500,14.1
,,,,20,"[0, 1784]",5,13.591,39.29,54.240,39.22,54.360,39.31
,,,,,,10,7.828,22.63,31.080,22.47,31.416,22.72
,,,,,,25,3.558,10.29,13.772,9.96,14.564,10.53
,,,,,,50,2.086,6.03,7.360,5.32,9.200,6.65
,,,,,,100,1.414,4.09,3.888,2.81,7.296,5.28
,,,,,,200,1.122,3.24,2.050,1.48,6.800,4.92
,,,,30,"[0, 2675]",5,13.581,39.26,54.240,39.22,54.280,39.25
,,,,,,10,7.801,22.55,31.080,22.47,31.206,22.56
,,,,,,25,3.481,10.06,13.772,9.96,13.948,10.09
,,,,,,50,1.893,5.47,7.360,5.32,7.659,5.54
,,,,,,100,1.060,3.06,3.888,2.81,4.464,3.23
,,,,,,200,653,1.89,2.050,1.48,3.050,2.21
,soil_water_potential_5.csv,8.508,CoderBasic,,,,36.175,100,144.636,100,144.636,100
,,,CoderPCA,0,"[0, 0]",5,22.133,61.18,30.670,21.2,146.270,101.13
,,,,,,10,20.131,55.65,15.437,10.67,145.487,100.59
,,,,,,25,18.920,52.3,6.257,4.33,144.977,100.24
,,,,,,50,18.516,51.18,3.197,2.21,144.807,100.12
,,,,,,100,18.314,50.63,1.667,1.15,144.722,100.06
,,,,,,200,18.425,50.93,2.593,1.79,144.679,100.03
,,,,3,"[0, 304]",5,20.450,56.53,30.670,21.2,132.806,91.82
,,,,,,10,20.016,55.33,15.437,10.67,144.569,99.95
,,,,,,25,18.920,52.3,6.257,4.33,144.977,100.24
,,,,,,50,18.516,51.18,3.197,2.21,144.807,100.12
,,,,,,100,18.314,50.63,1.667,1.15,144.722,100.06
,,,,,,200,18.425,50.93,2.593,1.79,144.679,100.03
,,,,5,"[0, 507]",5,13.684,37.83,30.670,21.2,78.678,54.4
,,,,,,10,16.325,45.13,15.437,10.67,115.040,79.54
,,,,,,25,18.767,51.88,6.257,4.33,143.753,99.39
,,,,,,50,18.516,51.18,3.197,2.21,144.807,100.12
,,,,,,100,18.314,50.63,1.667,1.15,144.722,100.06
,,,,,,200,18.425,50.93,2.593,1.79,144.679,100.03
,,,,10,"[0, 1013]",5,8.108,22.41,30.670,21.2,34.070,23.56
,,,,,,10,5.309,14.68,15.437,10.67,26.912,18.61
,,,,,,25,7.700,21.29,6.257,4.33,55.217,38.18
,,,,,,50,13.206,36.51,3.197,2.21,102.324,70.75
,,,,,,100,17.052,47.14,1.667,1.15,134.624,93.08
,,,,,,200,18.425,50.93,2.593,1.79,144.679,100.03
,,,,15,"[0, 1520]",5,7.794,21.55,30.670,21.2,31.554,21.82
,,,,,,10,4.104,11.34,15.437,10.67,17.273,11.94
,,,,,,25,3.161,8.74,6.257,4.33,18.905,13.07
,,,,,,50,4.772,13.19,3.197,2.21,34.851,24.1
,,,,,,100,9.689,26.78,1.667,1.15,75.719,52.35
,,,,,,200,15.042,41.58,2.593,1.79,117.615,81.32
,,,,20,"[0, 2027]",5,7.768,21.47,30.670,21.2,31.350,21.68
,,,,,,10,4.085,11.29,15.437,10.67,17.120,11.84
,,,,,,25,2.192,6.06,6.257,4.33,11.153,7.71
,,,,,,50,3.106,8.59,3.197,2.21,21.523,14.88
,,,,,,100,5.061,13.99,1.667,1.15,38.693,26.75
,,,,,,200,11.659,32.23,2.593,1.79,90.551,62.61
,,,,30,"[0, 3040]",5,7.751,21.43,30.670,21.2,31.214,21.58
,,,,,,10,4.028,11.13,15.437,10.67,16.661,11.52
,,,,,,25,1.937,5.35,6.257,4.33,9.113,6.3
,,,,,,50,2.169,6.0,3.197,2.21,14.026,9.7
,,,,,,100,3.798,10.5,1.667,1.15,28.595,19.77
,,,,,,200,8.276,22.88,2.593,1.79,63.487,43.89
,,,CoderAPCA,0,"[0, 0]",5,22.261,61.54,34.040,23.53,143.920,99.5
,,,,,,10,21.134,58.42,17.871,12.36,151.074,104.45
,,,,,,25,20.737,57.32,7.502,5.19,158.268,109.43
,,,,,,50,21.190,58.58,3.933,2.72,165.462,114.4
,,,,,,100,21.856,60.42,2.064,1.43,172.656,119.37
,,,,,,200,22.631,62.56,1.075,0.74,179.850,124.35
,,,,3,"[0, 304]",5,13.766,38.05,34.040,23.53,75.960,52.52
,,,,,,10,11.820,32.67,17.871,12.36,76.566,52.94
,,,,,,25,10.961,30.3,7.502,5.19,80.058,55.35
,,,,,,50,10.969,30.32,3.933,2.72,83.697,57.87
,,,,,,100,11.191,30.94,2.064,1.43,87.336,60.38
,,,,,,200,11.522,31.85,1.075,0.74,90.975,62.9
,,,,5,"[0, 507]",5,10.161,28.09,34.040,23.53,47.120,32.58
,,,,,,10,7.035,19.45,17.871,12.36,38.283,26.47
,,,,,,25,5.604,15.49,7.502,5.19,37.202,25.72
,,,,,,50,5.369,14.84,3.933,2.72,38.893,26.89
,,,,,,100,5.347,14.78,2.064,1.43,40.584,28.06
,,,,,,200,5.434,15.02,1.075,0.74,42.275,29.23
,,,,10,"[0, 1013]",5,8.611,23.8,34.040,23.53,34.720,24.01
,,,,,,10,4.638,12.82,17.871,12.36,19.110,13.21
,,,,,,25,2.205,6.1,7.502,5.19,10.010,6.92
,,,,,,50,1.473,4.07,3.933,2.72,7.728,5.34
,,,,,,100,1.192,3.3,2.064,1.43,7.344,5.08
,,,,,,200,1.091,3.02,1.075,0.74,7.525,5.2
,,,,15,"[0, 1520]",5,8.558,23.66,34.040,23.53,34.300,23.71
,,,,,,10,4.533,12.53,17.871,12.36,18.270,12.63
,,,,,,25,1.960,5.42,7.502,5.19,8.052,5.57
,,,,,,50,1.120,3.1,3.933,2.72,4.899,3.39
,,,,,,100,700,1.94,2.064,1.43,3.408,2.36
,,,,,,200,516,1.43,1.075,0.74,2.925,2.02
,,,,20,"[0, 2027]",5,8.551,23.64,34.040,23.53,34.240,23.67
,,,,,,10,4.520,12.49,17.871,12.36,18.165,12.56
,,,,,,25,1.935,5.35,7.502,5.19,7.854,5.43
,,,,,,50,1.059,2.93,3.933,2.72,4.416,3.05
,,,,,,100,619,1.71,2.064,1.43,2.760,1.91
,,,,,,200,403,1.11,1.075,0.74,2.025,1.4
,,,,30,"[0, 3040]",5,8.538,23.6,34.040,23.53,34.140,23.6
,,,,,,10,4.507,12.46,17.871,12.36,18.060,12.49
,,,,,,25,1.916,5.3,7.502,5.19,7.700,5.32
,,,,,,50,1.031,2.85,3.933,2.72,4.186,2.89
,,,,,,100,571,1.58,2.064,1.43,2.376,1.64
,,,,,,200,344,0.95,1.075,0.74,1.550,1.07
,,,CoderCA,0,"[0, 0]",5,27.663,76.47,56.720,39.22,164.460,113.71
,,,,,,10,25.665,70.95,32.508,22.48,172.683,119.39
,,,,,,25,24.433,67.54,14.432,9.98,180.906,125.08
,,,,,,50,24.617,68.05,7.682,5.31,189.129,130.76
,,,,,,100,25.195,69.65,4.080,2.82,197.352,136.45
,,,,,,200,25.981,71.82,2.150,1.49,205.575,142.13
,,,,3,"[0, 304]",5,23.181,64.08,56.720,39.22,128.600,88.91
,,,,,,10,20.884,57.73,32.508,22.48,134.442,92.95
,,,,,,25,19.425,53.7,14.432,9.98,140.844,97.38
,,,,,,50,19.382,53.58,7.682,5.31,147.246,101.8
