Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,25,172.136,20.45,345.356,9.96,1.031.604,31.59
,,,,,,50,154.659,18.37,184.092,5.31,1.053.052,32.25
,,,,,,100,149.193,17.72,97.008,2.8,1.096.410,33.58
,,,,,,200,149.286,17.73,50.800,1.46,1.143.360,35.02
,,,,5,"[0, 31]",5,344.201,40.89,1.360.480,39.22,1.393.004,42.66
,,,,,,10,216.894,25.77,779.184,22.46,955.840,29.27
,,,,,,25,132.614,15.75,345.356,9.96,715.428,21.91
,,,,,,50,108.607,12.9,184.092,5.31,684.640,20.97
,,,,,,100,99.634,11.84,97.008,2.8,699.936,21.44
,,,,,,200,97.314,11.56,50.800,1.46,727.584,22.28
,,,,10,"[0, 62]",5,334.877,39.78,1.360.480,39.22,1.318.410,40.38
,,,,,,10,198.564,23.59,779.184,22.46,809.200,24.78
,,,,,,25,101.759,12.09,345.356,9.96,468.594,14.35
,,,,,,50,69.618,8.27,184.092,5.31,372.724,11.42
,,,,,,100,54.841,6.51,97.008,2.8,341.596,10.46
,,,,,,200,49.062,5.83,50.800,1.46,341.568,10.46
,,,,15,"[0, 93]",5,332.749,39.53,1.360.480,39.22,1.301.386,39.86
,,,,,,10,193.749,23.02,779.184,22.46,770.680,23.6
,,,,,,25,93.097,11.06,345.356,9.96,399.294,12.23
,,,,,,50,57.969,6.89,184.092,5.31,279.532,8.56
,,,,,,100,40.483,4.81,97.008,2.8,226.734,6.94
,,,,,,200,32.652,3.88,50.800,1.46,210.288,6.44
,,,,20,"[0, 124]",5,332.103,39.45,1.360.480,39.22,1.296.218,39.7
,,,,,,10,191.944,22.8,779.184,22.46,756.240,23.16
,,,,,,25,89.375,10.62,345.356,9.96,369.516,11.32
,,,,,,50,52.876,6.28,184.092,5.31,238.788,7.31
,,,,,,100,34.319,4.08,97.008,2.8,177.422,5.43
,,,,,,200,25.404,3.02,50.800,1.46,152.304,4.66
,,,,30,"[0, 186]",5,331.794,39.42,1.360.480,39.22,1.293.748,39.62
,,,,,,10,190.759,22.66,779.184,22.46,746.760,22.87
,,,,,,25,86.246,10.25,345.356,9.96,344.484,10.55
,,,,,,50,48.371,5.75,184.092,5.31,202.752,6.21
,,,,,,100,28.529,3.39,97.008,2.8,131.100,4.02
,,,,,,200,18.654,2.22,50.800,1.46,98.304,3.01
,temperature_20.csv,35.093,CoderBasic,,,,144.774,100,596.581,100,561.488,100
,,,CoderPCA,0,"[0, 0]",5,86.836,59.98,126.376,21.18,568.187,101.19
,,,,,,10,78.542,54.25,63.214,10.6,564.998,100.63
,,,,,,25,73.572,50.82,25.561,4.28,562.892,100.25
,,,,,,50,71.958,49.7,13.350,2.24,562.190,100.13
,,,,,,100,71.231,49.2,7.882,1.32,561.839,100.06
,,,,,,200,70.815,48.91,4.732,0.79,561.664,100.03
,,,,3,"[0, 31]",5,63.108,43.59,126.376,21.18,378.363,67.39
,,,,,,10,69.686,48.13,63.214,10.6,494.150,88.01
,,,,,,25,72.804,50.29,25.561,4.28,556.748,99.16
,,,,,,50,71.958,49.7,13.350,2.24,562.190,100.13
,,,,,,100,71.231,49.2,7.882,1.32,561.839,100.06
,,,,,,200,70.815,48.91,4.732,0.79,561.664,100.03
,,,,5,"[0, 52]",5,50.196,34.67,126.376,21.18,275.067,48.99
,,,,,,10,55.520,38.35,63.214,10.6,380.822,67.82
,,,,,,25,68.484,47.3,25.561,4.28,522.188,93.0
,,,,,,50,71.370,49.3,13.350,2.24,557.486,99.29
,,,,,,100,71.231,49.2,7.882,1.32,561.839,100.06
,,,,,,200,70.815,48.91,4.732,0.79,561.664,100.03
,,,,10,"[0, 104]",5,39.860,27.53,126.376,21.18,192.379,34.26
,,,,,,10,37.700,26.04,63.214,10.6,238.262,42.43
,,,,,,25,53.172,36.73,25.561,4.28,399.692,71.18
,,,,,,50,65.980,45.57,13.350,2.24,514.366,91.61
,,,,,,100,71.033,49.06,7.882,1.32,560.255,99.78
,,,,,,200,70.815,48.91,4.732,0.79,561.664,100.03
,,,,15,"[0, 157]",5,35.716,24.67,126.376,21.18,159.227,28.36
,,,,,,10,30.338,20.96,63.214,10.6,179.366,31.94
,,,,,,25,42.276,29.2,25.561,4.28,312.524,55.66
,,,,,,50,59.316,40.97,13.350,2.24,461.054,82.11
,,,,,,100,70.439,48.65,7.882,1.32,555.503,98.93
,,,,,,200,70.815,48.91,4.732,0.79,561.664,100.03
,,,,20,"[0, 209]",5,33.556,23.18,126.376,21.18,141.947,25.28
,,,,,,10,25.388,17.54,63.214,10.6,139.766,24.89
,,,,,,25,35.892,24.79,25.561,4.28,261.452,46.56
,,,,,,50,53.926,37.25,13.350,2.24,417.934,74.43
,,,,,,100,69.845,48.24,7.882,1.32,550.751,98.09
,,,,,,200,70.815,48.91,4.732,0.79,561.664,100.03
,,,,30,"[0, 313]",5,31.676,21.88,126.376,21.18,126.907,22.6
,,,,,,10,20.492,14.15,63.214,10.6,100.598,17.92
,,,,,,25,26.340,18.19,25.561,4.28,185.036,32.95
,,,,,,50,43.538,30.07,13.350,2.24,334.830,59.63
,,,,,,100,65.885,45.51,7.882,1.32,519.071,92.45
,,,,,,200,70.815,48.91,4.732,0.79,561.664,100.03
,,,CoderAPCA,0,"[0, 0]",5,91.100,62.93,140.380,23.53,588.297,104.77
,,,,,,10,86.629,59.84,73.710,12.36,619.200,110.28
,,,,,,25,85.147,58.81,30.888,5.18,650.160,115.79
,,,,,,50,87.174,60.21,16.146,2.71,681.120,121.31
,,,,,,100,90.079,62.22,8.424,1.41,712.080,126.82
,,,,,,200,93.446,64.55,4.400,0.74,743.040,132.33
,,,,3,"[0, 31]",5,45.887,31.7,140.380,23.53,226.594,40.36
,,,,,,10,35.202,24.32,73.710,12.36,207.780,37.01
,,,,,,25,30.221,20.87,30.888,5.18,210.756,37.54
,,,,,,50,29.589,20.44,16.146,2.71,220.440,39.26
,,,,,,100,29.873,20.63,8.424,1.41,230.437,41.04
,,,,,,200,30.623,21.15,4.400,0.74,240.456,42.82
,,,,5,"[0, 52]",5,40.356,27.88,140.380,23.53,182.343,32.47
,,,,,,10,27.667,19.11,73.710,12.36,147.500,26.27
,,,,,,25,21.165,14.62,30.888,5.18,138.306,24.63
,,,,,,50,19.947,13.78,16.146,2.71,143.308,25.52
,,,,,,100,19.779,13.66,8.424,1.41,149.684,26.66
,,,,,,200,20.090,13.88,4.400,0.74,156.192,27.82
,,,,10,"[0, 104]",5,36.252,25.04,140.380,23.53,149.511,26.63
,,,,,,10,21.662,14.96,73.710,12.36,99.460,17.71
,,,,,,25,13.434,9.28,30.888,5.18,76.461,13.62
,,,,,,50,11.301,7.81,16.146,2.71,74.140,13.2
,,,,,,100,10.605,7.33,8.424,1.41,76.291,13.59
,,,,,,200,10.511,7.26,4.400,0.74,79.560,14.17
,,,,15,"[0, 157]",5,35.055,24.21,140.380,23.53,139.935,24.92
,,,,,,10,19.774,13.66,73.710,12.36,84.360,15.02
,,,,,,25,10.738,7.42,30.888,5.18,54.894,9.78
,,,,,,50,8.186,5.65,16.146,2.71,49.214,8.76
,,,,,,100,7.187,4.96,8.424,1.41,48.944,8.72
,,,,,,200,6.938,4.79,4.400,0.74,50.976,9.08
,,,,20,"[0, 209]",5,34.618,23.91,140.380,23.53,136.439,24.3
,,,,,,10,18.969,13.1,73.710,12.36,77.920,13.88
,,,,,,25,9.515,6.57,30.888,5.18,45.108,8.03
,,,,,,50,6.703,4.63,16.146,2.71,37.356,6.65
,,,,,,100,5.516,3.81,8.424,1.41,35.581,6.34
,,,,,,200,5.171,3.57,4.400,0.74,36.840,6.56
,,,,30,"[0, 313]",5,34.328,23.71,140.380,23.53,134.121,23.89
,,,,,,10,18.319,12.65,73.710,12.36,72.720,12.95
,,,,,,25,8.394,5.8,30.888,5.18,36.141,6.44
,,,,,,50,5.273,3.64,16.146,2.71,25.916,4.62
,,,,,,100,3.849,2.66,8.424,1.41,22.241,3.96
,,,,,,200,3.377,2.33,4.400,0.74,22.488,4.01
,,,CoderCA,0,"[0, 0]",5,110.457,76.3,233.960,39.22,649.572,115.69
,,,,,,10,102.238,70.62,134.022,22.47,683.760,121.78
,,,,,,25,97.184,67.13,59.400,9.96,717.948,127.87
,,,,,,50,97.994,67.69,31.694,5.31,752.136,133.95
,,,,,,100,100.394,69.35,16.704,2.8,786.324,140.04
,,,,,,200,103.673,71.61,8.750,1.47,820.512,146.13
,,,,3,"[0, 31]",5,74.326,51.34,233.960,39.22,360.525,64.21
,,,,,,10,61.356,42.38,134.022,22.47,356.700,63.53
,,,,,,25,53.974,37.28,59.400,9.96,372.267,66.3
,,,,,,50,52.727,36.42,31.694,5.31,389.994,69.46
,,,,,,100,53.069,36.66,16.704,2.8,407.721,72.61
,,,,,,200,54.290,37.5,8.750,1.47,425.448,75.77
,,,,5,"[0, 52]",5,64.952,44.86,233.960,39.22,285.532,50.85
,,,,,,10,47.673,32.93,134.022,22.47,247.240,44.03
,,,,,,25,38.164,26.36,59.400,9.96,245.784,43.77
,,,,,,50,36.081,24.92,31.694,5.31,256.828,45.74
,,,,,,100,35.666,24.64,16.704,2.8,268.502,47.82
,,,,,,200,36.131,24.96,8.750,1.47,280.176,49.9
,,,,10,"[0, 104]",5,59.452,41.07,233.960,39.22,241.528,43.02
,,,,,,10,38.033,26.27,134.022,22.47,170.120,30.3
,,,,,,25,24.372,16.83,59.400,9.96,135.450,24.12
,,,,,,50,20.917,14.45,31.694,5.31,135.520,24.14
,,,,,,100,19.710,13.61,16.704,2.8,140.852,25.09
,,,,,,200,19.481,13.46,8.750,1.47,146.976,26.18
,,,,15,"[0, 157]",5,58.088,40.12,233.960,39.22,230.622,41.07
,,,,,,10,35.493,24.52,134.022,22.47,149.800,26.68
,,,,,,25,20.098,13.88,59.400,9.96,101.262,18.03
,,,,,,50,15.527,10.72,31.694,5.31,92.400,16.46
,,,,,,100,13.851,9.57,16.704,2.8,93.978,16.74
,,,,,,200,13.367,9.23,8.750,1.47,98.064,17.47
,,,,20,"[0, 209]",5,57.552,39.75,233.960,39.22,226.328,40.31
,,,,,,10,34.258,23.66,134.022,22.47,139.920,24.92
,,,,,,25,18.082,12.49,59.400,9.96,85.134,15.16
,,,,,,50,13.096,9.05,31.694,5.31,72.952,12.99
,,,,,,100,11.010,7.6,16.704,2.8,71.254,12.69
,,,,,,200,10.385,7.17,8.750,1.47,74.208,13.22
,,,,30,"[0, 313]",5,57.176,39.49,233.960,39.22,223.326,39.77
,,,,,,10,33.273,22.98,134.022,22.47,132.040,23.52
,,,,,,25,16.192,11.18,59.400,9.96,70.014,12.47
,,,,,,50,10.583,7.31,31.694,5.31,52.844,9.41
,,,,,,100,8.153,5.63,16.704,2.8,48.392,8.62
,,,,,,200,7.385,5.1,8.750,1.47,50.208,8.94
,temperature_21.csv,14.938,CoderBasic,,,,61.635,100,253.946,100,239.008,100
,,,CoderPCA,0,"[0, 0]",5,36.992,60.02,53.818,21.19,241.996,101.25
,,,,,,10,33.455,54.28,27.011,10.64,240.502,100.63
,,,,,,25,31.337,50.84,10.968,4.32,239.606,100.25
,,,,,,50,30.680,49.78,6.011,2.37,239.307,100.13
,,,,,,100,30.327,49.2,3.329,1.31,239.158,100.06
,,,,,,200,30.361,49.26,3.679,1.45,239.083,100.03
,,,,3,"[0, 29]",5,32.560,52.83,53.818,21.19,206.540,86.42
,,,,,,10,32.267,52.35,27.011,10.64,230.998,96.65
,,,,,,25,31.193,50.61,10.968,4.32,238.454,99.77
,,,,,,50,30.680,49.78,6.011,2.37,239.307,100.13
,,,,,,100,30.327,49.2,3.329,1.31,239.158,100.06
,,,,,,200,30.361,49.26,3.679,1.45,239.083,100.03
,,,,5,"[0, 49]",5,28.592,46.39,53.818,21.19,174.796,73.13
,,,,,,10,29.909,48.53,27.011,10.64,212.134,88.76
,,,,,,25,31.049,50.38,10.968,4.32,237.302,99.29
,,,,,,50,30.582,49.62,6.011,2.37,238.523,99.8
,,,,,,100,30.327,49.2,3.329,1.31,239.158,100.06
,,,,,,200,30.361,49.26,3.679,1.45,239.083,100.03
,,,,10,"[0, 98]",5,22.880,37.12,53.818,21.19,129.100,54.01
,,,,,,10,25.409,41.22,27.011,10.64,176.134,73.69
,,,,,,25,30.089,48.82,10.968,4.32,229.622,96.07
,,,,,,50,30.386,49.3,6.011,2.37,236.955,99.14
,,,,,,100,30.327,49.2,3.329,1.31,239.158,100.06
,,,,,,200,30.361,49.26,3.679,1.45,239.083,100.03
,,,,15,"[0, 147]",5,19.440,31.54,53.818,21.19,101.580,42.5
,,,,,,10,20.837,33.81,27.011,10.64,139.558,58.39
,,,,,,25,27.833,45.16,10.968,4.32,211.574,88.52
,,,,,,50,30.288,49.14,6.011,2.37,236.171,98.81
,,,,,,100,30.327,49.2,3.329,1.31,239.158,100.06
,,,,,,200,30.361,49.26,3.679,1.45,239.083,100.03
,,,,20,"[0, 196]",5,17.552,28.48,53.818,21.19,86.476,36.18
,,,,,,10,17.543,28.46,27.011,10.64,113.206,47.36
,,,,,,25,25.097,40.72,10.968,4.32,189.686,79.36
,,,,,,50,29.700,48.19,6.011,2.37,231.467,96.84
,,,,,,100,30.327,49.2,3.329,1.31,239.158,100.06
,,,,,,200,30.361,49.26,3.679,1.45,239.083,100.03
,,,,30,"[0, 294]",5,15.592,25.3,53.818,21.19,70.796,29.62
,,,,,,10,13.547,21.98,27.011,10.64,81.238,33.99
,,,,,,25,20.009,32.46,10.968,4.32,148.982,62.33
,,,,,,50,25.878,41.99,6.011,2.37,200.891,84.05
,,,,,,100,29.337,47.6,3.329,1.31,231.238,96.75
,,,,,,200,29.963,48.61,3.679,1.45,235.899,98.7
,,,CoderAPCA,0,"[0, 0]",5,42.636,69.17,59.760,23.53,281.200,117.65
,,,,,,10,40.937,66.42,31.374,12.35,296.000,123.85
,,,,,,25,40.510,65.73,13.156,5.18,310.800,130.04
,,,,,,50,41.575,67.45,6.877,2.71,325.600,136.23
,,,,,,100,43.016,69.79,3.600,1.42,340.400,142.42
,,,,,,200,44.650,72.44,1.875,0.74,355.200,148.61
,,,,3,"[0, 29]",5,25.331,41.1,59.760,23.53,142.766,59.73
,,,,,,10,21.955,35.62,31.374,12.35,144.140,60.31
,,,,,,25,20.432,33.15,13.156,5.18,150.171,62.83
,,,,,,50,20.532,33.31,6.877,2.71,157.256,65.8
,,,,,,100,21.016,34.1,3.600,1.42,164.404,68.79
,,,,,,200,21.694,35.2,1.875,0.74,171.552,71.78
,,,,5,"[0, 49]",5,21.560,34.98,59.760,23.53,112.594,47.11
,,,,,,10,17.342,28.14,31.374,12.35,107.240,44.87
,,,,,,25,15.373,24.94,13.156,5.18,109.704,45.9
,,,,,,50,15.228,24.71,6.877,2.71,114.818,48.04
,,,,,,100,15.467,25.09,3.600,1.42,120.014,50.21
,,,,,,200,15.904,25.8,1.875,0.74,125.232,52.4
,,,,10,"[0, 98]",5,17.741,28.78,59.760,23.53,82.042,34.33
,,,,,,10,12.472,20.24,31.374,12.35,68.280,28.57
,,,,,,25,9.714,15.76,13.156,5.18,64.428,26.96
,,,,,,50,9.222,14.96,6.877,2.71,66.770,27.94
,,,,,,100,9.186,14.9,3.600,1.42,69.759,29.19
,,,,,,200,9.349,15.17,1.875,0.74,72.792,30.46
,,,,15,"[0, 147]",5,16.268,26.39,59.760,23.53,70.262,29.4
,,,,,,10,10.437,16.93,31.374,12.35,52.000,21.76
,,,,,,25,7.238,11.74,13.156,5.18,44.625,18.67
,,,,,,50,6.554,10.63,6.877,2.71,45.430,19.01
,,,,,,100,6.391,10.37,3.600,1.42,47.403,19.83
,,,,,,200,6.433,10.44,1.875,0.74,49.464,20.7
,,,,20,"[0, 196]",5,15.622,25.35,59.760,23.53,65.094,27.24
,,,,,,10,9.500,15.41,31.374,12.35,44.500,18.62
,,,,,,25,5.991,9.72,13.156,5.18,34.650,14.5
,,,,,,50,5.152,8.36,6.877,2.71,34.210,14.31
,,,,,,100,4.905,7.96,3.600,1.42,35.512,14.86
,,,,,,200,4.882,7.92,1.875,0.74,37.056,15.5
,,,,30,"[0, 294]",5,15.007,24.35,59.760,23.53,60.173,25.18
,,,,,,10,8.545,13.86,31.374,12.35,36.860,15.42
,,,,,,25,4.668,7.57,13.156,5.18,24.066,10.07
,,,,,,50,3.565,5.78,6.877,2.71,21.516,9.0
,,,,,,100,3.185,5.17,3.600,1.42,21.758,9.1
,,,,,,200,3.067,4.98,1.875,0.74,22.536,9.43
,,,CoderCA,0,"[0, 0]",5,47.829,77.6,99.600,39.22,282.910,118.37
,,,,,,10,44.370,71.99,57.036,22.46,297.800,124.6
,,,,,,25,42.264,68.57,25.300,9.96,312.690,130.83
,,,,,,50,42.648,69.19,13.478,5.31,327.580,137.06
,,,,,,100,43.712,70.92,7.104,2.8,342.470,143.29
,,,,,,200,45.154,73.26,3.750,1.48,357.360,149.52
,,,,3,"[0, 29]",5,35.829,58.13,99.600,39.22,186.903,78.2
,,,,,,10,30.938,50.2,57.036,22.46,190.340,79.64
,,,,,,25,28.040,45.49,25.300,9.96,198.891,83.22
,,,,,,50,27.746,45.02,13.478,5.31,208.362,87.18
,,,,,,100,28.133,45.64,7.104,2.8,217.833,91.14
,,,,,,200,28.897,46.88,3.750,1.48,227.304,95.1
,,,,5,"[0, 49]",5,32.138,52.14,99.600,39.22,157.377,65.85
,,,,,,10,26.343,42.74,57.036,22.46,153.580,64.26
,,,,,,25,22.984,37.29,25.300,9.96,158.445,66.29
,,,,,,50,22.433,36.4,13.478,5.31,165.858,69.39
,,,,,,100,22.578,36.63,7.104,2.8,173.397,72.55
,,,,,,200,23.101,37.48,3.750,1.48,180.936,75.7
,,,,10,"[0, 98]",5,27.989,45.41,99.600,39.22,124.184,51.96
,,,,,,10,20.630,33.47,57.036,22.46,107.880,45.14
,,,,,,25,16.366,26.55,25.300,9.96,105.504,44.14
,,,,,,50,15.461,25.08,13.478,5.31,110.088,46.06
,,,,,,100,15.290,24.81,7.104,2.8,115.092,48.15
,,,,,,200,15.496,25.14,3.750,1.48,120.096,50.25
,,,,15,"[0, 147]",5,26.307,42.68,99.600,39.22,110.732,46.33
,,,,,,10,17.990,29.19,57.036,22.46,86.760,36.3
,,,,,,25,12.954,21.02,25.300,9.96,78.204,32.72
,,,,,,50,11.749,19.06,13.478,5.31,80.388,33.63
,,,,,,100,11.409,18.51,7.104,2.8,84.042,35.16
,,,,,,200,11.446,18.57,3.750,1.48,87.696,36.69
,,,,20,"[0, 196]",5,25.509,41.39,99.600,39.22,104.348,43.66
,,,,,,10,16.700,27.09,57.036,22.46,76.440,31.98
,,,,,,25,11.127,18.05,25.300,9.96,63.588,26.6
,,,,,,50,9.725,15.78,13.478,5.31,64.196,26.86
,,,,,,100,9.270,15.04,7.104,2.8,66.930,28.0
,,,,,,200,9.214,14.95,3.750,1.48,69.840,29.22
,,,,30,"[0, 294]",5,24.759,40.17,99.600,39.22,98.344,41.15
,,,,,,10,15.255,24.75,57.036,22.46,64.880,27.15
,,,,,,25,9.079,14.73,25.300,9.96,47.208,19.75
,,,,,,50,7.398,12.0,13.478,5.31,45.584,19.07
,,,,,,100,6.820,11.07,7.104,2.8,47.334,19.8
,,,,,,200,6.658,10.8,3.750,1.48,49.392,20.67
,temperature_22.csv,13.992,CoderBasic,,,,57.733,100,237.864,100,223.872,100
,,,CoderPCA,0,"[0, 0]",5,34.553,59.85,50.399,21.19,225.903,100.91
,,,,,,10,31.309,54.23,25.217,10.6,225.128,100.56
,,,,,,25,29.364,50.86,10.352,4.35,224.432,100.25
,,,,,,50,28.752,49.8,5.737,2.41,224.152,100.13
,,,,,,100,28.526,49.41,4.067,1.71,224.012,100.06
,,,,,,200,28.572,49.49,4.507,1.89,223.942,100.03
,,,,3,"[0, 17]",5,21.793,37.75,50.399,21.19,123.823,55.31
,,,,,,10,22.723,39.36,25.217,10.6,156.440,69.88
,,,,,,25,25.380,43.96,10.352,4.35,192.560,86.01
,,,,,,50,26.890,46.58,5.737,2.41,209.256,93.47
,,,,,,100,28.130,48.72,4.067,1.71,220.844,98.65
,,,,,,200,28.174,48.8,4.507,1.89,220.758,98.61
,,,,5,"[0, 28]",5,18.353,31.79,50.399,21.19,96.303,43.02
,,,,,,10,17.485,30.29,25.217,10.6,114.536,51.16
,,,,,,25,21.348,36.98,10.352,4.35,160.304,71.61
,,,,,,50,25.028,43.35,5.737,2.41,194.360,86.82
,,,,,,100,27.140,47.01,4.067,1.71,212.924,95.11
,,,,,,200,28.174,48.8,4.507,1.89,220.758,98.61
,,,,10,"[0, 55]",5,15.057,26.08,50.399,21.19,69.935,31.24
,,,,,,10,12.283,21.28,25.217,10.6,72.920,32.57
,,,,,,25,14.484,25.09,10.352,4.35,105.392,47.08
,,,,,,50,18.952,32.83,5.737,2.41,145.752,65.11
,,,,,,100,23.576,40.84,4.067,1.71,184.412,82.37
,,,,,,200,26.980,46.73,4.507,1.89,211.206,94.34
,,,,15,"[0, 83]",5,13.721,23.77,50.399,21.19,59.247,26.46
,,,,,,10,9.925,17.19,25.217,10.6,54.056,24.15
,,,,,,25,10.740,18.6,10.352,4.35,75.440,33.7
,,,,,,50,14.542,25.19,5.737,2.41,110.472,49.35
,,,,,,100,19.022,32.95,4.067,1.71,147.980,66.1
,,,,,,200,24.194,41.91,4.507,1.89,188.918,84.39
,,,,20,"[0, 111]",5,12.977,22.48,50.399,21.19,53.295,23.81
,,,,,,10,8.503,14.73,25.217,10.6,42.680,19.06
,,,,,,25,8.772,15.19,10.352,4.35,59.696,26.67
,,,,,,50,11.896,20.61,5.737,2.41,89.304,39.89
,,,,,,100,16.646,28.83,4.067,1.71,128.972,57.61
,,,,,,200,22.204,38.46,4.507,1.89,172.998,77.28
,,,,30,"[0, 166]",5,12.497,21.65,50.399,21.19,49.455,22.09
,,,,,,10,7.153,12.39,25.217,10.6,31.880,14.24
,,,,,,25,5.748,9.96,10.352,4.35,35.504,15.86
,,,,,,50,7.094,12.29,5.737,2.41,50.888,22.73
,,,,,,100,12.290,21.29,4.067,1.71,94.124,42.04
,,,,,,200,19.816,34.32,4.507,1.89,153.894,68.74
,,,CoderAPCA,0,"[0, 0]",5,37.912,65.67,55.980,23.53,247.190,110.42
,,,,,,10,36.198,62.7,29.400,12.36,260.060,116.16
,,,,,,25,35.686,61.81,12.320,5.18,273.042,121.96
,,,,,,50,36.576,63.35,6.440,2.71,286.044,127.77
,,,,,,100,37.816,65.5,3.360,1.41,299.046,133.58
,,,,,,200,39.240,67.97,1.750,0.74,312.048,139.39
,,,,3,"[0, 17]",5,17.221,29.83,55.980,23.53,81.662,36.48
,,,,,,10,12.363,21.41,29.400,12.36,69.380,30.99
,,,,,,25,9.845,17.05,12.320,5.18,66.318,29.62
,,,,,,50,9.368,16.23,6.440,2.71,68.376,30.54
,,,,,,100,9.331,16.16,3.360,1.41,71.162,31.79
,,,,,,200,9.510,16.47,1.750,0.74,74.208,33.15
,,,,5,"[0, 28]",5,15.523,26.89,55.980,23.53,68.077,30.41
,,,,,,10,10.026,17.37,29.400,12.36,50.680,22.64
,,,,,,25,7.008,12.14,12.320,5.18,43.617,19.48
,,,,,,50,6.257,10.84,6.440,2.71,43.494,19.43
,,,,,,100,6.051,10.48,3.360,1.41,44.919,20.06
,,,,,,200,6.075,10.52,1.750,0.74,46.728,20.87
,,,,10,"[0, 55]",5,14.240,24.67,55.980,23.53,57.817,25.83
,,,,,,10,8.198,14.2,29.400,12.36,36.060,16.11
,,,,,,25,4.593,7.96,12.320,5.18,24.297,10.85
,,,,,,50,3.554,6.16,6.440,2.71,21.868,9.77
,,,,,,100,3.127,5.42,3.360,1.41,21.528,9.62
,,,,,,200,2.991,5.18,1.750,0.74,22.056,9.85
,,,,15,"[0, 83]",5,13.917,24.11,55.980,23.53,55.233,24.67
,,,,,,10,7.648,13.25,29.400,12.36,31.660,14.14
,,,,,,25,3.811,6.6,12.320,5.18,18.039,8.06
,,,,,,50,2.622,4.54,6.440,2.71,14.410,6.44
,,,,,,100,2.086,3.61,3.360,1.41,13.202,5.9
,,,,,,200,1.863,3.23,1.750,0.74,13.032,5.82
,,,,20,"[0, 111]",5,13.782,23.87,55.980,23.53,54.150,24.19
,,,,,,10,7.441,12.89,29.400,12.36,30.000,13.4
,,,,,,25,3.477,6.02,12.320,5.18,15.372,6.87
,,,,,,50,2.218,3.84,6.440,2.71,11.176,4.99
,,,,,,100,1.614,2.8,3.360,1.41,9.430,4.21
,,,,,,200,1.371,2.37,1.750,0.74,9.096,4.06
,,,,30,"[0, 166]",5,13.696,23.72,55.980,23.53,53.466,23.88
,,,,,,10,7.281,12.61,29.400,12.36,28.720,12.83
,,,,,,25,3.196,5.54,12.320,5.18,13.125,5.86
,,,,,,50,1.849,3.2,6.440,2.71,8.228,3.68
,,,,,,100,1.177,2.04,3.360,1.41,5.934,2.65
,,,,,,200,867,1.5,1.750,0.74,5.064,2.26
,,,CoderCA,0,"[0, 0]",5,44.078,76.35,93.280,39.22,259.217,115.79
,,,,,,10,40.781,70.64,53.424,22.46,272.700,121.81
,,,,,,25,38.767,67.15,23.716,9.97,286.293,127.88
,,,,,,50,39.088,67.7,12.650,5.32,299.926,133.97
,,,,,,100,40.045,69.36,6.672,2.8,313.559,140.06
,,,,,,200,41.352,71.63,3.500,1.47,327.192,146.15
,,,,3,"[0, 17]",5,28.187,48.82,93.280,39.22,132.088,59.0
,,,,,,10,21.839,37.83,53.424,22.46,121.160,54.12
,,,,,,25,17.838,30.9,23.716,9.97,118.860,53.09
,,,,,,50,17.030,29.5,12.650,5.32,123.464,55.15
,,,,,,100,16.938,29.34,6.672,2.8,128.708,57.49
,,,,,,200,17.241,29.86,3.500,1.47,134.304,59.99
,,,,5,"[0, 28]",5,25.866,44.8,93.280,39.22,113.525,50.71
,,,,,,10,18.381,31.84,53.424,22.46,93.500,41.76
,,,,,,25,13.703,23.74,23.716,9.97,85.785,38.32
,,,,,,50,12.539,21.72,12.650,5.32,87.538,39.1
,,,,,,100,12.180,21.1,6.672,2.8,90.643,40.49
,,,,,,200,12.252,21.22,3.500,1.47,94.392,42.16
,,,,10,"[0, 55]",5,23.912,41.42,93.280,39.22,97.888,43.72
,,,,,,10,15.344,26.58,53.424,22.46,69.200,30.91
,,,,,,25,9.532,16.51,23.716,9.97,52.416,23.41
,,,,,,50,7.823,13.55,12.650,5.32,49.808,22.25
,,,,,,100,7.152,12.39,6.672,2.8,50.416,22.52
,,,,,,200,6.963,12.06,3.500,1.47,52.080,23.26
,,,,15,"[0, 83]",5,23.308,40.37,93.280,39.22,93.062,41.57
,,,,,,10,14.264,24.71,53.424,22.46,60.560,27.05
,,,,,,25,7.952,13.77,23.716,9.97,39.774,17.77
,,,,,,50,5.909,10.24,12.650,5.32,34.496,15.41
,,,,,,100,5.001,8.66,6.672,2.8,33.212,14.84
,,,,,,200,4.665,8.08,3.500,1.47,33.696,15.05
,,,,20,"[0, 111]",5,23.042,39.91,93.280,39.22,90.934,40.62
,,,,,,10,13.744,23.81,53.424,22.46,56.400,25.19
,,,,,,25,7.164,12.41,23.716,9.97,33.474,14.95
,,,,,,50,4.957,8.59,12.650,5.32,26.884,12.01
,,,,,,100,3.920,6.79,6.672,2.8,24.564,10.97
,,,,,,200,3.471,6.01,3.500,1.47,24.144,10.78
,,,,30,"[0, 166]",5,22.857,39.59,93.280,39.22,89.452,39.96
,,,,,,10,13.324,23.08,53.424,22.46,53.040,23.69
,,,,,,25,6.450,11.17,23.716,9.97,27.762,12.4
,,,,,,50,4.050,7.02,12.650,5.32,19.624,8.77
,,,,,,100,2.868,4.97,6.672,2.8,16.146,7.21
