Dataset,Filename,Column,Compression Ratio,Bits (Gzip),Bits (CoderBase),Bytes (Gzip)
IRKIS
,vwc_1202.dat.csv
,,VWC,12.47,327920,2630500,40990
,vwc_1203.dat.csv
,,VWC,8.51,223728,2630500,27966
,vwc_1204.dat.csv
,,VWC,10.08,265080,2630500,33135
,vwc_1205.dat.csv
,,VWC,6.77,178152,2630500,22269
,vwc_222.smet.csv
,,VWC,18.66,490936,2630400,61367
,vwc_333.smet.csv
,,VWC,21.28,555256,2608800,69407
,vwc_SLF2.smet.csv
,,VWC,16.3,428776,2630500,53597
,Global
,,VWC,13.43,2469848,18391700,308731
NOAA-SST
,noaa-buoy-201701.csv
,,SST,52.57,2031952,3864960,253994
,noaa-buoy-201702.csv
,,SST,53.7,1882752,3505920,235344
,noaa-buoy-201703.csv
,,SST,50.05,1921048,3838560,240131
,Global
,,SST,52.06,5835752,11209440,729469
NOAA-ADCP
,noaa-adcp-201501.csv
,,Vel,60.66,3070752,5062176,383844
,noaa-adcp-201502.csv
,,Vel,60.52,2767224,4572288,345903
,noaa-adcp-201503.csv
,,Vel,62.87,3182408,5062176,397801
,Global
,,Vel,61.38,9020384,14696640,1127548
SolarAnywhere
,solar-anywhere-2011.csv
,,GHI,69.04,725648,1051080,90706
,,DNI,66.82,702344,1051080.0,87793
,,DHI,60.86,639688,1051080.0,79961
,solar-anywhere-2012.csv
,,GHI,69.04,725680,1051080,90710
,,DNI,66.86,702784,1051080.0,87848
,,DHI,61.06,641840,1051080.0,80230
,solar-anywhere-2013.csv
,,GHI,69.25,727912,1051080,90989
,,DNI,66.87,702848,1051080.0,87856
,,DHI,61.52,646648,1051080.0,80831
,solar-anywhere-2014.csv
,,GHI,68.7,722136,1051080,90267
,,DNI,66.97,703888,1051080.0,87986
,,DHI,60.58,636784,1051080.0,79598
,Global
,,GHI,69.01,2901376,4204320,362672
,,DNI,66.88,2811864,4204320.0,351483
,,DHI,61.01,2564960,4204320.0,320620
ElNino
,el-nino.csv
,,Lat,7.89,431512,5466318,53939
,,Long,7.1,564232,7951008.0,70529
,,Z. Wind,33.47,1496872,4472442.0,187109
,,M. Wind,32.44,1450648,4472442.0,181331
,,Humidity,25.03,1243688,4969380.0,155461
,,AirTemp,33.07,1971808,5963256.0,246476
,,SST,32.43,1933744,5963256.0,241718
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,126.22,258384,204708,32298
,,Long,129.92,288128,221767.0,36016
,,Size,36.73,62664,170590.0,7833
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,135.49,62448,46092,7806
,,Long,136.2,68008,49933.0,8501
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,113.34,593208,523380,74151
,,Long,118.24,666424,563640.0,83303
,,Speed,84.23,406920,483120.0,50865
