Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,200,112.934,46.76,7.722,0.78,895.621,95.61
,,,,5,"[0, 476]",5,97.995,40.58,210.762,21.18,573.069,61.18
,,,,,,10,86.146,35.67,105.458,10.6,583.583,62.3
,,,,,,25,86.516,35.82,42.479,4.27,649.526,69.34
,,,,,,50,92.638,38.36,21.826,2.19,719.155,76.77
,,,,,,100,101.563,42.05,11.296,1.13,801.082,85.52
,,,,,,200,112.934,46.76,7.722,0.78,895.621,95.61
,,,,10,"[0, 952]",5,92.683,38.38,210.762,21.18,530.573,56.64
,,,,,,10,83.212,34.45,105.458,10.6,560.111,59.79
,,,,,,25,83.972,34.77,42.479,4.27,629.174,67.17
,,,,,,50,90.972,37.67,21.826,2.19,705.827,75.35
,,,,,,100,100.573,41.64,11.296,1.13,793.162,84.67
,,,,,,200,112.138,46.43,7.722,0.78,889.253,94.93
,,,,15,"[0, 1428]",5,86.315,35.74,210.762,21.18,479.629,51.2
,,,,,,10,79.342,32.85,105.458,10.6,529.151,56.49
,,,,,,25,81.428,33.72,42.479,4.27,608.822,65.0
,,,,,,50,88.620,36.69,21.826,2.19,687.011,73.34
,,,,,,100,98.593,40.82,11.296,1.13,777.322,82.98
,,,,,,200,110.944,45.94,7.722,0.78,879.701,93.91
,,,,20,"[0, 1904]",5,80.523,33.34,210.762,21.18,433.293,46.26
,,,,,,10,73.798,30.56,105.458,10.6,484.799,51.75
,,,,,,25,78.788,32.62,42.479,4.27,587.702,62.74
,,,,,,50,86.856,35.96,21.826,2.19,672.899,71.84
,,,,,,100,96.613,40.0,11.296,1.13,761.482,81.29
,,,,,,200,107.760,44.62,7.722,0.78,854.229,91.19
,,,,30,"[0, 2856]",5,71.907,29.77,210.762,21.18,364.365,38.9
,,,,,,10,63.214,26.17,105.458,10.6,400.127,42.72
,,,,,,25,70.628,29.24,42.479,4.27,522.422,55.77
,,,,,,50,81.662,33.81,21.826,2.19,631.347,67.4
,,,,,,100,93.445,38.69,11.296,1.13,736.138,78.59
,,,,,,200,105.372,43.63,7.722,0.78,835.125,89.15
,,,CoderAPCA,0,"[0, 0]",5,149.359,61.84,234.180,23.53,960.564,102.55
,,,,,,10,141.508,58.59,122.955,12.35,1.008.980,107.71
,,,,,,25,138.872,57.5,51.524,5.18,1.059.324,113.09
,,,,,,50,142.103,58.84,26.933,2.71,1.109.768,118.47
,,,,,,100,146.800,60.78,14.064,1.41,1.160.212,123.86
,,,,,,200,152.263,63.05,7.325,0.74,1.210.656,129.24
,,,,3,"[0, 286]",5,91.888,38.05,234.180,23.53,500.802,53.46
,,,,,,10,73.150,30.29,122.955,12.35,462.120,49.33
,,,,,,25,62.495,25.88,51.524,5.18,448.308,47.86
,,,,,,50,60.673,25.12,26.933,2.71,458.326,48.93
,,,,,,100,61.045,25.28,14.064,1.41,474.168,50.62
,,,,,,200,62.509,25.88,7.325,0.74,492.624,52.59
,,,,5,"[0, 476]",5,86.685,35.89,234.180,23.53,459.173,49.02
,,,,,,10,67.458,27.93,122.955,12.35,416.580,44.47
,,,,,,25,56.465,23.38,51.524,5.18,400.071,42.71
,,,,,,50,54.318,22.49,26.933,2.71,407.484,43.5
,,,,,,100,54.389,22.52,14.064,1.41,420.923,44.94
,,,,,,200,55.558,23.0,7.325,0.74,437.016,46.65
,,,,10,"[0, 952]",5,77.292,32.0,234.180,23.53,384.028,41.0
,,,,,,10,56.708,23.48,122.955,12.35,330.580,35.29
,,,,,,25,44.944,18.61,51.524,5.18,307.902,32.87
,,,,,,50,42.196,17.47,26.933,2.71,310.508,33.15
,,,,,,100,41.696,17.26,14.064,1.41,319.378,34.1
,,,,,,200,42.301,17.51,7.325,0.74,330.960,35.33
,,,,15,"[0, 1428]",5,71.478,29.6,234.180,23.53,337.516,36.03
,,,,,,10,49.645,20.56,122.955,12.35,274.080,29.26
,,,,,,25,37.198,15.4,51.524,5.18,245.931,26.25
,,,,,,50,34.020,14.09,26.933,2.71,245.102,26.17
,,,,,,100,33.114,13.71,14.064,1.41,250.723,26.77
,,,,,,200,33.340,13.8,7.325,0.74,259.272,27.68
,,,,20,"[0, 1904]",5,67.775,28.06,234.180,23.53,307.895,32.87
,,,,,,10,44.950,18.61,122.955,12.35,236.520,25.25
,,,,,,25,31.756,13.15,51.524,5.18,202.398,21.61
,,,,,,50,28.242,11.69,26.933,2.71,198.880,21.23
,,,,,,100,27.048,11.2,14.064,1.41,202.193,21.59
,,,,,,200,27.007,11.18,7.325,0.74,208.608,22.27
,,,,30,"[0, 2856]",5,63.633,26.35,234.180,23.53,274.759,29.33
,,,,,,10,39.358,16.3,122.955,12.35,191.780,20.47
,,,,,,25,24.952,10.33,51.524,5.18,147.966,15.8
,,,,,,50,20.883,8.65,26.933,2.71,140.008,14.95
,,,,,,100,19.274,7.98,14.064,1.41,140.001,14.95
,,,,,,200,18.871,7.81,7.325,0.74,143.520,15.32
,,,CoderCA,0,"[0, 0]",5,183.029,75.78,390.320,39.22,1.073.785,114.63
,,,,,,10,169.119,70.02,223.566,22.46,1.129.260,120.55
,,,,,,25,160.607,66.5,99.088,9.96,1.185.639,126.57
,,,,,,50,161.879,67.03,52.808,5.31,1.242.098,132.6
,,,,,,100,165.815,68.66,27.840,2.8,1.298.557,138.63
,,,,,,200,171.218,70.89,14.600,1.47,1.355.016,144.66
,,,,3,"[0, 286]",5,133.422,55.24,390.320,39.22,676.932,72.27
,,,,,,10,105.501,43.68,223.566,22.46,620.320,66.22
,,,,,,25,86.232,35.7,99.088,9.96,590.646,63.05
,,,,,,50,81.411,33.71,52.808,5.31,598.356,63.88
,,,,,,100,80.563,33.36,27.840,2.8,616.538,65.82
,,,,,,200,81.839,33.89,14.600,1.47,639.984,68.32
,,,,5,"[0, 476]",5,130.895,54.2,390.320,39.22,656.716,70.11
,,,,,,10,102.686,42.52,223.566,22.46,597.800,63.82
,,,,,,25,83.093,34.41,99.088,9.96,565.530,60.37
,,,,,,50,78.051,32.32,52.808,5.31,571.472,61.01
,,,,,,100,76.969,31.87,27.840,2.8,587.788,62.75
,,,,,,200,77.969,32.28,14.600,1.47,609.024,65.02
,,,,10,"[0, 952]",5,124.407,51.51,390.320,39.22,604.808,64.57
,,,,,,10,95.351,39.48,223.566,22.46,539.120,57.55
,,,,,,25,75.207,31.14,99.088,9.96,502.446,53.64
,,,,,,50,69.724,28.87,52.808,5.31,504.856,53.9
,,,,,,100,68.269,28.27,27.840,2.8,518.190,55.32
,,,,,,200,68.897,28.53,14.600,1.47,536.448,57.27
,,,,15,"[0, 1428]",5,119.210,49.36,390.320,39.22,563.236,60.13
,,,,,,10,89.151,36.91,223.566,22.46,489.520,52.26
,,,,,,25,68.482,28.36,99.088,9.96,448.644,47.9
,,,,,,50,62.651,25.94,52.808,5.31,448.272,47.86
,,,,,,100,60.817,25.18,27.840,2.8,458.574,48.96
,,,,,,200,61.115,25.3,14.600,1.47,474.192,50.62
,,,,20,"[0, 1904]",5,114.978,47.61,390.320,39.22,529.378,56.51
,,,,,,10,83.861,34.72,223.566,22.46,447.200,47.74
,,,,,,25,62.544,25.9,99.088,9.96,401.142,42.82
,,,,,,50,56.293,23.31,52.808,5.31,397.408,42.43
,,,,,,100,54.188,22.44,27.840,2.8,405.536,43.29
,,,,,,200,54.173,22.43,14.600,1.47,418.656,44.69
,,,,30,"[0, 2856]",5,109.050,45.15,390.320,39.22,481.954,51.45
,,,,,,10,75.816,31.39,223.566,22.46,382.840,40.87
,,,,,,25,53.325,22.08,99.088,9.96,327.390,34.95
,,,,,,50,46.574,19.28,52.808,5.31,319.660,34.13
,,,,,,100,43.981,18.21,27.840,2.8,323.886,34.58
,,,,,,200,43.493,18.01,14.600,1.47,333.216,35.57
,wind_direction_20.csv,94.077,CoderBasic,,,,388.083,100,1.599.309,100,1.505.232,100
,,,CoderPCA,0,"[0, 0]",5,226.540,58.37,338.705,21.18,1.473.488,97.89
,,,,,,10,203.938,52.55,169.446,10.59,1.461.936,97.12
,,,,,,25,190.871,49.18,67.769,4.24,1.459.076,96.93
,,,,,,50,186.913,48.16,34.318,2.15,1.460.858,97.05
,,,,,,100,185.418,47.78,18.230,1.14,1.464.989,97.33
,,,,,,200,184.276,47.48,9.770,0.61,1.464.311,97.28
,,,,3,"[0, 284]",5,217.156,55.96,338.705,21.18,1.398.416,92.9
,,,,,,10,202.156,52.09,169.446,10.59,1.447.680,96.18
,,,,,,25,190.535,49.1,67.769,4.24,1.456.388,96.76
,,,,,,50,186.815,48.14,34.318,2.15,1.460.074,97.0
,,,,,,100,185.418,47.78,18.230,1.14,1.464.989,97.33
,,,,,,200,184.276,47.48,9.770,0.61,1.464.311,97.28
,,,,5,"[0, 473]",5,201.252,51.86,338.705,21.18,1.271.184,84.45
,,,,,,10,195.118,50.28,169.446,10.59,1.391.376,92.44
,,,,,,25,189.287,48.77,67.769,4.24,1.446.404,96.09
,,,,,,50,186.815,48.14,34.318,2.15,1.460.074,97.0
,,,,,,100,185.418,47.78,18.230,1.14,1.464.989,97.33
,,,,,,200,184.276,47.48,9.770,0.61,1.464.311,97.28
,,,,10,"[0, 945]",5,164.948,42.5,338.705,21.18,980.752,65.16
,,,,,,10,166.966,43.02,169.446,10.59,1.166.160,77.47
,,,,,,25,177.143,45.65,67.769,4.24,1.349.252,89.64
,,,,,,50,182.601,47.05,34.318,2.15,1.426.362,94.76
,,,,,,100,184.428,47.52,18.230,1.14,1.457.069,96.8
,,,,,,200,184.276,47.48,9.770,0.61,1.464.311,97.28
,,,,15,"[0, 1418]",5,143.924,37.09,338.705,21.18,812.560,53.98
,,,,,,10,142.252,36.66,169.446,10.59,968.448,64.34
,,,,,,25,159.431,41.08,67.769,4.24,1.207.556,80.22
,,,,,,50,172.213,44.38,34.318,2.15,1.343.258,89.24
,,,,,,100,179.478,46.25,18.230,1.14,1.417.469,94.17
,,,,,,200,182.286,46.97,9.770,0.61,1.448.391,96.22
,,,,20,"[0, 1890]",5,130.948,33.74,338.705,21.18,708.752,47.09
,,,,,,10,126.916,32.7,169.446,10.59,845.760,56.19
,,,,,,25,144.743,37.3,67.769,4.24,1.090.052,72.42
,,,,,,50,160.943,41.47,34.318,2.15,1.253.098,83.25
,,,,,,100,174.330,44.92,18.230,1.14,1.376.285,91.43
,,,,,,200,180.694,46.56,9.770,0.61,1.435.655,95.38
,,,,30,"[0, 2835]",5,116.316,29.97,338.705,21.18,591.696,39.31
,,,,,,10,108.322,27.91,169.446,10.59,697.008,46.31
,,,,,,25,127.463,32.84,67.769,4.24,951.812,63.23
,,,,,,50,147.811,38.09,34.318,2.15,1.148.042,76.27
,,,,,,100,165.420,42.62,18.230,1.14,1.305.005,86.7
,,,,,,200,176.714,45.54,9.770,0.61,1.403.815,93.26
,,,CoderAPCA,0,"[0, 0]",5,260.787,67.2,376.320,23.53,1.709.848,113.59
,,,,,,10,248.639,64.07,197.568,12.35,1.791.420,119.01
,,,,,,25,244.861,63.1,82.808,5.18,1.875.951,124.63
,,,,,,50,250.880,64.65,43.286,2.71,1.963.632,130.45
,,,,,,100,259.346,66.83,22.584,1.41,2.052.060,136.33
,,,,,,200,269.100,69.34,11.775,0.74,2.140.896,142.23
,,,,3,"[0, 284]",5,184.300,47.49,376.320,23.53,1.097.953,72.94
,,,,,,10,166.327,42.86,197.568,12.35,1.132.920,75.27
,,,,,,25,158.222,40.77,82.808,5.18,1.182.846,78.58
,,,,,,50,160.103,41.25,43.286,2.71,1.237.412,82.21
,,,,,,100,164.431,42.37,22.584,1.41,1.292.738,85.88
,,,,,,200,170.058,43.82,11.775,0.74,1.348.560,89.59
,,,,5,"[0, 473]",5,158.030,40.72,376.320,23.53,887.794,58.98
,,,,,,10,135.994,35.04,197.568,12.35,890.260,59.14
,,,,,,25,125.633,32.37,82.808,5.18,922.131,61.26
,,,,,,50,125.918,32.45,43.286,2.71,963.930,64.04
,,,,,,100,128.692,33.16,22.584,1.41,1.006.825,66.89
,,,,,,200,132.765,34.21,11.775,0.74,1.050.216,69.77
,,,,10,"[0, 945]",5,126.803,32.67,376.320,23.53,637.982,42.38
,,,,,,10,97.222,25.05,197.568,12.35,580.080,38.54
,,,,,,25,82.365,21.22,82.808,5.18,575.988,38.27
,,,,,,50,80.086,20.64,43.286,2.71,597.278,39.68
,,,,,,100,80.659,20.78,22.584,1.41,622.564,41.36
,,,,,,200,82.638,21.29,11.775,0.74,649.200,43.13
,,,,15,"[0, 1418]",5,113.684,29.29,376.320,23.53,533.026,35.41
,,,,,,10,80.054,20.63,197.568,12.35,442.740,29.41
,,,,,,25,61.935,15.96,82.808,5.18,412.545,27.41
,,,,,,50,58.105,14.97,43.286,2.71,421.432,28.0
,,,,,,100,57.464,14.81,22.584,1.41,437.000,29.03
,,,,,,200,58.371,15.04,11.775,0.74,455.064,30.23
,,,,20,"[0, 1890]",5,107.003,27.57,376.320,23.53,479.579,31.86
,,,,,,10,70.727,18.22,197.568,12.35,368.120,24.46
,,,,,,25,50.618,13.04,82.808,5.18,322.014,21.39
,,,,,,50,45.692,11.77,43.286,2.71,322.124,21.4
,,,,,,100,44.305,11.42,22.584,1.41,331.729,22.04
,,,,,,200,44.568,11.48,11.775,0.74,344.640,22.9
,,,,30,"[0, 2835]",5,100.842,25.98,376.320,23.53,430.293,28.59
,,,,,,10,61.847,15.94,197.568,12.35,297.080,19.74
,,,,,,25,39.234,10.11,82.808,5.18,230.937,15.34
,,,,,,50,33.078,8.52,43.286,2.71,221.210,14.7
,,,,,,100,30.761,7.93,22.584,1.41,223.376,14.84
,,,,,,200,30.297,7.81,11.775,0.74,230.472,15.31
,,,CoderCA,0,"[0, 0]",5,294.838,75.97,627.200,39.22,1.731.375,115.02
,,,,,,10,271.201,69.88,359.226,22.46,1.810.260,120.26
,,,,,,25,256.462,66.08,159.236,9.96,1.892.331,125.72
,,,,,,50,258.034,66.49,84.870,5.31,1.979.274,131.49
,,,,,,100,264.067,68.04,44.736,2.8,2.067.677,137.37
,,,,,,200,272.548,70.23,23.450,1.47,2.156.808,143.29
,,,,3,"[0, 284]",5,260.407,67.1,627.200,39.22,1.455.932,96.72
,,,,,,10,234.239,60.36,359.226,22.46,1.514.560,100.62
,,,,,,25,217.567,56.06,159.236,9.96,1.581.174,105.05
,,,,,,50,217.270,55.99,84.870,5.31,1.653.168,109.83
,,,,,,100,221.428,57.06,44.736,2.8,1.726.564,114.7
,,,,,,200,228.055,58.76,23.450,1.47,1.800.864,119.64
,,,,5,"[0, 473]",5,240.785,62.04,627.200,39.22,1.298.954,86.3
,,,,,,10,211.919,54.61,359.226,22.46,1.336.000,88.76
,,,,,,25,193.868,49.96,159.236,9.96,1.391.586,92.45
,,,,,,50,192.432,49.59,84.870,5.31,1.454.464,96.63
,,,,,,100,195.467,50.37,44.736,2.8,1.518.874,100.91
,,,,,,200,200.965,51.78,23.450,1.47,1.584.144,105.24
,,,,10,"[0, 945]",5,209.231,53.91,627.200,39.22,1.046.520,69.53
,,,,,,10,172.484,44.45,359.226,22.46,1.020.520,67.8
,,,,,,25,150.446,38.77,159.236,9.96,1.044.204,69.37
,,,,,,50,146.727,37.81,84.870,5.31,1.088.824,72.34
,,,,,,100,147.661,38.05,44.736,2.8,1.136.430,75.5
,,,,,,200,151.081,38.93,23.450,1.47,1.185.072,78.73
,,,,15,"[0, 1418]",5,192.667,49.65,627.200,39.22,914.014,60.72
,,,,,,10,149.619,38.55,359.226,22.46,837.600,55.65
,,,,,,25,123.476,31.82,159.236,9.96,828.450,55.04
,,,,,,50,117.990,30.4,84.870,5.31,858.924,57.06
,,,,,,100,117.514,30.28,44.736,2.8,895.252,59.48
,,,,,,200,119.623,30.82,23.450,1.47,933.408,62.01
,,,,20,"[0, 1890]",5,182.434,47.01,627.200,39.22,832.143,55.28
,,,,,,10,134.696,34.71,359.226,22.46,718.220,47.71
,,,,,,25,105.115,27.09,159.236,9.96,681.555,45.28
,,,,,,50,97.989,25.25,84.870,5.31,698.918,46.43
,,,,,,100,96.443,24.85,44.736,2.8,726.685,48.28
,,,,,,200,97.594,25.15,23.450,1.47,757.176,50.3
,,,,30,"[0, 2835]",5,171.770,44.26,627.200,39.22,746.833,49.62
,,,,,,10,118.881,30.63,359.226,22.46,591.700,39.31
,,,,,,25,84.440,21.76,159.236,9.96,516.159,34.29
,,,,,,50,75.005,19.33,84.870,5.31,515.042,34.22
,,,,,,100,71.874,18.52,44.736,2.8,530.127,35.22
,,,,,,200,71.788,18.5,23.450,1.47,550.728,36.59
,wind_direction_21.csv,34.418,CoderBasic,,,,141.990,100,585.106,100,550.688,100
,,,CoderPCA,0,"[0, 0]",5,85.069,59.91,123.946,21.18,556.484,101.05
,,,,,,10,77.041,54.26,62.075,10.61,554.130,100.63
,,,,,,25,72.158,50.82,25.075,4.29,552.065,100.25
,,,,,,50,70.524,49.67,12.691,2.17,551.377,100.13
,,,,,,100,69.707,49.09,6.499,1.11,551.033,100.06
,,,,,,200,69.299,48.81,3.403,0.58,550.861,100.03
,,,,3,"[0, 275]",5,68.005,47.89,123.946,21.18,419.972,76.26
,,,,,,10,63.685,44.85,62.075,10.61,447.282,81.22
,,,,,,25,65.438,46.09,25.075,4.29,498.305,90.49
,,,,,,50,67.682,47.67,12.691,2.17,528.641,96.0
,,,,,,100,69.113,48.67,6.499,1.11,546.281,99.2
,,,,,,200,69.299,48.81,3.403,0.58,550.861,100.03
,,,,5,"[0, 459]",5,65.309,46.0,123.946,21.18,398.404,72.35
,,,,,,10,61.327,43.19,62.075,10.61,428.418,77.8
,,,,,,25,63.134,44.46,25.075,4.29,479.873,87.14
,,,,,,50,66.898,47.11,12.691,2.17,522.369,94.86
,,,,,,100,68.519,48.26,6.499,1.11,541.529,98.34
,,,,,,200,68.901,48.53,3.403,0.58,547.677,99.45
,,,,10,"[0, 918]",5,59.005,41.56,123.946,21.18,347.972,63.19
,,,,,,10,55.675,39.21,62.075,10.61,383.202,69.59
,,,,,,25,58.814,41.42,25.075,4.29,445.313,80.86
,,,,,,50,63.370,44.63,12.691,2.17,494.145,89.73
,,,,,,100,66.539,46.86,6.499,1.11,525.689,95.46
,,,,,,200,68.901,48.53,3.403,0.58,547.677,99.45
,,,,15,"[0, 1377]",5,53.853,37.93,123.946,21.18,306.756,55.7
,,,,,,10,50.599,35.64,62.075,10.61,342.594,62.21
,,,,,,25,53.630,37.77,25.075,4.29,403.841,73.33
,,,,,,50,59.254,41.73,12.691,2.17,461.217,83.75
,,,,,,100,64.955,45.75,6.499,1.11,513.017,93.16
,,,,,,200,67.707,47.68,3.403,0.58,538.125,97.72
,,,,20,"[0, 1836]",5,49.677,34.99,123.946,21.18,273.348,49.64
,,,,,,10,47.125,33.19,62.075,10.61,314.802,57.17
,,,,,,25,50.894,35.84,25.075,4.29,381.953,69.36
,,,,,,50,55.334,38.97,12.691,2.17,429.857,78.06
,,,,,,100,60.995,42.96,6.499,1.11,481.337,87.41
,,,,,,200,65.319,46.0,3.403,0.58,519.021,94.25
,,,,30,"[0, 2754]",5,43.021,30.3,123.946,21.18,220.100,39.97
,,,,,,10,40.339,28.41,62.075,10.61,260.514,47.31
,,,,,,25,46.046,32.43,25.075,4.29,343.169,62.32
,,,,,,50,51.218,36.07,12.691,2.17,396.929,72.08
,,,,,,100,56.837,40.03,6.499,1.11,448.073,81.37
,,,,,,200,63.329,44.6,3.403,0.58,503.101,91.36
,,,CoderAPCA,0,"[0, 0]",5,92.903,65.43,137.680,23.53,605.416,109.94
,,,,,,10,88.681,62.46,72.282,12.35,637.040,115.68
,,,,,,25,87.409,61.56,30.294,5.18,668.850,121.46
,,,,,,50,89.584,63.09,15.847,2.71,700.700,127.24
,,,,,,100,92.619,65.23,8.280,1.42,732.550,133.02
,,,,,,200,96.106,67.69,4.325,0.74,764.400,138.81
,,,,3,"[0, 275]",5,60.674,42.73,137.680,23.53,347.586,63.12
,,,,,,10,51.471,36.25,72.282,12.35,339.360,61.62
,,,,,,25,46.705,32.89,30.294,5.18,343.224,62.33
,,,,,,50,46.582,32.81,15.847,2.71,356.686,64.77
,,,,,,100,47.539,33.48,8.280,1.42,371.910,67.54
,,,,,,200,49.045,34.54,4.325,0.74,387.912,70.44
,,,,5,"[0, 459]",5,55.192,38.87,137.680,23.53,303.734,55.16
,,,,,,10,45.291,31.9,72.282,12.35,289.920,52.65
,,,,,,25,40.012,28.18,30.294,5.18,289.674,52.6
,,,,,,50,39.523,27.84,15.847,2.71,300.212,54.52
,,,,,,100,40.148,28.28,8.280,1.42,312.777,56.8
,,,,,,200,41.323,29.1,4.325,0.74,326.136,59.22
,,,,10,"[0, 918]",5,47.037,33.13,137.680,23.53,238.488,43.31
,,,,,,10,35.836,25.24,72.282,12.35,214.280,38.91
,,,,,,25,29.680,20.9,30.294,5.18,207.018,37.59
,,,,,,50,28.581,20.13,15.847,2.71,212.674,38.62
,,,,,,100,28.645,20.17,8.280,1.42,220.754,40.09
,,,,,,200,29.293,20.63,4.325,0.74,229.896,41.75
,,,,15,"[0, 1377]",5,42.569,29.98,137.680,23.53,202.749,36.82
,,,,,,10,30.256,21.31,72.282,12.35,169.640,30.81
,,,,,,25,23.406,16.48,30.294,5.18,156.828,28.48
,,,,,,50,21.835,15.38,15.847,2.71,158.708,28.82
,,,,,,100,21.524,15.16,8.280,1.42,163.783,29.74
,,,,,,200,21.838,15.38,4.325,0.74,170.256,30.92
,,,,20,"[0, 1836]",5,39.938,28.13,137.680,23.53,181.697,32.99
,,,,,,10,26.858,18.92,72.282,12.35,142.460,25.87
,,,,,,25,19.461,13.71,30.294,5.18,125.265,22.75
,,,,,,50,17.559,12.37,15.847,2.71,124.498,22.61
,,,,,,100,16.995,11.97,8.280,1.42,127.558,23.16
,,,,,,200,17.065,12.02,4.325,0.74,132.072,23.98
,,,,30,"[0, 2754]",5,36.974,26.04,137.680,23.53,157.985,28.69
,,,,,,10,22.831,16.08,72.282,12.35,110.240,20.02
,,,,,,25,14.599,10.28,30.294,5.18,86.373,15.68
,,,,,,50,12.356,8.7,15.847,2.71,82.874,15.05
,,,,,,100,11.493,8.09,8.280,1.42,83.536,15.17
,,,,,,200,11.296,7.96,4.325,0.74,85.920,15.6
,,,CoderCA,0,"[0, 0]",5,108.893,76.69,229.480,39.22,641.535,116.5
,,,,,,10,100.830,71.01,131.418,22.46,675.100,122.59
,,,,,,25,95.905,67.54,58.256,9.96,708.855,128.72
,,,,,,50,96.723,68.12,31.050,5.31,742.610,134.85
,,,,,,100,99.107,69.8,16.368,2.8,776.365,140.98
,,,,,,200,102.356,72.09,8.600,1.47,810.120,147.11
,,,,3,"[0, 275]",5,85.819,60.44,229.480,39.22,456.950,82.98
,,,,,,10,72.398,50.99,131.418,22.46,447.640,81.29
,,,,,,25,63.677,44.85,58.256,9.96,451.038,81.9
,,,,,,50,62.351,43.91,31.050,5.31,467.632,84.92
,,,,,,100,62.966,44.35,16.368,2.8,487.232,88.48
,,,,,,200,64.607,45.5,8.600,1.47,508.128,92.27
,,,,5,"[0, 459]",5,82.414,58.04,229.480,39.22,429.704,78.03
,,,,,,10,68.428,48.19,131.418,22.46,415.880,75.52
,,,,,,25,59.252,41.73,58.256,9.96,415.632,75.48
,,,,,,50,57.676,40.62,31.050,5.31,430.232,78.13
,,,,,,100,58.067,40.9,16.368,2.8,448.040,81.36
,,,,,,200,59.489,41.9,8.600,1.47,467.184,84.84
,,,,10,"[0, 918]",5,76.153,53.63,229.480,39.22,379.620,68.94
,,,,,,10,60.958,42.93,131.418,22.46,356.120,64.67
,,,,,,25,50.930,35.87,58.256,9.96,349.062,63.39
,,,,,,50,48.837,34.39,31.050,5.31,359.524,65.29
,,,,,,100,48.752,34.33,16.368,2.8,373.520,67.83
,,,,,,200,49.751,35.04,8.600,1.47,389.280,70.69
,,,,15,"[0, 1377]",5,71.612,50.43,229.480,39.22,343.292,62.34
,,,,,,10,55.173,38.86,131.418,22.46,309.840,56.26
,,,,,,25,44.405,31.27,58.256,9.96,296.856,53.91
,,,,,,50,41.858,29.48,31.050,5.31,303.688,55.15
,,,,,,100,41.380,29.14,16.368,2.8,314.548,57.12
,,,,,,200,42.011,29.59,8.600,1.47,327.360,59.45
,,,,20,"[0, 1836]",5,68.316,48.11,229.480,39.22,316.920,57.55
,,,,,,10,50.983,35.91,131.418,22.46,276.320,50.18
,,,,,,25,39.543,27.85,58.256,9.96,257.964,46.84
,,,,,,50,36.572,25.76,31.050,5.31,261.404,47.47
,,,,,,100,35.785,25.2,16.368,2.8,269.790,48.99
,,,,,,200,36.143,25.45,8.600,1.47,280.416,50.92
,,,,30,"[0, 2754]",5,64.231,45.24,229.480,39.22,284.240,51.62
,,,,,,10,45.283,31.89,131.418,22.46,230.720,41.9
,,,,,,25,32.681,23.02,58.256,9.96,203.070,36.88
,,,,,,50,29.087,20.49,31.050,5.31,201.520,36.59
,,,,,,100,27.850,19.61,16.368,2.8,206.310,37.46
,,,,,,200,27.791,19.57,8.600,1.47,213.600,38.79
,wind_direction_22.csv,129.687,CoderBasic,,,,534.975,100,2.204.679,100,2.074.992,100
,,,CoderPCA,0,"[0, 0]",5,320.427,59.9,466.901,21.18,2.096.386,101.03
,,,,,,10,290.204,54.25,233.544,10.59,2.087.961,100.63
,,,,,,25,271.735,50.79,93.571,4.24,2.080.180,100.25
,,,,,,50,265.627,49.65,47.304,2.15,2.077.586,100.13
,,,,,,100,262.653,49.1,24.808,1.13,2.076.289,100.06
,,,,,,200,261.114,48.81,13.144,0.6,2.075.641,100.03
,,,,3,"[0, 276]",5,272.547,50.95,466.901,21.18,1.713.346,82.57
,,,,,,10,252.800,47.25,233.544,10.59,1.788.729,86.2
,,,,,,25,249.415,46.62,93.571,4.24,1.901.620,91.64
,,,,,,50,253.279,47.34,47.304,2.15,1.978.802,95.36
,,,,,,100,257.109,48.06,24.808,1.13,2.031.937,97.93
,,,,,,200,259.124,48.44,13.144,0.6,2.059.721,99.26
,,,,5,"[0, 460]",5,263.179,49.19,466.901,21.18,1.638.402,78.96
,,,,,,10,246.842,46.14,233.544,10.59,1.741.065,83.91
,,,,,,25,245.479,45.89,93.571,4.24,1.870.132,90.13
,,,,,,50,251.515,47.01,47.304,2.15,1.964.690,94.68
,,,,,,100,255.921,47.84,24.808,1.13,2.022.433,97.47
,,,,,,200,259.124,48.44,13.144,0.6,2.059.721,99.26
,,,,10,"[0, 921]",5,234.651,43.86,466.901,21.18,1.410.178,67.96
,,,,,,10,229.238,42.85,233.544,10.59,1.600.233,77.12
,,,,,,25,235.351,43.99,93.571,4.24,1.789.108,86.22
,,,,,,50,244.165,45.64,47.304,2.15,1.905.890,91.85
,,,,,,100,253.743,47.43,24.808,1.13,2.005.009,96.63
,,,,,,200,258.726,48.36,13.144,0.6,2.056.537,99.11
,,,,15,"[0, 1381]",5,207.115,38.71,466.901,21.18,1.189.890,57.34
,,,,,,10,203.588,38.06,233.544,10.59,1.395.033,67.23
,,,,,,25,220.855,41.28,93.571,4.24,1.673.140,80.63
,,,,,,50,235.835,44.08,47.304,2.15,1.839.250,88.64
,,,,,,100,248.397,46.43,24.808,1.13,1.962.241,94.57
,,,,,,200,256.736,47.99,13.144,0.6,2.040.617,98.34
,,,,20,"[0, 1841]",5,187.107,34.97,466.901,21.18,1.029.826,49.63
,,,,,,10,180.656,33.77,233.544,10.59,1.211.577,58.39
,,,,,,25,201.703,37.7,93.571,4.24,1.519.924,73.25
,,,,,,50,223.095,41.7,47.304,2.15,1.737.330,83.73
,,,,,,100,240.279,44.91,24.808,1.13,1.897.297,91.44
,,,,,,200,252.358,47.17,13.144,0.6,2.005.593,96.66
