Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (data),Delta - Size (mask),Delta - Size (total),Delta - CR (%),Other columns - Size (data),Other columns - Size (mask),Other columns - Size (total),Other columns - CR (%)
IRKIS,Global,,CoderBase,,,,2302700,100.0,18175,0,18175,100.0,18391700,0,18391700,100.0
,,,CoderPCA,0,,4,1085699,47.15,18175,0,18175,100.0,8655640,0,8655640,47.06
,,,,,,8,1064328,46.22,18175,0,18175,100.0,8484660,0,8484660,46.13
,,,,,,16,1143301,49.65,18175,0,18175,100.0,9116450,0,9116450,49.57
,,,,,,32,1193501,51.83,18175,0,18175,100.0,9518050,0,9518050,51.75
,,,,,,64,1224817,53.19,18175,0,18175,100.0,9768580,0,9768580,53.11
,,,,,,128,1248615,54.22,18175,0,18175,100.0,9958970,0,9958970,54.15
,,,,,,256,1271911,55.24,18175,0,18175,100.0,10145330,0,10145330,55.16
,,,,1,,4,1031636,44.8,18175,0,18175,100.0,8223130,0,8223130,44.71
,,,,,,8,991002,43.04,18175,0,18175,100.0,7898060,0,7898060,42.94
,,,,,,16,1067457,46.36,18175,0,18175,100.0,8509700,0,8509700,46.27
,,,,,,32,1130765,49.11,18175,0,18175,100.0,9016160,0,9016160,49.02
,,,,,,64,1180166,51.25,18175,0,18175,100.0,9411370,0,9411370,51.17
,,,,,,128,1222422,53.09,18175,0,18175,100.0,9749420,0,9749420,53.01
,,,,,,256,1262030,54.81,18175,0,18175,100.0,10066280,0,10066280,54.73
,,,,3,,4,877489,38.11,18175,0,18175,100.0,6989950,0,6989950,38.01
,,,,,,8,773957,33.61,18175,0,18175,100.0,6161710,0,6161710,33.5
,,,,,,16,840770,36.51,18175,0,18175,100.0,6696200,0,6696200,36.41
,,,,,,32,943835,40.99,18175,0,18175,100.0,7520720,0,7520720,40.89
,,,,,,64,1044637,45.37,18175,0,18175,100.0,8327140,0,8327140,45.28
,,,,,,128,1125902,48.89,18175,0,18175,100.0,8977260,0,8977260,48.81
,,,,,,256,1205291,52.34,18175,0,18175,100.0,9612380,0,9612380,52.26
,,,,5,,4,740373,32.15,18175,0,18175,100.0,5893030,0,5893030,32.04
,,,,,,8,546370,23.73,18175,0,18175,100.0,4341010,0,4341010,23.6
,,,,,,16,558019,24.23,18175,0,18175,100.0,4434200,0,4434200,24.11
,,,,,,32,674910,29.31,18175,0,18175,100.0,5369320,0,5369320,29.19
,,,,,,64,836896,36.34,18175,0,18175,100.0,6665200,0,6665200,36.24
,,,,,,128,986043,42.82,18175,0,18175,100.0,7858390,0,7858390,42.73
,,,,,,256,1118592,48.58,18175,0,18175,100.0,8918780,0,8918780,48.49
,,,,10,,4,666797,28.96,18175,0,18175,100.0,5304430,0,5304430,28.84
,,,,,,8,409916,17.8,18175,0,18175,100.0,3249360,0,3249360,17.67
,,,,,,16,358220,15.56,18175,0,18175,100.0,2835800,0,2835800,15.42
,,,,,,32,438535,19.04,18175,0,18175,100.0,3478320,0,3478320,18.91
,,,,,,64,618048,26.84,18175,0,18175,100.0,4914430,0,4914430,26.72
,,,,,,128,820150,35.62,18175,0,18175,100.0,6531240,0,6531240,35.51
,,,,,,256,1000655,43.46,18175,0,18175,100.0,7975280,0,7975280,43.36
,,,,15,,4,657341,28.55,18175,0,18175,100.0,5228770,0,5228770,28.43
,,,,,,8,382850,16.63,18175,0,18175,100.0,3032850,0,3032850,16.49
,,,,,,16,302233,13.13,18175,0,18175,100.0,2387900,0,2387900,12.98
,,,,,,32,343598,14.92,18175,0,18175,100.0,2718820,0,2718820,14.78
,,,,,,64,498743,21.66,18175,0,18175,100.0,3959980,0,3959980,21.53
,,,,,,128,705612,30.64,18175,0,18175,100.0,5614940,0,5614940,30.53
,,,,,,256,903118,39.22,18175,0,18175,100.0,7194980,0,7194980,39.12
,,,,20,,4,652413,28.33,18175,0,18175,100.0,5189350,0,5189350,28.22
,,,,,,8,367004,15.94,18175,0,18175,100.0,2906080,0,2906080,15.8
,,,,,,16,268633,11.67,18175,0,18175,100.0,2119100,0,2119100,11.52
,,,,,,32,283265,12.3,18175,0,18175,100.0,2236150,0,2236150,12.16
,,,,,,64,405266,17.6,18175,0,18175,100.0,3212170,0,3212170,17.47
,,,,,,128,601630,26.13,18175,0,18175,100.0,4783090,0,4783090,26.01
,,,,,,256,809087,35.14,18175,0,18175,100.0,6442730,0,6442730,35.03
,,,,30,,4,647985,28.14,18175,0,18175,100.0,5153920,0,5153920,28.02
,,,,,,8,353442,15.35,18175,0,18175,100.0,2797580,0,2797580,15.21
,,,,,,16,238051,10.34,18175,0,18175,100.0,1874450,0,1874450,10.19
,,,,,,32,227502,9.88,18175,0,18175,100.0,1790060,0,1790060,9.73
,,,,,,64,309743,13.45,18175,0,18175,100.0,2447980,0,2447980,13.31
,,,,,,128,475902,20.67,18175,0,18175,100.0,3777260,0,3777260,20.54
,,,,,,256,683099,29.67,18175,0,18175,100.0,5434840,0,5434840,29.55
,,,CoderAPCA,0,,4,903047,39.22,18175,0,18175,100.0,7194420,0,7194420,39.12
,,,,,,8,665987,28.92,18175,0,18175,100.0,5297929,0,5297929,28.81
,,,,,,16,564732,24.52,18175,0,18175,100.0,4487896,0,4487896,24.4
,,,,,,32,534746,23.22,18175,0,18175,100.0,4248015,0,4248015,23.1
,,,,,,64,538192,23.37,18175,0,18175,100.0,4275600,0,4275600,23.25
,,,,,,128,555971,24.14,18175,0,18175,100.0,4417807,0,4417807,24.02
