Dataset,Filename,Column,,0 (%),,,1 (%),,,3 (%),,,5 (%),,,10 (%),,,15 (%),,,20 (%),,,30 (%),
,,,Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%)
IRKIS
,Global
,,VWC,PCA,4,34.15,PCA,4,31.79,PCA,4,25.05,PCA,8,16.87,PCA,8,10.87,PCA,16,8.99,PCA,16,7.49,PCA,16,6.15
NOAA-SST
,Global
,,SST,PCA,256,60.84,PCA,4,41.79,PCA,4,26.98,PCA,4,22.26,PCA,8,14.61,PCA,8,11.91,PCA,16,10.39,PCA,16,8.03
NOAA-ADCP
,Global
,,Vel,PCA,256,68.22,PCA,256,68.22,PCA,256,68.22,PCA,256,68.22,PCA,4,65.08,PCA,4,59.58,PCA,4,53.76,PCA,4,43.52
SolarAnywhere
,Global
,,GHI,PCA,4,77.65,PCA,4,76.51,PCA,4,75.65,PCA,4,74.95,PCA,4,72.61,PCA,4,70.42,PCA,4,68.26,PCA,4,64.0
,,DNI,PCA,4,75.93,PCA,4,74.35,PCA,4,72.75,PCA,4,71.49,PCA,4,69.79,PCA,4,68.18,PCA,4,66.14,PCA,4,62.13
,,DHI,PCA,4,77.66,PCA,4,77.43,PCA,4,76.11,PCA,4,75.33,PCA,4,73.98,PCA,4,72.64,PCA,4,70.74,PCA,4,66.68
ElNino
,el-nino.csv
,,Lat,PCA,4,25.05,PCA,4,25.05,PCA,4,24.89,PCA,4,24.09,PCA,4,20.79,PCA,4,18.06,PCA,8,15.94,PCA,8,12.17
,,Long,PCA,4,27.24,PCA,4,26.83,PCA,4,21.87,PCA,4,20.44,PCA,8,16.42,PCA,8,13.59,PCA,8,11.33,PCA,8,8.13
,,Zonal Winds,PCA,256,31.46,PCA,256,31.46,PCA,256,31.46,PCA,256,31.46,PCA,256,31.46,PCA,4,30.82,PCA,4,29.48,PCA,4,25.92
,,Merid. Winds,PCA,256,31.46,PCA,256,31.46,PCA,256,31.46,PCA,256,31.46,PCA,256,31.46,PCA,4,31.38,PCA,4,30.6,PCA,4,28.19
,,Humidity,PCA,256,23.1,PCA,256,23.1,PCA,256,23.1,PCA,256,23.1,PCA,256,23.1,PCA,4,22.91,PCA,4,22.09,PCA,4,19.88
,,AirTemp,PCA,256,32.68,PCA,256,32.68,PCA,256,32.68,PCA,4,31.93,PCA,4,28.83,PCA,4,25.89,PCA,4,23.73,PCA,4,20.67
,,SST,PCA,256,32.91,PCA,256,32.91,PCA,4,31.05,PCA,4,28.46,PCA,4,22.91,PCA,4,18.98,PCA,4,16.1,PCA,4,12.68
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,PCA,256,100.04,PCA,256,100.04,PCA,4,99.52,PCA,4,97.25,PCA,4,91.04,PCA,4,85.63,PCA,4,80.74,PCA,4,71.26
,,Long,PCA,256,100.03,PCA,256,100.03,PCA,4,98.88,PCA,4,95.54,PCA,4,86.75,PCA,4,79.54,PCA,4,73.26,PCA,4,64.17
,,Size,PCA,4,94.07,PCA,4,94.05,PCA,4,94.05,PCA,4,94.05,PCA,4,94.03,PCA,4,94.02,PCA,4,94.02,PCA,4,87.23
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,PCA,256,100.05,PCA,4,99.76,PCA,4,93.9,PCA,4,89.21,PCA,4,79.92,PCA,4,73.98,PCA,4,69.53,PCA,4,61.64
,,Long,PCA,256,100.11,PCA,4,98.88,PCA,4,89.2,PCA,4,83.18,PCA,4,73.42,PCA,4,67.64,PCA,4,62.02,PCA,4,54.99
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,PCA,256,100.03,PCA,256,100.03,PCA,4,99.29,PCA,4,96.6,PCA,4,89.73,PCA,4,83.81,PCA,4,79.48,PCA,4,71.4
,,Long,PCA,256,100.03,PCA,256,100.03,PCA,4,96.07,PCA,4,91.45,PCA,4,83.21,PCA,4,77.38,PCA,4,72.14,PCA,4,64.03
,,Speed,PCA,256,100.04,PCA,4,67.73,PCA,4,55.23,PCA,4,44.21,PCA,4,37.59,PCA,8,35.05,PCA,8,32.79,PCA,8,30.46
