Dataset,Filename,Column,,0 (%),,,1 (%),,,3 (%),,,5 (%),,,10 (%),,,15 (%),,,20 (%),,,30 (%),
,,,Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%)
IRKIS
,vwc_1202.dat.csv
,,VWC,APCA,16,42.3,=,=,=,APCA,16,34.51,APCA,64,16.38,APCA,256,5.04,APCA,256,3.17,APCA,256,2.74,APCA,256,2.06
,vwc_1203.dat.csv
,,VWC,APCA,8,47.41,=,=,=,APCA,32,23.78,APCA,64,13.9,APCA,64,9.12,APCA,128,6.26,APCA,128,4.9,APCA,256,3.49
,vwc_1204.dat.csv
,,VWC,APCA,16,45.57,APCA,16,32.7,APCA,32,25.54,APCA,64,15.06,APCA,128,7.05,APCA,128,6.32,APCA,256,4.53,APCA,256,3.23
,vwc_1205.dat.csv
,,VWC,APCA,8,57.4,APCA,8,53.07,APCA,32,25.75,APCA,32,18.08,APCA,64,12.64,APCA,128,10.18,APCA,128,9.14,APCA,128,7.16
,vwc_222.smet.csv
,,VWC,APCA,16,37.89,=,=,=,APCA,32,21.44,APCA,64,9.41,APCA,256,5.18,APCA,256,3.63,APCA,256,2.74,APCA,256,1.82
,vwc_333.smet.csv
,,VWC,APCA,16,36.04,APCA,32,24.94,APCA,32,18.77,APCA,64,10.68,APCA,256,4.85,APCA,256,3.27,APCA,256,2.33,APCA,256,1.65
,vwc_SLF2.smet.csv
,,VWC,APCA,32,29.0,=,=,=,APCA,32,20.81,APCA,64,13.5,APCA,256,4.91,APCA,256,3.64,APCA,256,2.77,APCA,256,1.9
NOAA-SST
,noaa-buoy-201701.csv
,,SST,PCA,256,100.02,APCA,16,39.62,APCA,32,17.79,APCA,64,11.44,APCA,128,5.91,APCA,256,4.01,APCA,256,3.08,APCA,256,2.37
,noaa-buoy-201702.csv
,,SST,PCA,256,100.03,APCA,8,46.52,APCA,32,23.12,APCA,64,15.3,APCA,128,8.14,APCA,128,5.56,APCA,256,4.26,APCA,256,3.01
,noaa-buoy-201703.csv
,,SST,PCA,256,100.02,APCA,8,52.72,APCA,16,26.67,APCA,32,17.13,APCA,128,8.93,APCA,128,5.99,APCA,256,4.53,APCA,256,3.16
NOAA-ADCP
,noaa-adcp-201501.csv
,,Vel,PCA,256,100.03,PCA,256,100.03,APCA,4,98.19,APCA,4,90.34,APCA,4,71.86,APCA,4,60.88,APCA,8,52.01,APCA,8,38.41
,noaa-adcp-201502.csv
,,Vel,PCA,256,100.04,PCA,256,100.04,APCA,4,99.04,APCA,4,90.76,APCA,4,72.41,APCA,4,61.3,APCA,8,52.77,APCA,8,39.21
,noaa-adcp-201503.csv
,,Vel,PCA,256,100.03,PCA,256,100.03,APCA,4,96.75,APCA,4,87.72,APCA,4,69.0,APCA,4,57.91,APCA,8,48.96,APCA,8,36.59
SolarAnywhere
,solar-anywhere-2011.csv
,,GHI,PCA,4,78.39,APCA,8,76.22,APCA,16,71.38,APCA,16,67.12,APCA,16,58.07,APCA,16,52.27,APCA,16,46.84,APCA,16,37.67
,,DNI,PCA,4,76.03,APCA,16,72.13,APCA,16,65.7,APCA,16,61.25,APCA,16,53.9,APCA,16,48.79,APCA,16,43.61,APCA,16,35.79
,,DHI,PCA,4,78.39,PCA,4,77.81,APCA,16,71.51,APCA,16,67.65,APCA,16,59.92,APCA,16,53.41,APCA,16,47.97,APCA,16,38.91
,solar-anywhere-2012.csv
,,GHI,PCA,4,77.53,APCA,8,76.17,APCA,16,71.7,APCA,16,67.57,APCA,16,58.78,APCA,16,52.65,APCA,16,47.33,APCA,16,38.06
,,DNI,PCA,4,76.0,APCA,16,71.99,APCA,16,65.41,APCA,16,61.01,APCA,16,53.78,APCA,16,48.43,APCA,16,43.45,APCA,16,35.72
,,DHI,PCA,4,77.53,PCA,4,77.48,APCA,16,71.69,APCA,16,67.61,APCA,16,60.35,APCA,16,53.78,APCA,16,47.62,APCA,16,38.69
,solar-anywhere-2013.csv
,,GHI,PCA,4,77.47,PCA,4,76.09,APCA,16,71.64,APCA,16,67.43,APCA,16,59.02,APCA,16,52.64,APCA,16,47.11,APCA,16,37.95
,,DNI,PCA,4,76.0,APCA,16,72.46,APCA,16,66.09,APCA,16,61.68,APCA,16,54.46,APCA,16,48.89,APCA,16,43.78,APCA,16,35.9
,,DHI,PCA,4,77.47,PCA,4,77.34,APCA,16,72.18,APCA,16,68.26,APCA,16,60.51,APCA,16,54.22,APCA,16,48.4,APCA,16,38.98
,solar-anywhere-2014.csv
,,GHI,PCA,4,77.42,PCA,4,76.03,APCA,16,71.04,APCA,16,66.85,APCA,16,58.37,APCA,16,52.2,APCA,16,46.94,APCA,16,37.53
,,DNI,PCA,4,75.87,APCA,16,72.49,APCA,16,65.96,APCA,16,61.7,APCA,16,53.93,APCA,16,48.2,APCA,16,42.72,APCA,16,35.3
,,DHI,PCA,4,77.42,PCA,4,77.28,APCA,16,71.29,APCA,16,67.04,APCA,16,59.83,APCA,16,53.2,APCA,16,47.55,APCA,16,38.36
ElNino
,el-nino.csv
,,Lat,APCA,16,44.35,=,=,=,APCA,16,43.98,APCA,16,41.99,APCA,16,34.3,APCA,32,27.5,APCA,32,23.95,APCA,64,16.02
,,Long,APCA,8,48.3,APCA,16,47.47,APCA,16,36.29,APCA,32,32.69,APCA,64,24.08,APCA,64,18.25,APCA,128,13.71,APCA,256,6.59
,,Zonal Winds,PCA,256,100.05,=,=,=,PCA,256,100.05,PCA,256,100.05,APCA,4,87.02,APCA,4,74.74,APCA,4,65.31,APCA,8,52.29
,,Merid. Winds,PCA,256,100.05,=,=,=,PCA,256,100.05,PCA,256,100.05,APCA,4,92.73,APCA,4,82.23,APCA,4,74.21,APCA,4,60.91
,,Humidity,PCA,256,100.04,PCA,256,100.04,PCA,256,100.04,PCA,256,100.04,APCA,4,88.83,APCA,4,78.56,APCA,4,69.33,APCA,4,56.04
,,AirTemp,PCA,256,100.03,PCA,256,100.03,APCA,4,92.83,APCA,4,83.83,APCA,4,68.64,APCA,8,58.88,APCA,8,51.3,APCA,16,40.75
,,SST,PCA,256,100.03,APCA,4,94.12,APCA,4,74.77,APCA,4,62.64,APCA,8,43.07,APCA,16,32.42,APCA,16,24.96,APCA,32,16.47
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,PCA,256,100.03,PCA,256,100.03,APCA,4,89.83,APCA,4,82.62,APCA,4,71.49,APCA,8,64.62,APCA,8,57.49,APCA,8,46.74
,,Long,PCA,256,100.03,PCA,256,100.03,APCA,4,85.91,APCA,4,77.5,APCA,4,65.06,APCA,8,55.38,APCA,8,48.72,APCA,16,38.74
,,Size,APCA,4,80.58,APCA,4,80.56,APCA,4,80.56,APCA,4,80.56,APCA,4,80.54,APCA,4,80.51,APCA,4,80.5,APCA,8,64.34
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,PCA,256,100.03,APCA,4,85.41,APCA,4,70.62,APCA,4,65.16,APCA,8,54.16,APCA,8,46.77,APCA,16,41.94,APCA,16,33.47
,,Long,PCA,256,100.03,APCA,4,82.05,APCA,4,65.04,APCA,8,57.62,APCA,8,45.51,APCA,16,39.85,APCA,16,34.81,APCA,16,28.38
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,PCA,256,100.03,PCA,256,100.03,APCA,4,88.74,APCA,4,81.29,APCA,4,69.82,APCA,8,62.44,APCA,8,56.18,APCA,8,47.15
,,Long,PCA,256,100.03,APCA,4,95.41,APCA,4,80.29,APCA,4,73.21,APCA,8,62.05,APCA,8,54.33,APCA,8,48.52,APCA,16,39.73
,,Speed,FR,16,65.48,APCA,8,43.81,FR,64,25.89,FR,128,16.79,APCA,32,15.71,APCA,64,12.29,APCA,64,10.33,APCA,64,8.21
