Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,100,187.481,48.72,6.486,1.45,1.492.560,56.74
,,,,,,200,221.301,57.51,7.510,1.68,1.762.090,66.99
,,,,10,"[0, 2, 1, 2, 3, 2, 2, 2, 2, 3, 1]",5,91.894,23.88,94.817,21.2,639.530,24.31
,,,,,,10,65.412,17.0,47.562,10.64,474.930,18.06
,,,,,,25,75.574,19.64,19.413,4.34,584.370,22.22
,,,,,,50,106.129,27.58,10.370,2.32,837.860,31.85
,,,,,,100,148.871,38.69,6.486,1.45,1.183.680,45.0
,,,,,,200,188.963,49.11,7.510,1.68,1.503.390,57.15
,,,,15,"[0, 3, 2, 3, 4, 2, 3, 2, 3, 4, 2]",5,89.119,23.16,94.817,21.2,617.330,23.47
,,,,,,10,56.975,14.81,47.562,10.64,407.430,15.49
,,,,,,25,57.454,14.93,19.413,4.34,439.410,16.71
,,,,,,50,80.221,20.85,10.370,2.32,630.590,23.97
,,,,,,100,117.563,30.55,6.486,1.45,933.210,35.48
,,,,,,200,161.601,42.0,7.510,1.68,1.284.490,48.83
,,,,20,"[0, 4, 3, 4, 5, 3, 4, 3, 4, 5, 2]",5,87.704,22.79,94.817,21.2,606.010,23.04
,,,,,,10,52.362,13.61,47.562,10.64,370.530,14.09
,,,,,,25,46.684,12.13,19.413,4.34,353.250,13.43
,,,,,,50,61.846,16.07,10.370,2.32,483.590,18.38
,,,,,,100,93.555,24.31,6.486,1.45,741.150,28.18
,,,,,,200,135.482,35.21,7.510,1.68,1.075.540,40.89
,,,,30,"[0, 6, 4, 5, 8, 5, 7, 5, 6, 8, 3]",5,86.174,22.39,94.817,21.2,593.770,22.57
,,,,,,10,47.783,12.42,47.562,10.64,333.900,12.69
,,,,,,25,34.594,8.99,19.413,4.34,256.530,9.75
,,,,,,50,44.144,11.47,10.370,2.32,341.980,13.0
,,,,,,100,63.608,16.53,6.486,1.45,501.570,19.07
,,,,,,200,98.169,25.51,7.510,1.68,777.040,29.54
,,,CoderAPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,150.801,39.19,105.240,23.53,1.100.359,41.83
,,,,,,10,121.824,31.66,55.272,12.36,918.512,34.92
,,,,,,25,108.824,28.28,23.188,5.19,846.600,32.19
,,,,,,50,110.635,28.75,12.144,2.72,872.128,33.16
,,,,,,100,115.074,29.91,6.360,1.42,913.427,34.73
,,,,,,200,120.664,31.36,3.325,0.74,961.182,36.54
,,,,3,"[0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0]",5,121.490,31.57,105.240,23.53,865.878,32.92
,,,,,,10,84.599,21.99,55.272,12.36,620.718,23.6
,,,,,,25,64.229,16.69,23.188,5.19,489.840,18.62
,,,,,,50,61.145,15.89,12.144,2.72,476.208,18.1
,,,,,,100,61.686,16.03,6.360,1.42,486.319,18.49
,,,,,,200,63.856,16.59,3.325,0.74,506.718,19.26
,,,,5,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",5,103.939,27.01,105.240,23.53,725.465,27.58
,,,,,,10,61.760,16.05,55.272,12.36,438.004,16.65
,,,,,,25,36.063,9.37,23.188,5.19,264.510,10.06
,,,,,,50,29.177,7.58,12.144,2.72,220.464,8.38
,,,,,,100,26.814,6.97,6.360,1.42,207.349,7.88
,,,,,,200,26.535,6.9,3.325,0.74,208.152,7.91
,,,,10,"[0, 2, 1, 2, 3, 2, 2, 2, 2, 3, 1]",5,100.521,26.12,105.240,23.53,698.126,26.54
,,,,,,10,56.239,14.62,55.272,12.36,393.834,14.97
,,,,,,25,28.222,7.33,23.188,5.19,201.780,7.67
,,,,,,50,19.673,5.11,12.144,2.72,144.432,5.49
,,,,,,100,15.994,4.16,6.360,1.42,120.785,4.59
,,,,,,200,14.709,3.82,3.325,0.74,113.544,4.32
,,,,15,"[0, 3, 2, 3, 4, 2, 3, 2, 3, 4, 2]",5,99.855,25.95,105.240,23.53,692.796,26.34
,,,,,,10,54.946,14.28,55.272,12.36,383.488,14.58
,,,,,,25,26.037,6.77,23.188,5.19,184.305,7.01
,,,,,,50,16.801,4.37,12.144,2.72,121.456,4.62
,,,,,,100,12.509,3.25,6.360,1.42,92.905,3.53
,,,,,,200,10.770,2.8,3.325,0.74,82.026,3.12
,,,,20,"[0, 4, 3, 4, 5, 3, 4, 3, 4, 5, 2]",5,99.491,25.86,105.240,23.53,689.884,26.23
,,,,,,10,54.335,14.12,55.272,12.36,378.602,14.39
,,,,,,25,24.929,6.48,23.188,5.19,175.440,6.67
,,,,,,50,15.285,3.97,12.144,2.72,109.328,4.16
,,,,,,100,10.615,2.76,6.360,1.42,77.758,2.96
,,,,,,200,8.556,2.22,3.325,0.74,64.314,2.45
,,,,30,"[0, 6, 4, 5, 8, 5, 7, 5, 6, 8, 3]",5,99.134,25.76,105.240,23.53,687.024,26.12
,,,,,,10,53.659,13.94,55.272,12.36,373.198,14.19
,,,,,,25,23.776,6.18,23.188,5.19,166.215,6.32
,,,,,,50,13.713,3.56,12.144,2.72,96.752,3.68
,,,,,,100,8.631,2.24,6.360,1.42,61.880,2.35
,,,,,,200,6.198,1.61,3.325,0.74,45.450,1.73
,vwc_333.smet.csv,26.088,CoderBasic,,,,381.638,100,443.496,100,2.608.800,100
,,,CoderPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,202.501,53.06,94.026,21.2,1.525.180,58.46
,,,,,,10,225.892,59.19,47.234,10.65,1.759.100,67.43
,,,,,,25,259.281,67.94,19.404,4.38,2.054.040,78.74
,,,,,,50,273.330,71.62,10.858,2.45,2.174.980,83.37
,,,,,,100,281.969,73.88,7.860,1.77,2.247.090,86.14
,,,,,,200,287.218,75.26,7.220,1.63,2.289.720,87.77
,,,,3,"[0, 2, 0, 0, 2, 1, 1, 0, 0, 2, 3]",5,136.796,35.84,94.026,21.2,999.540,38.31
,,,,,,10,134.925,35.35,47.234,10.65,1.031.360,39.53
,,,,,,25,162.861,42.67,19.404,4.38,1.282.680,49.17
,,,,,,50,189.908,49.76,10.858,2.45,1.507.600,57.79
,,,,,,100,217.372,56.96,7.860,1.77,1.730.310,66.33
,,,,,,200,243.687,63.85,7.220,1.63,1.941.470,74.42
,,,,5,"[0, 4, 1, 0, 3, 2, 2, 0, 1, 3, 5]",5,110.121,28.85,94.026,21.2,786.140,30.13
,,,,,,10,95.224,24.95,47.234,10.65,713.750,27.36
,,,,,,25,115.251,30.2,19.404,4.38,901.800,34.57
,,,,,,50,149.360,39.14,10.858,2.45,1.183.220,45.35
,,,,,,100,186.187,48.79,7.860,1.77,1.480.830,56.76
,,,,,,200,217.319,56.94,7.220,1.63,1.730.530,66.33
,,,,10,"[0, 8, 1, 1, 5, 3, 5, 1, 1, 5, 11]",5,91.746,24.04,94.026,21.2,639.140,24.5
,,,,,,10,64.275,16.84,47.234,10.65,466.160,17.87
,,,,,,25,73.251,19.19,19.404,4.38,565.800,21.69
,,,,,,50,106.730,27.97,10.858,2.45,842.180,32.28
,,,,,,100,147.824,38.73,7.860,1.77,1.173.930,45.0
,,,,,,200,185.977,48.73,7.220,1.63,1.479.790,56.72
,,,,15,"[0, 12, 2, 1, 8, 5, 7, 1, 2, 8, 16]",5,88.316,23.14,94.026,21.2,611.700,23.45
,,,,,,10,55.759,14.61,47.234,10.65,398.030,15.26
,,,,,,25,56.181,14.72,19.404,4.38,429.240,16.45
,,,,,,50,82.230,21.55,10.858,2.45,646.180,24.77
,,,,,,100,122.579,32.12,7.860,1.77,971.970,37.26
,,,,,,200,164.584,43.13,7.220,1.63,1.308.650,50.16
,,,,20,"[0, 16, 2, 2, 10, 7, 10, 2, 3, 10, 21]",5,86.681,22.71,94.026,21.2,598.620,22.95
,,,,,,10,51.112,13.39,47.234,10.65,360.860,13.83
,,,,,,25,42.651,11.18,19.404,4.38,321.000,12.3
,,,,,,50,60.670,15.9,10.858,2.45,473.700,18.16
,,,,,,100,101.542,26.61,7.860,1.77,803.670,30.81
,,,,,,200,149.162,39.08,7.220,1.63,1.185.270,45.43
,,,,30,"[0, 24, 3, 3, 15, 10, 15, 3, 4, 16, 32]",5,85.471,22.4,94.026,21.2,588.940,22.58
,,,,,,10,47.580,12.47,47.234,10.65,332.600,12.75
,,,,,,25,33.651,8.82,19.404,4.38,249.000,9.54
,,,,,,50,43.275,11.34,10.858,2.45,334.540,12.82
,,,,,,100,73.327,19.21,7.860,1.77,577.950,22.15
,,,,,,200,123.541,32.37,7.220,1.63,980.300,37.58
,,,CoderAPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,150.675,39.48,104.380,23.54,1.100.216,42.17
,,,,,,10,122.104,31.99,54.810,12.36,921.214,35.31
,,,,,,25,109.538,28.7,22.990,5.18,852.510,32.68
,,,,,,50,111.670,29.26,12.029,2.71,880.528,33.75
,,,,,,100,116.457,30.52,6.288,1.42,924.562,35.44
,,,,,,200,122.324,32.05,3.300,0.74,974.484,37.35
,,,,3,"[0, 2, 0, 0, 2, 1, 1, 0, 0, 2, 3]",5,118.976,31.18,104.380,23.54,846.625,32.45
,,,,,,10,81.430,21.34,54.810,12.36,595.826,22.84
,,,,,,25,60.201,15.77,22.990,5.18,457.815,17.55
,,,,,,50,56.500,14.8,12.029,2.71,439.168,16.83
,,,,,,100,56.570,14.82,6.288,1.42,445.468,17.08
,,,,,,200,58.347,15.29,3.300,0.74,462.672,17.74
,,,,5,"[0, 4, 1, 0, 3, 2, 2, 0, 1, 3, 5]",5,107.062,28.05,104.380,23.54,751.309,28.8
,,,,,,10,65.589,17.19,54.810,12.36,469.098,17.98
,,,,,,25,40.426,10.59,22.990,5.18,299.610,11.48
,,,,,,50,34.000,8.91,12.029,2.71,259.168,9.93
,,,,,,100,31.984,8.38,6.288,1.42,248.778,9.54
,,,,,,200,32.022,8.39,3.300,0.74,252.072,9.66
,,,,10,"[0, 8, 1, 1, 5, 3, 5, 1, 1, 5, 11]",5,99.988,26.2,104.380,23.54,694.720,26.63
,,,,,,10,56.111,14.7,54.810,12.36,393.274,15.07
,,,,,,25,28.171,7.38,22.990,5.18,201.570,7.73
,,,,,,50,19.662,5.15,12.029,2.71,144.464,5.54
,,,,,,100,15.993,4.19,6.288,1.42,120.853,4.63
,,,,,,200,14.720,3.86,3.300,0.74,113.652,4.36
,,,,15,"[0, 12, 2, 1, 8, 5, 7, 1, 2, 8, 16]",5,99.034,25.95,104.380,23.54,687.089,26.34
,,,,,,10,54.484,14.28,54.810,12.36,380.254,14.58
,,,,,,25,25.662,6.72,22.990,5.18,181.500,6.96
,,,,,,50,16.428,4.3,12.029,2.71,118.592,4.55
,,,,,,100,12.130,3.18,6.288,1.42,89.947,3.45
,,,,,,200,10.373,2.72,3.300,0.74,78.876,3.02
,,,,20,"[0, 16, 2, 2, 10, 7, 10, 2, 3, 10, 21]",5,98.599,25.84,104.380,23.54,683.605,26.2
,,,,,,10,53.738,14.08,54.810,12.36,374.290,14.35
,,,,,,25,24.434,6.4,22.990,5.18,171.675,6.58
,,,,,,50,14.656,3.84,12.029,2.71,104.416,4.0
,,,,,,100,9.873,2.59,6.288,1.42,71.893,2.76
,,,,,,200,7.792,2.04,3.300,0.74,58.230,2.23
,,,,30,"[0, 24, 3, 3, 15, 10, 15, 3, 4, 16, 32]",5,98.327,25.76,104.380,23.54,681.434,26.12
,,,,,,10,53.274,13.96,54.810,12.36,370.580,14.2
,,,,,,25,23.603,6.18,22.990,5.18,165.030,6.33
,,,,,,50,13.524,3.54,12.029,2.71,95.360,3.66
,,,,,,100,8.405,2.2,6.288,1.42,60.146,2.31
,,,,,,200,5.987,1.57,3.300,0.74,43.794,1.68
,vwc_SLF2.smet.csv,26.305,CoderBasic,,,,384.811,100,447.185,100,2.630.500,100
,,,CoderPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,183.780,47.76,94.766,21.19,1.374.670,52.26
,,,,,,10,204.184,53.06,47.579,10.64,1.585.090,60.26
,,,,,,25,238.398,61.95,19.430,4.34,1.886.950,71.73
,,,,,,50,254.185,66.05,10.387,2.32,2.022.290,76.88
,,,,,,100,263.726,68.53,6.503,1.45,2.102.500,79.93
,,,,,,200,273.304,71.02,7.527,1.68,2.178.100,82.8
,,,,3,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",5,154.070,40.04,94.766,21.19,1.136.990,43.22
,,,,,,10,168.668,43.83,47.579,10.64,1.300.960,49.46
,,,,,,25,212.088,55.11,19.430,4.34,1.676.470,63.73
,,,,,,50,236.055,61.34,10.387,2.32,1.877.250,71.36
,,,,,,100,251.970,65.48,6.503,1.45,2.008.450,76.35
,,,,,,200,266.588,69.28,7.527,1.68,2.124.370,80.76
,,,,5,"[0, 2, 1, 1, 0, 1, 2, 1, 1, 0, 0]",5,119.980,31.18,94.766,21.19,864.270,32.86
,,,,,,10,109.538,28.47,47.579,10.64,827.920,31.47
,,,,,,25,138.648,36.03,19.430,4.34,1.088.950,41.4
,,,,,,50,176.582,45.89,10.387,2.32,1.401.460,53.28
,,,,,,100,211.875,55.06,6.503,1.45,1.687.690,64.16
,,,,,,200,241.215,62.68,7.527,1.68,1.921.390,73.04
,,,,10,"[0, 4, 1, 2, 1, 1, 3, 2, 1, 1, 1]",5,90.930,23.63,94.766,21.19,631.870,24.02
,,,,,,10,59.824,15.55,47.579,10.64,430.210,16.35
,,,,,,25,68.418,17.78,19.430,4.34,527.110,20.04
,,,,,,50,109.942,28.57,10.387,2.32,868.340,33.01
,,,,,,100,163.241,42.42,6.503,1.45,1.298.620,49.37
,,,,,,200,209.127,54.35,7.527,1.68,1.664.680,63.28
,,,,15,"[0, 6, 2, 2, 1, 2, 5, 3, 2, 1, 1]",5,88.935,23.11,94.766,21.19,615.910,23.41
,,,,,,10,54.852,14.25,47.579,10.64,390.430,14.84
,,,,,,25,52.578,13.66,19.430,4.34,400.390,15.22
,,,,,,50,83.788,21.77,10.387,2.32,659.110,25.06
,,,,,,100,139.234,36.18,6.503,1.45,1.106.560,42.07
,,,,,,200,191.714,49.82,7.527,1.68,1.525.380,57.99
,,,,20,"[0, 8, 2, 3, 2, 3, 7, 4, 2, 2, 1]",5,87.720,22.8,94.766,21.19,606.190,23.04
,,,,,,10,51.151,13.29,47.579,10.64,360.820,13.72
,,,,,,25,40.698,10.58,19.430,4.34,305.350,11.61
,,,,,,50,60.819,15.8,10.387,2.32,475.360,18.07
,,,,,,100,105.697,27.47,6.503,1.45,838.270,31.87
,,,,,,200,160.372,41.68,7.527,1.68,1.274.640,48.46
,,,,30,"[0, 12, 3, 5, 2, 4, 10, 6, 4, 3, 2]",5,86.550,22.49,94.766,21.19,596.830,22.69
,,,,,,10,47.776,12.42,47.579,10.64,333.820,12.69
,,,,,,25,31.548,8.2,19.430,4.34,232.150,8.83
,,,,,,50,39.320,10.22,10.387,2.32,303.370,11.53
,,,,,,100,72.532,18.85,6.503,1.45,572.950,21.78
,,,,,,200,127.288,33.08,7.527,1.68,1.009.970,38.39
,,,CoderAPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,137.186,35.65,105.240,23.53,991.445,37.69
,,,,,,10,103.772,26.97,55.272,12.36,774.102,29.43
,,,,,,25,87.275,22.68,23.188,5.19,674.205,25.63
,,,,,,50,87.021,22.61,12.144,2.72,683.216,25.97
,,,,,,100,89.791,23.33,6.360,1.42,711.161,27.04
,,,,,,200,93.891,24.4,3.325,0.74,747.000,28.4
,,,,3,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",5,122.464,31.82,105.240,23.53,873.665,33.21
,,,,,,10,85.100,22.11,55.272,12.36,624.722,23.75
,,,,,,25,65.026,16.9,23.188,5.19,496.215,18.86
,,,,,,50,62.569,16.26,12.144,2.72,487.600,18.54
,,,,,,100,63.528,16.51,6.360,1.42,501.058,19.05
,,,,,,200,65.971,17.14,3.325,0.74,523.638,19.91
,,,,5,"[0, 2, 1, 1, 0, 1, 2, 1, 1, 0, 0]",5,111.713,29.03,105.240,23.53,787.657,29.94
,,,,,,10,70.872,18.42,55.272,12.36,510.902,19.42
,,,,,,25,46.750,12.15,23.188,5.19,350.010,13.31
,,,,,,50,41.387,10.76,12.144,2.72,318.144,12.09
,,,,,,100,40.176,10.44,6.360,1.42,314.245,11.95
,,,,,,200,40.942,10.64,3.325,0.74,323.406,12.29
,,,,10,"[0, 4, 1, 2, 1, 1, 3, 2, 1, 1, 1]",5,100.994,26.25,105.240,23.53,701.909,26.68
,,,,,,10,56.552,14.7,55.272,12.36,396.340,15.07
,,,,,,25,28.160,7.32,23.188,5.19,201.285,7.65
,,,,,,50,19.483,5.06,12.144,2.72,142.912,5.43
,,,,,,100,15.839,4.12,6.360,1.42,119.544,4.54
,,,,,,200,14.685,3.82,3.325,0.74,113.346,4.31
,,,,15,"[0, 6, 2, 2, 1, 2, 5, 3, 2, 1, 1]",5,100.257,26.05,105.240,23.53,696.007,26.46
,,,,,,10,55.397,14.4,55.272,12.36,387.100,14.72
,,,,,,25,26.324,6.84,23.188,5.19,186.600,7.09
,,,,,,50,16.999,4.42,12.144,2.72,123.040,4.68
,,,,,,100,12.791,3.32,6.360,1.42,95.166,3.62
,,,,,,200,11.226,2.92,3.325,0.74,85.680,3.26
,,,,20,"[0, 8, 2, 3, 2, 3, 7, 4, 2, 2, 1]",5,99.862,25.95,105.240,23.53,692.848,26.34
,,,,,,10,54.746,14.23,55.272,12.36,381.892,14.52
,,,,,,25,25.291,6.57,23.188,5.19,178.335,6.78
,,,,,,50,15.519,4.03,12.144,2.72,111.200,4.23
,,,,,,100,10.839,2.82,6.360,1.42,79.543,3.02
,,,,,,200,8.884,2.31,3.325,0.74,66.942,2.54
,,,,30,"[0, 12, 3, 5, 2, 4, 10, 6, 4, 3, 2]",5,99.441,25.84,105.240,23.53,689.481,26.21
,,,,,,10,54.092,14.06,55.272,12.36,376.656,14.32
,,,,,,25,24.245,6.3,23.188,5.19,169.965,6.46
,,,,,,50,14.073,3.66,12.144,2.72,99.632,3.79
,,,,,,100,8.960,2.33,6.360,1.42,64.515,2.45
,,,,,,200,6.589,1.71,3.325,0.74,48.582,1.85
NOAA-SST,noaa-buoy-201701.csv,4.392,CoderBasic,,,,492.948,100,74.664,100,3.864.960,100
,,,CoderPCA,0,"[0, 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 'N', 0, 0, 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 'N', 0, 0, 'N', 'N', 0, 'N', 'N', 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 'N', 0]",5,345.677,70.12,16.723,22.4,2.744.729,71.02
,,,,,,10,324.405,65.81,9.926,13.29,2.581.352,66.79
,,,,,,25,312.446,63.38,8.744,11.71,2.486.864,64.34
,,,,,,50,310.139,62.92,12.277,16.44,2.464.872,63.77
,,,,,,100,311.888,63.27,20.852,27.93,2.470.292,63.92
,,,,,,200,318.530,64.62,40.856,54.72,2.503.418,64.77
,,,,3,"[0, 30, 30, 24, 33, 31, 29, 'N', 51, 'N', 'N', 3, 22, 'N', 36, 18, 'N', 31, 39, 2, 47, 54, 35, 26, 'N', 54, 'N', 31, 14, 60, 9, 37, 'N', 4, 35, 42, 37, 'N', 36, 4, 'N', 'N', 43, 'N', 'N', 'N', 3, 21, 'N', 32, 21, 134, 62, 167, 'N', 36]",5,161.149,32.69,16.723,22.4,1.268.505,32.82
,,,,,,10,168.525,34.19,9.926,13.29,1.334.312,34.52
,,,,,,25,231.422,46.95,8.744,11.71,1.838.672,47.57
,,,,,,50,279.563,56.71,12.277,16.44,2.220.264,57.45
,,,,,,100,305.354,61.94,20.852,27.93,2.418.020,62.56
,,,,,,200,317.336,64.38,40.856,54.72,2.493.866,64.53
,,,,5,"[0, 50, 50, 41, 55, 52, 48, 'N', 85, 'N', 'N', 5, 36, 'N', 61, 31, 'N', 51, 65, 4, 79, 89, 58, 43, 'N', 89, 'N', 52, 23, 101, 15, 62, 'N', 7, 58, 69, 62, 'N', 60, 7, 'N', 'N', 72, 'N', 'N', 'N', 5, 34, 'N', 53, 35, 223, 104, 279, 'N', 61]",5,139.813,28.36,16.723,22.4,1.097.817,28.4
,,,,,,10,130.041,26.38,9.926,13.29,1.026.440,26.56
,,,,,,25,187.262,37.99,8.744,11.71,1.485.392,38.43
,,,,,,50,250.555,50.83,12.277,16.44,1.988.200,51.44
,,,,,,100,295.652,59.98,20.852,27.93,2.340.404,60.55
,,,,,,200,312.162,63.33,40.856,54.72,2.452.474,63.45
,,,,10,"[0, 101, 100, 81, 111, 104, 95, 'N', 170, 'N', 'N', 11, 72, 'N', 122, 61, 'N', 103, 130, 7, 158, 179, 116, 86, 'N', 179, 'N', 103, 47, 201, 30, 124, 'N', 14, 116, 139, 125, 'N', 119, 14, 'N', 'N', 144, 'N', 'N', 'N', 9, 69, 'N', 106, 70, 447, 207, 558, 'N', 121]",5,123.573,25.07,16.723,22.4,967.897,25.04
,,,,,,10,96.399,19.56,9.926,13.29,757.304,19.59
,,,,,,25,127.262,25.82,8.744,11.71,1.005.392,26.01
,,,,,,50,194.597,39.48,12.277,16.44,1.540.536,39.86
,,,,,,100,262.784,53.31,20.852,27.93,2.077.460,53.75
,,,,,,200,301.018,61.06,40.856,54.72,2.363.322,61.15
,,,,15,"[0, 151, 149, 122, 166, 156, 143, 'N', 255, 'N', 'N', 16, 108, 'N', 182, 92, 'N', 154, 195, 11, 237, 268, 174, 129, 'N', 268, 'N', 155, 70, 302, 45, 186, 'N', 21, 173, 208, 187, 'N', 179, 21, 'N', 'N', 216, 'N', 'N', 'N', 14, 103, 'N', 159, 106, 670, 311, 837, 'N', 182]",5,118.885,24.12,16.723,22.4,930.393,24.07
,,,,,,10,84.753,17.19,9.926,13.29,664.136,17.18
,,,,,,25,103.838,21.06,8.744,11.71,818.000,21.16
,,,,,,50,158.925,32.24,12.277,16.44,1.255.160,32.48
