DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-04-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
600,N,27077,27236,26729,29178,27206,N,N,N,28052,26838,27408,N,N,N,N,28960,27995,28491,28066,29290,28368,N,N,N,28259,27662,N,29416,28430,28678,N,N,28704,29271,N,N,28976,29631,N,N,28084,N,N,N,28568,N,N,28214,30134,30706,29641,29833,N,27218
600,N,27076,27238,26727,29164,27208,N,N,N,28045,26839,27406,N,N,N,N,28957,27990,28490,28064,29285,28366,N,N,N,28253,27661,N,29412,28430,28676,N,N,28705,29264,N,N,28975,29629,N,N,28085,N,N,N,28566,N,N,28212,30130,30704,29638,29836,N,27218
600,N,27075,27241,26726,29150,27210,N,N,N,28038,26840,27404,N,N,N,N,28953,27985,28489,28062,29280,28364,N,N,N,28247,27659,N,29408,28429,28674,N,N,28705,29257,N,N,28975,29627,N,N,28086,N,N,N,28565,N,N,28210,30126,30701,29635,29839,N,27219
600,N,27074,N,26724,29136,27211,N,N,N,28031,26841,27402,N,N,N,N,28949,27979,28488,N,29275,28362,N,N,N,28241,27658,N,29404,28428,28672,N,N,28706,29250,N,N,28975,29626,N,N,28087,N,N,N,28563,N,N,28209,30122,30699,29633,29842,N,27219
600,N,27073,27236,26723,29123,27213,N,N,N,28024,26842,27399,N,N,N,N,28946,27974,28488,N,29270,28359,N,N,N,28235,27656,N,29400,28427,28670,N,N,28706,29243,N,N,28975,29624,N,N,28088,N,N,N,28562,N,N,28207,30118,30697,29630,29845,N,27220
600,N,27071,27228,26721,29109,27214,N,N,N,28017,26843,27397,N,N,N,N,28942,27969,28487,N,29265,28357,N,N,N,28229,27655,N,29396,28426,28668,N,N,28707,29236,N,N,28974,29622,N,N,28088,N,N,N,28560,N,N,28205,30114,30694,29627,29848,N,27220
600,N,27070,27221,26720,29095,27216,N,N,N,28010,26844,27395,N,N,N,N,28939,27963,28486,N,29259,28355,N,N,N,28223,27653,N,29392,28425,28666,N,N,28707,29229,N,N,28974,29620,N,N,28089,N,N,N,28559,N,N,28203,30110,30692,29625,29850,N,27221
600,N,27069,27213,26718,29081,27217,N,N,N,28003,26845,27393,N,N,N,N,28935,27958,28485,N,29254,28353,N,N,N,28217,27652,N,29388,28424,28664,N,N,28708,29221,N,N,28974,29618,N,N,28090,N,N,N,28557,N,N,28201,30106,30690,29622,29853,N,27221
600,N,27068,27205,26717,29067,27219,N,N,N,27997,26846,27390,N,N,N,N,28931,27953,28485,N,29249,28351,N,N,N,28210,27650,N,29385,28424,28661,N,N,28708,29214,N,N,28974,29616,N,N,28091,N,N,N,28556,N,N,28200,30102,30687,29619,29856,N,27222
600,N,27067,N,26715,29054,27221,N,N,N,27990,26847,27388,N,N,N,N,28928,27947,28484,28049,29244,28349,N,N,N,28204,N,N,29381,28423,28659,N,N,28709,29207,N,N,28974,29614,N,N,28092,N,N,N,28554,N,N,28198,30098,30685,29617,29859,N,27222
600,N,27065,27193,26714,29040,27222,N,N,N,27983,26848,27386,N,N,N,N,28924,27942,28483,28046,29239,28347,N,N,N,28198,27676,N,29377,28422,28657,N,N,28710,29200,N,N,28973,N,N,N,28093,N,N,N,28553,N,N,28196,30094,30683,29614,29862,N,27223
600,N,27064,27195,26712,29026,27224,N,N,N,27976,26849,27384,N,N,N,N,28920,27937,28482,28043,29234,28345,N,N,N,28192,27677,N,29373,28421,28655,N,N,28710,29193,N,N,28973,N,N,N,28094,N,N,N,28551,N,N,28194,30091,30681,29611,29864,N,27223
600,N,27063,27197,26711,29012,27225,N,N,N,27969,26850,27381,N,N,N,N,28917,27931,28482,28040,29228,28342,N,N,N,28186,27677,N,29369,28420,28653,N,N,28711,N,N,N,28973,29648,N,N,28095,N,N,N,28550,N,N,28192,30087,30678,29608,29867,N,27224
600,N,27062,27199,26709,28998,27227,N,N,N,27962,26851,27379,N,N,N,N,28913,27926,28481,28038,29223,28340,N,N,N,28359,27678,N,29365,28419,28651,N,N,28711,N,N,N,28973,29649,N,N,28096,N,N,N,28548,N,N,28191,30083,30676,29606,29870,N,27224
600,N,27061,27201,26708,28985,27229,N,N,N,27955,26852,27377,N,N,N,N,28910,27921,28480,28035,29218,28338,N,N,N,28360,27679,N,29361,28418,28649,N,N,28712,29304,N,N,28972,29650,N,N,28097,N,N,N,28547,N,N,28189,30079,30674,29603,29873,N,27225
600,N,27059,N,26706,28971,27230,N,N,N,27948,26853,27375,N,N,N,N,28906,27915,28479,28032,29213,28336,N,N,N,28360,27680,N,29357,28418,28647,N,N,28712,29304,N,N,28972,29651,N,N,28098,N,N,N,28545,N,N,28187,30075,30671,29600,29876,N,27225
600,N,27058,27192,26705,28957,27232,N,N,N,27941,26854,27373,N,N,N,N,28902,27910,28478,28029,29208,28334,N,N,N,28361,27680,N,29353,28417,28645,N,N,28713,29304,N,N,28972,29651,N,N,28099,N,N,N,28544,N,N,28185,30071,30669,29598,29879,N,27225
600,N,27057,27189,26703,28943,27233,N,N,N,27934,26855,27370,N,N,N,N,28899,27905,28478,N,29202,28332,N,N,N,28361,27681,N,29349,28416,28642,N,N,28713,29305,N,N,28972,29652,N,N,28100,N,N,N,28542,N,N,28183,30067,30667,29595,29881,N,27226
600,N,27056,27185,26702,28929,27235,N,N,N,27927,26856,27368,N,N,N,N,28895,27900,28477,N,29197,28330,N,N,N,28362,27682,N,29346,28415,28640,N,N,28714,29305,N,N,28971,29653,N,N,28101,N,N,N,28541,N,N,28181,30063,30664,29592,29884,N,27226
600,N,27055,27182,26700,28916,27237,N,N,N,27920,26857,27366,N,N,N,N,28891,27894,28476,N,29192,28328,N,N,N,28362,27682,N,29342,28414,28638,N,N,28715,29305,N,N,28971,29654,N,N,28102,N,N,N,28539,N,N,28180,30059,30662,29590,29887,N,27227
600,N,27053,27178,26699,28902,27238,N,N,N,27913,26858,27364,N,N,N,N,28888,27889,28475,28020,29187,28325,N,N,N,28363,27683,N,29338,28413,28636,N,N,28715,29305,N,N,28971,29655,N,N,28103,N,N,N,28538,N,N,28178,30055,30660,29587,29890,N,27227
600,N,27052,N,26697,28888,27240,N,N,N,27906,26859,27361,N,N,N,N,28884,27884,28475,N,29182,28323,N,N,N,28364,27684,N,29334,28413,28634,N,N,28716,29305,N,N,28971,29656,N,N,28104,N,N,N,28536,N,N,28176,30051,30658,29584,29893,N,27228
600,N,27051,27172,26696,28874,27241,N,N,N,27899,26860,27359,N,N,N,N,28881,27878,28474,N,29177,28321,N,N,N,28364,27685,N,29330,28412,28632,N,N,28716,29306,N,N,28970,29657,N,N,28105,N,N,N,28535,N,N,28174,30047,30655,29582,29895,N,27228
600,N,27050,27171,26694,28860,27243,N,N,N,27893,26861,27357,N,N,N,N,28877,27873,28473,N,29171,28319,N,N,N,28365,27685,N,29326,28411,28630,N,N,28717,29306,N,N,28970,29658,N,N,28105,N,N,N,28533,N,N,28172,30044,30653,29579,29898,N,27229
600,N,27049,27170,26693,28847,27245,N,N,N,27886,26861,27355,N,N,N,N,28873,27868,28472,N,29166,28317,N,N,N,28365,27686,N,29322,28410,28628,N,N,28717,29306,N,N,28970,29658,N,N,28106,N,N,N,28532,N,N,28171,30040,30651,29576,29901,N,27229
600,N,27047,27169,26691,28833,27246,N,N,N,27879,26862,27352,N,N,N,N,28870,27862,28472,N,29161,28315,N,N,N,28366,27687,N,29318,28409,28626,N,N,28718,29306,N,N,28970,29659,N,N,28107,N,N,N,28530,N,N,28169,30036,30648,29573,29904,N,27230
600,N,27046,27168,26690,28819,27248,N,N,N,27872,26863,27350,N,N,N,N,28866,27857,28471,28033,29156,28313,N,N,N,28366,27688,N,29314,28408,28623,N,N,28718,29307,N,N,28969,29660,N,N,28108,N,N,N,28529,N,N,28167,30032,30646,29571,29907,N,27230
600,N,27045,N,26688,28805,27249,N,N,N,27865,26864,27348,N,N,N,N,28863,27852,28470,28033,29151,28311,N,N,N,28367,27688,N,29311,28407,28621,N,N,28719,29307,N,N,28969,29661,N,N,28109,N,N,N,28527,N,N,28165,30028,30644,29568,29910,N,27231
600,N,27044,27168,26686,28791,27251,N,N,N,27858,26865,27346,N,N,N,N,28859,27846,28469,28032,29146,28308,N,N,N,28367,27689,N,29307,28407,28619,N,N,28720,29307,N,N,28969,29662,N,N,28110,N,N,N,28526,N,N,28163,30024,30642,29565,29912,N,27231
600,N,27043,27167,26685,28778,27253,N,N,N,27851,26866,27343,N,N,N,N,28855,27841,28469,28032,29140,28306,N,N,N,28368,27690,N,29303,28406,28617,N,N,28720,29307,N,N,28969,29663,N,N,28111,N,N,N,28532,N,N,28162,30020,30639,29563,29915,N,27232
600,N,27041,27166,26683,28764,27254,N,N,N,27844,26867,27341,N,N,N,N,28852,27836,28468,28031,29135,28304,N,N,N,28369,27690,N,29299,28405,28615,N,N,28721,29307,N,N,28968,29664,N,N,28112,N,N,N,28528,N,N,28160,30016,30637,29560,29918,N,27232
600,N,27040,27165,26682,28750,27256,N,N,N,N,26868,27339,N,N,N,N,28848,27830,28467,28031,29130,28302,N,N,N,28369,27691,N,29295,28404,28613,N,N,28721,29308,N,N,28968,29664,N,N,28113,N,N,N,28525,N,N,28158,30012,30635,29557,29921,N,27233
600,N,27039,27164,26680,28736,27257,N,N,N,N,26869,27337,N,N,N,N,28844,27825,28466,28030,29125,28300,N,N,N,28370,27692,N,29308,28403,28611,N,N,28722,29308,N,N,28968,29665,N,N,28114,N,N,N,28521,N,N,28156,30008,30632,29555,29924,N,27233
600,N,27038,N,26679,28722,27259,N,N,N,28007,26870,27335,N,N,N,N,28841,N,28465,N,29120,N,N,N,N,28370,27693,N,29308,28402,28609,N,N,28722,29308,N,N,28968,29666,N,N,28115,N,N,N,28518,N,N,28154,30004,30630,29552,29926,N,27234
