DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-02-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
0,26001,24498,25437,25892,30273,26712,N,27435,N,N,26613,26556,N,N,N,N,26263,25374,26590,26205,30233,27696,28272,N,N,N,27107,27703,29836,27640,28618,N,N,27,27137,27916,N,29148,29218,N,N,27660,N,N,N,28446,27113,N,27261,28901,30887,29600,30423,N,26750
4200,26000,24500,25434,25889,30273,26708,N,27432,N,N,26613,26555,N,N,N,N,26257,25374,26586,26200,30231,27696,28271,N,N,N,27108,27704,29836,27639,28618,N,N,26972,27137,27916,N,29147,29218,N,N,27626,N,N,N,28445,27110,N,27261,28901,30883,29598,30413,N,26748
600,25999,24502,25430,25887,30273,26705,N,27429,N,N,26614,26553,N,N,N,N,26251,25375,26581,26196,30230,27696,28270,N,N,N,27109,27705,29835,27639,28619,N,N,26947,27137,27917,N,29145,29217,N,N,27592,N,N,N,28444,27107,N,27260,28901,30879,29596,30402,N,26746
600,25998,24505,25427,25884,30273,26701,N,27426,N,N,26614,26552,N,N,N,N,26245,25375,26577,26191,30228,27696,28269,N,N,N,27111,27707,29835,27638,28619,N,N,26942,27137,27917,N,29144,29217,N,N,27557,N,N,N,28442,27104,N,27260,28901,30875,29593,30392,N,26745
600,25997,24507,25424,25882,30273,26697,N,27423,N,N,26615,26550,N,N,N,N,26239,25376,26573,26187,30226,27696,28268,N,N,N,27112,27708,29834,27637,28620,N,N,26937,27137,27918,N,29142,29217,N,N,27523,N,N,N,28441,27101,N,27259,28901,30871,29591,30382,N,26743
600,25996,24509,25420,25879,30273,26694,N,27420,N,N,26615,26549,N,N,N,N,26233,25376,26568,26182,30224,27696,28267,N,N,N,27113,27709,29834,27637,28620,N,N,26932,27137,27918,N,29141,29216,N,N,27489,N,N,N,28440,27098,N,27259,28901,30867,29589,30371,N,26741
600,25995,24511,25417,25876,30273,26690,N,27417,N,N,26615,26547,N,N,N,N,26227,25376,26564,26178,30223,27696,28266,N,N,N,27114,27710,29834,27636,28621,N,N,26927,27137,27919,N,29139,29216,N,N,27514,N,N,N,28439,27095,N,27259,28901,30863,29587,30361,N,26739
600,25994,24514,25414,25874,30273,26686,N,27414,N,N,26616,26546,N,N,N,N,26221,25377,26560,26173,30221,27697,28265,N,N,N,27115,27712,29833,27636,28621,N,N,26922,27137,27919,N,29138,29216,N,N,27504,N,N,N,28438,27093,N,27258,28901,30859,29584,30351,N,26738
600,25994,24516,25410,25871,30273,26683,N,27411,N,N,26616,26544,N,N,N,N,26215,25377,26556,26169,30219,27697,28264,N,N,N,27117,27713,29833,27635,28622,N,N,26916,27137,27919,N,29136,29215,N,N,27494,N,N,N,28437,27090,N,27258,28901,30855,29582,30340,N,26736
600,25993,24518,25407,25868,30274,26679,N,27408,N,N,26616,26543,N,N,N,N,26209,25378,26551,26164,30218,27697,28264,N,N,N,27118,27714,29833,27634,28622,N,N,26911,27137,27920,N,29135,29215,N,N,27484,N,N,N,28435,27087,N,27258,28901,30851,29580,30330,N,26734
600,25992,24520,25403,25866,30274,26675,N,27405,N,N,26617,26541,N,N,N,N,26203,25378,26547,26160,30216,27697,28263,N,N,N,27119,27715,29832,27634,28623,N,N,26906,27137,27920,N,29133,29214,N,N,27474,N,N,N,28434,27084,N,27257,28901,30847,29578,30320,N,26732
600,25991,24522,25400,25863,30274,26672,N,27402,N,N,26617,26540,N,N,N,N,26197,25378,26543,26155,30214,27697,28262,N,N,N,27120,27717,29832,27633,28623,N,N,26901,27137,27921,N,29132,29214,N,N,27464,N,N,N,28433,27081,N,27257,28901,30843,29576,30309,N,26730
600,25990,24525,25397,25861,30274,26668,N,27399,N,N,26618,26538,N,N,N,N,26191,25379,26538,26150,30212,27697,28261,N,N,N,27121,27718,29831,27632,28624,N,N,26896,27137,27921,N,29130,29214,N,N,27454,N,N,N,28432,27078,N,27256,28901,30839,29573,30299,N,26729
600,25989,24527,25393,25858,30274,26664,N,27396,N,N,26618,26537,N,N,N,N,26185,25379,26534,26146,30211,27697,28260,N,N,N,27122,27719,29831,27632,28624,N,N,26891,27137,27922,N,29129,29213,N,N,27444,N,N,N,28431,27075,N,27256,28901,30835,29571,30289,N,26727
600,25988,24529,25390,25855,30274,26660,N,27393,N,N,26618,26535,N,N,N,N,26179,25380,26530,26141,30209,27697,28259,N,N,N,27124,N,29831,27631,28625,N,N,26886,27137,27922,N,29127,29213,N,N,27434,N,N,N,28429,27072,N,27256,28901,30831,29569,30278,N,26725
600,25987,24531,25387,25853,30274,26657,N,27390,N,N,26619,26534,N,N,N,N,26173,25380,26525,26137,30207,27697,28258,N,N,N,27125,27763,29830,27630,28625,N,N,26881,27137,27923,N,29126,29213,N,N,27424,N,N,N,28428,27069,N,27255,28901,30827,29567,30268,N,26723
600,25986,24533,25383,25850,30274,26653,N,27387,N,N,26619,26532,N,N,N,N,26167,25380,26521,26132,30206,27697,28257,N,N,N,27126,27763,29830,27630,28626,N,N,26876,27137,27923,N,29124,29212,N,N,27414,N,N,N,28427,27066,N,27255,28901,30822,29564,30258,N,26722
600,25985,24536,25380,25848,30274,26649,N,27384,N,N,26619,26531,N,N,N,N,26161,25381,26517,26128,30204,27697,28256,N,N,N,27127,27762,29830,27629,28626,N,N,26871,27136,27923,N,29123,29212,N,N,27404,N,N,N,28426,27063,N,27255,28901,30818,29562,30247,N,26720
600,25984,24538,25377,25845,30274,26646,N,27381,N,N,26620,26529,N,N,N,N,26155,25381,26512,26123,30202,27697,28255,N,N,N,27128,27762,29829,27629,28627,N,N,26866,27136,27924,N,29121,29212,N,N,27394,N,N,N,28425,27060,N,27254,28901,30814,29560,30237,N,26718
600,25983,24540,25373,25842,30274,26642,N,27378,N,N,26620,26528,N,N,N,N,26149,25382,26508,26119,30201,27698,28254,N,N,N,27130,27761,29829,27628,28627,N,N,26861,27136,27924,N,29120,29211,N,N,27384,N,N,N,28423,27057,N,27254,28901,30810,29558,30227,N,26716
600,25982,24542,25370,25840,30274,26638,N,27375,N,N,26621,26526,N,N,N,N,26143,25382,26504,26114,30199,27698,28253,N,N,N,27131,27761,29828,27627,28627,N,N,26855,27136,27925,N,29118,29211,N,N,27374,N,N,N,28422,27055,N,27253,28901,30806,29555,30216,N,26714
600,25981,24545,25367,25837,30274,26635,N,27372,N,N,26621,26525,N,N,N,N,26137,25382,26500,26109,30197,27698,28252,N,N,N,27132,27761,29828,27627,28628,N,N,26850,27136,27925,N,29117,29211,N,N,27364,N,N,N,28421,27052,N,27253,28901,30802,29553,30206,N,26713
600,25981,24547,25363,25834,30274,26631,N,27369,N,N,26621,26523,N,N,N,N,26131,25383,26495,26105,30195,27698,28251,N,N,N,27133,27760,29828,27626,28628,N,N,26845,27136,27926,N,29115,29210,N,N,27354,N,N,N,28420,27049,N,27253,28901,30798,29551,30196,N,26711
600,25980,24549,25360,25832,30274,26627,N,27366,N,N,26622,26522,N,N,N,N,26125,25383,26491,26100,30194,27698,28250,N,N,N,27134,27760,29827,27625,28629,N,N,26840,27136,27926,N,29114,29210,N,N,27344,N,N,N,28419,27046,N,27252,28901,30794,29549,30185,N,26709
600,25979,24551,25356,25829,30274,26624,N,27363,N,N,26622,26520,N,N,N,N,26119,25384,26487,26096,30192,27698,28249,N,N,N,27136,27759,29827,27625,28629,N,N,26835,27136,27926,N,29112,29209,N,N,27334,N,N,N,28418,27043,N,27252,28901,30790,29547,30175,N,26707
600,25978,24553,25353,25827,30274,26620,N,27360,N,N,26623,26519,N,N,N,N,26113,25384,26482,26091,30190,27698,28249,N,N,N,27137,27759,29827,27624,28630,N,N,26830,27136,27927,N,29111,29209,N,N,27324,N,N,N,28416,27040,N,27252,28901,30786,29544,30165,N,26706
600,25977,24556,25350,25824,30275,26616,N,27357,N,N,26623,26517,N,N,N,N,26107,25384,26478,26087,30189,27698,28248,N,N,N,27138,27759,29826,27624,28630,N,N,26825,27136,27927,N,29109,29209,N,N,27314,N,N,N,28415,27037,N,27251,28901,30782,29542,30154,N,26704
600,25976,24558,25346,25821,30275,26613,N,27354,N,N,26623,26516,N,N,N,N,26101,25385,26474,26082,30187,27698,28247,N,N,N,27139,27758,29826,27623,28631,N,N,26820,27136,27928,N,29108,29208,N,N,27304,N,N,N,28414,27034,N,27251,28901,30778,29540,30144,N,26702
600,25975,24560,25343,25819,30275,26609,N,27351,N,N,26624,26514,N,N,N,N,26095,25385,26469,26078,30185,27698,28246,N,N,N,27140,27758,29825,27622,28631,N,N,26815,27136,27928,N,29106,29208,N,N,27294,N,N,N,28413,27031,N,27250,28901,30774,29538,30134,N,26700
600,25974,24562,25340,25816,30275,26605,N,27348,N,N,26624,26513,N,N,N,N,26089,25386,26465,26073,30183,27698,28245,N,N,N,27141,27758,29825,27622,28632,N,N,26810,27136,27929,N,29105,29208,N,N,27284,N,N,N,28412,27028,N,27250,28901,30770,29535,30123,N,26698
600,25973,24565,25336,25814,30275,26602,N,27345,N,N,26624,26511,N,N,N,N,26083,25386,26461,26069,30182,27698,28244,N,N,N,27143,27757,29825,27621,28632,N,N,26805,27136,27929,N,29104,29207,N,N,27274,N,N,N,28410,27025,N,27250,28901,30766,29533,30113,N,26697
600,25972,24567,25333,25811,30275,26598,N,27342,N,N,26625,26510,N,N,N,N,26077,25386,26457,26064,30180,27698,28243,N,N,N,27144,27757,29824,27620,28633,N,N,26799,27136,27930,N,29102,29207,N,N,27282,N,N,N,28409,27022,N,27249,28901,30762,29531,30103,N,26695
600,25971,24569,25330,25808,30275,26594,N,27339,N,N,26625,26508,N,N,N,N,26071,25387,26452,26059,30178,27699,28242,N,N,N,27145,27756,29824,27620,28633,N,N,26794,27136,27930,N,29101,29207,N,N,27279,N,N,N,28408,27019,N,27249,28901,30758,29529,30092,N,26693
600,25970,24571,25326,25806,30275,26591,N,27336,N,N,26626,26507,N,N,N,N,26065,25387,26448,26055,30177,27699,28241,N,N,N,27146,27756,29824,27619,28634,N,N,26789,27136,27930,N,29099,29206,N,N,27277,N,N,N,28407,27016,N,27249,28900,30754,29527,30082,N,26691
600,25969,24573,25323,25803,30275,26587,N,27333,N,N,26626,26505,N,N,N,N,26059,25388,26444,26050,30175,27699,28240,N,N,N,27147,27756,29823,27618,28634,N,N,26784,27136,27931,N,29098,29206,N,N,27274,N,N,N,28406,27014,N,27248,28900,30750,29524,30072,N,26690
600,25968,24576,25320,25800,N,26583,N,27330,N,N,26626,26504,N,N,N,N,26053,25388,26439,26046,30173,27699,28239,N,N,N,27149,27755,29823,27618,28635,N,N,26779,27136,27931,N,29096,29206,N,N,27272,N,N,N,28404,27011,N,27248,28900,30746,29522,30061,N,26688
600,25968,24578,25316,25798,N,26579,N,27327,N,N,26627,26502,N,N,N,N,26047,25388,26435,26041,30171,27699,28238,N,N,N,27150,27755,29822,27617,28635,N,N,26774,27136,27932,N,29095,29205,N,N,27269,N,N,N,28403,27008,N,27247,28900,30742,29520,30051,N,26686
600,25967,24580,25313,25795,30219,26576,N,27324,N,N,26627,26501,N,N,N,N,26041,25389,26431,26037,30170,27699,28237,N,N,N,27151,27754,29822,27617,28550,N,N,N,27136,27932,N,29093,29205,N,N,27266,N,N,N,28402,27005,N,27247,28900,30738,29518,30041,N,26684
600,25966,24582,25309,25793,30216,26572,N,27321,N,N,26628,26499,N,N,N,N,26035,25389,26426,26032,30168,27699,28236,N,N,N,27152,27754,29822,27616,28549,N,N,N,27136,27933,N,29092,29204,N,N,27264,N,N,N,28401,27002,N,27247,28900,30734,29515,30030,N,26682
600,25965,24584,25306,25790,30213,26568,N,27318,N,N,26628,26498,N,N,N,N,26029,25390,26422,26028,30166,27699,28235,N,N,N,27153,27754,29821,27615,28549,N,N,N,27136,27933,N,29090,29204,N,N,27261,N,N,N,28400,26999,N,27246,28900,30730,29513,30020,N,26681
600,25964,24587,25303,25787,30210,26565,N,27315,N,N,26628,26496,N,N,N,N,26023,25390,26418,26023,30165,27699,28234,N,N,N,27155,27753,29821,27615,28548,N,N,N,27136,27933,N,29089,29204,N,N,27259,N,N,N,28399,26996,N,27246,28900,30726,29511,30010,N,26679
600,25963,24589,25299,25785,30207,26561,N,27312,N,N,26629,26495,N,N,N,N,26017,25390,26413,26018,30163,27699,28233,N,N,N,27156,27753,29820,27614,28547,N,N,N,27136,27934,N,29087,29203,N,N,27256,N,N,N,28397,26993,N,27246,28900,30722,29509,29999,N,26677
600,25962,24591,25296,25782,30204,26557,N,27309,N,N,26629,26493,N,N,N,N,26011,25391,26409,26014,30161,27699,28233,N,N,N,27157,27752,29820,27613,28547,N,N,N,27136,27934,N,29086,29203,N,N,27253,N,N,N,28396,26990,N,27245,28900,30718,29506,29989,N,26675
600,25961,24593,25293,25780,30201,26554,N,27306,N,N,26629,26492,N,N,N,N,26005,25391,26405,26009,30159,27699,28232,N,N,N,27158,27752,29820,27613,28546,N,N,26793,27136,27935,N,29084,29203,N,N,27251,N,N,N,28395,26987,N,27245,28900,30714,29504,29979,N,26674
600,25960,24596,25289,25777,30199,26550,N,27303,N,N,26630,26490,N,N,N,N,25999,25392,26401,26005,30158,27700,28231,N,N,N,27159,27752,29819,27612,28545,N,N,26793,27136,27935,N,29083,29202,N,N,27248,N,N,N,28394,26984,N,27244,28900,30710,29502,29968,N,26672
600,25959,24598,25286,25774,30196,26546,N,27300,N,N,26630,26489,N,N,N,N,25993,25392,26396,26000,30156,27700,28230,N,N,N,27160,27751,29819,27611,28545,N,N,26794,27136,27936,N,29081,29202,N,N,27246,N,N,N,28393,26981,N,27244,28900,30706,29500,29958,N,26670
