DATASET:,NOAA-SPC-tornado
TIME UNIT:,minutes
FIRST TIMESTAMP:,2015-01-03 20:05:00
Time Delta,Latitude,Longitude
5,3347,-8815
15,3378,-8787
10,3383,-8784
15,3386,-8770
7,3389,-8765
29,3365,-8753
5,3365,-8750
51,3451,-8690
11,3447,-8690
31,3388,-8662
157,3253,-8538
344,3259,-8409
39,3261,-8368
24,3264,-8348
44,3257,-8326
2,3257,-8326
6,3259,-8323
492,3117,-8291
19,3124,-8266
7586,3229,-8624
23,3226,-8594
6,3213,-8600
8,3253,-8552
12,3254,-8542
10,3213,-8557
3,3242,-8524
19,3188,-8564
9,3210,-8520
33,3207,-8491
29,3199,-8460
28,3158,-8474
5,3156,-8466
235,2797,-8271
6211,3325,-9309
1596,4046,-10474
4267,3829,-10285
16,3847,-10278
231,3815,-10277
34,3674,-10198
6,3675,-10196
6,3678,-10195
14,3688,-10196
3,3688,-10186
58,3709,-10174
33,3554,-10263
1145,3328,-10077
55,3358,-10062
15,3365,-10054
105,3261,-10080
1414,2829,-9900
2726,3064,-10259
90,3927,-9164
7072,3861,-9845
67,3890,-9787
44,4009,-9816
5,4014,-9801
1,4008,-9815
41,3985,-9765
12,3990,-9754
29,4375,-9402
14,4356,-9381
2497,3869,-9095
156,3724,-9761
114,3307,-9979
29,3911,-8699
86,3990,-9905
21,3540,-9771
35,3561,-9734
61,3646,-9654
6,3490,-9668
6,3653,-9638
5,3600,-9624
2,3618,-9627
8,3347,-9650
10,3613,-9592
5,3594,-9588
9,3604,-9579
36,3547,-9552
5,3668,-9529
20,3561,-9518
6,3639,-9506
5,3571,-9503
10,3621,-9485
8,3438,-9509
3,3684,-9466
13,3686,-9461
7,3540,-9459
1,3635,-9445
12,3636,-9429
15,3543,-9423
12,3532,-9405
4,3602,-9393
8,3549,-9392
29,3713,-9336
249,3077,-9441
24,3074,-9402
497,4086,-9499
38,4100,-9505
26,4127,-9612
50,3727,-8752
19,4071,-9458
0,3982,-9413
10,3986,-9411
13,3753,-8750
20,3765,-12076
8,4102,-9438
2,3761,-12075
6,4109,-9435
31,3769,-8715
8,3932,-8957
15,3776,-8712
13,3904,-8877
49,3876,-8809
1,4029,-9224
0,4029,-9223
37,3983,-9186
7,4051,-9201
34,3761,-12075
1040,4000,-8631
1514,3482,-9824
14,3486,-9813
17,3494,-9792
8,3353,-9670
88,3249,-9543
7,3252,-9540
20,3193,-9781
247,3235,-9426
25,3252,-9411
108,3259,-9438
7,3324,-9347
28,3339,-9329
215,3126,-9412
84,3056,-9396
317,3082,-9195
1940,4019,-8690
7,4014,-8678
5376,3427,-7780
3032,4022,-10417
13,4038,-10407
13,4047,-10400
48,4001,-10258
47,4021,-10244
35,4003,-10225
5,4004,-10223
13,4008,-10223
11,4008,-10223
5,4011,-10223
6,4018,-10223
18,4008,-10223
1332,3896,-10042
21,3881,-9994
38,4025,-10041
18,3459,-9807
5,3900,-9930
5,3906,-9924
5,3902,-9926
2,3902,-9950
8,3915,-9918
1,4052,-10022
1,4058,-10038
1234,3456,-9736
21,4072,-9662
6,4070,-9926
7,3457,-9712
7,3459,-9702
8,4070,-9658
2,4040,-9813
16,4043,-9807
2,4051,-9805
2,3524,-9723
0,4120,-9144
0,4053,-9048
6,3436,-9664
22,4070,-9053
8,4082,-9601
0,4088,-9592
14,3619,-9714
0,3442,-9623
19,3396,-9599
6,3443,-9609
0,3401,-9589
10,3950,-9700
22,3401,-9551
22,3408,-9534
38,4172,-9461
16,4173,-9469
5,4178,-9469
2,4839,-10449
34,3361,-9466
7,3364,-9462
90,3469,-9260
946,3778,-8630
25,3678,-8873
0,3674,-8865
8,3677,-8865
11,3684,-8852
14,3684,-8839
0,3800,-8895
5,4255,-9898
120,3711,-8732
0,3710,-8734
1,3764,-8849
4,3710,-8734
19,4100,-9819
7,3757,-8830
10,3746,-8688
4,3768,-8791
66,3693,-8770
6,3692,-8769
5,3696,-8771
20,3690,-8749
16,3690,-8743
1452,3811,-9123
4185,2644,-9801
2377,3583,-9992
422,3661,-10278
18,3657,-10276
34,3650,-10252
9,3615,-10302
26,3615,-10277
166,3586,-10038
14,3586,-10032
13,3589,-10021
6,3586,-10014
12,3583,-9992
971,2757,-8039
7,2754,-8040
20,2750,-8038
54,3214,-8131
126,3088,-10120
3225,2978,-9002
2630,4620,-11917
16,3859,-10130
0,3859,-10141
69,3870,-10134
1276,3504,-10091
10,3507,-10093
4,3621,-10119
40,4305,-10041
10,4308,-10041
0,4594,-9993
9,3465,-10070
1,3614,-10096
5,3614,-10097
0,3465,-10070
3,3461,-10062
6,3463,-10059
2,3625,-10063
0,3615,-10091
9,3217,-10158
5,3615,-10092
1,3803,-10114
4,3615,-10091
6,3210,-10151
13,3210,-10154
5,3208,-10154
3,3454,-10058
2,3610,-10080
15,3201,-10148
1,4327,-10000
5,3822,-10113
15,3828,-10117
5,3828,-10114
13,3189,-10146
2,3607,-10055
16,3186,-10148
9,4685,-9854
1048,4063,-9851
123,4301,-9587
224,3649,-9939
65,3429,-10077
1,3663,-9941
12,3429,-10076
17,3434,-10076
930,4643,-8803
26,4643,-8784
6,4643,-8777
115,3842,-10099
24,3847,-10098
34,3861,-10075
14,3863,-10072
20,3863,-10046
1,3588,-9645
18,3864,-10032
6,3754,-10012
10,3761,-10011
6,3760,-10010
1,3827,-10015
6,3829,-10010
13,3769,-10011
5,3771,-10010
9,4015,-10321
0,3604,-10122
1,3765,-10002
3,3983,-10371
21,3786,-10015
1,3784,-10005
0,3761,-10014
10,3786,-10002
16,3797,-9989
4,3779,-9932
4,4015,-10321
2,3800,-9989
53,3851,-9909
1,4022,-10272
86,4039,-10164
206,3570,-9581
818,4570,-9528
59,3911,-9592
119,3908,-9771
1,4569,-9460
61,3897,-9746
15,3897,-9737
21,3897,-9725
31,3894,-9711
34,3897,-9704
43,3884,-9654
6,3882,-9647
2,3647,-9808
44,3878,-9615
5,3877,-9611
846,3066,-9633
7,3067,-9637
14,3067,-9637
18,3067,-9637
47,3917,-9639
17,3919,-9631
8,3920,-9631
7,3925,-9631
11,3931,-9631
137,3865,-9360
62,3865,-10274
18,3883,-10253
4,3931,-10287
43,3931,-10231
51,3195,-9931
12,3604,-10006
10,3208,-9913
56,3619,-9961
969,3105,-9410
42,4782,-9591
45,4678,-9665
48,3854,-10208
11,3850,-10175
1,3847,-10205
9,3847,-10208
10,3853,-10181
1,3850,-10155
16,3852,-10164
55,3765,-9684
9,4374,-8878
39,4003,-9368
12,3864,-9989
3,4013,-9374
993,4543,-9969
6,4543,-9969
196,4326,-9686
208,4261,-9598
108,3047,-9952
1469,3331,-9905
825,2798,-9739
306,4105,-10312
4,4114,-10308
14,4096,-10323
1,4114,-10308
1,4106,-10309
1124,4189,-9032
449,2851,-9832
57,2749,-9785
33,4047,-9300
12,2738,-9788
15,2751,-9786
275,2618,-9819
3920,4551,-9466
10,4410,-9631
1411,4003,-8295
22,3990,-8494
92,4483,-8851
1260,4187,-7916
90,3807,-10590
1255,3030,-8183
35,2646,-8183
2902,4454,-11995
3158,4433,-8842
1440,4637,-10419
2565,3719,-10421
13,3719,-10418
152,4389,-10316
0,3850,-9000
54,4009,-10379
102,3579,-10174
19,3543,-10164
2,3538,-10171
1045,4401,-9633
7,4402,-9629
23,4335,-9532
15,4535,-9765
39,4532,-9731
18,4394,-9418
28,4420,-9357
12,4533,-9684
6,4539,-9682
12,4430,-9353
38,4551,-9664
6,4225,-9195
10,4556,-9660
24,4561,-9653
55,4275,-9254
30,4116,-8971
2600,3977,-7834
67,3996,-7968
7,3965,-8008
4480,4650,-9481
1,4647,-9474
17,4703,-9325
1433,3411,-10990
0,3450,-11006
1069,3933,-7711
91,3825,-8050
390,3915,-7995
20,4638,-10237
56,4781,-10338
12,4780,-10335
245,3953,-8411
1029,4170,-8924
26,4169,-8909
2,4152,-8938
15,4153,-8928
3,4160,-8891
9,4150,-8967
4,4160,-8880
1,4144,-8911
17,4156,-8873
4,4141,-8936
0,4141,-8890
15,4140,-8882
11,4133,-8869
5,4132,-8861
6,4134,-8858
19,4127,-8837
46,4093,-8871
9,4085,-8860
25,4075,-8833
6,4078,-8825
48,4057,-8789
8,4079,-8547
6,4081,-8544
126,3953,-8411
17,3954,-8355
107,3865,-8169
620,3846,-10514
2778,3471,-7703
825,4449,-8883
615,3117,-8354
1626,3906,-10307
109,4090,-10216
50,4061,-10247
1502,4211,-10182
0,4214,-10193
2,4224,-10193
1342,4154,-9562
26,4144,-9568
1494,4497,-8999
52,3944,-10260
4,4277,-11443
2774,3849,-9887
65,3974,-10442
1399,3665,-8845
1194,3810,-8262
43,3740,-8444
15,3822,-8196
24,3829,-8164
1369,4527,-9603
10,4522,-9600
274,4433,-9320
15,4440,-9289
21,4440,-9235
20,4469,-9222
7,4437,-9207
3,4457,-9211
25,4434,-9179
498,4450,-10237
637,4250,-10297
10,4243,-10277
3,4255,-10276
27,4612,-10430
43,4450,-10237
28,4219,-10221
24,4215,-10200
95,4142,-10149
13,4140,-10115
80,4104,-10039
557,3914,-9240
5,3911,-9226
435,4799,-9831
25,4887,-10170
68,4873,-10101
51,4103,-10318
37,4789,-9715
9,4784,-9712
80,4754,-9646
138,3811,-9637
22,3796,-9646
33,3784,-9629
53,3769,-9593
1974,4646,-10123
1795,4522,-11270
287,3158,-8996
1396,4512,-9453
7,4515,-9454
5,4521,-9449
10,4531,-9441
5,2760,-8212
5,4536,-9441
20,4548,-9428
60,4552,-9440
270,4643,-9005
2723,3914,-8461
988,4079,-7509
1522,3878,-10216
11,3876,-10224
36,3847,-10222
72,3804,-10192
0,3800,-10184
1580,4318,-10223
56,4478,-9773
580,4215,-9060
22,4166,-9054
38,4215,-9060
22,4166,-9054
65,2923,-9489
708,4119,-8936
6,4122,-8928
918,4507,-7134
298,4692,-6823
5,4693,-6822
1315,4102,-9305
24,4103,-9286
146,4876,-9786
47,4854,-9764
19,4845,-9754
139,4796,-9649
19,4773,-9494
1156,4833,-10209
12,4823,-10204
2,4834,-10216
14,4831,-10199
2709,3154,-8911
29,4781,-11936
54,4781,-11936
115,4766,-11754
5,4766,-11754
1368,4240,-9137
23,4240,-9112
7,4244,-9101
192,2897,-8218
2652,4058,-7473
1348,4695,-9810
310,4633,-10118
49,4288,-10211
1156,4527,-9166
81,4310,-9433
22,3529,-11396
16,4070,-10476
18,4347,-9370
29,4286,-9433
1535,3764,-9830
1326,4150,-10327
4160,3833,-7509
2988,4857,-9953
10,4859,-9955
5,4863,-9946
0,4863,-9949
14,4864,-9938
161,4823,-9880
1,4812,-9883
29,4777,-9886
6,4779,-9877
844,4491,-9021
80,3062,-8156
10,3059,-8156
10,3061,-8156
5,3063,-8156
145,2997,-9008
75,4105,-9635
45,4124,-9586
4525,4429,-10536
2573,4185,-8774
232,4766,-11755
1185,4100,-7252
1448,4168,-9937
57,4571,-8766
262,4105,-9893
978,4262,-8615
2868,4010,-8086
1682,3981,-8639
8,3986,-8642
8,3976,-8638
8,3999,-8636
4,4051,-8691
56,4027,-8604
2392,3901,-8381
206,4017,-7986
1609,4376,-9321
1524,3467,-8701
968,4445,-8752
132,4231,-8611
30,4255,-8602
38,4278,-8582
8,4285,-8576
7,4289,-8574
12,4298,-8562
20,4307,-8513
5,4309,-8511
4,4144,-8574
143,4116,-8506
8,4118,-8501
25,4007,-8450
17,3695,-8585
5,4034,-8306
1,4011,-8439
62,4027,-8386
1900,4245,-7134
5,4245,-7134
2450,3936,-9757
46,4144,-9618
1074,4000,-8687
4,3999,-8675
21,4047,-8613
12,4052,-8608
14,4047,-8613
31,4047,-8613
28,4054,-8550
18,4057,-8539
21,4061,-8524
7,4114,-8491
2,4075,-8517
8,4115,-8490
5,4052,-8645
5,4070,-8497
5,4122,-8471
6,4118,-8466
2,4070,-8491
7,4075,-8481
2,4131,-8456
2,4077,-8608
12,4058,-8615
0,4133,-8440
7,4083,-8470
2,4134,-8436
3,4086,-8464
3,4079,-8470
1,4134,-8436
8,4136,-8425
5,4138,-8418
16,4094,-8444
14,4102,-8434
7,4092,-8530
3,4109,-8428
12,4153,-8380
18,4119,-8408
1541,4078,-8001
1068,3779,-11241
290,3954,-9439
5,3954,-9439
5,3958,-9432
5,3956,-9433
1230,4785,-9749
11,4781,-9743
0,4814,-9725
102,4746,-9708
1350,4228,-9168
209,4761,-9659
8,4754,-9644
54,4743,-9636
0,4750,-9641
7,4746,-9633
57,4743,-9636
1207,3783,-10030
4275,3234,-10870
97,2971,-8347
29,2991,-8356
123,2987,-8342
311,3166,-8138
82,3193,-8103
773,4022,-10287
195,3474,-7656
222,3522,-7569
2426,4144,-10331
284,4161,-10059
4402,4610,-9437
2626,3634,-10141
4,4788,-9476
15,4025,-8763
3,4001,-8804
4,3929,-8799
36,4009,-8768
5370,2788,-8053
6,2789,-8053
3017,3288,-10499
111,3282,-10475
1351,3795,-9008
1513,3882,-10235
10,3879,-10196
7,3882,-10228
28,4192,-7904
65,4109,-7994
35,3206,-10271
146,3572,-10206
6,3569,-10198
5506,4303,-9299
51,4290,-9288
10,4295,-9258
1331,4117,-11198
189,3782,-11244
17193,3944,-9704
2488,3703,-9519
17,3704,-9518
8,3704,-9518
126,3715,-9699
42,3731,-9670
7,3732,-9670
62,3876,-9755
0,3876,-9743
3,3892,-9737
0,3883,-9737
3,3954,-9712
14,3932,-9720
7,3932,-9712
11,3939,-9698
54,3783,-9544
270,4142,-9107
8,4161,-9087
2363,3532,-7786
5977,4165,-8630
2451,4572,-12394
7,4572,-12393
40,4547,-12397
56506,3921,-9683
7215,4032,-9894
3,4036,-9890
23,4009,-9847
30,4029,-9813
1182,4232,-9343
5,4240,-9338
176,4258,-9279
0,4241,-9270
5,4236,-9279
11,4259,-9273
18,4152,-9258
6,3108,-9201
0,4158,-9250
5,4159,-9251
1132,3445,-8659
261,3184,-9274
0,3198,-9217
16,3244,-8976
1,3249,-8966
2,3240,-8971
9,3249,-8966
99,3297,-8885
2,3329,-8876
4,3300,-8878
19,3370,-8876
50,3454,-8790
10,3458,-8781
0,3346,-8815
14,3400,-8788
1,3461,-8775
34,3425,-8754
0,3377,-8770
2,3419,-8747
14,3340,-8847
8,3347,-8837
26,3408,-8719
12,3536,-8623
8,3542,-8615
10,3545,-8606
6,3476,-8646
10,3486,-8646
40,3415,-8716
43,3526,-8549
19,3445,-8659
18,3383,-8816
7,3383,-8816
13,3470,-8576
2,3393,-8792
1,3470,-8577
7,3472,-8569
10,3540,-8464
0,3399,-8779
0,3407,-8771
5,3397,-8784
1,3476,-8565
31,3494,-8508
13,3474,-8569
18,3511,-8473
222,3242,-8767
215,2990,-9014
113,3041,-8668
62,3039,-8642
12,3365,-8516
43,3271,-8556
7,3378,-8454
2,3379,-8449
9,3384,-8441
179,3475,-8222
6955,3027,-9089
11734,3050,-8933
5816,3533,-8909
159,3422,-9232
139,3479,-8995
15,3461,-8974
20,3465,-8946
12,3478,-8948
51,3488,-8866
10731,3763,-10013
51,3752,-9953
20,3757,-9929
6,3840,-9938
1689,3695,-8843
9776,3057,-9353
24,3050,-9323
60,3062,-9247
1,3103,-9237
13,3095,-9219
3,3105,-9212
4,3113,-9206
71,3167,-9094
12,3183,-9082
7,3169,-9059
24,3096,-9045
10,3109,-9032
5,3112,-9023
2,3188,-8998
6,3194,-8985
13,3173,-8963
22,3186,-8933
1,3059,-8990
8,3112,-8946
36,3226,-8881
56,3203,-8587
191,3111,-8551
5,3113,-8544
6,3118,-8537
26,3128,-8501
2,3100,-8494
4,3126,-8490
16,3137,-8472
3,3092,-8458
4,3118,-8457
6,3124,-8445
3,3148,-8451
18,3141,-8416
24,3164,-8401
2,3167,-8400
5936,3027,-8305
5851,3863,-12148
3332,3073,-9758
3255,3092,-9611
166,3185,-9737
26,3105,-9924
103,3275,-9698
648,2993,-9556
64,3009,-9545
5,3013,-9543
4270,3187,-8966
10,3193,-8960
13,3200,-8959
585,3347,-8630
2017,3119,-8948
12,3126,-8935
3,3129,-8932
5,3134,-8925
10,3138,-8915
69,3189,-8825
15,3200,-8811
26,3210,-8778
120,3253,-8622
0,3247,-8617
53,3247,-8546
1,3253,-8548
6,3179,-8613
1,3256,-8536
12,3247,-8522
12,3254,-8510
0,3179,-8582
10,3179,-8566
11,3265,-8487
16,3265,-8487
20,3283,-8443
4,3283,-8441
4,3260,-8438
5,3272,-8426
14,3294,-8426
21,3297,-8388
17,3307,-8378
0,3261,-8363
6,3259,-8362
3,3249,-8369
26,3246,-8324
4,3252,-8310
29,3304,-8309
0,3304,-8325
10,3269,-8263
20,3272,-8272
9,3286,-8229
14,3296,-8218
17,3306,-8197
2,3282,-8176
8,3193,-8209
2,3278,-8161
6,3279,-8159
53,3272,-8272
1,3332,-8131
8,3340,-8120
5,3338,-8108
5,3339,-8104
10,3345,-8095
58,3254,-9424
1,3278,-9441
31,3283,-9414
22,3289,-9364
43,3289,-9332
1,3167,-9305
64,3156,-9275
4,3313,-9277
34,3315,-9249
13,3163,-9244
38,3169,-9213
16,3324,-9182
3,3285,-9218
16,3282,-9179
100,3249,-8859
112,3304,-8734
80,3090,-8398
22,3100,-8370
11,3100,-8358
16,3108,-8337
0,3109,-8338
5,3111,-8329
8,3116,-8321
27,3201,-8167
155,3091,-8342
420,3134,-8525
6,3213,-8596
33,3157,-8486
5,3161,-8480
2,3253,-8556
3,3166,-8475
3,2982,-8493
8,3263,-8542
20,3154,-8417
5,3154,-8417
17,3165,-8390
18,3177,-8366
9,3189,-8349
6,3194,-8341
131,3087,-8183
3,3096,-8172
430,2686,-8014
6,2688,-8009
120,2582,-8031
21991,3628,-8757
69,3028,-9058
20,3039,-9038
6,2995,-9019
9,3010,-9096
14,3010,-9100
11,3007,-8993
30,3063,-9089
107,3227,-8605
101,3131,-8646
13,3261,-8491
31,3244,-8952
8,3242,-8946
68,3215,-8912
9,3214,-8906
128,3693,-8790
80,3005,-8207
37,2996,-8153
1754,3234,-8156
5,3233,-8150
5,3229,-8142
7479,2932,-9609
20,2932,-9609
13,2947,-9583
2,2904,-9588
5,2904,-9588
1,2955,-9569
6,2954,-9570
7,2962,-9556
5,2962,-9556
1,2905,-9570
5,2905,-9570
0,2960,-9557
8031,2953,-9851
6,2950,-9837
18,2967,-9826
85,3056,-9738
7990,4127,-7584
0,4133,-7579
31,3856,-7698
9,4000,-7659
243,4243,-7280
2,4252,-7268
4175,4175,-9036
17,4113,-8973
18,4126,-8918
11,4132,-8895
3,4189,-8976
1,4135,-8884
6,4135,-8884
9,4137,-8868
6,4133,-8869
1,4195,-8931
6,4139,-8846
13,4092,-8937
8,4092,-8929
13,4098,-8913
9,4098,-8904
44,3743,-9089
23,3519,-9173
6,3524,-9167
7,3763,-9049
38,4184,-8624
1,3775,-8996
3,4195,-8617
2,3772,-8994
7,3774,-8987
5,4188,-8595
7,3782,-8967
0,3782,-8970
11,3789,-8950
8,4192,-8549
4,3784,-8934
2,4189,-8976
1,3792,-8924
9,3797,-8907
12,3797,-8902
27,3988,-9066
13,4143,-8925
0,3810,-8834
8,3815,-8806
0,3813,-8812
9,3842,-8700
12,3820,-8782
10,3768,-8935
10,3650,-8857
1,3647,-8869
1,3765,-9496
4,3774,-8906
2,3763,-9482
20,3842,-8700
27,3674,-8785
60,3768,-9310
5,3718,-8688
21,3765,-9273
32,3542,-9338
3,3932,-8353
9,3929,-8341
53,3546,-9224
5,3903,-8423
35,3545,-9147
7,3565,-9126
40,3867,-8707
5,3865,-8704
3,3768,-8935
2,3865,-8703
27,3869,-8634
1,3869,-8633
2,3683,-8955
1,3868,-8628
19,3847,-8595
5,3863,-8578
18,3718,-8688
2,3654,-8862
11,3854,-8521
27,3907,-8438
36,3910,-8367
18,3665,-8685
3,3596,-8688
11,3601,-8663
5,3915,-8302
8,3690,-8626
11,3886,-8180
3,3609,-8620
13,3611,-8598
11,3615,-8575
5,3904,-8219
3,3756,-8338
24,3615,-8524
413,3477,-8482
753,3860,-8717
4795,2890,-9614
1689,4358,-9382
73,4013,-9526
13,4228,-9413
0,4031,-9507
5,3906,-9651
0,4034,-9491
1,3915,-9642
1,3929,-9631
1,4376,-9333
1,4543,-9369
3,4228,-9413
4,3900,-9640
0,3921,-9619
12,3907,-9618
2,3919,-9607
13,3911,-9592
4,4013,-9526
5,3933,-9472
5,3945,-9457
0,3953,-9440
3,4031,-9507
0,4028,-9380
5,4034,-9491
3,4033,-9380
5,3954,-9433
14,3889,-9453
8,3767,-9681
15,3901,-9413
2,4126,-9346
0,3933,-9472
5,3945,-9457
0,3953,-9440
3,4132,-9314
0,4028,-9380
8,3849,-9524
0,4033,-9380
2,4139,-9310
0,3936,-9350
3,3954,-9433
2,4146,-9299
12,3889,-9453
23,4069,-9312
0,3901,-9413
10,4071,-9285
2,3975,-9256
8,3936,-9350
6,4386,-9112
46,3975,-9256
8,3956,-9221
5,3567,-9471
2,4229,-9083
2,3971,-9210
8,4128,-9126
4,3797,-9350
2,3829,-9204
0,3969,-9208
2,4141,-9107
8,4145,-9087
5,4175,-9099
1,4160,-9080
11,4162,-9058
0,4177,-9061
3,3796,-9299
4,3825,-9272
3,4176,-9038
21,3586,-9391
16,3872,-9152
10,3875,-9133
6,3796,-9299
5,3592,-9339
12,3908,-8979
1,3881,-9086
1,4026,-8986
8,4036,-8971
9,4038,-8954
5,4138,-8921
15,3829,-9072
10,3822,-9057
38,3922,-8935
3855,3686,-9052
13,3671,-9082
5,3674,-9330
11,3671,-9375
2,3686,-9019
40,3677,-9387
16,3675,-9385
8,3668,-9312
94,3656,-8919
9,3647,-8905
35,3661,-8832
30,3589,-8842
37,3540,-8670
23,3529,-8628
2392,3009,-9421
3400,2613,-8028
11256,3397,-8365
0,3406,-8349
4152,4567,-12255
196,3247,-9445
94,3186,-9387
30,3203,-9369
25,3171,-9322
20,3493,-9225
29,3213,-9275
5,3217,-9269
29,2975,-9495
1090,3944,-9168
1131,3902,-8406
354,3477,-9663
1122,3496,-8874
27,3694,-8774
128,3563,-8872
24,3554,-8839
6,3714,-8570
25,3554,-8816
43,3554,-8768
1213,3361,-10121
4,3370,-10116
8,3370,-10116
38,3343,-10098
1,3389,-10106
83,3270,-10036
10,3363,-10051
2,3244,-9994
44,3271,-9980
7,3274,-9980
14,3489,-10027
13,3290,-9975
63,3345,-9943
8,3163,-10181
4,3167,-10173
87,3213,-10073
316,3292,-9738
2,3285,-9734
21,3304,-9703
187,3253,-9480
293,2970,-9549
172,3027,-9513
92,2966,-9515
5,2966,-9503
13,3067,-9442
12,3067,-9437
5,3068,-9441
5,2977,-9484
37,3083,-9397
22,3095,-9385
123,2970,-9549
41,3547,-9301
53,3079,-9268
169,3774,-9144
23,3118,-9129
369,3115,-8959
365,3047,-8887
53,4785,-12200
1683,3668,-7656
24,3672,-7634
19,3622,-7693
1,3676,-7620
17,3622,-7677
1596,3168,-9948
687,2993,-9903
24,2993,-9903
63,3016,-9202
45,3028,-9185
156,3082,-9543
88,3108,-9252
3,3127,-9433
16,3129,-9246
22,3142,-9241
19,3158,-9225
6,3163,-9225
8,3131,-9358
45,3151,-9225
2,3178,-9251
23,3207,-9193
1,3175,-9216
1,3172,-9284
3,3174,-9204
6,3178,-9201
3,3215,-9187
17,3224,-9185
8,3229,-9177
13,3209,-9169
16,3213,-9170
16,3219,-9149
436,3157,-9065
186,3044,-9021
11,3054,-9011
344,3357,-8511
38,3354,-8476
6,3244,-8496
28,3203,-8481
6,3207,-8470
0,3214,-8461
2,3270,-8453
0,3449,-8393
8,3274,-8443
4,3325,-8427
5,3326,-8429
1,3279,-8436
8,3286,-8425
2,3222,-8426
3,3332,-8409
4,3224,-8431
13,3299,-8390
2,3289,-8334
8,3302,-8385
24,3315,-8360
2,3265,-8366
14,3267,-8353
7,3286,-8337
6,3269,-8335
1,3172,-8390
6,3289,-8323
5,3329,-8312
7,3277,-8308
8,3292,-8300
20,3304,-8275
4,3265,-8304
17,3307,-8246
12,3461,-8148
39,3353,-8173
6,3379,-8162
29,3286,-8119
35,3361,-8073
1590,3674,-9440
7,3674,-9440
61,3654,-9398
98,3635,-9299
735,3176,-8518
61,3176,-8516
19,3372,-8388
0,3372,-8387
15,3190,-8480
20,3198,-8461
35,3385,-8177
16,3385,-8161
5,3201,-8443
15,3206,-8395
11,3401,-8128
59,3228,-8329
5,3771,-8915
0,3229,-8325
28,3233,-8299
69,3540,-8651
33,3718,-8567
20,3352,-8541
14,3838,-8514
5,3557,-8575
8,3864,-8698
4,3715,-8571
5,3718,-8567
35,3986,-8395
7,3994,-8391
161,3301,-8547
760,2651,-8195
132,3829,-7795
28,3868,-7786
9,3877,-7772
2,3663,-7620
26,3899,-7740
5,3884,-7702
4811,4051,-9676
218,4498,-8974
23,4498,-8974
1097,3225,-9510
25,3228,-9500
3,4280,-8534
4067,3407,-9914
155,4402,-12129
1445,3445,-10254
22,3454,-10246
15,3452,-10240
14,3454,-10237
51,3461,-10231
17,3454,-10242
201,3429,-10188
1053,4068,-9602
100,3845,-9926
12,3847,-9921
15,3826,-9955
20,3918,-9787
0,4057,-9536
2,4049,-9544
83,4215,-9123
1313,3636,-9892
26,3632,-9892
33,3628,-9894
2433,3333,-9080
1899,4201,-9497
6,4205,-9489
1374,4188,-7933
1468,3354,-9717
1170,3456,-8839
26,3451,-8821
13,3452,-8814
14,3450,-8804
115,3424,-8708
0,3479,-8615
4630,3509,-9638
45,3640,-9537
18,3644,-9512
92,3644,-9377
6,3650,-9359
1061,3661,-8893
199,3261,-8946
582,3224,-8600
60,3224,-8600
71,3182,-8593
60,3182,-8593
69,3263,-8447
224,3192,-8551
102,3187,-8546
1,3789,-10146
29,3936,-10199
1336,3872,-8786
356,3517,-9458
12,3840,-8559
931,3176,-9315
52,3621,-9308
15,3886,-9052
31,3908,-9015
3,3251,-9587
13,3545,-9477
2,3975,-9001
38,3568,-9444
34,3221,-9604
41,3247,-9587
92,3257,-9546
3,3265,-9545
289,3515,-9170
20,3522,-9135
70,3585,-9007
1,3610,-9010
7,3449,-9184
37,3676,-8958
15,3199,-9259
73,3094,-9223
24,3263,-9181
6,3263,-9181
55,3354,-9177
5,3354,-9177
24,3150,-9142
60,3232,-9093
6,3056,-9155
4,3169,-9090
7,3194,-9097
24,3066,-9115
6,3185,-9045
2,3213,-9063
7,3215,-9057
4,3234,-9066
8,3231,-9047
1,3208,-9032
0,3240,-9059
5,3234,-9041
18,3254,-9031
0,3554,-8963
5,3261,-9037
15,3275,-9014
20,3309,-8985
12,3309,-8985
0,3318,-8999
1,3112,-9014
3,3242,-8940
0,3315,-8977
9,3326,-8977
7,3329,-8975
13,3342,-8959
2,3350,-8960
3,3269,-8910
2,3371,-8945
1,3353,-8953
7,3374,-8944
71,3350,-8833
6,3353,-8831
149,3424,-8687
1152,3425,-8422
247,4090,-8006
25,4109,-7973
13,4119,-7955
17,4133,-7925
1,4141,-7936
41,4160,-7872
156,4094,-7748
1366,2674,-8061
1424,3202,-9440
77,3132,-9471
1134,3138,-8294
39,3159,-8270
16,3169,-8262
210,3208,-8115
5,3209,-8115
110,3279,-8078
31,3299,-8065
9,3304,-8058
36,3329,-8044
11,3375,-8439
0,3365,-8442
24,3425,-8008
4,3378,-8425
47,3454,-8000
285,3649,-7975
52,3711,-7962
77,3636,-7856
48,3719,-7764
4,3685,-7816
27,3747,-7779
11,3700,-7777
18,3719,-7764
8,3833,-7790
23,3610,-7675
3,3619,-7670
19,3632,-7614
17,3835,-7702
684,3681,-7701
12,3693,-7692
2684,3453,-11726
1658,3603,-10415
1078,3501,-10570
40,3365,-10565
1,3501,-10567
4,3400,-10564
180,3615,-10457
120,3457,-10320
46,3386,-10270
59,3407,-10254
47,3349,-10286
355,3506,-10112
34,3520,-10090
570,3678,-10422
59,3722,-10400
24,4086,-9162
5,4085,-9162
38,3415,-10030
