Dataset,Filename,Column,,0 (%),,,1 (%),,,3 (%),,,5 (%),,,10 (%),,,15 (%),,,20 (%),,,30 (%),
,,,Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%)
IRKIS
,Global
,,VWC,GZIP,,0.13,GZIP,,0.13,APCA,32,0.12,APCA,64,0.07,APCA,128,0.03,APCA,256,0.02,APCA,256,0.02,APCA,256,0.01
NOAA-SST
,Global
,,SST,GZIP,,0.52,APCA,8,0.28,APCA,32,0.14,APCA,64,0.09,APCA,128,0.05,APCA,256,0.03,APCA,256,0.02,APCA,256,0.02
NOAA-ADCP
,Global
,,Vel,GZIP,,0.61,GZIP,,0.61,GZIP,,0.61,APCA,4,0.61,APCA,4,0.48,APCA,4,0.41,APCA,8,0.35,APCA,8,0.26
SolarAnywhere
,Global
,,GHI,GZIP,,0.69,GZIP,,0.69,GZIP,,0.69,APCA,16,0.67,APCA,16,0.59,APCA,16,0.52,APCA,16,0.47,APCA,16,0.38
,,DNI,GZIP,,0.67,GZIP,,0.67,APCA,16,0.66,APCA,16,0.61,APCA,16,0.54,APCA,16,0.49,APCA,16,0.43,APCA,16,0.36
,,DHI,GZIP,,0.61,GZIP,,0.61,GZIP,,0.61,GZIP,,0.61,APCA,16,0.6,APCA,16,0.54,APCA,16,0.48,APCA,16,0.39
ElNino
,el-nino.csv
,,Lat,GZIP,,0.08,GZIP,,0.08,GZIP,,0.08,GZIP,,0.08,GZIP,,0.08,GZIP,,0.08,GZIP,,0.08,APCA,64,0.06
,,Long,GZIP,,0.07,GZIP,,0.07,GZIP,,0.07,GZIP,,0.07,GZIP,,0.07,APCA,64,0.07,APCA,128,0.05,APCA,256,0.02
,,Z. Wind,PCA,256,0.31,PCA,256,0.31,PCA,256,0.31,PCA,256,0.31,APCA,4,0.27,APCA,4,0.24,APCA,4,0.21,APCA,8,0.16
,,M. Wind,PCA,256,0.31,PCA,256,0.31,PCA,256,0.31,PCA,256,0.31,APCA,4,0.29,APCA,4,0.26,APCA,4,0.23,APCA,4,0.19
,,Humidity,PCA,256,0.23,PCA,256,0.23,PCA,256,0.23,PCA,256,0.23,APCA,4,0.21,APCA,4,0.18,APCA,4,0.16,APCA,4,0.13
,,AirTemp,PCA,256,0.33,PCA,256,0.33,APCA,4,0.3,APCA,4,0.27,APCA,4,0.22,APCA,8,0.19,APCA,8,0.17,APCA,16,0.13
,,SST,GZIP,,0.32,APCA,4,0.31,APCA,4,0.25,APCA,4,0.21,APCA,8,0.14,APCA,16,0.11,APCA,16,0.08,APCA,32,0.05
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,PCA,256,1.0,PCA,256,1.0,APCA,4,0.9,APCA,4,0.83,APCA,4,0.71,APCA,8,0.65,APCA,8,0.57,APCA,8,0.47
,,Long,PCA,256,1.0,PCA,256,1.0,APCA,4,0.86,APCA,4,0.78,APCA,4,0.65,APCA,8,0.55,APCA,8,0.49,APCA,16,0.39
,,Size,GZIP,,0.37,GZIP,,0.37,GZIP,,0.37,GZIP,,0.37,GZIP,,0.37,GZIP,,0.37,GZIP,,0.37,GZIP,,0.37
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,PCA,256,1.0,APCA,4,0.85,APCA,4,0.71,APCA,4,0.65,APCA,8,0.54,APCA,8,0.47,APCA,16,0.42,APCA,16,0.33
,,Long,PCA,256,1.0,APCA,4,0.82,APCA,4,0.65,APCA,8,0.58,APCA,8,0.46,APCA,16,0.4,APCA,16,0.35,APCA,16,0.28
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,PCA,256,1.0,PCA,256,1.0,APCA,4,0.89,APCA,4,0.81,APCA,4,0.7,APCA,8,0.62,APCA,8,0.56,APCA,8,0.47
,,Long,PCA,256,1.0,APCA,4,0.95,APCA,4,0.8,APCA,4,0.73,APCA,8,0.62,APCA,8,0.54,APCA,8,0.49,APCA,16,0.4
,,Speed,FR,16,0.65,APCA,8,0.44,FR,64,0.26,FR,128,0.17,APCA,32,0.16,APCA,64,0.12,APCA,64,0.1,APCA,64,0.08
