DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-03-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
0,N,27374,26170,26381,28718,27016,N,27846,N,26930,27429,27840,N,N,N,N,28306,27794,26690,27112,29210,28214,28683,N,N,27243,27204,N,29552,28324,28445,N,N,28520,29005,N,N,28632,29208,N,N,27284,N,N,N,28320,N,N,28125,29881,3,29755,30275,N
600,N,27487,N,26437,28784,27129,N,27836,N,26903,27419,27885,N,N,N,N,28284,27708,26688,27169,29267,28219,28708,N,N,27236,27219,N,29560,28338,28464,N,N,28523,29012,N,N,28658,29245,N,N,27293,N,N,N,28322,N,N,28113,29935,30018,29773,30184,N
600,N,27481,26155,26428,28743,27166,N,27774,N,26908,27419,27889,N,N,N,N,28304,27685,26658,27114,29278,28219,28703,N,N,27244,27208,N,29560,28313,28467,N,N,28523,28981,N,N,28653,29238,N,N,27281,N,N,N,28351,N,N,28112,29932,N,29748,30431,N
600,N,27442,26226,26398,28794,27156,N,27773,N,26930,27431,27873,N,N,N,N,28256,27737,26656,27212,29269,28246,28701,N,N,27265,27198,N,29560,28313,28510,N,N,28510,28958,N,N,28641,29245,N,N,27287,N,N,N,28339,N,N,28098,29941,N,29760,30538,N
600,N,27421,26168,26327,28803,27162,N,27709,N,26931,27439,27890,N,N,N,N,28216,27866,26641,27216,29324,28243,28730,N,N,27237,27219,N,29563,28360,28535,N,N,28504,28955,N,N,28655,29277,N,N,27279,N,N,N,28352,N,N,28087,29945,30033,29761,30467,N
600,N,27476,26118,26413,28854,27222,N,27655,N,26938,27456,27885,N,N,N,N,28199,27861,26675,27188,29379,28262,28736,N,N,27232,27223,N,29558,28329,28555,N,N,28501,28942,N,N,28668,29281,N,N,27285,N,N,N,28348,N,N,28089,30226,30041,29738,30624,N
600,N,27385,26193,26365,28816,27154,N,27645,N,26899,27437,27887,N,N,N,N,28126,27779,26646,27211,29364,28257,28730,N,N,27214,27206,N,29570,28389,28563,N,N,28473,28951,N,N,28669,29313,N,N,27274,N,N,N,28354,N,N,28090,30084,30048,29750,30545,N
600,N,27262,N,26410,28838,27181,N,27661,N,26917,27420,27864,N,N,N,N,28128,27654,26660,27370,29423,28255,28753,N,N,27210,27188,N,29571,28352,28616,N,N,28477,28947,N,N,28680,29311,N,N,27281,N,N,N,28369,N,N,28080,30214,30058,29730,30479,N
600,N,27369,26124,26339,28847,27194,N,27612,N,26905,27434,27891,N,N,N,N,28097,27745,26668,27267,29376,28271,28768,N,N,27217,27223,N,29573,28321,28625,N,N,28506,28942,N,N,28660,29346,N,N,27273,N,N,N,28368,N,N,28086,30213,30059,29734,30429,N
600,N,27479,26094,26498,28833,27114,N,27586,N,26921,27437,27915,N,N,N,N,28129,27694,26656,27187,29472,28265,28760,N,N,27198,27223,N,29573,28331,28682,N,N,28472,28953,N,N,28659,29346,N,N,27262,N,N,N,28348,N,N,28080,29956,30054,29791,30434,N
600,N,27458,26107,26412,28864,27188,N,27581,N,26865,27429,27900,N,N,N,N,28089,27674,26652,27311,29384,28302,28777,N,N,27207,27220,N,29578,28373,28690,N,N,28417,28956,N,N,28633,29336,N,N,27254,N,N,N,28345,N,N,28078,30126,30061,29778,30437,N
600,N,27431,26100,26498,28895,27294,N,27622,N,26861,27433,27900,N,N,N,N,28104,27708,26702,27315,29433,28307,28780,N,N,27183,27211,N,29569,28369,28761,N,N,28389,28944,N,N,28666,29366,N,N,27255,N,N,N,28357,N,N,28080,30194,30070,29842,30473,N
600,N,27370,26128,26443,28935,27190,N,27569,N,26863,27447,27892,N,N,N,N,28092,27633,26690,27318,29469,28317,28779,N,N,27156,27200,N,29573,28371,28736,N,N,28366,28916,N,N,28641,29380,N,N,27245,N,N,N,28358,N,N,28065,30319,30076,29834,30536,N
600,N,27137,N,26435,28900,27179,N,27544,N,26831,27432,27879,N,N,N,N,28067,27617,26687,27289,29421,28317,28789,N,N,27166,27180,N,29565,28366,28708,N,N,28350,28922,N,N,28646,29354,N,N,27235,N,N,N,28370,N,N,28071,30093,30071,29776,30546,N
600,N,27239,26052,26435,28898,27181,N,27520,N,26840,27438,27827,N,N,N,N,28030,27647,26671,27280,29428,28345,28779,N,N,27143,27184,N,29566,28341,28742,N,N,28303,28907,N,N,28644,29368,N,N,27253,N,N,N,28372,N,N,28074,30195,30067,29852,30517,N
600,N,27229,26007,26433,28952,27207,N,27512,N,26828,27425,27840,N,N,N,N,28038,27628,26690,27299,29462,28307,28787,N,N,27129,27184,N,29584,28333,28740,N,N,28295,28900,N,N,28623,29410,N,N,27246,N,N,N,28363,N,N,28054,30240,30071,29855,30518,N
600,N,27256,26017,26468,28964,27191,N,27486,N,26808,27420,27859,N,N,N,N,28035,27590,26689,27278,29403,28338,28782,N,N,27126,27186,N,29569,28329,28742,N,N,28306,28885,N,N,28619,29382,N,N,27223,N,N,N,28371,N,N,28034,30069,30068,29870,30637,N
600,N,27170,26019,26445,28992,27285,N,27524,N,26814,27403,27855,N,N,N,N,28018,27693,26661,27199,29436,28310,28798,N,N,27107,27182,N,29571,28328,28698,N,N,28299,28877,N,N,28621,29414,N,N,27237,N,N,N,28375,N,N,28029,30078,30068,29844,30563,N
600,N,27151,26024,26416,28980,27217,N,27537,N,26816,27390,27848,N,N,N,N,28010,27588,26669,27248,29476,28349,28789,N,N,27120,27176,N,29581,28309,28736,N,N,28272,28867,N,N,28623,29414,N,N,27224,N,N,N,28373,N,N,28017,30128,30068,29861,30710,N
600,N,27113,N,26401,29027,27187,N,27527,N,26813,27380,27848,N,N,N,N,28031,27479,26648,27251,29494,28348,28816,N,N,27107,27147,N,29560,28322,28742,N,N,28250,28867,N,N,28600,29392,N,N,27233,N,N,N,28376,N,N,28009,29824,30063,29880,30666,N
600,N,27172,26029,26413,28977,27269,N,27529,N,26798,27388,27843,N,N,N,N,27998,27528,26645,27198,29475,28335,28806,N,N,27113,27165,N,29568,28320,28672,N,N,28237,28853,N,N,28592,29390,N,N,27236,N,N,N,28377,N,N,27997,30036,30058,29832,30718,N
600,N,27116,26013,26361,28987,27260,N,27560,N,26834,27375,27824,N,N,N,N,27990,27561,26631,27220,29520,28335,28806,N,N,27108,27167,N,29565,28324,28619,N,N,28201,28859,N,N,28578,29399,N,N,27229,N,N,N,28375,N,N,27990,30060,30060,29833,30719,N
600,N,27106,25965,26368,29049,27229,N,27571,N,26795,27380,27823,N,N,N,N,27982,27532,26645,27156,29560,28344,28810,N,N,27105,27162,N,29567,28350,28601,N,N,28165,28859,N,N,28587,29370,N,N,27228,N,N,N,28371,N,N,27987,30108,30059,29809,30686,N
600,N,27108,25957,26311,29041,27180,N,27543,N,26816,27378,27813,N,N,N,N,27996,27475,26647,27141,29577,28346,28779,N,N,27110,27152,N,29570,28340,28590,N,N,28169,28852,N,N,28579,29373,N,N,27223,N,N,N,28375,N,N,27975,30037,30054,29812,30709,N
