DATASET:,NOAA
00:10:00,29894.0
00:10:00,29894.0
00:10:00,29905.0
00:10:00,29904.0
00:10:00,29905.0
00:10:00,29911.0
00:10:00,29911.0
00:10:00,29934.0
00:10:00,29931.0
00:10:00,29931.0
00:10:00,29941.0
00:10:00,29945.0
00:10:00,29963.0
00:10:00,29986.0
00:10:00,30015.0
00:10:00,30004.0
00:10:00,30072.0
00:10:00,30106.0
00:10:00,30274.0
00:10:00,30234.0
00:10:00,30249.0
00:10:00,30332.0
00:10:00,30252.0
00:10:00,30242.0
00:10:00,30311.0
00:10:00,30223.0
00:10:00,30303.0
00:10:00,30398.0
00:10:00,30363.0
00:10:00,30340.0
00:10:00,30320.0
00:10:00,30483.0
00:10:00,30417.0
00:10:00,30356.0
00:10:00,30549.0
00:10:00,30439.0
00:10:00,30496.0
00:10:00,N
00:10:00,N
00:10:00,30607.0
00:10:00,30575.0
00:10:00,30618.0
00:10:00,30567.0
00:10:00,30526.0
00:10:00,30537.0
00:10:00,30507.0
00:10:00,30650.0
00:10:00,30670.0
00:10:00,30700.0
00:10:00,30592.0
00:10:00,30739.0
00:10:00,30745.0
00:10:00,30786.0
00:10:00,30737.0
00:10:00,30818.0
00:10:00,30961.0
00:10:00,30800.0
00:10:00,30986.0
00:10:00,30747.0
00:10:00,30811.0
00:10:00,30734.0
00:10:00,30740.0
00:10:00,30654.0
00:10:00,30757.0
00:10:00,30813.0
00:10:00,30636.0
00:10:00,30869.0
00:10:00,30639.0
00:10:00,30792.0
00:10:00,30855.0
00:10:00,30639.0
00:10:00,30710.0
00:10:00,30717.0
00:10:00,30652.0
00:10:00,30567.0
00:10:00,30950.0
00:10:00,30613.0
00:10:00,30848.0
00:10:00,30371.0
00:10:00,30919.0
00:10:00,30753.0
00:10:00,30701.0
00:10:00,30879.0
00:10:00,30710.0
00:10:00,30384.0
00:10:00,30440.0
00:10:00,30672.0
00:10:00,30869.0
00:10:00,30819.0
00:10:00,30799.0
00:10:00,30761.0
00:10:00,30396.0
00:10:00,30733.0
00:10:00,30721.0
00:10:00,30681.0
00:10:00,30615.0
00:10:00,30514.0
00:10:00,30580.0
00:10:00,30553.0
00:10:00,30478.0
00:10:00,30611.0
00:10:00,30575.0
00:10:00,30579.0
00:10:00,30560.0
00:10:00,30515.0
00:10:00,30572.0
00:10:00,30538.0
00:10:00,30400.0
00:10:00,30342.0
00:10:00,30334.0
00:10:00,30288.0
00:10:00,30226.0
00:10:00,30257.0
00:10:00,30285.0
00:10:00,30280.0
00:10:00,30338.0
00:10:00,30379.0
00:10:00,30455.0
00:10:00,30417.0
00:10:00,30305.0
00:10:00,30260.0
00:10:00,30289.0
00:10:00,30281.0
00:10:00,30337.0
00:10:00,30233.0
00:10:00,30176.0
00:10:00,30172.0
00:10:00,30141.0
00:10:00,30109.0
00:10:00,30034.0
00:10:00,29945.0
00:10:00,29897.0
00:10:00,29823.0
00:10:00,29788.0
00:10:00,29794.0
00:10:00,29807.0
00:10:00,29800.0
00:10:00,29798.0
00:10:00,29814.0
00:10:00,29796.0
00:10:00,29805.0
00:10:00,29826.0
00:10:00,29819.0
00:10:00,29827.0
00:10:00,29810.0
00:10:00,29813.0
00:10:00,29812.0
00:10:00,29803.0
00:10:00,29785.0
00:10:00,29807.0
00:10:00,29831.0
00:10:00,29827.0
00:10:00,29889.0
00:10:00,29895.0
00:10:00,29894.0
00:10:00,29930.0
00:10:00,29936.0
00:10:00,29937.0
00:10:00,29953.0
00:10:00,30003.0
00:10:00,30049.0
00:10:00,30112.0
00:10:00,30197.0
00:10:00,30242.0
00:10:00,30291.0
00:10:00,30264.0
00:10:00,30258.0
00:10:00,30256.0
00:10:00,30291.0
00:10:00,30297.0
00:10:00,30259.0
00:10:00,30171.0
00:10:00,30220.0
00:10:00,30141.0
00:10:00,30152.0
00:10:00,30167.0
00:10:00,30164.0
00:10:00,30123.0
00:10:00,30082.0
00:10:00,30082.0
00:10:00,30062.0
00:10:00,30030.0
00:10:00,30016.0
00:10:00,30040.0
00:10:00,30011.0
00:10:00,30027.0
00:10:00,30036.0
00:10:00,30000.0
00:10:00,30050.0
00:10:00,30044.0
00:10:00,30028.0
00:10:00,30115.0
00:10:00,30211.0
00:10:00,30251.0
00:10:00,30180.0
00:10:00,30121.0
00:10:00,30171.0
00:10:00,30103.0
00:10:00,30131.0
00:10:00,30176.0
00:10:00,30246.0
00:10:00,30320.0
00:10:00,30205.0
00:10:00,30200.0
00:10:00,30236.0
00:10:00,30260.0
00:10:00,30194.0
00:10:00,30186.0
00:10:00,30078.0
00:10:00,30156.0
00:10:00,30251.0
00:10:00,30183.0
00:10:00,30141.0
00:10:00,30116.0
00:10:00,30168.0
00:10:00,30148.0
00:10:00,30128.0
00:10:00,30128.0
00:10:00,30089.0
00:10:00,30096.0
00:10:00,30112.0
00:10:00,30106.0
00:10:00,30090.0
00:10:00,30094.0
00:10:00,30083.0
00:10:00,30085.0
00:10:00,30139.0
00:10:00,30051.0
00:10:00,30018.0
00:10:00,29997.0
00:10:00,29997.0
00:10:00,29978.0
00:10:00,29952.0
00:10:00,29920.0
00:10:00,29932.0
00:10:00,29937.0
00:10:00,29927.0
00:10:00,29924.0
00:10:00,29900.0
00:10:00,29906.0
00:10:00,29913.0
00:10:00,29903.0
00:10:00,29909.0
00:10:00,29916.0
00:10:00,29927.0
00:10:00,29935.0
00:10:00,29951.0
00:10:00,29949.0
00:10:00,30007.0
00:10:00,29970.0
00:10:00,29979.0
00:10:00,29969.0
00:10:00,29928.0
00:10:00,29948.0
00:10:00,29926.0
00:10:00,29919.0
00:10:00,29906.0
00:10:00,29910.0
00:10:00,29910.0
00:10:00,29891.0
00:10:00,29890.0
00:10:00,29885.0
01:10:00,29894.0
00:10:00,29892.0
00:10:00,29911.0
00:10:00,29912.0
00:10:00,29880.0
00:10:00,29816.0
00:10:00,29836.0
00:10:00,29829.0
00:10:00,29842.0
00:10:00,29848.0
00:10:00,29867.0
00:10:00,29865.0
00:10:00,29876.0
00:10:00,29846.0
00:10:00,29848.0
00:10:00,29850.0
00:10:00,29829.0
00:10:00,29836.0
00:10:00,29841.0
00:10:00,29844.0
00:10:00,29842.0
00:10:00,29817.0
00:10:00,29799.0
00:10:00,29844.0
00:10:00,29890.0
00:10:00,29911.0
00:10:00,29927.0
00:10:00,29933.0
00:10:00,29942.0
00:10:00,29902.0
00:10:00,29888.0
00:10:00,30039.0
00:10:00,29934.0
00:10:00,29965.0
00:10:00,29988.0
00:10:00,30003.0
00:10:00,30004.0
00:10:00,30052.0
00:10:00,30208.0
00:10:00,30088.0
00:10:00,30084.0
00:10:00,30148.0
00:10:00,30179.0
00:10:00,30209.0
00:10:00,30156.0
00:10:00,30126.0
00:10:00,30138.0
00:10:00,30144.0
00:10:00,30176.0
00:10:00,30207.0
00:10:00,30243.0
00:10:00,30275.0
00:10:00,30323.0
00:10:00,30358.0
00:10:00,30392.0
00:10:00,30473.0
00:10:00,30454.0
00:10:00,30485.0
00:10:00,30543.0
00:10:00,30521.0
00:10:00,30504.0
00:10:00,30527.0
00:10:00,30531.0
00:10:00,30582.0
00:10:00,30628.0
00:10:00,30623.0
00:10:00,30511.0
00:10:00,30529.0
00:10:00,30518.0
00:10:00,30434.0
00:10:00,30499.0
00:10:00,30452.0
00:10:00,30500.0
00:10:00,30520.0
00:10:00,30497.0
00:10:00,30517.0
00:10:00,30525.0
00:10:00,30547.0
00:10:00,30545.0
00:10:00,30555.0
00:10:00,30551.0
00:10:00,30485.0
00:10:00,30451.0
00:10:00,30480.0
00:10:00,30461.0
00:10:00,30428.0
00:10:00,30434.0
00:10:00,30425.0
00:10:00,30430.0
00:10:00,30446.0
00:10:00,30410.0
00:10:00,30442.0
00:10:00,30417.0
00:10:00,30421.0
00:10:00,30392.0
00:10:00,30395.0
00:10:00,30392.0
00:10:00,30383.0
00:10:00,30389.0
00:10:00,30345.0
00:10:00,30359.0
00:10:00,30344.0
00:10:00,30335.0
00:10:00,30329.0
00:10:00,30332.0
00:10:00,30320.0
00:10:00,30302.0
00:10:00,30299.0
00:10:00,30292.0
00:10:00,30286.0
00:10:00,30292.0
00:10:00,30314.0
00:10:00,30322.0
00:10:00,30294.0
00:10:00,30268.0
00:10:00,30333.0
00:10:00,30301.0
00:10:00,30338.0
00:10:00,30379.0
00:10:00,30375.0
00:10:00,30369.0
00:10:00,30366.0
00:10:00,30347.0
00:10:00,30295.0
00:10:00,30260.0
00:10:00,30241.0
00:10:00,30243.0
00:10:00,30240.0
00:10:00,30221.0
00:10:00,30202.0
00:10:00,30169.0
00:10:00,30152.0
00:10:00,30144.0
00:10:00,30127.0
00:10:00,30092.0
00:10:00,30070.0
00:10:00,30067.0
00:10:00,30051.0
00:10:00,30057.0
00:10:00,30049.0
00:10:00,30049.0
00:10:00,30057.0
00:10:00,30064.0
00:10:00,30052.0
00:10:00,30035.0
00:10:00,30027.0
00:10:00,30053.0
00:10:00,30049.0
00:10:00,30052.0
00:10:00,30036.0
00:10:00,30018.0
00:10:00,30007.0
00:10:00,29965.0
00:10:00,29985.0
00:10:00,29984.0
00:10:00,29953.0
00:10:00,29929.0
00:10:00,29871.0
00:10:00,29832.0
00:10:00,29833.0
00:10:00,29819.0
00:10:00,29834.0
00:10:00,29828.0
00:10:00,29832.0
00:10:00,29824.0
00:10:00,29857.0
00:10:00,29861.0
00:10:00,29928.0
00:10:00,29898.0
00:10:00,29909.0
00:10:00,29885.0
00:10:00,29903.0
00:10:00,29904.0
00:10:00,29928.0
00:10:00,29960.0
00:10:00,29965.0
00:10:00,29953.0
00:10:00,29951.0
00:10:00,29938.0
00:10:00,29932.0
00:10:00,29932.0
00:10:00,29943.0
00:10:00,29947.0
00:10:00,29945.0
00:10:00,29940.0
00:10:00,29935.0
00:10:00,29929.0
00:10:00,29920.0
00:10:00,29911.0
00:10:00,29928.0
00:10:00,29930.0
00:10:00,29934.0
00:10:00,29935.0
00:10:00,29939.0
00:10:00,29950.0
00:10:00,29949.0
00:10:00,29974.0
00:10:00,29984.0
00:10:00,30004.0
00:10:00,30003.0
00:10:00,30001.0
00:10:00,30009.0
00:10:00,30015.0
00:10:00,30003.0
00:10:00,30013.0
00:10:00,30009.0
00:10:00,30024.0
00:10:00,30081.0
00:10:00,30074.0
00:10:00,30096.0
00:10:00,30088.0
00:10:00,30090.0
00:10:00,30085.0
00:10:00,30111.0
00:10:00,30111.0
00:10:00,30122.0
00:10:00,30104.0
00:10:00,30134.0
00:10:00,30131.0
00:10:00,30131.0
00:10:00,30146.0
00:10:00,30187.0
00:10:00,30180.0
00:10:00,30188.0
00:10:00,30195.0
00:10:00,30191.0
00:10:00,30185.0
00:10:00,30180.0
00:10:00,30187.0
00:10:00,30179.0
00:10:00,30155.0
00:10:00,30163.0
00:10:00,30167.0
00:10:00,30154.0
00:10:00,30145.0
00:10:00,30140.0
00:10:00,30143.0
00:10:00,30170.0
00:10:00,30151.0
00:10:00,30157.0
00:10:00,30163.0
00:10:00,30171.0
00:10:00,30163.0
00:10:00,30169.0
00:10:00,30167.0
00:10:00,30183.0
00:10:00,30220.0
00:10:00,30173.0
00:10:00,30146.0
00:10:00,30121.0
00:10:00,30096.0
00:10:00,30064.0
00:10:00,30092.0
00:10:00,30118.0
00:10:00,30209.0
00:10:00,30236.0
00:10:00,30242.0
00:10:00,30236.0
00:10:00,30211.0
00:10:00,30185.0
00:10:00,30173.0
00:10:00,30152.0
00:10:00,30129.0
00:10:00,30121.0
00:10:00,30151.0
00:10:00,30257.0
00:10:00,30221.0
00:10:00,30203.0
00:10:00,30169.0
00:10:00,30178.0
00:10:00,30136.0
00:10:00,30153.0
00:10:00,30151.0
00:10:00,30152.0
00:10:00,30127.0
00:10:00,30135.0
00:10:00,30109.0
00:10:00,30089.0
00:10:00,30087.0
00:10:00,30053.0
00:10:00,30045.0
00:10:00,30060.0
00:10:00,30065.0
00:10:00,30048.0
00:10:00,30055.0
00:10:00,30083.0
00:10:00,30092.0
00:10:00,30097.0
00:10:00,30092.0
00:10:00,30087.0
00:10:00,30097.0
00:10:00,30091.0
00:10:00,30095.0
00:10:00,30095.0
00:10:00,30110.0
00:10:00,30096.0
00:10:00,30088.0
00:10:00,30080.0
00:10:00,30067.0
00:10:00,30047.0
00:10:00,30066.0
00:10:00,30070.0
00:10:00,30089.0
00:10:00,30099.0
00:10:00,30092.0
00:10:00,30100.0
00:10:00,30109.0
00:10:00,30119.0
00:10:00,30128.0
00:10:00,30141.0
00:10:00,30138.0
00:10:00,30143.0
00:10:00,30113.0
00:10:00,30107.0
00:10:00,30120.0
00:10:00,30111.0
00:10:00,30063.0
00:10:00,30073.0
00:10:00,30067.0
00:10:00,30072.0
00:10:00,30096.0
00:10:00,30105.0
00:10:00,30118.0
00:10:00,30135.0
00:10:00,30158.0
00:10:00,30203.0
00:10:00,N
00:10:00,N
00:10:00,30277.0
00:10:00,30339.0
00:10:00,30275.0
00:10:00,30251.0
00:10:00,30320.0
00:10:00,30297.0
00:10:00,30308.0
00:10:00,30331.0
00:10:00,30294.0
00:10:00,30363.0
00:10:00,30371.0
00:10:00,30514.0
00:10:00,30462.0
00:10:00,30556.0
00:10:00,30527.0
00:10:00,30500.0
00:10:00,30498.0
00:10:00,30571.0
00:10:00,30546.0
00:10:00,30547.0
00:10:00,30604.0
00:10:00,30803.0
00:10:00,30676.0
00:10:00,30844.0
00:10:00,30719.0
00:10:00,30842.0
00:10:00,30816.0
00:10:00,31219.0
00:10:00,30836.0
00:10:00,31091.0
00:10:00,30709.0
00:10:00,31205.0
00:10:00,31372.0
00:10:00,31574.0
00:10:00,31093.0
00:10:00,32050.0
00:10:00,31162.0
00:10:00,31417.0
00:10:00,31125.0
00:10:00,31817.0
00:10:00,30957.0
00:10:00,30952.0
00:10:00,31553.0
00:10:00,30833.0
00:10:00,31147.0
00:10:00,30800.0
00:10:00,31763.0
00:10:00,31738.0
00:10:00,31909.0
00:10:00,31910.0
01:10:00,31487.0
00:10:00,31485.0
00:10:00,31395.0
00:10:00,31405.0
00:10:00,31317.0
00:10:00,30924.0
00:10:00,31241.0
00:10:00,31282.0
00:10:00,31223.0
00:10:00,31343.0
00:10:00,31388.0
00:10:00,31124.0
00:10:00,31039.0
00:10:00,30826.0
00:10:00,30870.0
00:10:00,30772.0
00:10:00,30671.0
00:10:00,30574.0
00:10:00,30542.0
00:10:00,30792.0
00:10:00,30783.0
00:10:00,30808.0
00:10:00,30734.0
00:10:00,30856.0
00:10:00,30934.0
00:10:00,30904.0
00:10:00,30928.0
00:10:00,31022.0
00:10:00,31118.0
00:10:00,31161.0
00:10:00,31113.0
00:10:00,30949.0
00:10:00,30806.0
00:10:00,30608.0
00:10:00,30462.0
00:10:00,30462.0
00:10:00,30450.0
00:10:00,30510.0
00:10:00,30625.0
00:10:00,30632.0
00:10:00,30726.0
00:10:00,30776.0
00:10:00,30668.0
00:10:00,30665.0
00:10:00,30701.0
00:10:00,30692.0
00:10:00,30729.0
00:10:00,30784.0
00:10:00,30716.0
00:10:00,30598.0
00:10:00,30569.0
00:10:00,30563.0
00:10:00,30555.0
00:10:00,30543.0
00:10:00,30333.0
00:10:00,30342.0
00:10:00,30353.0
00:10:00,30341.0
00:10:00,30325.0
00:10:00,30361.0
00:10:00,30390.0
00:10:00,30440.0
00:10:00,30431.0
00:10:00,30432.0
00:10:00,30438.0
00:10:00,30440.0
00:10:00,30453.0
00:10:00,30471.0
00:10:00,30479.0
00:10:00,30487.0
00:10:00,30455.0
00:10:00,30432.0
00:10:00,30426.0
00:10:00,30446.0
00:10:00,30471.0
00:10:00,30499.0
00:10:00,30529.0
00:10:00,30490.0
00:10:00,30501.0
00:10:00,30466.0
00:10:00,30466.0
00:10:00,30502.0
00:10:00,30471.0
00:10:00,30463.0
00:10:00,30590.0
00:10:00,30620.0
00:10:00,30587.0
00:10:00,30615.0
00:10:00,30641.0
00:10:00,30720.0
00:10:00,30838.0
00:10:00,30888.0
00:10:00,30860.0
00:10:00,30924.0
00:10:00,30957.0
00:10:00,31048.0
00:10:00,31169.0
00:10:00,31137.0
00:10:00,31282.0
00:10:00,31093.0
00:10:00,31225.0
00:10:00,31228.0
00:10:00,31273.0
00:10:00,31254.0
00:10:00,31434.0
00:10:00,31346.0
00:10:00,31462.0
00:10:00,31615.0
00:10:00,31528.0
00:10:00,31480.0
00:10:00,31464.0
00:10:00,31356.0
00:10:00,31409.0
00:10:00,31473.0
01:10:00,31466.0
00:10:00,31514.0
00:10:00,31495.0
00:10:00,31286.0
00:10:00,31392.0
00:10:00,31396.0
00:10:00,31349.0
00:10:00,31246.0
00:10:00,31309.0
00:10:00,31273.0
00:10:00,31160.0
00:10:00,31132.0
00:10:00,31126.0
00:10:00,31083.0
00:10:00,31073.0
00:10:00,31034.0
00:10:00,30992.0
00:10:00,31037.0
00:10:00,31053.0
00:10:00,31039.0
00:10:00,31017.0
00:10:00,30989.0
00:10:00,30979.0
00:10:00,31017.0
00:10:00,31033.0
00:10:00,30982.0
00:10:00,30996.0
00:10:00,31061.0
00:10:00,31088.0
00:10:00,31096.0
00:10:00,31105.0
00:10:00,31134.0
00:10:00,31142.0
00:10:00,31039.0
00:10:00,30947.0
00:10:00,30847.0
00:10:00,30801.0
00:10:00,30808.0
00:10:00,30779.0
00:10:00,30938.0
00:10:00,30954.0
00:10:00,30919.0
00:10:00,30923.0
00:10:00,30877.0
00:10:00,30810.0
00:10:00,30776.0
00:10:00,30804.0
00:10:00,30836.0
00:10:00,30753.0
00:10:00,30912.0
00:10:00,30930.0
00:10:00,30841.0
00:10:00,30720.0
00:10:00,30683.0
00:10:00,30684.0
00:10:00,30693.0
00:10:00,30697.0
00:10:00,30648.0
00:10:00,30689.0
00:10:00,30625.0
00:10:00,30633.0
00:10:00,30610.0
00:10:00,30640.0
00:10:00,30576.0
00:10:00,30559.0
00:10:00,30623.0
00:10:00,30569.0
00:10:00,30573.0
00:10:00,30552.0
00:10:00,30542.0
00:10:00,30557.0
00:10:00,30525.0
00:10:00,30535.0
00:10:00,30597.0
00:10:00,30632.0
00:10:00,30688.0
00:10:00,30701.0
00:10:00,30682.0
00:10:00,30683.0
00:10:00,30728.0
00:10:00,30713.0
00:10:00,30713.0
00:10:00,30671.0
00:10:00,30654.0
00:10:00,30632.0
00:10:00,30596.0
00:10:00,30591.0
00:10:00,30548.0
00:10:00,30506.0
00:10:00,30489.0
00:10:00,30437.0
00:10:00,30403.0
00:10:00,30377.0
00:10:00,30360.0
00:10:00,30342.0
00:10:00,30364.0
00:10:00,30349.0
00:10:00,30386.0
00:10:00,30368.0
00:10:00,30348.0
00:10:00,30339.0
00:10:00,30363.0
00:10:00,30406.0
00:10:00,30442.0
00:10:00,30451.0
00:10:00,30420.0
00:10:00,30403.0
00:10:00,30366.0
00:10:00,30358.0
00:10:00,30370.0
00:10:00,30386.0
00:10:00,30400.0
00:10:00,30411.0
00:10:00,30405.0
00:10:00,30442.0
00:10:00,30519.0
00:10:00,30554.0
00:10:00,30534.0
00:10:00,30524.0
00:10:00,30522.0
00:10:00,30560.0
00:10:00,30535.0
00:10:00,30538.0
00:10:00,30534.0
00:10:00,30527.0
00:10:00,30515.0
00:10:00,30475.0
00:10:00,30459.0
00:10:00,30418.0
00:10:00,30397.0
00:10:00,30407.0
00:10:00,30387.0
00:10:00,30408.0
00:10:00,30431.0
00:10:00,30427.0
00:10:00,30424.0
00:10:00,30416.0
00:10:00,30441.0
00:10:00,30517.0
00:10:00,30518.0
00:10:00,30584.0
00:10:00,30600.0
00:10:00,30618.0
00:10:00,30620.0
00:10:00,30584.0
00:10:00,30570.0
00:10:00,30578.0
00:10:00,30609.0
00:10:00,30560.0
00:10:00,30547.0
00:10:00,30540.0
00:10:00,30535.0
00:10:00,30553.0
00:10:00,30598.0
00:10:00,30622.0
00:10:00,30558.0
00:10:00,30587.0
00:10:00,30584.0
00:10:00,30555.0
00:10:00,30513.0
00:10:00,30502.0
00:10:00,30481.0
00:10:00,30447.0
00:10:00,30525.0
00:10:00,30541.0
00:10:00,30534.0
00:10:00,30552.0
00:10:00,30551.0
00:10:00,30554.0
00:10:00,30534.0
00:10:00,30508.0
00:10:00,30479.0
00:10:00,30490.0
00:10:00,30486.0
00:10:00,30463.0
00:10:00,30599.0
00:10:00,30577.0
00:10:00,30568.0
00:10:00,30555.0
00:10:00,30574.0
00:10:00,30511.0
00:10:00,30507.0
00:10:00,30525.0
00:10:00,30506.0
00:10:00,30511.0
00:10:00,30503.0
00:10:00,30482.0
00:10:00,30454.0
00:10:00,30456.0
00:10:00,30432.0
00:10:00,30444.0
00:10:00,30442.0
00:10:00,30437.0
00:10:00,30422.0
00:10:00,30410.0
00:10:00,30408.0
00:10:00,30427.0
00:10:00,30427.0
00:10:00,30425.0
00:10:00,30422.0
00:10:00,30410.0
00:10:00,30439.0
00:10:00,30413.0
00:10:00,30420.0
00:10:00,30412.0
00:10:00,30410.0
00:10:00,30420.0
00:10:00,30407.0
00:10:00,30406.0
00:10:00,30378.0
00:10:00,30386.0
00:10:00,30388.0
00:10:00,30384.0
00:10:00,30387.0
00:10:00,30374.0
00:10:00,30365.0
00:10:00,30350.0
00:10:00,30340.0
00:10:00,30351.0
00:10:00,30330.0
00:10:00,30345.0
00:10:00,30337.0
00:10:00,30322.0
00:10:00,30312.0
00:10:00,30323.0
00:10:00,30327.0
00:10:00,30346.0
00:10:00,30350.0
00:10:00,30325.0
00:10:00,30324.0
00:10:00,30311.0
00:10:00,30290.0
00:10:00,30286.0
00:10:00,30259.0
00:10:00,30265.0
00:10:00,30263.0
00:10:00,30271.0
00:10:00,30256.0
00:10:00,30275.0
00:10:00,30273.0
00:10:00,30302.0
00:10:00,30313.0
00:10:00,30319.0
00:10:00,30338.0
00:10:00,30326.0
00:10:00,30331.0
00:10:00,30323.0
00:10:00,30329.0
00:10:00,30322.0
00:10:00,30329.0
00:10:00,30327.0
00:10:00,30333.0
00:10:00,30350.0
00:10:00,30365.0
00:10:00,30392.0
00:10:00,30417.0
00:10:00,30428.0
00:10:00,30435.0
00:10:00,30465.0
00:10:00,30457.0
00:10:00,30527.0
00:10:00,30479.0
00:10:00,30474.0
00:10:00,30487.0
00:10:00,30518.0
00:10:00,30494.0
00:10:00,30534.0
00:10:00,30580.0
00:10:00,30550.0
00:10:00,30578.0
00:10:00,30653.0
00:10:00,30609.0
00:10:00,30596.0
00:10:00,30615.0
00:10:00,30577.0
00:10:00,30602.0
00:10:00,30522.0
00:10:00,30510.0
00:10:00,30528.0
00:10:00,30523.0
00:10:00,30529.0
00:10:00,30515.0
00:10:00,30509.0
00:10:00,30510.0
00:10:00,30521.0
00:10:00,30559.0
00:10:00,30549.0
00:10:00,30549.0
00:10:00,30542.0
00:10:00,30581.0
00:10:00,30585.0
00:10:00,30556.0
00:10:00,30547.0
00:10:00,30552.0
00:10:00,30538.0
00:10:00,30536.0
00:10:00,30516.0
00:10:00,30508.0
00:10:00,30504.0
00:10:00,30501.0
00:10:00,30502.0
00:10:00,30514.0
00:10:00,30502.0
00:10:00,30496.0
00:10:00,30486.0
00:10:00,30479.0
01:10:00,30428.0
00:10:00,30443.0
00:10:00,30434.0
00:10:00,30433.0
00:10:00,30438.0
00:10:00,30436.0
00:10:00,30419.0
00:10:00,30423.0
00:10:00,30426.0
00:10:00,30411.0
00:10:00,30403.0
00:10:00,30407.0
00:10:00,30387.0
00:10:00,30411.0
00:10:00,30381.0
00:10:00,30375.0
00:10:00,30376.0
00:10:00,30387.0
00:10:00,30374.0
00:10:00,30380.0
00:10:00,30376.0
00:10:00,30375.0
00:10:00,30360.0
00:10:00,30372.0
00:10:00,30346.0
00:10:00,30356.0
00:10:00,30341.0
00:10:00,30352.0
00:10:00,30334.0
00:10:00,30340.0
00:10:00,30329.0
00:10:00,30321.0
00:10:00,30327.0
00:10:00,30317.0
00:10:00,30291.0
00:10:00,30296.0
00:10:00,30291.0
00:10:00,30285.0
00:10:00,30269.0
00:10:00,30208.0
00:10:00,30236.0
00:10:00,30215.0
00:10:00,30258.0
00:10:00,30272.0
00:10:00,30248.0
00:10:00,30227.0
00:10:00,30248.0
00:10:00,30256.0
00:10:00,30256.0
00:10:00,30236.0
00:10:00,30271.0
00:10:00,30267.0
00:10:00,30289.0
00:10:00,30273.0
00:10:00,30271.0
00:10:00,30274.0
00:10:00,30258.0
00:10:00,30272.0
00:10:00,30261.0
00:10:00,30267.0
00:10:00,30262.0
00:10:00,30267.0
00:10:00,30241.0
00:10:00,30262.0
00:10:00,30258.0
00:10:00,30255.0
00:10:00,30242.0
00:10:00,30248.0
00:10:00,30267.0
00:10:00,30261.0
00:10:00,30240.0
00:10:00,30234.0
00:10:00,30263.0
00:10:00,30243.0
00:10:00,30223.0
00:10:00,30223.0
00:10:00,30222.0
00:10:00,30195.0
00:10:00,30217.0
00:10:00,30202.0
00:10:00,30220.0
00:10:00,30215.0
00:10:00,30205.0
00:10:00,30211.0
00:10:00,30218.0
00:10:00,30223.0
00:10:00,30212.0
00:10:00,30232.0
00:10:00,30222.0
00:10:00,30232.0
00:10:00,30236.0
00:10:00,30234.0
00:10:00,30245.0
00:10:00,30258.0
00:10:00,30261.0
00:10:00,30261.0
00:10:00,30290.0
00:10:00,30306.0
00:10:00,30302.0
00:10:00,30314.0
00:10:00,30330.0
00:10:00,30402.0
00:10:00,30410.0
00:10:00,30376.0
00:10:00,30423.0
00:10:00,30415.0
00:10:00,30403.0
00:10:00,30422.0
00:10:00,30427.0
00:10:00,30426.0
00:10:00,30418.0
00:10:00,30411.0
00:10:00,30406.0
00:10:00,30434.0
00:10:00,30425.0
00:10:00,30438.0
00:10:00,30413.0
00:10:00,30407.0
00:10:00,30414.0
00:10:00,30389.0
00:10:00,30411.0
00:10:00,30396.0
00:10:00,30376.0
00:10:00,30393.0
00:10:00,30380.0
00:10:00,30340.0
00:10:00,30362.0
00:10:00,30351.0
00:10:00,30325.0
00:10:00,30322.0
00:10:00,30283.0
00:10:00,30284.0
00:10:00,30284.0
00:10:00,30291.0
00:10:00,30274.0
00:10:00,30280.0
00:10:00,30287.0
00:10:00,30273.0
00:10:00,30306.0
00:10:00,30292.0
00:10:00,30283.0
00:10:00,30264.0
00:10:00,30273.0
00:10:00,30242.0
00:10:00,30269.0
00:10:00,30282.0
00:10:00,30274.0
00:10:00,30265.0
00:10:00,30243.0
00:10:00,30241.0
00:10:00,30253.0
00:10:00,30249.0
00:10:00,30245.0
00:10:00,30257.0
00:10:00,30267.0
00:10:00,30247.0
00:10:00,30253.0
00:10:00,30259.0
00:10:00,30258.0
00:10:00,30255.0
00:10:00,30247.0
00:10:00,30246.0
00:10:00,30246.0
00:10:00,30239.0
00:10:00,30233.0
00:10:00,30230.0
00:10:00,30234.0
00:10:00,30215.0
00:10:00,30208.0
00:10:00,30228.0
00:10:00,30219.0
00:10:00,30245.0
00:10:00,30240.0
00:10:00,30246.0
00:10:00,30231.0
00:10:00,30221.0
00:10:00,30248.0
00:10:00,30238.0
00:10:00,30194.0
00:10:00,30133.0
00:10:00,30103.0
00:10:00,30034.0
00:10:00,30049.0
00:10:00,29984.0
00:10:00,30025.0
00:10:00,29999.0
00:10:00,29913.0
00:10:00,29998.0
00:10:00,29948.0
00:10:00,30015.0
00:10:00,29952.0
00:10:00,29961.0
00:10:00,29980.0
00:10:00,30059.0
00:10:00,30045.0
00:10:00,30084.0
00:10:00,30125.0
00:10:00,30099.0
00:10:00,30131.0
00:10:00,30111.0
00:10:00,30098.0
00:10:00,30136.0
00:10:00,30139.0
00:10:00,30129.0
00:10:00,30114.0
00:10:00,30153.0
00:10:00,30142.0
00:10:00,30139.0
00:10:00,30106.0
00:10:00,30118.0
00:10:00,30121.0
00:10:00,30092.0
