DATASET:,NOAA-2016
FILENAME:,TAO_T2N140W_D_SST_10min.ascii
Timestamp,SST,Q,M
2016-01-01 00:00:00,29.360,1,D
00:10:00,29.369,1,D
00:10:00,29.409,1,D
00:10:00,29.356,1,D
00:10:00,29.347,1,D
00:10:00,29.348,1,D
00:10:00,29.413,1,D
00:10:00,29.383,1,D
00:10:00,29.379,1,D
00:10:00,29.357,1,D
00:10:00,29.347,1,D
00:10:00,29.376,1,D
00:10:00,29.364,1,D
00:10:00,29.344,1,D
00:10:00,29.350,1,D
00:10:00,29.300,1,D
00:10:00,29.320,1,D
00:10:00,29.309,1,D
00:10:00,29.296,1,D
00:10:00,29.267,1,D
00:10:00,29.264,1,D
00:10:00,29.282,1,D
00:10:00,29.256,1,D
00:10:00,29.228,1,D
00:10:00,29.247,1,D
00:10:00,29.250,1,D
00:10:00,29.228,1,D
00:10:00,29.227,1,D
00:10:00,29.265,1,D
00:10:00,29.243,1,D
00:10:00,29.215,1,D
00:10:00,29.231,1,D
00:10:00,29.205,1,D
00:10:00,29.215,1,D
00:10:00,29.191,1,D
00:10:00,29.216,1,D
00:10:00,29.203,1,D
00:10:00,29.177,1,D
00:10:00,29.153,1,D
00:10:00,29.185,1,D
00:10:00,29.190,1,D
00:10:00,29.191,1,D
00:10:00,29.197,1,D
00:10:00,29.188,1,D
00:10:00,29.176,1,D
00:10:00,29.183,1,D
00:10:00,29.165,1,D
00:10:00,29.154,1,D
00:10:00,29.165,1,D
00:10:00,29.153,1,D
00:10:00,29.152,1,D
00:10:00,29.152,1,D
00:10:00,29.148,1,D
00:10:00,29.136,1,D
00:10:00,29.132,1,D
00:10:00,29.127,1,D
00:10:00,29.105,1,D
00:10:00,29.123,1,D
00:10:00,29.126,1,D
00:10:00,29.129,1,D
00:10:00,29.127,1,D
00:10:00,29.121,1,D
00:10:00,29.122,1,D
00:10:00,29.114,1,D
00:10:00,29.116,1,D
00:10:00,29.104,1,D
00:10:00,29.127,1,D
00:10:00,29.125,1,D
00:10:00,29.123,1,D
00:10:00,29.112,1,D
00:10:00,29.111,1,D
00:10:00,29.109,1,D
00:10:00,29.102,1,D
00:10:00,29.099,1,D
00:10:00,29.106,1,D
00:10:00,29.100,1,D
00:10:00,29.095,1,D
00:10:00,29.096,1,D
00:10:00,29.094,1,D
00:10:00,29.072,1,D
00:10:00,29.085,1,D
00:10:00,29.087,1,D
00:10:00,29.088,1,D
00:10:00,29.087,1,D
00:10:00,29.084,1,D
00:10:00,29.082,1,D
00:10:00,29.077,1,D
00:10:00,29.088,1,D
00:10:00,29.086,1,D
00:10:00,29.075,1,D
00:10:00,29.081,1,D
00:10:00,29.055,1,D
00:10:00,29.067,1,D
00:10:00,29.068,1,D
00:10:00,29.064,1,D
00:10:00,29.073,1,D
00:10:00,29.062,1,D
00:10:00,29.059,1,D
00:10:00,29.029,1,D
00:10:00,29.018,1,D
00:10:00,29.008,1,D
00:10:00,28.998,1,D
00:10:00,29.011,1,D
00:10:00,29.025,1,D
00:10:00,29.014,1,D
00:10:00,29.008,1,D
00:10:00,29.008,1,D
00:10:00,29.017,1,D
00:10:00,29.031,1,D
00:10:00,29.013,1,D
00:10:00,29.024,1,D
00:10:00,29.043,1,D
00:10:00,29.046,1,D
00:10:00,29.030,1,D
00:10:00,28.988,1,D
00:10:00,29.008,1,D
00:10:00,29.049,1,D
00:10:00,29.063,1,D
00:10:00,29.089,1,D
00:10:00,29.058,1,D
00:10:00,29.068,1,D
00:10:00,29.061,1,D
00:10:00,29.069,1,D
00:10:00,29.085,1,D
00:10:00,29.071,1,D
00:10:00,29.081,1,D
00:10:00,29.087,1,D
00:10:00,29.108,1,D
00:10:00,29.119,1,D
00:10:00,29.135,1,D
00:10:00,29.127,1,D
00:10:00,29.170,1,D
00:10:00,29.177,1,D
00:10:00,29.198,1,D
00:10:00,29.190,1,D
00:10:00,29.213,1,D
00:10:00,29.246,1,D
00:10:00,29.240,1,D
00:10:00,29.280,1,D
00:10:00,29.231,1,D
00:10:00,29.312,1,D
00:10:00,29.265,1,D
00:10:00,29.279,1,D
00:10:00,29.333,1,D
00:10:00,29.581,1,D
00:10:00,29.527,1,D
00:10:00,29.480,1,D
00:10:00,29.463,1,D
00:10:00,29.469,1,D
00:10:00,29.442,1,D
00:10:00,29.448,1,D
00:10:00,29.491,1,D
00:10:00,29.485,1,D
00:10:00,29.441,1,D
00:10:00,29.436,1,D
00:10:00,29.423,1,D
00:10:00,29.413,1,D
00:10:00,29.417,1,D
00:10:00,29.437,1,D
00:10:00,29.366,1,D
00:10:00,29.371,1,D
00:10:00,29.333,1,D
00:10:00,29.353,1,D
00:10:00,29.316,1,D
00:10:00,29.339,1,D
00:10:00,29.329,1,D
00:10:00,29.318,1,D
00:10:00,29.319,1,D
00:10:00,29.295,1,D
00:10:00,29.273,1,D
00:10:00,29.257,1,D
00:10:00,29.252,1,D
00:10:00,29.230,1,D
00:10:00,29.235,1,D
00:10:00,29.231,1,D
00:10:00,29.239,1,D
00:10:00,29.242,1,D
00:10:00,29.238,1,D
00:10:00,29.217,1,D
00:10:00,29.219,1,D
00:10:00,29.238,1,D
00:10:00,29.241,1,D
00:10:00,29.229,1,D
00:10:00,29.210,1,D
00:10:00,29.203,1,D
00:10:00,29.190,1,D
00:10:00,29.182,1,D
00:10:00,29.180,1,D
00:10:00,29.180,1,D
00:10:00,29.177,1,D
00:10:00,29.181,1,D
00:10:00,29.187,1,D
00:10:00,29.194,1,D
00:10:00,29.185,1,D
00:10:00,29.197,1,D
00:10:00,29.193,1,D
00:10:00,29.178,1,D
00:10:00,29.168,1,D
00:10:00,29.180,1,D
00:10:00,29.173,1,D
00:10:00,29.173,1,D
00:10:00,29.170,1,D
00:10:00,29.160,1,D
00:10:00,29.172,1,D
00:10:00,29.167,1,D
00:10:00,29.170,1,D
00:10:00,29.159,1,D
00:10:00,29.152,1,D
00:10:00,29.145,1,D
00:10:00,N,9,D
00:10:00,29.140,1,D
00:10:00,29.144,1,D
00:10:00,29.140,1,D
00:10:00,29.142,1,D
00:10:00,29.132,1,D
00:10:00,29.138,1,D
00:10:00,29.140,1,D
00:10:00,29.142,1,D
00:10:00,29.139,1,D
00:10:00,29.134,1,D
00:10:00,29.138,1,D
00:10:00,29.140,1,D
00:10:00,29.135,1,D
00:10:00,29.144,1,D
00:10:00,29.143,1,D
00:10:00,29.152,1,D
00:10:00,29.150,1,D
00:10:00,29.146,1,D
00:10:00,29.155,1,D
00:10:00,29.156,1,D
00:10:00,29.168,1,D
00:10:00,29.168,1,D
00:10:00,29.170,1,D
00:10:00,29.174,1,D
00:10:00,29.160,1,D
00:10:00,29.149,1,D
00:10:00,29.141,1,D
00:10:00,29.160,1,D
00:10:00,29.172,1,D
00:10:00,29.111,1,D
00:10:00,29.142,1,D
00:10:00,29.075,1,D
00:10:00,29.038,1,D
00:10:00,29.024,1,D
00:10:00,29.096,1,D
00:10:00,29.080,1,D
00:10:00,29.082,1,D
00:10:00,29.119,1,D
00:10:00,29.131,1,D
00:10:00,29.086,1,D
00:10:00,29.098,1,D
00:10:00,29.102,1,D
00:10:00,29.067,1,D
00:10:00,29.101,1,D
00:10:00,29.125,1,D
00:10:00,29.163,1,D
00:10:00,29.192,1,D
00:10:00,29.196,1,D
00:10:00,29.205,1,D
00:10:00,29.200,1,D
00:10:00,29.231,1,D
00:10:00,29.259,1,D
00:10:00,29.256,1,D
00:10:00,29.250,1,D
00:10:00,29.207,1,D
00:10:00,29.220,1,D
00:10:00,29.228,1,D
00:10:00,29.252,1,D
00:10:00,29.242,1,D
00:10:00,29.255,1,D
00:10:00,29.268,1,D
00:10:00,29.250,1,D
00:10:00,29.268,1,D
00:10:00,29.251,1,D
00:10:00,29.239,1,D
00:10:00,29.257,1,D
00:10:00,29.251,1,D
00:10:00,29.248,1,D
00:10:00,29.266,1,D
00:10:00,29.267,1,D
00:10:00,29.277,1,D
00:10:00,29.284,1,D
00:10:00,29.296,1,D
00:10:00,29.299,1,D
00:10:00,29.304,1,D
00:10:00,29.327,1,D
00:10:00,29.322,1,D
00:10:00,29.354,1,D
00:10:00,29.370,1,D
00:10:00,29.344,1,D
00:10:00,29.359,1,D
00:10:00,29.361,1,D
00:10:00,29.323,1,D
00:10:00,29.324,1,D
00:10:00,29.285,1,D
00:10:00,29.253,1,D
00:10:00,29.263,1,D
00:10:00,29.250,1,D
00:10:00,29.252,1,D
00:10:00,29.229,1,D
00:10:00,29.243,1,D
00:10:00,29.193,1,D
00:10:00,29.196,1,D
00:10:00,29.149,1,D
00:10:00,29.105,1,D
00:10:00,29.161,1,D
00:10:00,29.153,1,D
00:10:00,29.156,1,D
00:10:00,29.170,1,D
00:10:00,29.131,1,D
00:10:00,29.138,1,D
00:10:00,29.119,1,D
00:10:00,29.139,1,D
00:10:00,29.119,1,D
00:10:00,29.140,1,D
00:10:00,29.120,1,D
00:10:00,29.110,1,D
00:10:00,29.108,1,D
00:10:00,29.036,1,D
00:10:00,29.123,1,D
00:10:00,29.006,1,D
00:10:00,29.065,1,D
00:10:00,29.097,1,D
00:10:00,29.118,1,D
00:10:00,29.081,1,D
00:10:00,29.010,1,D
00:10:00,29.078,1,D
00:10:00,29.073,1,D
00:10:00,29.063,1,D
00:10:00,29.050,1,D
00:10:00,29.067,1,D
00:10:00,29.041,1,D
00:10:00,29.086,1,D
00:10:00,29.075,1,D
00:10:00,29.072,1,D
00:10:00,29.057,1,D
00:10:00,29.072,1,D
00:10:00,29.052,1,D
00:10:00,29.005,1,D
00:10:00,29.062,1,D
00:10:00,29.013,1,D
00:10:00,28.955,1,D
00:10:00,28.945,1,D
00:10:00,28.943,1,D
00:10:00,28.893,1,D
00:10:00,28.850,1,D
00:10:00,28.865,1,D
00:10:00,29.004,1,D
00:10:00,28.896,1,D
00:10:00,28.908,1,D
00:10:00,28.920,1,D
00:10:00,28.960,1,D
00:10:00,28.952,1,D
00:10:00,28.981,1,D
00:10:00,28.997,1,D
00:10:00,28.972,1,D
00:10:00,29.018,1,D
00:10:00,29.046,1,D
00:10:00,29.049,1,D
00:10:00,29.043,1,D
00:10:00,29.026,1,D
00:10:00,29.031,1,D
00:10:00,29.011,1,D
00:10:00,29.001,1,D
00:10:00,28.994,1,D
00:10:00,28.993,1,D
00:10:00,28.984,1,D
00:10:00,28.996,1,D
00:10:00,28.985,1,D
00:10:00,28.985,1,D
00:10:00,28.995,1,D
00:10:00,29.000,1,D
00:10:00,29.043,1,D
00:10:00,29.075,1,D
00:10:00,29.059,1,D
00:10:00,29.083,1,D
00:10:00,29.057,1,D
00:10:00,29.029,1,D
00:10:00,29.004,1,D
00:10:00,29.007,1,D
00:10:00,29.004,1,D
00:10:00,29.015,1,D
00:10:00,29.015,1,D
00:10:00,28.903,1,D
00:10:00,28.964,1,D
00:10:00,28.986,1,D
00:10:00,29.051,1,D
00:10:00,29.092,1,D
00:10:00,29.087,1,D
00:10:00,29.087,1,D
00:10:00,29.091,1,D
00:10:00,29.077,1,D
00:10:00,29.073,1,D
00:10:00,29.098,1,D
00:10:00,29.081,1,D
00:10:00,29.090,1,D
00:10:00,29.105,1,D
00:10:00,29.108,1,D
00:10:00,29.115,1,D
00:10:00,29.121,1,D
00:10:00,29.124,1,D
00:10:00,29.132,1,D
00:10:00,29.140,1,D
00:10:00,29.142,1,D
00:10:00,29.144,1,D
00:10:00,29.156,1,D
00:10:00,29.176,1,D
00:10:00,29.206,1,D
00:10:00,29.211,1,D
00:10:00,29.221,1,D
00:10:00,29.228,1,D
00:10:00,29.240,1,D
00:10:00,29.258,1,D
00:10:00,29.253,1,D
00:10:00,29.279,1,D
00:10:00,29.260,1,D
00:10:00,29.275,1,D
00:10:00,29.349,1,D
00:10:00,29.351,1,D
00:10:00,29.448,1,D
00:10:00,29.417,1,D
00:10:00,29.465,1,D
00:10:00,29.502,1,D
00:10:00,29.539,1,D
00:10:00,29.462,1,D
00:10:00,29.490,1,D
00:10:00,29.579,1,D
00:10:00,29.563,1,D
00:10:00,29.509,1,D
00:10:00,N,9,D
00:10:00,29.486,1,D
00:10:00,29.506,1,D
00:10:00,29.552,1,D
00:10:00,29.617,1,D
00:10:00,29.580,1,D
00:10:00,29.625,1,D
00:10:00,29.671,1,D
00:10:00,29.663,1,D
00:10:00,29.620,1,D
00:10:00,29.715,1,D
00:10:00,29.793,1,D
00:10:00,29.721,1,D
00:10:00,29.617,1,D
00:10:00,29.595,1,D
00:10:00,29.578,1,D
00:10:00,29.638,1,D
00:10:00,29.615,1,D
00:10:00,29.593,1,D
00:10:00,29.574,1,D
00:10:00,29.612,1,D
00:10:00,29.573,1,D
00:10:00,29.564,1,D
00:10:00,29.553,1,D
00:10:00,29.518,1,D
00:10:00,29.531,1,D
00:10:00,29.482,1,D
00:10:00,29.567,1,D
00:10:00,29.459,1,D
00:10:00,29.400,1,D
00:10:00,29.478,1,D
00:10:00,29.434,1,D
00:10:00,29.480,1,D
00:10:00,29.484,1,D
00:10:00,29.453,1,D
00:10:00,29.417,1,D
00:10:00,29.427,1,D
00:10:00,29.422,1,D
00:10:00,29.389,1,D
00:10:00,29.378,1,D
00:10:00,29.403,1,D
00:10:00,29.334,1,D
00:10:00,29.299,1,D
00:10:00,29.335,1,D
00:10:00,29.328,1,D
00:10:00,29.291,1,D
00:10:00,29.285,1,D
00:10:00,29.289,1,D
00:10:00,29.264,1,D
00:10:00,29.247,1,D
00:10:00,29.256,1,D
00:10:00,29.226,1,D
00:10:00,29.222,1,D
00:10:00,29.228,1,D
00:10:00,29.221,1,D
00:10:00,29.211,1,D
00:10:00,29.213,1,D
00:10:00,29.191,1,D
00:10:00,29.184,1,D
00:10:00,29.192,1,D
00:10:00,29.178,1,D
00:10:00,29.176,1,D
00:10:00,29.171,1,D
00:10:00,29.170,1,D
00:10:00,29.163,1,D
00:10:00,29.170,1,D
