Dataset,Filename,Column,,0 (%),,,1 (%),,,3 (%),,,5 (%),,,10 (%),,,15 (%),,,20 (%),,,30 (%),
,,,Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%)
IRKIS
,Global
,,VWC,PWLHInt,32,27.81,PWLHInt,32,27.81,CA,32,21.21,CA,64,12.99,FR,128,6.8,FR,256,4.97,PWLHInt,256,3.44,PWLHInt,256,1.63
NOAA-SST
,Global
,,SST,PWLHInt,4,63.83,PWLHInt,16,33.37,PWLHInt,64,15.39,PWLHInt,128,9.73,PWLHInt,256,4.92,PWLHInt,256,3.33,PWLHInt,256,2.63,PWLHInt,256,2.03
NOAA-ADCP
,Global
,,Vel,PWLHInt,4,73.3,PWLHInt,4,72.88,PCA,256,68.22,PWLHInt,4,66.83,PWLHInt,8,59.28,PWLHInt,8,51.1,PWLHInt,8,44.7,PWLHInt,16,34.02
SolarAnywhere
,Global
,,GHI,PWLHInt,16,81.0,PCA,4,76.51,PCA,4,75.65,PWLHInt,16,73.26,PWLHInt,16,66.97,PWLHInt,16,62.83,PWLHInt,16,59.88,CA,16,54.06
,,DNI,PWLHInt,16,76.4,PWLHInt,16,74.29,PWLHInt,16,72.55,PWLHInt,16,70.86,PWLHInt,16,67.21,PWLHInt,16,64.23,PWLHInt,16,61.64,PWLHInt,16,57.22
,,DHI,PWLHInt,16,80.74,APCA,4,78.16,PWLHInt,16,75.57,PWLHInt,16,72.78,PWLHInt,16,67.69,PWLHInt,16,63.49,PWLHInt,16,60.08,PWLHInt,16,54.61
ElNino
,el-nino.csv
,,Lat,PWLHInt,16,22.54,PWLHInt,16,22.54,PWLHInt,16,22.54,PWLHInt,16,22.54,PCA,4,20.79,PCA,4,18.06,PCA,8,15.94,PCA,8,12.17
,,Long,PWLHInt,16,24.69,PWLHInt,16,24.48,CA,16,21.77,CA,16,19.99,CA,32,15.31,CA,64,12.43,CA,64,10.02,PWLH,256,5.8
,,Zonal Winds,PWLHInt,4,34.51,PWLHInt,4,34.51,APCA,4,33.25,APCA,4,31.56,PWLHInt,4,31.12,PWLHInt,4,28.38,PWLHInt,8,26.04,PWLHInt,8,20.98
,,Merid. Winds,PWLHInt,4,34.57,PWLHInt,4,34.57,APCA,4,34.1,APCA,4,33.16,PCA,256,31.46,PWLHInt,4,30.04,PWLHInt,4,28.33,PWLHInt,8,24.5
,,Humidity,PWLHInt,4,25.12,PWLHInt,4,25.12,PWLHInt,4,24.98,APCA,4,23.42,PWLHInt,4,22.38,PWLHInt,4,20.88,PWLHInt,8,19.34,PWLHInt,8,15.85
,,AirTemp,PWLHInt,4,34.95,PWLHInt,4,34.71,PWLHInt,4,32.44,PWLHInt,4,30.31,PWLHInt,8,25.93,PWLHInt,16,22.76,PWLHInt,16,20.04,PWLHInt,32,16.43
,,SST,PWLHInt,4,35.01,PCA,256,32.91,PWLHInt,8,29.13,PWLHInt,8,24.5,PWLHInt,16,17.19,PWLHInt,32,13.0,PWLHInt,32,10.0,PWLHInt,64,6.5
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,PWLHInt,4,108.59,APCA,4,102.05,PWLHInt,4,99.1,PWLHInt,4,95.09,PWLHInt,8,86.27,PWLHInt,8,79.57,PWLHInt,8,73.8,PWLHInt,16,63.72
,,Long,PWLHInt,4,107.97,APCA,4,100.96,PWLHInt,4,95.88,PWLHInt,8,90.95,PWLHInt,8,79.94,PWLHInt,8,72.14,PWLHInt,16,65.42,PWLHInt,16,55.75
,,Size,PCA,4,94.07,PCA,4,94.05,PCA,4,94.05,PCA,4,94.05,PCA,4,94.03,PCA,4,94.02,PWLHInt,4,92.76,PWLHInt,8,85.3
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,PWLHInt,4,108.2,PWLHInt,4,95.5,PWLHInt,8,84.04,PWLHInt,8,76.63,PWLHInt,16,66.4,PWLHInt,16,58.48,PWLHInt,16,53.72,PWLHInt,16,45.59
,,Long,PWLHInt,4,107.67,PWLHInt,4,90.47,PWLHInt,8,74.82,PWLHInt,8,68.49,PWLHInt,16,55.2,PWLHInt,16,48.66,PWLHInt,32,44.37,PWLHInt,32,37.56
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,PWLHInt,4,108.36,APCA,4,101.6,PCA,4,99.29,PCA,4,96.6,PCA,4,89.73,PCA,4,83.81,PWLHInt,8,79.46,PCA,4,71.4
,,Long,PWLHInt,4,107.78,PCA,256,100.03,PWLHInt,4,95.67,PCA,4,91.45,PCA,4,83.21,PCA,4,77.38,PCA,4,72.14,PCA,4,64.03
,,Speed,PWLHInt,8,68.31,FR,16,58.97,APCA,16,28.02,APCA,16,23.98,FR,128,16.51,FR,128,16.32,FR,128,16.12,FR,128,15.78
