Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (data),Delta - Size (mask),Delta - Size (total),Delta - CR (%),Other columns - Size (data),Other columns - Size (mask),Other columns - Size (total),Other columns - CR (%)
IRKIS,vwc_1202.dat.csv,26.305,CoderBase,,,,329.347,100,2600,0,2600,100,2630500,0,2630500,100
,,,CoderPCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,118.530,35.99,2600,0,2600,100.0,940028,3928,943956,35.89
,,,,,,8,138.453,42.04,2600,0,2600,100.0,1099409,3928,1103337,41.94
,,,,,,16,158.423,48.1,2600,0,2600,100.0,1259170,3928,1263098,48.02
,,,,,,32,168.969,51.3,2600,0,2600,100.0,1343541,3928,1347469,51.22
,,,,,,64,172.676,52.43,2600,0,2600,100.0,1373196,3928,1377124,52.35
,,,,,,128,173.169,52.58,2600,0,2600,100.0,1377139,3928,1381067,52.5
,,,,,,256,173.419,52.66,2600,0,2600,100.0,1379140,3928,1383068,52.58
,,,,1,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,118.530,35.99,2600,0,2600,100.0,940028,3928,943956,35.89
,,,,,,8,138.453,42.04,2600,0,2600,100.0,1099409,3928,1103337,41.94
,,,,,,16,158.423,48.1,2600,0,2600,100.0,1259170,3928,1263098,48.02
,,,,,,32,168.969,51.3,2600,0,2600,100.0,1343541,3928,1347469,51.22
,,,,,,64,172.676,52.43,2600,0,2600,100.0,1373196,3928,1377124,52.35
,,,,,,128,173.169,52.58,2600,0,2600,100.0,1377139,3928,1381067,52.5
,,,,,,256,173.419,52.66,2600,0,2600,100.0,1379140,3928,1383068,52.58
,,,,3,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",4,102.559,31.14,2600,0,2600,100.0,812258,3928,816186,31.03
,,,,,,8,114.766,34.85,2600,0,2600,100.0,909919,3928,913847,34.74
,,,,,,16,131.260,39.85,2600,0,2600,100.0,1041870,3928,1045798,39.76
,,,,,,32,143.200,43.48,2600,0,2600,100.0,1137391,3928,1141319,43.39
,,,,,,64,152.043,46.16,2600,0,2600,100.0,1208136,3928,1212064,46.08
,,,,,,128,157.929,47.95,2600,0,2600,100.0,1255219,3928,1259147,47.87
,,,,,,256,165.450,50.24,2600,0,2600,100.0,1315390,3928,1319318,50.15
,,,,5,"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",4,69.254,21.03,2600,0,2600,100.0,545818,3928,549746,20.9
,,,,,,8,63.193,19.19,2600,0,2600,100.0,497329,3928,501257,19.06
,,,,,,16,69.840,21.21,2600,0,2600,100.0,550510,3928,554438,21.08
,,,,,,32,82.484,25.04,2600,0,2600,100.0,651661,3928,655589,24.92
,,,,,,64,102.908,31.25,2600,0,2600,100.0,815056,3928,818984,31.13
,,,,,,128,125.074,37.98,2600,0,2600,100.0,992379,3928,996307,37.88
,,,,,,256,146.969,44.62,2600,0,2600,100.0,1167540,3928,1171468,44.53
,,,,10,"[0, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1]",4,52.039,15.8,2600,0,2600,100.0,408098,3928,412026,15.66
,,,,,,8,34.770,10.56,2600,0,2600,100.0,269949,3928,273877,10.41
,,,,,,16,33.521,10.18,2600,0,2600,100.0,259960,3928,263888,10.03
,,,,,,32,42.855,13.01,2600,0,2600,100.0,334631,3928,338559,12.87
,,,,,,64,64.327,19.53,2600,0,2600,100.0,506406,3928,510334,19.4
,,,,,,128,91.425,27.76,2600,0,2600,100.0,723189,3928,727117,27.64
,,,,,,256,119.563,36.3,2600,0,2600,100.0,948290,3928,952218,36.2
,,,,15,"[0, 2, 3, 2, 2, 1, 2, 2, 1, 4, 2]",4,50.449,15.32,2600,0,2600,100.0,395378,3928,399306,15.18
,,,,,,8,30.491,9.26,2600,0,2600,100.0,235719,3928,239647,9.11
,,,,,,16,25.203,7.65,2600,0,2600,100.0,193410,3928,197338,7.5
