DATASET:,Climaps
FILENAME:,station_1748.csv
Timestamp,Humidity,Temperature,Vapor Pressure,Wet-bulb Temperature
2018-01-01 00:00:00,0.0,111.0,82.0,111.0
00:01:00,0.0,111.0,82.0,111.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,112.0,84.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,112.0,83.0,112.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,111.0,83.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,111.0,84.0,111.0
00:01:00,0.0,110.0,84.0,110.0
00:01:00,0.0,110.0,84.0,110.0
00:01:00,0.0,110.0,84.0,110.0
00:01:00,0.0,110.0,84.0,110.0
00:01:00,0.0,109.0,84.0,109.0
00:01:00,0.0,109.0,84.0,109.0
00:01:00,0.0,109.0,84.0,109.0
00:01:00,0.0,108.0,84.0,108.0
00:01:00,0.0,108.0,84.0,108.0
00:01:00,0.0,108.0,84.0,108.0
00:01:00,0.0,108.0,84.0,108.0
00:01:00,0.0,108.0,84.0,108.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,107.0,83.0,107.0
00:01:00,0.0,108.0,83.0,108.0
00:01:00,0.0,109.0,83.0,109.0
00:01:00,0.0,109.0,83.0,109.0
00:01:00,0.0,109.0,83.0,109.0
00:01:00,0.0,109.0,83.0,109.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,110.0,82.0,110.0
00:01:00,0.0,109.0,82.0,109.0
00:01:00,0.0,109.0,81.0,109.0
00:01:00,0.0,109.0,81.0,109.0
00:01:00,0.0,108.0,81.0,108.0
00:01:00,0.0,108.0,81.0,108.0
00:01:00,0.0,108.0,81.0,108.0
00:01:00,0.0,107.0,81.0,107.0
00:01:00,0.0,107.0,81.0,107.0
00:01:00,0.0,107.0,81.0,107.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,105.0,81.0,105.0
00:01:00,0.0,105.0,81.0,105.0
00:01:00,0.0,105.0,81.0,105.0
00:01:00,0.0,105.0,81.0,105.0
00:01:00,0.0,104.0,81.0,104.0
00:01:00,0.0,104.0,81.0,104.0
00:01:00,0.0,104.0,81.0,104.0
00:01:00,0.0,105.0,81.0,105.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,107.0,81.0,107.0
00:01:00,0.0,107.0,81.0,107.0
00:01:00,0.0,107.0,81.0,107.0
00:01:00,0.0,108.0,81.0,108.0
00:01:00,0.0,108.0,81.0,108.0
00:01:00,0.0,108.0,81.0,108.0
00:01:00,0.0,108.0,81.0,108.0
00:01:00,0.0,108.0,80.0,108.0
00:01:00,0.0,109.0,80.0,109.0
00:01:00,0.0,109.0,80.0,109.0
00:01:00,0.0,109.0,80.0,109.0
00:01:00,0.0,109.0,80.0,109.0
00:01:00,0.0,109.0,80.0,109.0
00:01:00,0.0,109.0,80.0,109.0
00:01:00,0.0,109.0,80.0,109.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,111.0,81.0,111.0
00:01:00,0.0,111.0,81.0,111.0
00:01:00,0.0,111.0,81.0,111.0
00:01:00,0.0,111.0,81.0,111.0
00:01:00,0.0,111.0,81.0,111.0
00:01:00,0.0,111.0,81.0,111.0
00:01:00,0.0,112.0,81.0,112.0
00:01:00,0.0,112.0,81.0,112.0
00:01:00,0.0,112.0,81.0,112.0
00:01:00,0.0,112.0,82.0,112.0
00:01:00,0.0,112.0,82.0,112.0
00:01:00,0.0,112.0,81.0,112.0
00:01:00,0.0,112.0,81.0,112.0
00:01:00,0.0,111.0,81.0,111.0
00:01:00,0.0,111.0,80.0,111.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,110.0,80.0,110.0
00:01:00,0.0,109.0,80.0,109.0
00:01:00,0.0,108.0,79.0,108.0
00:01:00,0.0,107.0,79.0,107.0
00:01:00,0.0,106.0,79.0,106.0
00:01:00,0.0,106.0,79.0,106.0
00:01:00,0.0,105.0,79.0,105.0
00:01:00,0.0,104.0,79.0,104.0
00:01:00,0.0,103.0,79.0,103.0
00:01:00,0.0,103.0,79.0,103.0
00:01:00,0.0,103.0,79.0,103.0
00:01:00,0.0,103.0,79.0,103.0
00:01:00,0.0,102.0,80.0,102.0
00:01:00,0.0,102.0,79.0,102.0
00:01:00,0.0,102.0,79.0,102.0
00:01:00,0.0,101.0,79.0,101.0
00:01:00,0.0,101.0,80.0,101.0
00:01:00,0.0,101.0,80.0,101.0
00:01:00,0.0,101.0,80.0,101.0
00:01:00,0.0,101.0,80.0,101.0
00:01:00,0.0,101.0,80.0,101.0
00:01:00,0.0,102.0,80.0,102.0
00:01:00,0.0,102.0,80.0,102.0
00:01:00,0.0,103.0,81.0,103.0
00:01:00,0.0,104.0,81.0,104.0
00:01:00,0.0,105.0,81.0,105.0
00:01:00,0.0,105.0,81.0,105.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,107.0,81.0,107.0
00:01:00,0.0,107.0,81.0,107.0
00:01:00,0.0,106.0,81.0,106.0
00:01:00,0.0,106.0,80.0,106.0
00:01:00,0.0,106.0,80.0,106.0
00:01:00,0.0,106.0,80.0,106.0
00:01:00,0.0,105.0,80.0,105.0
00:01:00,0.0,105.0,80.0,105.0
00:01:00,0.0,104.0,80.0,104.0
00:01:00,0.0,103.0,79.0,103.0
00:01:00,0.0,102.0,79.0,102.0
00:01:00,0.0,102.0,79.0,102.0
00:01:00,0.0,101.0,79.0,101.0
00:01:00,0.0,101.0,79.0,101.0
00:01:00,0.0,100.0,79.0,100.0
00:01:00,0.0,100.0,79.0,100.0
00:01:00,0.0,99.0,79.0,99.0
00:01:00,0.0,99.0,79.0,99.0
00:01:00,0.0,99.0,79.0,99.0
00:01:00,0.0,98.0,79.0,98.0
00:01:00,0.0,98.0,79.0,98.0
00:01:00,0.0,98.0,79.0,98.0
00:01:00,0.0,98.0,80.0,98.0
00:01:00,0.0,98.0,80.0,98.0
00:01:00,0.0,98.0,80.0,98.0
00:01:00,0.0,99.0,81.0,99.0
00:01:00,0.0,100.0,81.0,100.0
00:01:00,0.0,100.0,81.0,100.0
00:01:00,0.0,100.0,81.0,100.0
00:01:00,0.0,100.0,81.0,100.0
00:01:00,0.0,100.0,81.0,100.0
00:01:00,0.0,99.0,80.0,99.0
00:01:00,0.0,98.0,79.0,98.0
00:01:00,0.0,97.0,79.0,97.0
00:01:00,0.0,96.0,79.0,96.0
00:01:00,0.0,96.0,79.0,96.0
00:01:00,0.0,95.0,79.0,95.0
00:01:00,0.0,95.0,79.0,95.0
00:01:00,0.0,95.0,79.0,95.0
00:01:00,0.0,95.0,79.0,95.0
00:01:00,0.0,94.0,79.0,94.0
00:01:00,0.0,94.0,79.0,94.0
00:01:00,0.0,94.0,80.0,94.0
00:01:00,0.0,95.0,80.0,95.0
00:01:00,0.0,95.0,80.0,95.0
00:01:00,0.0,95.0,80.0,95.0
00:01:00,0.0,95.0,80.0,95.0
00:01:00,0.0,95.0,80.0,95.0
00:01:00,0.0,96.0,81.0,96.0
00:01:00,0.0,96.0,81.0,96.0
00:01:00,0.0,97.0,81.0,97.0
00:01:00,0.0,97.0,81.0,97.0
00:01:00,0.0,97.0,81.0,97.0
00:01:00,0.0,97.0,81.0,97.0
00:01:00,0.0,97.0,81.0,97.0
00:01:00,0.0,97.0,81.0,97.0
00:01:00,0.0,96.0,80.0,96.0
00:01:00,0.0,95.0,80.0,95.0
