DATASET:,Climaps
FILENAME:,station_1959.csv
Timestamp,Humidity,Temperature,Vapor Pressure,Wet-bulb Temperature
2018-01-01 00:00:00,0.0,94.0,80.0,94.0
00:01:00,0.0,94.0,80.0,94.0
00:01:00,0.0,94.0,81.0,94.0
00:01:00,0.0,94.0,81.0,94.0
00:01:00,0.0,94.0,81.0,94.0
00:01:00,0.0,94.0,81.0,94.0
00:01:00,0.0,94.0,81.0,94.0
00:01:00,0.0,93.0,80.0,93.0
00:01:00,0.0,93.0,80.0,93.0
00:01:00,0.0,93.0,80.0,93.0
00:01:00,0.0,93.0,80.0,93.0
00:01:00,0.0,93.0,80.0,93.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,94.0,82.0,94.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,93.0,81.0,93.0
00:01:00,0.0,92.0,81.0,92.0
00:01:00,0.0,92.0,81.0,92.0
00:01:00,0.0,91.0,81.0,91.0
00:01:00,0.0,91.0,80.0,91.0
00:01:00,0.0,91.0,80.0,91.0
00:01:00,0.0,91.0,80.0,91.0
00:01:00,0.0,90.0,80.0,90.0
00:01:00,0.0,90.0,80.0,90.0
00:01:00,0.0,90.0,80.0,90.0
00:01:00,0.0,90.0,80.0,90.0
00:01:00,0.0,89.0,80.0,89.0
00:01:00,0.0,89.0,80.0,89.0
00:01:00,0.0,89.0,80.0,89.0
00:01:00,0.0,89.0,80.0,89.0
00:01:00,0.0,88.0,80.0,88.0
00:01:00,0.0,88.0,80.0,88.0
00:01:00,0.0,88.0,80.0,88.0
00:01:00,0.0,88.0,80.0,88.0
00:01:00,0.0,88.0,80.0,88.0
00:01:00,0.0,88.0,80.0,88.0
00:01:00,0.0,88.0,80.0,88.0
00:01:00,0.0,87.0,80.0,87.0
00:01:00,0.0,87.0,79.0,87.0
00:01:00,0.0,86.0,79.0,86.0
00:01:00,0.0,86.0,79.0,86.0
00:01:00,0.0,86.0,79.0,86.0
00:01:00,0.0,85.0,79.0,85.0
00:01:00,0.0,85.0,79.0,85.0
00:01:00,0.0,85.0,79.0,85.0
00:01:00,0.0,85.0,79.0,85.0
00:01:00,0.0,84.0,79.0,84.0
00:01:00,0.0,84.0,79.0,84.0
00:01:00,0.0,84.0,78.0,84.0
00:01:00,0.0,84.0,78.0,84.0
00:01:00,0.0,84.0,78.0,84.0
00:01:00,0.0,83.0,78.0,83.0
00:01:00,0.0,83.0,78.0,83.0
00:01:00,0.0,83.0,78.0,83.0
00:01:00,0.0,82.0,78.0,82.0
00:01:00,0.0,82.0,78.0,82.0
00:01:00,0.0,82.0,77.0,82.0
00:01:00,0.0,82.0,77.0,82.0
00:01:00,0.0,82.0,77.0,82.0
00:01:00,0.0,82.0,78.0,82.0
00:01:00,0.0,82.0,78.0,82.0
00:01:00,0.0,82.0,78.0,82.0
00:01:00,0.0,82.0,78.0,82.0
00:01:00,0.0,82.0,78.0,82.0
00:01:00,0.0,83.0,79.0,83.0
00:01:00,0.0,84.0,79.0,84.0
00:01:00,0.0,84.0,80.0,84.0
00:01:00,0.0,85.0,80.0,85.0
00:01:00,0.0,86.0,81.0,86.0
00:01:00,0.0,86.0,81.0,86.0
00:01:00,0.0,86.0,80.0,86.0
