Dataset,Filename,Column,,,0 (%),,,,1 (%),,,,3 (%),,,,5 (%),,,,10 (%),,,,15 (%),,,,20 (%),,,,30 (%),
,,Size,,CoderAPCA,5,85.57,,CoderAPCA,5,85.55,,CoderAPCA,5,85.55,,CoderAPCA,5,85.54,,CoderAPCA,5,85.52,,CoderAPCA,5,85.48,,CoderAPCA,5,85.47,,CoderAPCA,5,67.37
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,,CoderPCA,200,100.04,,CoderAPCA,5,91.15,,CoderAPCA,5,74.54,,CoderAPCA,5,67.89,,CoderAPCA,10,57.17,,CoderAPCA,10,48.97,,CoderAPCA,10,43.74,,CoderAPCA,25,34.87
,,Long,,CoderPCA,200,100.04,,CoderAPCA,5,87.19,,CoderAPCA,5,67.64,,CoderAPCA,5,60.32,,CoderAPCA,10,47.31,,CoderAPCA,10,41.36,,CoderAPCA,25,36.3,,CoderAPCA,25,29.15
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,,CoderPCA,200,100.04,,CoderPCA,200,100.04,,CoderAPCA,5,94.22,,CoderAPCA,5,85.87,,CoderAPCA,5,72.9,,CoderAPCA,5,65.08,,CoderAPCA,10,58.97,,CoderAPCA,10,49.11
,,Long,,CoderPCA,200,100.04,,CoderPCA,200,100.04,,CoderAPCA,5,84.55,,CoderAPCA,5,76.49,,CoderAPCA,5,64.8,,CoderAPCA,10,56.76,,CoderAPCA,10,50.31,,CoderAPCA,25,41.24
,,Speed,,CoderPWLHint,10,69.66,,CoderAPCA,10,46.2,,CoderAPCA,25,29.15,,CoderAPCA,25,24.82,,CoderAPCA,25,16.41,,CoderAPCA,50,12.71,,CoderAPCA,50,10.8,,CoderAPCA,100,8.68
