Dataset,Filename,Column,,,0 (%),,,,1 (%),,,,3 (%),,,,5 (%),,,,10 (%),,,,15 (%),,,,20 (%),,,,30 (%),
,,,,Coder,Win,CR (%),,Coder,Win,CR (%),,Coder,Win,CR (%),,Coder,Win,CR (%),,Coder,Win,CR (%),,Coder,Win,CR (%),,Coder,Win,CR (%),,Coder,Win,CR (%)
IRKIS
,vwc_1202.dat.csv
,,VWC,,CoderAPCA,25,44.58,,CoderAPCA,25,44.58,,CoderAPCA,25,35.82,,CoderAPCA,50,17.24,,CoderAPCA,200,5.67,,CoderAPCA,200,3.85,,CoderAPCA,200,3.42,,CoderAPCA,200,2.79
,vwc_1203.dat.csv
,,VWC,,CoderAPCA,10,50.12,,CoderAPCA,10,50.12,,CoderAPCA,25,25.18,,CoderAPCA,50,15.26,,CoderAPCA,100,10.5,,CoderAPCA,100,7.6,,CoderAPCA,200,6.19,,CoderAPCA,200,4.81
,vwc_1204.dat.csv
,,VWC,,CoderAPCA,10,48.08,,CoderAPCA,25,34.09,,CoderAPCA,25,26.85,,CoderAPCA,50,16.19,,CoderAPCA,200,8.08,,CoderAPCA,200,7.27,,CoderAPCA,200,5.51,,CoderAPCA,200,4.26
,vwc_1205.dat.csv
,,VWC,,CoderAPCA,10,61.34,,CoderAPCA,10,56.74,,CoderAPCA,25,27.89,,CoderAPCA,50,20.28,,CoderAPCA,50,14.91,,CoderAPCA,100,12.34,,CoderAPCA,100,11.35,,CoderAPCA,200,9.34
,vwc_222.smet.csv
,,VWC,,CoderAPCA,25,39.53,,CoderAPCA,25,39.53,,CoderAPCA,25,22.37,,CoderAPCA,100,9.94,,CoderAPCA,200,5.65,,CoderAPCA,200,4.13,,CoderAPCA,200,3.28,,CoderAPCA,200,2.37
,vwc_333.smet.csv
,,VWC,,CoderAPCA,25,37.4,,CoderAPCA,25,25.79,,CoderAPCA,50,19.44,,CoderAPCA,100,11.19,,CoderAPCA,200,5.3,,CoderAPCA,200,3.75,,CoderAPCA,200,2.82,,CoderAPCA,200,2.18
,vwc_SLF2.smet.csv
,,VWC,,CoderAPCA,25,29.76,,CoderAPCA,25,29.76,,CoderAPCA,25,21.7,,CoderAPCA,50,14.19,,CoderAPCA,200,5.36,,CoderAPCA,200,4.11,,CoderAPCA,200,3.26,,CoderAPCA,200,2.43
NOAA-SST
,noaa-buoy-201701.csv
,,SST,,CoderPCA,200,100.03,,CoderAPCA,10,41.08,,CoderAPCA,50,18.51,,CoderAPCA,50,12.04,,CoderAPCA,200,6.44,,CoderAPCA,200,4.49,,CoderAPCA,200,3.6,,CoderAPCA,200,2.91
,noaa-buoy-201702.csv
,,SST,,CoderPCA,200,100.03,,CoderAPCA,10,48.43,,CoderAPCA,25,24.11,,CoderAPCA,50,16.14,,CoderAPCA,100,8.98,,CoderAPCA,200,6.36,,CoderAPCA,200,5.08,,CoderAPCA,200,3.88
NOAA-ADCP
,noaa-adcp-201501.csv
,,Vel,,CoderPCA,200,100.05,,CoderPCA,200,100.05,,CoderPCA,200,100.05,,CoderAPCA,5,96.61,,CoderAPCA,5,76.24,,CoderAPCA,5,63.71,,CoderAPCA,5,54.84,,CoderAPCA,10,40.42
,noaa-adcp-201502.csv
,,Vel,,CoderPCA,200,100.05,,CoderPCA,200,100.05,,CoderPCA,200,100.05,,CoderAPCA,5,97.07,,CoderAPCA,5,76.81,,CoderAPCA,5,64.15,,CoderAPCA,5,55.39,,CoderAPCA,10,41.22
SolarAnywhere
,solar-anywhere-2011.csv
,,GHI,,CoderPCA,5,80.72,,CoderPCA,5,76.57,,CoderGAMPS,25,70.21,,CoderGAMPS,25,66.35,,CoderGAMPS,25,58.06,,CoderGAMPS,25,52.69,,CoderGAMPS,25,48.98,,CoderAPCA,25,39.89
,,DNI,,CoderPCA,5,77.49,,CoderPCA,5,74.62,,CoderAPCA,25,70.08,,CoderAPCA,25,65.22,,CoderAPCA,25,57.19,,CoderAPCA,25,51.6,,CoderAPCA,25,45.92,,CoderAPCA,25,37.33
,,DHI,,CoderPCA,5,80.72,,CoderPCA,5,79.1,,CoderAPCA,10,75.95,,CoderAPCA,10,72.3,,CoderAPCA,25,64.32,,CoderAPCA,25,57.36,,CoderAPCA,25,51.53,,CoderAPCA,25,41.8
,solar-anywhere-2012.csv
,,GHI,,CoderPCA,5,80.67,,CoderPCA,5,76.42,,CoderGAMPS,25,70.31,,CoderGAMPS,25,66.58,,CoderGAMPS,25,58.01,,CoderGAMPS,25,52.74,,CoderGAMPS,25,48.07,,CoderAPCA,25,40.38
,,DNI,,CoderPCA,5,77.64,,CoderPCA,5,74.55,,CoderAPCA,25,69.76,,CoderAPCA,25,64.95,,CoderAPCA,25,57.01,,CoderAPCA,25,51.2,,CoderAPCA,25,45.74,,CoderAPCA,25,37.22
,,DHI,,CoderPCA,5,80.67,,CoderPCA,5,79.08,,CoderAPCA,10,76.16,,CoderAPCA,10,72.38,,CoderAPCA,25,64.77,,CoderAPCA,25,57.75,,CoderAPCA,25,51.17,,CoderAPCA,25,41.55
,solar-anywhere-2013.csv
,,GHI,,CoderPCA,5,80.38,,CoderPCA,5,76.34,,CoderGAMPS,25,71.87,,CoderGAMPS,25,68.22,,CoderGAMPS,25,59.62,,CoderGAMPS,25,54.62,,CoderGAMPS,25,50.17,,CoderAPCA,25,40.31
,,DNI,,CoderPCA,5,77.63,,CoderPCA,5,74.95,,CoderAPCA,25,70.59,,CoderAPCA,25,65.76,,CoderAPCA,25,57.82,,CoderAPCA,25,51.7,,CoderAPCA,25,46.1,,CoderAPCA,25,37.42
,,DHI,,CoderPCA,5,80.38,,CoderPCA,5,78.81,,CoderPCA,5,76.2,,CoderAPCA,10,73.09,,CoderAPCA,25,64.92,,CoderAPCA,25,58.2,,CoderAPCA,25,51.98,,CoderAPCA,25,41.85
,solar-anywhere-2014.csv
,,GHI,,CoderPCA,5,80.5,,CoderPCA,5,76.56,,CoderGAMPS,25,69.85,,CoderGAMPS,25,65.97,,CoderGAMPS,25,57.46,,CoderGAMPS,25,51.88,,CoderGAMPS,25,47.96,,CoderAPCA,25,39.75
,,DNI,,CoderPCA,5,78.09,,CoderPCA,5,75.29,,CoderAPCA,25,70.39,,CoderAPCA,25,65.74,,CoderAPCA,25,57.27,,CoderAPCA,25,51.05,,CoderAPCA,25,45.05,,CoderAPCA,25,36.89
,,DHI,,CoderPCA,5,80.49,,CoderPCA,5,79.06,,CoderAPCA,10,75.79,,CoderAPCA,10,71.78,,CoderAPCA,25,64.22,,CoderAPCA,25,57.13,,CoderAPCA,25,51.09,,CoderAPCA,25,41.2
ElNino
,el-nino.csv
,,Lat,,CoderAPCA,10,46.71,,CoderAPCA,10,46.71,,CoderAPCA,25,46.33,,CoderAPCA,25,44.14,,CoderAPCA,25,35.53,,CoderAPCA,25,28.7,,CoderAPCA,50,24.97,,CoderAPCA,100,16.96
,,Long,,CoderAPCA,10,49.94,,CoderAPCA,10,49.1,,CoderAPCA,25,37.2,,CoderAPCA,25,33.48,,CoderAPCA,50,24.75,,CoderAPCA,50,18.99,,CoderAPCA,100,14.31,,CoderAPCA,200,7.13
,,Zonal Winds,,CoderPCA,200,100.06,,CoderPCA,200,100.06,,CoderPCA,200,100.06,,CoderPCA,200,100.06,,CoderAPCA,5,94.48,,CoderAPCA,5,80.73,,CoderAPCA,5,69.93,,CoderAPCA,5,55.05
,,Merid. Winds,,CoderPCA,200,100.06,,CoderPCA,200,100.06,,CoderPCA,200,100.06,,CoderPCA,200,100.06,,CoderPCA,200,100.06,,CoderAPCA,5,89.09,,CoderAPCA,5,80.06,,CoderAPCA,5,64.78
,,Humidity,,CoderPCA,200,100.05,,CoderPCA,200,100.05,,CoderPCA,200,100.05,,CoderPCA,200,100.05,,CoderAPCA,5,95.85,,CoderAPCA,5,84.48,,CoderAPCA,5,74.12,,CoderAPCA,5,58.84
,,AirTemp,,CoderPCA,200,100.04,,CoderPCA,200,100.04,,CoderAPCA,5,99.09,,CoderAPCA,5,89.19,,CoderAPCA,5,72.01,,CoderAPCA,5,61.76,,CoderAPCA,10,54.07,,CoderAPCA,10,42.77
,,SST,,CoderPCA,200,100.04,,CoderPCA,200,100.04,,CoderAPCA,5,79.15,,CoderAPCA,5,65.47,,CoderAPCA,10,45.38,,CoderAPCA,25,34.34,,CoderAPCA,25,26.15,,CoderAPCA,25,17.51
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,,CoderPCA,200,100.04,,CoderPCA,200,100.04,,CoderAPCA,5,95.88,,CoderAPCA,5,87.8,,CoderAPCA,5,75.11,,CoderAPCA,5,67.3,,CoderAPCA,10,60.45,,CoderAPCA,10,48.54
,,Long,,CoderPCA,200,100.04,,CoderPCA,200,100.04,,CoderAPCA,5,91.18,,CoderAPCA,5,81.73,,CoderAPCA,5,67.55,,CoderAPCA,10,58.15,,CoderAPCA,10,50.7,,CoderAPCA,25,40.38
