Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (data),Delta - Size (mask),Delta - Size (total),Delta - CR (%),Other columns - Size (data),Other columns - Size (mask),Other columns - Size (total),Other columns - CR (%)
,,,,,,128,168.896,43.89,447190,0,447190,100.0,899232,3928,903160,34.33
,,,,,,256,173.049,44.97,447190,0,447190,100.0,932454,3928,936382,35.6
,,,,0.01,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",4,187.343,48.68,447190,0,447190,100.0,1046808,3928,1050736,39.94
,,,,,,8,166.271,43.21,447190,0,447190,100.0,878225,3928,882153,33.54
,,,,,,16,160.217,41.64,447190,0,447190,100.0,829794,3928,833722,31.69
,,,,,,32,161.357,41.93,447190,0,447190,100.0,838920,3928,842848,32.04
,,,,,,64,164.827,42.83,447190,0,447190,100.0,866680,3928,870608,33.1
,,,,,,128,168.896,43.89,447190,0,447190,100.0,899232,3928,903160,34.33
,,,,,,256,173.049,44.97,447190,0,447190,100.0,932454,3928,936382,35.6
,,,,0.03,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",4,187.343,48.68,447190,0,447190,100.0,1046808,3928,1050736,39.94
,,,,,,8,166.271,43.21,447190,0,447190,100.0,878225,3928,882153,33.54
,,,,,,16,160.217,41.64,447190,0,447190,100.0,829794,3928,833722,31.69
,,,,,,32,161.357,41.93,447190,0,447190,100.0,838920,3928,842848,32.04
,,,,,,64,164.827,42.83,447190,0,447190,100.0,866680,3928,870608,33.1
,,,,,,128,168.896,43.89,447190,0,447190,100.0,899232,3928,903160,34.33
,,,,,,256,173.049,44.97,447190,0,447190,100.0,932454,3928,936382,35.6
,,,,0.05,"[0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1]",4,187.343,48.68,447190,0,447190,100.0,1046808,3928,1050736,39.94
,,,,,,8,166.271,43.21,447190,0,447190,100.0,878225,3928,882153,33.54
,,,,,,16,160.217,41.64,447190,0,447190,100.0,829794,3928,833722,31.69
,,,,,,32,161.357,41.93,447190,0,447190,100.0,838920,3928,842848,32.04
,,,,,,64,164.827,42.83,447190,0,447190,100.0,866680,3928,870608,33.1
,,,,,,128,168.896,43.89,447190,0,447190,100.0,899232,3928,903160,34.33
,,,,,,256,173.049,44.97,447190,0,447190,100.0,932454,3928,936382,35.6
,,,,0.1,"[0, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1]",4,177.064,46.01,447190,0,447190,100.0,964570,3928,968498,36.82
,,,,,,8,149.338,38.81,447190,0,447190,100.0,742765,3928,746693,28.39
,,,,,,16,138.672,36.04,447190,0,447190,100.0,657436,3928,661364,25.14
,,,,,,32,136.456,35.46,447190,0,447190,100.0,639705,3928,643633,24.47
,,,,,,64,137.698,35.78,447190,0,447190,100.0,649642,3928,653570,24.85
,,,,,,128,140.109,36.41,447190,0,447190,100.0,668932,3928,672860,25.58
,,,,,,256,142.964,37.15,447190,0,447190,100.0,691776,3928,695704,26.45
,,,,0.15,"[0, 2, 3, 2, 2, 1, 2, 2, 1, 4, 2]",4,160.502,41.71,447190,0,447190,100.0,832078,3928,836006,31.78
,,,,,,8,121.845,31.66,447190,0,447190,100.0,522819,3928,526747,20.02
,,,,,,16,103.385,26.87,447190,0,447190,100.0,375138,3928,379066,14.41
,,,,,,32,95.420,24.8,447190,0,447190,100.0,311420,3928,315348,11.99
,,,,,,64,92.424,24.02,447190,0,447190,100.0,287452,3928,291380,11.08
,,,,,,128,91.808,23.86,447190,0,447190,100.0,282525,3928,286453,10.89
,,,,,,256,92.353,24.0,447190,0,447190,100.0,286886,3928,290814,11.06
,,,,0.2,"[0, 3, 4, 2, 3, 1, 2, 2, 2, 5, 2]",4,155.935,40.52,447190,0,447190,100.0,795544,3928,799472,30.39
,,,,,,8,114.162,29.67,447190,0,447190,100.0,461360,3928,465288,17.69
,,,,,,16,93.439,24.28,447190,0,447190,100.0,295574,3928,299502,11.39
,,,,,,32,83.694,21.75,447190,0,447190,100.0,217615,3928,221543,8.42
,,,,,,64,79.404,20.63,447190,0,447190,100.0,183290,3928,187218,7.12
,,,,,,128,77.818,20.22,447190,0,447190,100.0,170603,3928,174531,6.63
,,,,,,256,77.579,20.16,447190,0,447190,100.0,168690,3928,172618,6.56
,,,,0.3,"[0, 5, 6, 3, 4, 2, 3, 3, 2, 7, 3]",4,151.535,39.38,447190,0,447190,100.0,760344,3928,764272,29.05
,,,,,,8,106.689,27.72,447190,0,447190,100.0,401570,3928,405498,15.42
,,,,,,16,83.479,21.69,447190,0,447190,100.0,215894,3928,219822,8.36
,,,,,,32,71.692,18.63,447190,0,447190,100.0,121600,3928,125528,4.77
,,,,,,64,65.849,17.11,447190,0,447190,100.0,74854,3928,78782,2.99
,,,,,,128,63.026,16.38,447190,0,447190,100.0,52272,3928,56200,2.14
