DATASET:,NOAA
Timestamp,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
00:10:00,21404.0,N,23985.0,N,30284.0,N,28046.0,21841.0,22645.0,25578.0,25561.0,N,29911.0,27427.0,27931.0,N,21498.0,24580.0,24477.0,N,29958.0,28097.0,28180.0,N,25684.0,27116.0,25711.0,27081.0,29441.0,28156.0,28266.0,N,22587.0,24952.0,26224.0,27523.0,N,29291.0,N,N,27297.0,27916.0,N,29173.0,28244.0,N,N,24164.0,25181.0,N,30127.0,29487.0,29827.0,22731.0,27899.0
00:10:00,21408.0,N,23965.0,N,30288.0,N,28034.0,21815.0,22634.0,25584.0,25557.0,N,29912.0,27428.0,27907.0,N,21496.0,24567.0,24467.0,N,29918.0,28104.0,28158.0,N,25690.0,27113.0,25715.0,27080.0,29454.0,28155.0,28259.0,N,22588.0,24939.0,26222.0,27525.0,N,29271.0,N,N,27301.0,27913.0,N,29175.0,28245.0,N,N,24166.0,25176.0,N,30142.0,29503.0,29831.0,22732.0,27900.0
00:10:00,21397.0,N,23958.0,N,30274.0,N,28035.0,21855.0,22625.0,25575.0,25556.0,N,29901.0,27425.0,27899.0,N,21474.0,24578.0,24452.0,N,29910.0,28109.0,28176.0,21200.0,25659.0,27111.0,N,27091.0,29457.0,28152.0,28257.0,N,22591.0,24934.0,26217.0,27530.0,N,29268.0,N,N,27291.0,27908.0,N,29173.0,28241.0,N,N,24171.0,25177.0,N,30128.0,29487.0,29832.0,22737.0,27889.0
00:10:00,21391.0,N,N,N,30275.0,N,28028.0,21824.0,22620.0,25572.0,25512.0,N,29906.0,27422.0,27892.0,N,21469.0,24581.0,24446.0,N,29862.0,N,28165.0,21236.0,25611.0,27113.0,N,27091.0,29451.0,28133.0,28233.0,N,22579.0,N,26214.0,27526.0,N,29270.0,N,N,27316.0,27899.0,N,29173.0,N,N,N,24161.0,25167.0,N,30136.0,29478.0,29829.0,22729.0,27836.0
00:10:00,21367.0,N,23971.0,N,30277.0,N,28024.0,21777.0,22625.0,25578.0,25543.0,N,29895.0,27414.0,27885.0,N,21451.0,24579.0,24462.0,N,29914.0,28100.0,28140.0,21223.0,25664.0,27107.0,25710.0,27085.0,29458.0,28142.0,28248.0,N,22572.0,24938.0,26215.0,27529.0,N,29259.0,N,N,27292.0,27899.0,N,29172.0,28253.0,N,N,24168.0,25196.0,N,30147.0,29479.0,29824.0,22725.0,27859.0
00:10:00,21377.0,N,23944.0,N,30258.0,N,28038.0,21751.0,22620.0,25583.0,25536.0,N,29900.0,27416.0,27865.0,N,21442.0,24575.0,24465.0,N,29924.0,28110.0,28140.0,21188.0,25628.0,27109.0,25701.0,27090.0,29447.0,28142.0,28249.0,N,22573.0,24929.0,26218.0,27500.0,N,29254.0,N,N,27302.0,27892.0,N,29170.0,28244.0,N,N,24159.0,25192.0,N,30162.0,29498.0,29824.0,22717.0,27841.0
00:10:00,21381.0,N,23949.0,N,30276.0,N,28027.0,21796.0,22610.0,25575.0,25533.0,N,29886.0,27414.0,27875.0,N,21454.0,24572.0,24441.0,N,29968.0,28104.0,28132.0,21149.0,25612.0,27112.0,25698.0,27074.0,29433.0,28140.0,28244.0,N,22591.0,24928.0,26212.0,27523.0,N,29249.0,N,N,27307.0,27900.0,N,29155.0,28243.0,N,N,24152.0,25186.0,N,30156.0,29485.0,29821.0,22724.0,27825.0
00:10:00,21370.0,N,23935.0,N,30262.0,N,28032.0,21790.0,22602.0,25569.0,25534.0,N,29898.0,N,27883.0,N,21451.0,24571.0,24425.0,N,29957.0,28088.0,28147.0,21173.0,25621.0,27114.0,25691.0,27077.0,29455.0,28143.0,28241.0,N,22581.0,24918.0,26210.0,27509.0,N,29255.0,N,N,27328.0,27886.0,N,29173.0,28240.0,N,N,24161.0,25179.0,N,30156.0,29490.0,29828.0,22726.0,27823.0
00:10:00,21364.0,N,23962.0,N,30253.0,N,28023.0,21766.0,22605.0,25573.0,25519.0,N,29898.0,N,27895.0,N,21461.0,24575.0,24408.0,N,29886.0,28088.0,28139.0,21187.0,N,27118.0,25685.0,27068.0,29462.0,28138.0,28236.0,N,22574.0,24913.0,26204.0,27493.0,N,29275.0,N,N,27325.0,27895.0,N,29180.0,28246.0,N,N,24153.0,25159.0,N,30147.0,29465.0,29822.0,22733.0,27813.0
00:10:00,21364.0,N,N,N,30261.0,N,28023.0,21760.0,22596.0,25563.0,25501.0,N,29881.0,27409.0,27868.0,N,21468.0,24572.0,24399.0,N,29868.0,N,28142.0,21160.0,25472.0,27103.0,N,27079.0,29443.0,28132.0,28195.0,N,22560.0,N,26199.0,27511.0,N,29242.0,N,N,27351.0,27895.0,N,29174.0,N,N,N,24145.0,25171.0,N,30144.0,29459.0,29816.0,22731.0,27844.0
