Dataset,Filename,Coder,0,3,5,10,15,20,30,,0,3,5,10,15,20,30
NOAA-SPC-wind,noaa_spc-wind.csv,
,,CoderPCA,200,200,200,200,200,200,200,,100.03,100.03,100.03,100.03,100.03,100.03,100.03
,,CoderAPCA,5,5,5,5,5,5,5,,106.34,106.34,106.34,106.34,106.34,106.34,106.34
,,CoderCA,5,5,5,5,5,5,5,,114.88,114.88,114.88,114.88,114.88,114.88,114.88
