Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,vwc_333.smet.csv,26.088,,,,50,25.674,11.3,23.598,13.57,180.992,11.02
,vwc_333.smet.csv,26.088,,,,100,16.778,7.38,12.480,7.17,120.938,7.36
,vwc_333.smet.csv,26.088,,,,200,12.664,5.57,6.550,3.77,93.960,5.72
,vwc_SLF2.smet.csv,26.305,CoderCA,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",5,211.894,100,175.400,100,1.518.946,100
,vwc_SLF2.smet.csv,26.305,,,,10,169.039,79.78,100.506,57.3,1.250.998,82.36
,vwc_SLF2.smet.csv,26.305,,,,25,145.185,68.52,44.572,25.41,1.116.105,73.48
,vwc_SLF2.smet.csv,26.305,,,,50,145.299,68.57,23.782,13.56,1.137.808,74.91
,vwc_SLF2.smet.csv,26.305,,,,100,150.095,70.83,12.576,7.17,1.187.382,78.17
,vwc_SLF2.smet.csv,26.305,,,,200,157.085,74.13,6.600,3.76,1.249.272,82.25
,vwc_SLF2.smet.csv,26.305,,3,"[0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",5,191.715,90.48,175.400,100.0,1.357.512,89.37
,vwc_SLF2.smet.csv,26.305,,,,10,142.584,67.29,100.506,57.3,1.039.360,68.43
,vwc_SLF2.smet.csv,26.305,,,,25,113.920,53.76,44.572,25.41,865.980,57.01
,vwc_SLF2.smet.csv,26.305,,,,50,111.137,52.45,23.782,13.56,864.512,56.92
,vwc_SLF2.smet.csv,26.305,,,,100,113.518,53.57,12.576,7.17,894.761,58.91
,vwc_SLF2.smet.csv,26.305,,,,200,118.238,55.8,6.600,3.76,938.502,61.79
,vwc_SLF2.smet.csv,26.305,,5,"[0, 2, 1, 1, 0, 1, 2, 1, 1, 0, 0]",5,174.748,82.47,175.400,100.0,1.221.779,80.44
,vwc_SLF2.smet.csv,26.305,,,,10,119.050,56.18,100.506,57.3,851.088,56.03
,vwc_SLF2.smet.csv,26.305,,,,25,82.971,39.16,44.572,25.41,618.390,40.71
,vwc_SLF2.smet.csv,26.305,,,,50,75.539,35.65,23.782,13.56,579.728,38.17
,vwc_SLF2.smet.csv,26.305,,,,100,74.588,35.2,12.576,7.17,583.321,38.4
,vwc_SLF2.smet.csv,26.305,,,,200,76.645,36.17,6.600,3.76,605.754,39.88
,vwc_SLF2.smet.csv,26.305,,10,"[0, 4, 1, 2, 1, 1, 3, 2, 1, 1, 1]",5,158.308,74.71,175.400,100.0,1.090.258,71.78
,vwc_SLF2.smet.csv,26.305,,,,10,96.603,45.59,100.506,57.3,671.510,44.21
,vwc_SLF2.smet.csv,26.305,,,,25,53.458,25.23,44.572,25.41,382.290,25.17
,vwc_SLF2.smet.csv,26.305,,,,50,40.827,19.27,23.782,13.56,302.032,19.88
,vwc_SLF2.smet.csv,26.305,,,,100,36.117,17.04,12.576,7.17,275.553,18.14
,vwc_SLF2.smet.csv,26.305,,,,200,35.240,16.63,6.600,3.76,274.518,18.07
,vwc_SLF2.smet.csv,26.305,,15,"[0, 6, 2, 2, 1, 2, 5, 3, 2, 1, 1]",5,157.530,74.34,175.400,100.0,1.084.031,71.37
,vwc_SLF2.smet.csv,26.305,,,,10,94.938,44.8,100.506,57.3,658.196,43.33
,vwc_SLF2.smet.csv,26.305,,,,25,49.862,23.53,44.572,25.41,353.520,23.27
,vwc_SLF2.smet.csv,26.305,,,,50,35.291,16.66,23.782,13.56,257.744,16.97
,vwc_SLF2.smet.csv,26.305,,,,100,28.883,13.63,12.576,7.17,217.685,14.33
,vwc_SLF2.smet.csv,26.305,,,,200,26.902,12.7,6.600,3.76,207.810,13.68
,vwc_SLF2.smet.csv,26.305,,20,"[0, 8, 2, 3, 2, 3, 7, 4, 2, 2, 1]",5,156.826,74.01,175.400,100.0,1.078.402,71.0
,vwc_SLF2.smet.csv,26.305,,,,10,93.293,44.03,100.506,57.3,645.036,42.47
,vwc_SLF2.smet.csv,26.305,,,,25,46.326,21.86,44.572,25.41,325.230,21.41
,vwc_SLF2.smet.csv,26.305,,,,50,30.211,14.26,23.782,13.56,217.104,14.29
,vwc_SLF2.smet.csv,26.305,,,,100,22.538,10.64,12.576,7.17,166.923,10.99
,vwc_SLF2.smet.csv,26.305,,,,200,19.495,9.2,6.600,3.76,148.554,9.78
,vwc_SLF2.smet.csv,26.305,,30,"[0, 12, 3, 5, 2, 4, 10, 6, 4, 3, 2]",5,156.205,73.72,175.400,100.0,1.073.436,70.67
,vwc_SLF2.smet.csv,26.305,,,,10,92.042,43.44,100.506,57.3,635.026,41.81
,vwc_SLF2.smet.csv,26.305,,,,25,43.787,20.66,44.572,25.41,304.920,20.07
,vwc_SLF2.smet.csv,26.305,,,,50,26.549,12.53,23.782,13.56,187.808,12.36
,vwc_SLF2.smet.csv,26.305,,,,100,17.833,8.42,12.576,7.17,129.285,8.51
,vwc_SLF2.smet.csv,26.305,,,,200,13.834,6.53,6.600,3.76,103.266,6.8
NOAA-SST,noaa-buoy-201701.csv,4.392,CoderCA,0,"[0, 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 'N', 0, 0, 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 'N', 0, 0, 'N', 'N', 0, 'N', 'N', 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 'N', 0]",5,398.126,100,29.800,100,3.151.245,100
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,10,394.147,99.0,17.430,58.49,3.131.780,99.38
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,25,398.230,100.03,8.272,27.76,3.173.604,100.71
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,50,411.691,103.41,4.922,16.52,3.284.644,104.23
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,100,427.516,107.38,3.168,10.63,3.412.993,108.31
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,200,444.591,111.67,2.250,7.55,3.550.512,112.67
NOAA-SST,noaa-buoy-201701.csv,4.392,,3,"[0, 30, 30, 24, 33, 31, 29, 'N', 51, 'N', 'N', 3, 22, 'N', 36, 18, 'N', 31, 39, 2, 47, 54, 35, 26, 'N', 54, 'N', 31, 14, 60, 9, 37, 'N', 4, 35, 42, 37, 'N', 36, 4, 'N', 'N', 43, 'N', 'N', 'N', 3, 21, 'N', 32, 21, 134, 62, 167, 'N', 36]",5,197.771,49.68,29.800,100.0,1.548.405,49.14
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,10,142.744,35.85,17.430,58.49,1.120.560,35.56
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,25,111.428,27.99,8.272,27.76,879.186,27.9
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,50,106.359,26.71,4.922,16.52,841.984,26.72
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,100,107.335,26.96,3.168,10.63,851.552,27.02
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,200,110.382,27.73,2.250,7.55,876.840,27.83
NOAA-SST,noaa-buoy-201701.csv,4.392,,5,"[0, 50, 50, 41, 55, 52, 48, 'N', 85, 'N', 'N', 5, 36, 'N', 61, 31, 'N', 51, 65, 4, 79, 89, 58, 43, 'N', 89, 'N', 52, 23, 101, 15, 62, 'N', 7, 58, 69, 62, 'N', 60, 7, 'N', 'N', 72, 'N', 'N', 'N', 5, 34, 'N', 53, 35, 223, 104, 279, 'N', 61]",5,184.920,46.45,29.800,100.0,1.445.596,45.87
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,10,122.909,30.87,17.430,58.49,961.880,30.52
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,25,83.702,21.02,8.272,27.76,657.384,20.86
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,50,74.261,18.65,4.922,16.52,585.200,18.57
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,100,72.637,18.24,3.168,10.63,573.965,18.21
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,200,73.974,18.58,2.250,7.55,585.576,18.58
NOAA-SST,noaa-buoy-201701.csv,4.392,,10,"[0, 101, 100, 81, 111, 104, 95, 'N', 170, 'N', 'N', 11, 72, 'N', 122, 61, 'N', 103, 130, 7, 158, 179, 116, 86, 'N', 179, 'N', 103, 47, 201, 30, 124, 'N', 14, 116, 139, 125, 'N', 119, 14, 'N', 'N', 144, 'N', 'N', 'N', 9, 69, 'N', 106, 70, 447, 207, 558, 'N', 121]",5,175.299,44.03,29.800,100.0,1.368.627,43.43
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,10,107.944,27.11,17.430,58.49,842.160,26.72
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,25,62.477,15.69,8.272,27.76,487.578,15.47
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,50,48.559,12.2,4.922,16.52,379.588,12.05
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,100,43.735,10.99,3.168,10.63,342.746,10.88
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,200,43.272,10.87,2.250,7.55,339.960,10.79
NOAA-SST,noaa-buoy-201701.csv,4.392,,15,"[0, 151, 149, 122, 166, 156, 143, 'N', 255, 'N', 'N', 16, 108, 'N', 182, 92, 'N', 154, 195, 11, 237, 268, 174, 129, 'N', 268, 'N', 155, 70, 302, 45, 186, 'N', 21, 173, 208, 187, 'N', 179, 21, 'N', 'N', 216, 'N', 'N', 'N', 14, 103, 'N', 159, 106, 670, 311, 837, 'N', 182]",5,172.454,43.32,29.800,100.0,1.345.865,42.71
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,10,103.069,25.89,17.430,58.49,803.160,25.49
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,25,54.993,13.81,8.272,27.76,427.707,13.57
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,50,39.534,9.93,4.922,16.52,307.384,9.75
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,100,32.956,8.28,3.168,10.63,256.519,8.14
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,200,31.521,7.92,2.250,7.55,245.952,7.8
NOAA-SST,noaa-buoy-201701.csv,4.392,,20,"[0, 201, 199, 163, 221, 208, 190, 'N', 339, 'N', 'N', 21, 143, 'N', 243, 123, 'N', 206, 260, 15, 316, 357, 232, 172, 'N', 358, 'N', 207, 93, 403, 60, 248, 'N', 28, 231, 278, 250, 'N', 238, 29, 'N', 'N', 288, 'N', 'N', 'N', 19, 137, 'N', 212, 141, 894, 414, 1117, 'N', 242]",5,171.264,43.02,29.800,100.0,1.336.346,42.41
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,10,101.039,25.38,17.430,58.49,786.920,24.97
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,25,51.714,12.99,8.272,27.76,401.478,12.74
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,50,35.230,8.85,4.922,16.52,272.954,8.66
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,100,27.905,7.01,3.168,10.63,216.108,6.86
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,200,25.758,6.47,2.250,7.55,199.848,6.34
NOAA-SST,noaa-buoy-201701.csv,4.392,,30,"[0, 302, 299, 244, 332, 313, 286, 'N', 509, 'N', 'N', 32, 215, 'N', 365, 184, 'N', 308, 390, 22, 474, 536, 347, 258, 'N', 536, 'N', 310, 140, 604, 89, 372, 'N', 42, 347, 417, 375, 'N', 357, 43, 'N', 'N', 432, 'N', 'N', 'N', 28, 206, 'N', 318, 211, 1341, 622, 1675, 'N', 364]",5,170.551,42.84,29.800,100.0,1.330.646,42.23
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,10,99.657,25.03,17.430,58.49,775.860,24.62
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,25,49.496,12.43,8.272,27.76,383.733,12.18
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,50,32.128,8.07,4.922,16.52,248.138,7.87
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,100,23.845,5.99,3.168,10.63,183.632,5.83
NOAA-SST,noaa-buoy-201701.csv,4.392,,,,200,20.775,5.22,2.250,7.55,159.984,5.08
,noaa-buoy-201702.csv,3.984,CoderCA,0,"[0, 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 'N', 0, 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 0, 0, 0, 0, 0, 0, 'N', 'N', 0, 0, 0, 'N', 0, 0, 'N', 'N', 0, 'N', 'N', 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 'N', 0]",5,362.903,100,26.880,100,2.872.382,100
,noaa-buoy-201702.csv,3.984,,,,10,359.449,99.05,15.666,58.28,2.855.960,99.43
,noaa-buoy-201702.csv,3.984,,,,25,363.432,100.15,7.260,27.01,2.896.236,100.83
,noaa-buoy-201702.csv,3.984,,,,50,375.797,103.55,4.140,15.4,2.998.270,104.38
,noaa-buoy-201702.csv,3.984,,,,100,390.301,107.55,2.544,9.46,3.115.902,108.48
,noaa-buoy-201702.csv,3.984,,,,200,405.921,111.85,1.700,6.32,3.241.704,112.86
,noaa-buoy-201702.csv,3.984,,3,"[0, 31, 28, 16, 28, 97, 25, 'N', 38, 'N', 42, 20, 25, 'N', 4, 'N', 'N', 34, 21, 25, 35, 147, 38, 18, 'N', 'N', 40, 33, 46, 59, 22, 5, 'N', 'N', 39, 37, 72, 'N', 35, 25, 'N', 'N', 2, 'N', 'N', 'N', 14, 18, 'N', 14, 28, 96, 32, 94, 'N', 34]",5,192.020,52.91,26.880,100.0,1.505.313,52.41
,noaa-buoy-201702.csv,3.984,,,,10,148.024,40.79,15.666,58.28,1.164.560,40.54
,noaa-buoy-201702.csv,3.984,,,,25,124.384,34.27,7.260,27.01,983.850,34.25
,noaa-buoy-201702.csv,3.984,,,,50,121.721,33.54,4.140,15.4,965.668,33.62
,noaa-buoy-201702.csv,3.984,,,,100,123.794,34.11,2.544,9.46,983.848,34.25
,noaa-buoy-201702.csv,3.984,,,,200,127.710,35.19,1.700,6.32,1.016.016,35.37
,noaa-buoy-201702.csv,3.984,,5,"[0, 51, 47, 27, 46, 162, 41, 'N', 64, 'N', 71, 34, 41, 'N', 7, 'N', 'N', 57, 35, 42, 59, 244, 63, 30, 'N', 'N', 66, 55, 76, 98, 36, 8, 'N', 'N', 66, 62, 120, 'N', 58, 42, 'N', 'N', 4, 'N', 'N', 'N', 23, 30, 'N', 23, 47, 160, 53, 156, 'N', 57]",5,176.299,48.58,26.880,100.0,1.379.552,48.03
,noaa-buoy-201702.csv,3.984,,,,10,124.759,34.38,15.666,58.28,978.440,34.06
,noaa-buoy-201702.csv,3.984,,,,25,93.850,25.86,7.260,27.01,739.578,25.75
,noaa-buoy-201702.csv,3.984,,,,50,87.514,24.11,4.140,15.4,692.010,24.09
,noaa-buoy-201702.csv,3.984,,,,100,87.268,24.05,2.544,9.46,691.633,24.08
,noaa-buoy-201702.csv,3.984,,,,200,89.487,24.66,1.700,6.32,710.232,24.73
,noaa-buoy-201702.csv,3.984,,10,"[0, 103, 93, 53, 92, 323, 82, 'N', 128, 'N', 142, 68, 83, 'N', 13, 'N', 'N', 114, 71, 83, 118, 489, 126, 60, 'N', 'N', 132, 110, 153, 196, 73, 17, 'N', 'N', 131, 124, 241, 'N', 115, 85, 'N', 'N', 8, 'N', 'N', 'N', 47, 60, 'N', 46, 95, 319, 107, 312, 'N', 113]",5,163.743,45.12,26.880,100.0,1.279.099,44.53
,noaa-buoy-201702.csv,3.984,,,,10,105.304,29.02,15.666,58.28,822.800,28.65
,noaa-buoy-201702.csv,3.984,,,,25,67.086,18.49,7.260,27.01,525.462,18.29
,noaa-buoy-201702.csv,3.984,,,,50,56.500,15.57,4.140,15.4,443.894,15.45
,noaa-buoy-201702.csv,3.984,,,,100,53.337,14.7,2.544,9.46,420.187,14.63
,noaa-buoy-201702.csv,3.984,,,,200,53.643,14.78,1.700,6.32,423.480,14.74
,noaa-buoy-201702.csv,3.984,,15,"[0, 154, 140, 80, 138, 485, 124, 'N', 192, 'N', 212, 102, 124, 'N', 20, 'N', 'N', 171, 106, 125, 177, 733, 190, 89, 'N', 'N', 198, 165, 229, 294, 109, 25, 'N', 'N', 197, 186, 361, 'N', 173, 127, 'N', 'N', 12, 'N', 'N', 'N', 70, 90, 'N', 68, 142, 479, 160, 468, 'N', 170]",5,159.743,44.02,26.880,100.0,1.247.103,43.42
,noaa-buoy-201702.csv,3.984,,,,10,99.239,27.35,15.666,58.28,774.280,26.96
,noaa-buoy-201702.csv,3.984,,,,25,58.011,15.99,7.260,27.01,452.865,15.77
,noaa-buoy-201702.csv,3.984,,,,50,45.579,12.56,4.140,15.4,356.532,12.41
,noaa-buoy-201702.csv,3.984,,,,100,41.003,11.3,2.544,9.46,321.517,11.19
,noaa-buoy-201702.csv,3.984,,,,200,40.380,11.13,1.700,6.32,317.376,11.05
,noaa-buoy-201702.csv,3.984,,20,"[0, 205, 186, 107, 184, 647, 165, 'N', 256, 'N', 283, 136, 165, 'N', 26, 'N', 'N', 228, 142, 166, 236, 978, 253, 119, 'N', 'N', 264, 220, 306, 392, 146, 33, 'N', 'N', 263, 248, 481, 'N', 230, 170, 'N', 'N', 16, 'N', 'N', 'N', 93, 120, 'N', 91, 190, 638, 213, 624, 'N', 226]",5,158.024,43.54,26.880,100.0,1.233.347,42.94
,noaa-buoy-201702.csv,3.984,,,,10,96.304,26.54,15.666,58.28,750.800,26.14
,noaa-buoy-201702.csv,3.984,,,,25,53.633,14.78,7.260,27.01,417.837,14.55
,noaa-buoy-201702.csv,3.984,,,,50,40.022,11.03,4.140,15.4,312.070,10.86
,noaa-buoy-201702.csv,3.984,,,,100,34.646,9.55,2.544,9.46,270.664,9.42
,noaa-buoy-201702.csv,3.984,,,,200,33.468,9.22,1.700,6.32,262.080,9.12
,noaa-buoy-201702.csv,3.984,,30,"[0, 308, 280, 160, 277, 970, 247, 'N', 384, 'N', 425, 204, 248, 'N', 39, 'N', 'N', 343, 213, 249, 354, 1467, 379, 179, 'N', 'N', 396, 330, 458, 588, 218, 50, 'N', 'N', 394, 372, 722, 'N', 345, 254, 'N', 'N', 23, 'N', 'N', 'N', 140, 180, 'N', 137, 285, 957, 320, 936, 'N', 339]",5,156.805,43.21,26.880,100.0,1.223.600,42.6
,noaa-buoy-201702.csv,3.984,,,,10,94.151,25.94,15.666,58.28,733.580,25.54
,noaa-buoy-201702.csv,3.984,,,,25,50.084,13.8,7.260,27.01,389.445,13.56
,noaa-buoy-201702.csv,3.984,,,,50,35.473,9.77,4.140,15.4,275.682,9.6
,noaa-buoy-201702.csv,3.984,,,,100,29.080,8.01,2.544,9.46,226.136,7.87
,noaa-buoy-201702.csv,3.984,,,,200,27.165,7.49,1.700,6.32,211.656,7.37
NOAA-ADCP,noaa-adcp-201501.csv,744,CoderCA,0,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,597.323,100,5.000,100,4.688.220,100
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,10,609.579,102.05,2.898,57.96,4.788.368,102.14
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,25,630.063,105.48,1.320,26.4,4.953.817,105.67
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,50,660.616,110.6,736,14.72,5.198.832,110.89
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,100,693.839,116.16,432,8.64,5.464.913,116.57
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,200,728.104,121.89,250,5.0,5.739.220,122.42
NOAA-ADCP,noaa-adcp-201501.csv,744,,3,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 7, 6, 0, 8, 5, 0, 9, 5, 0, 9, 5, 0, 9, 5, 0, 9, 5, 0, 7, 5, 0, 6, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 4, 5, 0, 4, 5, 1, 4, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 5, 5, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 4, 4, 1, 4, 4, 1, 3, 3, 1, 3, 3, 0, 3, 3, 0, 2, 3, 0, 2, 3, 1, 1, 2, 1, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 6, 6, 0, 6, 6, 0, 6, 6, 0, 6, 6, 0, 6, 5, 0, 6, 5, 0, 6, 4, 0, 6, 4, 0, 5, 4, 0, 5, 3, 0, 5, 3, 0, 4, 2, 0, 4, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 4, 0, 7, 4, 0, 8, 4, 0, 8, 4, 0, 8, 3, 0, 8, 3, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 5, 0, 7, 5, 0, 7, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 7, 5, 0, 7, 5, 0, 6, 6, 0, 5, 6, 0, 5, 6, 0, 4, 6, 0, 4, 5, 0, 4, 5, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 2, 4, 0, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 3, 4, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 0, 2, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,571.174,95.62,5.000,100.0,4.479.030,95.54
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,10,581.687,97.38,2.898,57.96,4.565.232,97.38
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,25,600.427,100.52,1.320,26.4,4.716.735,100.61
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,50,629.238,105.34,736,14.72,4.947.804,105.54
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,100,660.717,110.61,432,8.64,5.199.939,110.91
NOAA-ADCP,noaa-adcp-201501.csv,744,,,,200,693.239,116.06,250,5.0,5.460.300,116.47
