Dataset,Filename,Column,,0 (%),,,1 (%),,,3 (%),,,5 (%),,,10 (%),,,15 (%),,,20 (%),,,30 (%),
,,,Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%)
IRKIS
,Global
,,VWC,APCA,40.52,20.32,APCA,42.28,18.35,APCA,50.62,12.37,APCA,59.86,6.77,APCA,71.73,3.07,APCA,75.33,2.22,APCA,77.21,1.71,APCA,80.28,1.21
NOAA-SST
,Global
,,SST,PCA,-8.64,60.84,APCA,32.71,28.12,APCA,49.42,13.64,APCA,60.11,8.88,APCA,68.29,4.63,APCA,73.53,3.15,APCA,76.95,2.39,APCA,78.54,1.72
NOAA-ADCP
,Global
,,Vel,PCA,-13.62,68.22,PCA,-9.22,68.22,APCA,2.08,66.8,APCA,10.48,61.07,APCA,25.57,48.44,APCA,31.35,40.9,APCA,35.08,34.9,APCA,40.41,25.93
SolarAnywhere
,Global
,,GHI,PCA,-6.42,77.65,APCA,0.53,76.1,APCA,5.62,71.39,APCA,10.34,67.2,APCA,19.4,58.52,APCA,25.58,52.41,APCA,31.11,47.03,APCA,40.97,37.78
,,DNI,PCA,-3.92,75.93,APCA,2.86,72.22,APCA,9.62,65.75,APCA,14.16,61.37,APCA,22.65,53.98,APCA,28.79,48.55,APCA,34.44,43.36,APCA,42.61,35.66
,,DHI,PCA,-5.68,77.66,PCA,-0.94,77.43,APCA,5.9,71.62,APCA,10.26,67.6,APCA,18.74,60.12,APCA,26.18,53.62,APCA,32.34,47.86,APCA,41.94,38.71
ElNino
,el-nino.csv
,,Lat,APCA,36.3,15.96,APCA,36.3,15.96,APCA,36.44,15.82,APCA,37.28,15.11,APCA,40.65,12.34,APCA,45.2,9.89,APCA,45.95,8.61,APCA,52.65,5.76
,,Long,APCA,36.28,17.36,APCA,36.44,17.05,APCA,40.39,13.04,APCA,42.54,11.75,APCA,47.32,8.65,APCA,51.76,6.56,APCA,56.53,4.93,APCA,70.89,2.37
,,Zonal Winds,PCA,-17.98,31.46,PCA,-17.98,31.46,PCA,-5.69,31.46,PCA,-0.33,31.46,APCA,13.02,27.36,APCA,23.75,23.5,APCA,30.33,20.54,APCA,36.58,16.44
,,Merid. Winds,PCA,-18.54,31.46,PCA,-18.54,31.46,PCA,-8.42,31.46,PCA,-5.4,31.46,APCA,7.32,29.16,APCA,17.59,25.86,APCA,23.75,23.33,APCA,32.07,19.15
,,Humidity,PCA,-14.26,23.1,PCA,-13.8,23.1,PCA,-9.89,23.1,PCA,-1.37,23.1,APCA,11.21,20.51,APCA,20.82,18.14,APCA,27.55,16.01,APCA,34.9,12.94
,,AirTemp,PCA,-10.78,32.68,PCA,-6.97,32.68,APCA,7.2,30.33,APCA,14.24,27.39,APCA,22.22,22.42,APCA,25.69,19.24,APCA,29.38,16.76,APCA,35.61,13.31
,,SST,PCA,-11.79,32.91,APCA,5.91,30.96,APCA,20.8,24.6,APCA,27.61,20.61,APCA,38.16,14.17,APCA,43.82,10.66,APCA,49.02,8.21,APCA,57.25,5.42
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,PCA,-14.77,100.04,PCA,-2.01,100.04,APCA,9.73,89.83,APCA,15.05,82.62,APCA,21.47,71.49,APCA,24.54,64.62,APCA,28.8,57.49,APCA,34.4,46.75
,,Long,PCA,-14.11,100.03,PCA,-0.93,100.03,APCA,13.12,85.91,APCA,18.88,77.5,APCA,25.0,65.06,APCA,30.37,55.38,APCA,33.5,48.72,APCA,39.63,38.74
,,Size,APCA,14.31,80.61,APCA,14.32,80.59,APCA,14.32,80.59,APCA,14.32,80.58,APCA,14.33,80.56,APCA,14.35,80.53,APCA,14.35,80.52,APCA,26.22,64.35
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,PCA,-11.92,100.05,APCA,14.36,85.43,APCA,24.78,70.63,APCA,26.95,65.17,APCA,32.22,54.17,APCA,36.77,46.78,APCA,39.67,41.95,APCA,45.69,33.48
,,Long,PCA,-10.92,100.11,APCA,16.95,82.12,APCA,27.03,65.09,APCA,30.68,57.66,APCA,37.96,45.55,APCA,41.04,39.88,APCA,43.82,34.84,APCA,48.34,28.41
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,PCA,-13.31,100.03,PCA,-1.57,100.03,APCA,10.63,88.74,APCA,15.85,81.29,APCA,22.19,69.82,APCA,25.5,62.44,APCA,29.32,56.18,APCA,33.96,47.15
,,Long,PCA,-12.56,100.03,APCA,4.62,95.41,APCA,16.42,80.29,APCA,19.94,73.21,APCA,25.42,62.06,APCA,29.79,54.33,APCA,32.74,48.52,APCA,37.96,39.73
,,Speed,APCA,1.94,98.1,APCA,35.31,43.82,APCA,49.27,28.02,APCA,45.76,23.98,APCA,58.2,15.71,APCA,64.93,12.29,APCA,68.48,10.33,APCA,73.05,8.21
