DELTA:,00:10:00
DATASET:,NOAA-2016
FIRST_TIMESTAMP:,2016-01-01 00:00:00
LAST_TIMESTAMP:,2016-12-31 23:50:00
FILENAME:,TAO_T8N155W_R_SST_10min.ascii
Timestamp,Missing,SST,Q,M
0,0,28.105,2,R
1,0,28.105,2,R
2,0,28.105,2,R
3,0,28.106,2,R
4,0,28.100,2,R
5,0,28.101,2,R
6,0,28.105,2,R
7,0,28.106,2,R
8,0,28.102,2,R
9,0,28.106,2,R
10,0,28.108,2,R
11,0,28.114,2,R
12,0,28.115,2,R
13,0,28.119,2,R
14,0,28.119,2,R
15,0,28.121,2,R
16,0,28.122,2,R
17,0,28.127,2,R
18,0,28.131,2,R
19,0,28.129,2,R
20,0,28.133,2,R
21,0,28.130,2,R
22,0,28.139,2,R
23,0,28.139,2,R
24,0,28.132,2,R
25,0,28.140,2,R
26,0,28.149,2,R
27,0,28.151,2,R
28,0,28.155,2,R
29,0,28.160,2,R
30,0,28.158,2,R
31,0,28.154,2,R
32,0,28.159,2,R
33,0,28.167,2,R
34,0,28.163,2,R
35,0,28.156,2,R
36,0,28.157,2,R
37,0,28.146,2,R
38,0,28.146,2,R
39,0,28.147,2,R
40,0,28.150,2,R
41,0,28.150,2,R
42,0,28.148,2,R
43,0,28.141,2,R
44,0,28.141,2,R
45,0,28.134,2,R
46,0,28.134,2,R
47,0,28.135,2,R
48,0,28.135,2,R
49,0,28.130,2,R
50,0,28.125,2,R
51,0,28.138,2,R
52,0,28.132,2,R
53,0,28.132,2,R
54,0,28.121,2,R
55,0,28.130,2,R
56,0,28.118,2,R
57,0,28.128,2,R
58,0,28.117,2,R
59,0,28.119,2,R
60,0,28.119,2,R
61,0,28.123,2,R
62,0,28.114,2,R
63,0,28.119,2,R
64,0,28.119,2,R
65,0,28.117,2,R
66,0,28.116,2,R
67,0,28.118,2,R
68,0,28.119,2,R
69,0,28.122,2,R
70,0,28.120,2,R
71,0,28.122,2,R
72,0,28.114,2,R
73,0,28.119,2,R
74,0,28.109,2,R
75,0,28.105,2,R
76,0,28.107,2,R
77,0,28.112,2,R
78,0,28.098,2,R
79,0,28.100,2,R
80,0,28.096,2,R
81,0,28.089,2,R
82,0,28.100,2,R
83,0,28.100,2,R
84,0,28.097,2,R
85,0,28.099,2,R
86,0,28.097,2,R
87,0,28.079,2,R
88,0,28.072,2,R
89,0,28.070,2,R
90,0,28.065,2,R
91,0,28.065,2,R
92,0,28.067,2,R
