Dataset,Filename,Coder,0,3,5,10,15,20,30,,0,3,5,10,15,20,30
ElNino,el-nino.csv,
,,CoderPCA,25,25,25,25,25,25,25,,36.54,36.3,35.42,30.35,25.87,23.25,18.91
,,CoderAPCA,50,50,100,100,200,200,200,,19.45,19.28,18.36,14.58,11.54,9.9,6.58
,,CoderCA,50,50,50,50,100,100,100,,30.36,30.18,29.17,24.84,20.79,18.5,13.82
