Dataset,Filename,Coder,0,3,5,10,15,20,30,,0,3,5,10,15,20,30
NOAA-SPC-tornado,noaa_spc-tornado.csv,
,,CoderPCA,200,5,5,5,5,5,5,,100.04,94.77,87.9,78.0,72.07,66.55,57.59
,,CoderAPCA,5,5,5,10,10,25,25,,118.37,67.55,60.21,47.15,41.2,36.12,28.95
,,CoderCA,5,5,5,5,10,10,25,,122.47,97.57,91.16,80.33,72.48,66.15,57.03
