Dataset,Filename,Coder,0,3,5,10,15,20,30,,0,3,5,10,15,20,30
SolarAnywhere,solar-anywhere-2011.csv,
,,CoderPCA,5,5,5,5,5,5,5,,80.72,76.39,75.64,73.98,72.58,70.89,67.46
,,CoderAPCA,5,10,10,25,25,25,25,,86.53,75.86,72.2,64.19,57.2,51.35,41.59
,,CoderCA,10,10,10,10,10,10,10,,95.66,87.31,84.3,78.93,74.38,70.63,63.86
