Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,25,46.629,9.46,7.410,9.92,361.655,9.36
,,,,,,50,29.674,6.02,4.280,5.73,229.146,5.93
,,,,,,100,21.903,4.44,2.706,3.62,168.554,4.36
,,,,,,200,19.033,3.86,1.890,2.53,146.408,3.79
,,,,20,"[0, 201, 199, 163, 221, 208, 190, 'N', 339, 'N', 'N', 21, 143, 'N', 243, 123, 'N', 206, 260, 15, 316, 357, 232, 172, 'N', 358, 'N', 207, 93, 403, 60, 248, 'N', 28, 231, 278, 250, 'N', 238, 29, 'N', 'N', 288, 'N', 'N', 'N', 19, 137, 'N', 212, 141, 894, 414, 1117, 'N', 242]",5,182.884,37.1,32.930,44.1,1.426.179,36.9
,,,,,,10,98.258,19.93,17.366,23.26,764.736,19.79
,,,,,,25,45.670,9.26,7.410,9.92,353.985,9.16
,,,,,,50,28.336,5.75,4.280,5.73,218.446,5.65
,,,,,,100,20.155,4.09,2.706,3.62,154.569,4.0
,,,,,,200,16.805,3.41,1.890,2.53,128.584,3.33
,,,,30,"[0, 302, 299, 244, 332, 313, 286, 'N', 509, 'N', 'N', 32, 215, 'N', 365, 184, 'N', 308, 390, 22, 474, 536, 347, 258, 'N', 536, 'N', 310, 140, 604, 89, 372, 'N', 42, 347, 417, 375, 'N', 357, 43, 'N', 'N', 432, 'N', 'N', 'N', 28, 206, 'N', 318, 211, 1341, 622, 1675, 'N', 364]",5,182.710,37.06,32.930,44.1,1.424.789,36.86
,,,,,,10,97.884,19.86,17.366,23.26,761.744,19.71
,,,,,,25,45.079,9.14,7.410,9.92,349.260,9.04
,,,,,,50,27.509,5.58,4.280,5.73,211.828,5.48
,,,,,,100,18.966,3.85,2.706,3.62,145.062,3.75
,,,,,,200,15.196,3.08,1.890,2.53,115.712,2.99
,noaa-buoy-201702.csv,3.984,CoderBasic,,,,447.201,100,67.728,100,3.505.920,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 'N', 0, 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 0, 0, 0, 0, 0, 0, 'N', 'N', 0, 0, 0, 'N', 0, 0, 'N', 'N', 0, 'N', 'N', 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 'N', 0]",5,338.451,75.68,29.731,43.9,2.673.915,76.27
,,,,,,10,326.355,72.98,15.563,22.98,2.591.312,73.91
,,,,,,25,321.998,72.0,6.591,9.73,2.565.426,73.17
,,,,,,50,326.118,72.92,3.680,5.43,2.601.298,74.2
,,,,,,100,332.363,74.32,2.173,3.21,2.652.768,75.67
,,,,,,200,339.725,75.97,1.428,2.11,2.712.408,77.37
,,,,3,"[0, 31, 28, 16, 28, 97, 25, 'N', 38, 'N', 42, 20, 25, 'N', 4, 'N', 'N', 34, 21, 25, 35, 147, 38, 18, 'N', 'N', 40, 33, 46, 59, 22, 5, 'N', 'N', 39, 37, 72, 'N', 35, 25, 'N', 'N', 2, 'N', 'N', 'N', 14, 18, 'N', 14, 28, 96, 32, 94, 'N', 34]",5,184.435,41.24,29.731,43.9,1.441.786,41.12
,,,,,,10,119.522,26.73,15.563,22.98,936.648,26.72
,,,,,,25,84.395,18.87,6.591,9.73,664.606,18.96
,,,,,,50,76.304,17.06,3.680,5.43,602.790,17.19
,,,,,,100,74.287,16.61,2.173,3.21,588.157,16.78
,,,,,,200,74.756,16.72,1.428,2.11,592.656,16.9
,,,,5,"[0, 51, 47, 27, 46, 162, 41, 'N', 64, 'N', 71, 34, 41, 'N', 7, 'N', 'N', 57, 35, 42, 59, 244, 63, 30, 'N', 'N', 66, 55, 76, 98, 36, 8, 'N', 'N', 66, 62, 120, 'N', 58, 42, 'N', 'N', 4, 'N', 'N', 'N', 23, 30, 'N', 23, 47, 160, 53, 156, 'N', 57]",5,175.718,39.29,29.731,43.9,1.372.050,39.14
,,,,,,10,105.729,23.64,15.563,22.98,826.304,23.57
,,,,,,25,65.719,14.7,6.591,9.73,515.201,14.7
,,,,,,50,54.995,12.3,3.680,5.43,432.320,12.33
,,,,,,100,51.532,11.52,2.173,3.21,406.116,11.58
,,,,,,200,51.189,11.45,1.428,2.11,404.120,11.53
,,,,10,"[0, 103, 93, 53, 92, 323, 82, 'N', 128, 'N', 142, 68, 83, 'N', 13, 'N', 'N', 114, 71, 83, 118, 489, 126, 60, 'N', 'N', 132, 110, 153, 196, 73, 17, 'N', 'N', 131, 124, 241, 'N', 115, 85, 'N', 'N', 8, 'N', 'N', 'N', 47, 60, 'N', 46, 95, 319, 107, 312, 'N', 113]",5,169.577,37.92,29.731,43.9,1.322.921,37.73
,,,,,,10,95.896,21.44,15.563,22.98,747.640,21.33
,,,,,,25,51.588,11.54,6.591,9.73,402.153,11.47
,,,,,,50,38.246,8.55,3.680,5.43,298.326,8.51
,,,,,,100,32.903,7.36,2.173,3.21,257.089,7.33
,,,,,,200,31.474,7.04,1.428,2.11,246.400,7.03
,,,,15,"[0, 154, 140, 80, 138, 485, 124, 'N', 192, 'N', 212, 102, 124, 'N', 20, 'N', 'N', 171, 106, 125, 177, 733, 190, 89, 'N', 'N', 198, 165, 229, 294, 109, 25, 'N', 'N', 197, 186, 361, 'N', 173, 127, 'N', 'N', 12, 'N', 'N', 'N', 70, 90, 'N', 68, 142, 479, 160, 468, 'N', 170]",5,168.019,37.57,29.731,43.9,1.310.454,37.38
,,,,,,10,93.247,20.85,15.563,22.98,726.452,20.72
,,,,,,25,47.414,10.6,6.591,9.73,368.760,10.52
,,,,,,50,32.997,7.38,3.680,5.43,256.332,7.31
,,,,,,100,26.861,6.01,2.173,3.21,208.751,5.95
,,,,,,200,24.873,5.56,1.428,2.11,193.592,5.52
,,,,20,"[0, 205, 186, 107, 184, 647, 165, 'N', 256, 'N', 283, 136, 165, 'N', 26, 'N', 'N', 228, 142, 166, 236, 978, 253, 119, 'N', 'N', 264, 220, 306, 392, 146, 33, 'N', 'N', 263, 248, 481, 'N', 230, 170, 'N', 'N', 16, 'N', 'N', 'N', 93, 120, 'N', 91, 190, 638, 213, 624, 'N', 226]",5,167.403,37.43,29.731,43.9,1.305.532,37.24
,,,,,,10,92.218,20.62,15.563,22.98,718.220,20.49
,,,,,,25,46.009,10.29,6.591,9.73,357.518,10.2
,,,,,,50,31.082,6.95,3.680,5.43,241.012,6.87
,,,,,,100,24.428,5.46,2.173,3.21,189.285,5.4
,,,,,,200,22.082,4.94,1.428,2.11,171.264,4.88
,,,,30,"[0, 308, 280, 160, 277, 970, 247, 'N', 384, 'N', 425, 204, 248, 'N', 39, 'N', 'N', 343, 213, 249, 354, 1467, 379, 179, 'N', 'N', 396, 330, 458, 588, 218, 50, 'N', 'N', 394, 372, 722, 'N', 345, 254, 'N', 'N', 23, 'N', 'N', 'N', 140, 180, 'N', 137, 285, 957, 320, 936, 'N', 339]",5,167.042,37.35,29.731,43.9,1.302.643,37.16
,,,,,,10,91.541,20.47,15.563,22.98,712.804,20.33
,,,,,,25,44.878,10.04,6.591,9.73,348.469,9.94
,,,,,,50,29.554,6.61,3.680,5.43,228.786,6.53
,,,,,,100,22.340,5.0,2.173,3.21,172.586,4.92
,,,,,,200,19.533,4.37,1.428,2.11,150.872,4.3
,noaa-buoy-201703.csv,4.362,CoderBasic,,,,489.585,100,74.154,100,3.838.560,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 'N', 0, 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 0, 0, 0, 0, 0, 0, 'N', 'N', 0, 0, 'N', 'N', 0, 0, 'N', 'N', 0, 'N', 'N', 'N', 0, 'N', 'N', 0, 0, 0, 0, 0, 'N', 0]",5,358.337,73.19,32.893,44.36,2.829.836,73.72
,,,,,,10,343.075,70.07,17.480,23.57,2.723.156,70.94
,,,,,,25,336.753,68.78,7.800,10.52,2.682.264,69.88
,,,,,,50,340.481,69.54,4.640,6.26,2.715.246,70.74
,,,,,,100,346.663,70.81,2.993,4.04,2.766.347,72.07
,,,,,,200,354.144,72.34,2.058,2.78,2.827.128,73.65
,,,,3,"[0, 32, 28, 33, 21, 36, 36, 'N', 33, 'N', 48, 38, 5, 'N', 2, 'N', 'N', 36, 13, 26, 42, 21, 39, 22, 'N', 'N', 33, 26, 0, 20, 4, 4, 'N', 'N', 30, 28, 'N', 'N', 26, 10, 'N', 'N', 6, 'N', 'N', 'N', 3, 'N', 'N', 26, 52, 129, 64, 148, 'N', 4]",5,202.411,41.34,32.893,44.36,1.582.430,41.22
,,,,,,10,136.465,27.87,17.480,23.57,1.070.280,27.88
,,,,,,25,102.063,20.85,7.800,10.52,804.737,20.96
,,,,,,50,94.374,19.28,4.640,6.26,746.388,19.44
,,,,,,100,92.929,18.98,2.993,4.04,736.477,19.19
,,,,,,200,93.758,19.15,2.058,2.78,744.040,19.38
,,,,5,"[0, 54, 47, 55, 35, 59, 59, 'N', 55, 'N', 80, 63, 9, 'N', 4, 'N', 'N', 61, 21, 44, 70, 36, 66, 36, 'N', 'N', 54, 44, 0, 33, 6, 7, 'N', 'N', 50, 47, 'N', 'N', 44, 17, 'N', 'N', 10, 'N', 'N', 'N', 5, 'N', 'N', 44, 86, 215, 107, 246, 'N', 7]",5,190.636,38.94,32.893,44.36,1.488.232,38.77
,,,,,,10,117.170,23.93,17.480,23.57,915.920,23.86
,,,,,,25,75.876,15.5,7.800,10.52,595.248,15.51
,,,,,,50,65.491,13.38,4.640,6.26,515.328,13.43
,,,,,,100,62.303,12.73,2.993,4.04,491.468,12.8
,,,,,,200,62.258,12.72,2.058,2.78,492.040,12.82
,,,,10,"[0, 107, 94, 110, 69, 118, 119, 'N', 110, 'N', 160, 126, 18, 'N', 8, 'N', 'N', 122, 42, 87, 139, 71, 131, 73, 'N', 'N', 109, 88, 0, 66, 12, 13, 'N', 'N', 101, 94, 'N', 'N', 88, 34, 'N', 'N', 19, 'N', 'N', 'N', 10, 'N', 'N', 87, 172, 429, 213, 492, 'N', 14]",5,182.892,37.36,32.893,44.36,1.426.283,37.16
,,,,,,10,104.157,21.27,17.480,23.57,811.816,21.15
,,,,,,25,56.890,11.62,7.800,10.52,443.355,11.55
,,,,,,50,42.937,8.77,4.640,6.26,334.890,8.72
,,,,,,100,37.752,7.71,2.993,4.04,295.060,7.69
,,,,,,200,36.528,7.46,2.058,2.78,286.200,7.46
,,,,15,"[0, 161, 141, 164, 104, 178, 178, 'N', 164, 'N', 240, 189, 27, 'N', 12, 'N', 'N', 182, 63, 131, 209, 107, 197, 109, 'N', 'N', 163, 132, 0, 99, 18, 20, 'N', 'N', 151, 141, 'N', 'N', 132, 50, 'N', 'N', 29, 'N', 'N', 'N', 14, 'N', 'N', 131, 258, 644, 320, 738, 'N', 20]",5,181.086,36.99,32.893,44.36,1.411.835,36.78
,,,,,,10,101.008,20.63,17.480,23.57,786.624,20.49
,,,,,,25,51.950,10.61,7.800,10.52,403.840,10.52
,,,,,,50,36.723,7.5,4.640,6.26,285.180,7.43
,,,,,,100,30.316,6.19,2.993,4.04,235.571,6.14
,,,,,,200,28.431,5.81,2.058,2.78,221.424,5.77
,,,,20,"[0, 215, 189, 219, 138, 237, 237, 'N', 219, 'N', 320, 253, 36, 'N', 16, 'N', 'N', 243, 84, 174, 279, 142, 263, 146, 'N', 'N', 217, 177, 0, 131, 24, 27, 'N', 'N', 201, 187, 'N', 'N', 176, 67, 'N', 'N', 38, 'N', 'N', 'N', 19, 'N', 'N', 174, 344, 859, 426, 984, 'N', 27]",5,180.383,36.84,32.893,44.36,1.406.206,36.63
,,,,,,10,99.766,20.38,17.480,23.57,776.684,20.23
,,,,,,25,49.966,10.21,7.800,10.52,387.962,10.11
,,,,,,50,34.080,6.96,4.640,6.26,264.034,6.88
,,,,,,100,27.106,5.54,2.993,4.04,209.888,5.47
,,,,,,200,24.777,5.06,2.058,2.78,192.192,5.01
,,,,30,"[0, 322, 283, 329, 208, 355, 356, 'N', 329, 'N', 481, 379, 54, 'N', 24, 'N', 'N', 365, 125, 261, 418, 214, 394, 219, 'N', 'N', 326, 265, 0, 197, 36, 40, 'N', 'N', 302, 281, 'N', 'N', 263, 101, 'N', 'N', 57, 'N', 'N', 'N', 29, 'N', 'N', 262, 515, 1288, 640, 1476, 'N', 41]",5,179.945,36.75,32.893,44.36,1.402.703,36.54
,,,,,,10,98.925,20.21,17.480,23.57,769.956,20.06
,,,,,,25,48.635,9.93,7.800,10.52,377.317,9.83
,,,,,,50,32.194,6.58,4.640,6.26,248.952,6.49
,,,,,,100,24.503,5.0,2.993,4.04,189.071,4.93
,,,,,,200,21.641,4.42,2.058,2.78,167.104,4.35
,noaa-buoy-201704.csv,4.290,CoderBasic,,,,481.512,100,72.930,100,3.775.200,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 0, 0, 0, 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 0, 0, 'N', 0, 0, 0, 'N', 'N', 0, 0, 'N', 'N', 0, 0, 'N', 'N', 0, 'N', 'N', 'N', 0, 'N', 'N', 0, 0, 0, 0, 0, 'N', 0]",5,334.379,69.44,31.931,43.78,2.639.134,69.91
,,,,,,10,316.371,65.7,16.606,22.77,2.510.396,66.5
,,,,,,25,308.007,63.97,6.942,9.52,2.453.152,64.98
,,,,,,50,310.461,64.48,3.760,5.16,2.475.962,65.58
,,,,,,100,315.625,65.55,2.132,2.92,2.518.903,66.72
,,,,,,200,322.244,66.92,1.344,1.84,2.572.648,68.15
,,,,3,"[0, 39, 37, 42, 28, 17, 25, 'N', 'N', 'N', 47, 38, 30, 'N', 'N', 'N', 'N', 33, 41, 46, 33, 80, 33, 'N', 'N', 'N', 15, 32, 'N', 3, 3, 3, 'N', 'N', 27, 28, 'N', 'N', 58, 41, 'N', 'N', 27, 'N', 'N', 'N', 4, 'N', 'N', 5, 129, 129, 77, 64, 'N', 5]",5,192.475,39.97,31.931,43.78,1.503.902,39.84
,,,,,,10,128.090,26.6,16.606,22.77,1.004.152,26.6
,,,,,,25,93.727,19.47,6.942,9.52,738.908,19.57
,,,,,,50,85.607,17.78,3.760,5.16,677.134,17.94
,,,,,,100,83.512,17.34,2.132,2.92,661.997,17.54
,,,,,,200,83.990,17.44,1.344,1.84,666.616,17.66
,,,,5,"[0, 64, 62, 70, 47, 29, 41, 'N', 'N', 'N', 78, 63, 50, 'N', 'N', 'N', 'N', 55, 68, 76, 56, 133, 55, 'N', 'N', 'N', 25, 54, 'N', 6, 5, 5, 'N', 'N', 45, 46, 'N', 'N', 97, 69, 'N', 'N', 44, 'N', 'N', 'N', 7, 'N', 'N', 8, 214, 215, 128, 106, 'N', 8]",5,181.673,37.73,31.931,43.78,1.417.488,37.55
,,,,,,10,110.667,22.98,16.606,22.77,864.768,22.91
,,,,,,25,70.490,14.64,6.942,9.52,553.012,14.65
,,,,,,50,59.819,12.42,3.760,5.16,470.832,12.47
,,,,,,100,56.327,11.7,2.132,2.92,444.523,11.77
,,,,,,200,55.943,11.62,1.344,1.84,442.240,11.71
,,,,10,"[0, 128, 125, 140, 94, 58, 83, 'N', 'N', 'N', 156, 125, 100, 'N', 'N', 'N', 'N', 110, 137, 153, 111, 266, 109, 'N', 'N', 'N', 51, 107, 'N', 12, 10, 10, 'N', 'N', 91, 92, 'N', 'N', 195, 138, 'N', 'N', 89, 'N', 'N', 'N', 14, 'N', 'N', 15, 429, 429, 255, 212, 'N', 17]",5,174.973,36.34,31.931,43.78,1.363.889,36.13
,,,,,,10,98.952,20.55,16.606,22.77,771.048,20.42
,,,,,,25,53.330,11.08,6.942,9.52,415.738,11.01
,,,,,,50,39.712,8.25,3.760,5.16,309.974,8.21
,,,,,,100,34.333,7.13,2.132,2.92,268.568,7.11
,,,,,,200,32.903,6.83,1.344,1.84,257.920,6.83
,,,,15,"[0, 193, 187, 210, 141, 86, 124, 'N', 'N', 'N', 234, 188, 150, 'N', 'N', 'N', 'N', 165, 205, 229, 167, 400, 164, 'N', 'N', 'N', 76, 161, 'N', 17, 16, 16, 'N', 'N', 136, 138, 'N', 'N', 292, 207, 'N', 'N', 133, 'N', 'N', 'N', 21, 'N', 'N', 23, 643, 644, 383, 318, 'N', 25]",5,173.530,36.04,31.931,43.78,1.352.349,35.82
,,,,,,10,96.539,20.05,16.606,22.77,751.744,19.91
,,,,,,25,49.452,10.27,6.942,9.52,384.712,10.19
,,,,,,50,34.623,7.19,3.760,5.16,269.262,7.13
,,,,,,100,28.256,5.87,2.132,2.92,219.955,5.83
,,,,,,200,26.216,5.44,1.344,1.84,204.424,5.41
,,,,20,"[0, 257, 249, 280, 187, 115, 165, 'N', 'N', 'N', 312, 251, 200, 'N', 'N', 'N', 'N', 220, 274, 306, 223, 533, 218, 'N', 'N', 'N', 101, 214, 'N', 23, 21, 21, 'N', 'N', 182, 184, 'N', 'N', 390, 276, 'N', 'N', 177, 'N', 'N', 'N', 28, 'N', 'N', 30, 857, 858, 510, 423, 'N', 33]",5,173.036,35.94,31.931,43.78,1.348.395,35.72
,,,,,,10,95.728,19.88,16.606,22.77,745.256,19.74
,,,,,,25,48.116,9.99,6.942,9.52,374.019,9.91
,,,,,,50,32.781,6.81,3.760,5.16,254.524,6.74
,,,,,,100,25.974,5.39,2.132,2.92,201.696,5.34
,,,,,,200,23.505,4.88,1.344,1.84,182.736,4.84
,,,,30,"[0, 385, 374, 420, 281, 173, 248, 'N', 'N', 'N', 468, 376, 300, 'N', 'N', 'N', 'N', 330, 411, 459, 334, 799, 328, 'N', 'N', 'N', 152, 321, 'N', 35, 31, 31, 'N', 'N', 272, 276, 'N', 'N', 585, 415, 'N', 'N', 266, 'N', 'N', 'N', 42, 'N', 'N', 46, 1286, 1287, 765, 635, 'N', 50]",5,172.776,35.88,31.931,43.78,1.346.311,35.66
,,,,,,10,95.276,19.79,16.606,22.77,741.636,19.64
,,,,,,25,47.331,9.83,6.942,9.52,367.740,9.74
,,,,,,50,31.543,6.55,3.760,5.16,244.622,6.48
,,,,,,100,24.126,5.01,2.132,2.92,186.915,4.95
,,,,,,200,21.205,4.4,1.344,1.84,164.336,4.35
,noaa-buoy-201705.csv,4.272,CoderBasic,,,,479.493,100,72.624,100,3.759.360,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 0, 0, 0, 'N', 0, 'N', 'N', 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 0, 0, 'N', 0, 0, 0, 'N', 'N', 0, 0, 'N', 'N', 0, 0, 'N', 'N', 0, 'N', 'N', 'N', 0, 'N', 'N', 0, 0, 0, 0, 'N', 'N', 0]",5,310.446,64.74,31.857,43.87,2.447.747,65.11
,,,,,,10,288.772,60.22,16.606,22.87,2.289.608,60.9
,,,,,,25,277.602,57.89,6.981,9.61,2.209.872,58.78
,,,,,,50,278.586,58.1,3.840,5.29,2.220.882,59.08
,,,,,,100,282.533,58.92,2.255,3.11,2.254.042,59.96
,,,,,,200,288.103,60.08,1.470,2.02,2.299.392,61.16
,,,,3,"[0, 29, 32, 38, 22, 29, 16, 'N', 'N', 'N', 32, 30, 39, 'N', 2, 'N', 'N', 24, 25, 24, 30, 92, 'N', 'N', 'N', 'N', 33, 24, 'N', 14, 14, 19, 'N', 'N', 34, 4, 'N', 'N', 110, 39, 'N', 'N', 24, 'N', 'N', 'N', 6, 'N', 'N', 42, 140, 107, 153, 'N', 'N', 14]",5,175.540,36.61,31.857,43.87,1.368.499,36.4
,,,,,,10,107.321,22.38,16.606,22.87,838.000,22.29
,,,,,,25,67.927,14.17,6.981,9.61,532.469,14.16
,,,,,,50,57.487,11.99,3.840,5.29,452.090,12.03
,,,,,,100,53.903,11.24,2.255,3.11,425.003,11.31
,,,,,,200,53.311,11.12,1.470,2.02,421.056,11.2
,,,,5,"[0, 49, 53, 63, 36, 48, 26, 'N', 'N', 'N', 53, 49, 66, 'N', 4, 'N', 'N', 40, 42, 40, 51, 153, 'N', 'N', 'N', 'N', 55, 40, 'N', 23, 23, 32, 'N', 'N', 57, 7, 'N', 'N', 183, 65, 'N', 'N', 40, 'N', 'N', 'N', 10, 'N', 'N', 69, 233, 179, 255, 'N', 'N', 23]",5,170.097,35.47,31.857,43.87,1.324.952,35.24
,,,,,,10,98.025,20.44,16.606,22.87,763.632,20.31
,,,,,,25,54.945,11.46,6.981,9.61,428.617,11.4
,,,,,,50,42.440,8.85,3.840,5.29,331.714,8.82
,,,,,,100,37.711,7.86,2.255,3.11,295.472,7.86
,,,,,,200,36.524,7.62,1.470,2.02,286.760,7.63
,,,,10,"[0, 97, 106, 125, 73, 96, 52, 'N', 'N', 'N', 105, 99, 132, 'N', 8, 'N', 'N', 80, 83, 79, 101, 307, 'N', 'N', 'N', 'N', 111, 79, 'N', 47, 46, 63, 'N', 'N', 115, 15, 'N', 'N', 366, 130, 'N', 'N', 81, 'N', 'N', 'N', 20, 'N', 'N', 139, 465, 357, 511, 'N', 'N', 46]",5,167.415,34.92,31.857,43.87,1.303.498,34.67
,,,,,,10,93.362,19.47,16.606,22.87,726.324,19.32
,,,,,,25,47.582,9.92,6.981,9.61,369.715,9.83
,,,,,,50,33.153,6.91,3.840,5.29,257.420,6.85
,,,,,,100,26.850,5.6,2.255,3.11,208.579,5.55
,,,,,,200,24.827,5.18,1.470,2.02,193.184,5.14
,,,,15,"[0, 146, 158, 188, 109, 143, 79, 'N', 'N', 'N', 158, 148, 197, 'N', 12, 'N', 'N', 120, 125, 119, 152, 460, 'N', 'N', 'N', 'N', 166, 119, 'N', 70, 69, 95, 'N', 'N', 172, 22, 'N', 'N', 550, 195, 'N', 'N', 121, 'N', 'N', 'N', 29, 'N', 'N', 208, 698, 536, 766, 'N', 'N', 69]",5,166.896,34.81,31.857,43.87,1.299.346,34.56
,,,,,,10,92.475,19.29,16.606,22.87,719.228,19.13
,,,,,,25,46.209,9.64,6.981,9.61,358.727,9.54
,,,,,,50,31.242,6.52,3.840,5.29,242.132,6.44
,,,,,,100,24.334,5.07,2.255,3.11,188.457,5.01
,,,,,,200,21.834,4.55,1.470,2.02,169.240,4.5
,,,,20,"[0, 194, 211, 251, 146, 191, 105, 'N', 'N', 'N', 211, 197, 263, 'N', 16, 'N', 'N', 160, 166, 159, 203, 613, 'N', 'N', 'N', 'N', 221, 159, 'N', 94, 92, 127, 'N', 'N', 229, 30, 'N', 'N', 733, 260, 'N', 'N', 162, 'N', 'N', 'N', 39, 'N', 'N', 278, 930, 714, 1022, 'N', 'N', 92]",5,166.743,34.77,31.857,43.87,1.298.127,34.53
,,,,,,10,92.207,19.23,16.606,22.87,717.088,19.07
,,,,,,25,45.782,9.55,6.981,9.61,355.312,9.45
,,,,,,50,30.558,6.37,3.840,5.29,236.660,6.3
,,,,,,100,23.346,4.87,2.255,3.11,180.549,4.8
,,,,,,200,20.466,4.27,1.470,2.02,158.296,4.21
,,,,30,"[0, 291, 317, 376, 219, 287, 157, 'N', 'N', 'N', 316, 296, 395, 'N', 24, 'N', 'N', 240, 249, 238, 304, 920, 'N', 'N', 'N', 'N', 332, 238, 'N', 141, 139, 190, 'N', 'N', 344, 44, 'N', 'N', 1099, 391, 'N', 'N', 242, 'N', 'N', 'N', 59, 'N', 'N', 416, 1395, 1071, 1533, 'N', 'N', 139]",5,166.654,34.76,31.857,43.87,1.297.411,34.51
,,,,,,10,92.056,19.2,16.606,22.87,715.880,19.04
,,,,,,25,45.538,9.5,6.981,9.61,353.362,9.4
,,,,,,50,30.134,6.28,3.840,5.29,233.272,6.21
,,,,,,100,22.620,4.72,2.255,3.11,174.738,4.65
,,,,,,200,19.438,4.05,1.470,2.02,150.072,3.99
,noaa-buoy-201706.csv,4.248,CoderBasic,,,,476.802,100,72.216,100,3.738.240,100
,,,CoderPWLH,0,"[0, 0, 0, 0, 'N', 0, 0, 'N', 0, 0, 0, 0, 0, 'N', 'N', 'N', 0, 0, 0, 0, 'N', 0, 'N', 'N', 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 0, 0, 0, 0, 0, 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0]",5,340.032,71.32,31.840,44.09,2.684.456,71.81
,,,,,,10,323.334,67.81,16.779,23.23,2.565.932,68.64
,,,,,,25,316.418,66.36,7.215,9.99,2.520.167,67.42
,,,,,,50,319.571,67.02,4.120,5.71,2.548.484,68.17
,,,,,,100,325.252,68.22,2.542,3.52,2.595.512,69.43
,,,,,,200,332.241,69.68,1.764,2.44,2.652.200,70.95
,,,,3,"[0, 27, 39, 45, 'N', 96, 20, 'N', 33, 26, 26, 21, 6, 'N', 'N', 'N', 45, 21, 30, 10, 'N', 65, 'N', 'N', 10, 39, 25, 5, 'N', 31, 25, 3, 41, 35, 19, 6, 'N', 'N', 95, 41, 46, 37, 15, 'N', 'N', 'N', 14, 56, 34, 19, 20, 64, 78, 'N', 2, 37]",5,185.712,38.95,31.840,44.09,1.449.893,38.79
,,,,,,10,115.583,24.24,16.779,23.23,903.924,24.18
,,,,,,25,76.761,16.1,7.215,9.99,602.913,16.13
,,,,,,50,66.755,14.0,4.120,5.71,525.954,14.07
,,,,,,100,63.896,13.4,2.542,3.52,504.660,13.5
,,,,,,200,63.954,13.41,1.764,2.44,505.904,13.53
,,,,5,"[0, 45, 65, 75, 'N', 161, 34, 'N', 55, 43, 43, 36, 10, 'N', 'N', 'N', 74, 35, 50, 16, 'N', 108, 'N', 'N', 17, 65, 42, 8, 'N', 52, 41, 5, 69, 58, 32, 10, 'N', 'N', 159, 69, 77, 61, 25, 'N', 'N', 'N', 24, 94, 57, 32, 33, 107, 129, 'N', 4, 62]",5,179.831,37.72,31.840,44.09,1.402.848,37.53
,,,,,,10,105.647,22.16,16.779,23.23,824.432,22.05
,,,,,,25,62.377,13.08,7.215,9.99,487.838,13.05
,,,,,,50,50.045,10.5,4.120,5.71,392.274,10.49
,,,,,,100,45.698,9.58,2.542,3.52,359.081,9.61
,,,,,,200,44.927,9.42,1.764,2.44,353.688,9.46
,,,,10,"[0, 90, 130, 150, 'N', 321, 68, 'N', 111, 86, 87, 72, 19, 'N', 'N', 'N', 149, 71, 100, 33, 'N', 216, 'N', 'N', 33, 131, 83, 17, 'N', 104, 82, 11, 138, 115, 63, 19, 'N', 'N', 318, 138, 154, 122, 50, 'N', 'N', 'N', 48, 188, 114, 65, 67, 214, 259, 'N', 7, 125]",5,176.030,36.92,31.840,44.09,1.372.435,36.71
,,,,,,10,99.353,20.84,16.779,23.23,774.080,20.71
,,,,,,25,53.131,11.14,7.215,9.99,413.873,11.07
,,,,,,50,38.634,8.1,4.120,5.71,300.988,8.05
,,,,,,100,32.578,6.83,2.542,3.52,254.117,6.8
,,,,,,200,30.761,6.45,1.764,2.44,240.360,6.43
,,,,15,"[0, 135, 196, 225, 'N', 482, 101, 'N', 166, 128, 130, 107, 29, 'N', 'N', 'N', 223, 106, 150, 49, 'N', 324, 'N', 'N', 50, 196, 125, 25, 'N', 157, 123, 16, 206, 173, 95, 29, 'N', 'N', 477, 207, 231, 183, 76, 'N', 'N', 'N', 72, 282, 170, 97, 100, 321, 388, 'N', 11, 187]",5,175.162,36.74,31.840,44.09,1.365.489,36.53
,,,,,,10,97.841,20.52,16.779,23.23,761.984,20.38
,,,,,,25,50.802,10.65,7.215,9.99,395.236,10.57
,,,,,,50,35.661,7.48,4.120,5.71,277.204,7.42
,,,,,,100,28.955,6.07,2.542,3.52,225.135,6.02
,,,,,,200,26.621,5.58,1.764,2.44,207.240,5.54
