Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,30,"[0, 493, 'N', 404, 'N', 601, 242, 267, 762, 683, 435, 371, 258, 949, 354, 386, 'N', 275, 316, 307, 207, 853, 151, 57, 534, 599, 308, 410, 229, 998, 236, 459, 'N', 279, 239, 138, 269, 'N', 149, 'N', 190, 244, 468, 'N', 925, 148, 'N', 253, 206, 220, 351, 523, 240, 1640, 381, 266]",5,204.538,42.48,31.931,43.78,1.600.408,42.39
,,,,,,10,119.217,24.76,16.568,22.72,933.208,24.72
,,,,,,25,67.857,14.09,6.981,9.57,531.911,14.09
,,,,,,50,51.238,10.64,3.760,5.16,402.178,10.65
,,,,,,100,43.621,9.06,2.132,2.92,342.874,9.08
,,,,,,200,40.567,8.42,1.260,1.73,319.312,8.46
,noaa-buoy-201712.csv,4.410,CoderBasic,,,,494.967,100,74.970,100,3.880.800,100
,,,CoderPWLH,0,"[0, 0, 'N', 0, 'N', 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 0, 0, 0, 0, 'N', 0, 'N', 0, 0, 0, 'N', 0, 0, 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0]",5,422.724,85.4,32.930,43.92,3.344.902,86.19
,,,,,,10,417.694,84.39,17.214,22.96,3.320.376,85.56
,,,,,,25,419.326,84.72,7.332,9.78,3.343.315,86.15
,,,,,,50,427.510,86.37,4.080,5.44,3.412.038,87.92
,,,,,,100,437.316,88.35,2.419,3.23,3.492.142,89.99
,,,,,,200,447.987,90.51,1.638,2.18,3.578.296,92.21
,,,,3,"[0, 34, 'N', 33, 'N', 85, 'N', 46, 62, 50, 27, 43, 36, 74, 30, 12, 'N', 28, 32, 34, 1, 110, 22, 6, 33, 37, 21, 40, 37, 108, 21, 20, 'N', 35, 26, 24, 8, 'N', 26, 'N', 4, 24, 23, 'N', 20, 8, 'N', 'N', 17, 25, 4, 94, 15, 146, 5, 13]",5,218.500,44.14,32.930,43.92,1.711.105,44.09
,,,,,,10,148.101,29.92,17.214,22.96,1.163.628,29.98
,,,,,,25,111.207,22.47,7.332,9.78,878.364,22.63
,,,,,,50,103.490,20.91,4.080,5.44,819.878,21.13
,,,,,,100,102.589,20.73,2.419,3.23,814.331,20.98
,,,,,,200,104.224,21.06,1.638,2.18,828.192,21.34
,,,,5,"[0, 57, 'N', 54, 'N', 142, 'N', 77, 103, 83, 45, 72, 60, 124, 50, 20, 'N', 46, 53, 56, 2, 184, 36, 10, 56, 62, 36, 66, 62, 180, 35, 33, 'N', 58, 44, 40, 13, 'N', 44, 'N', 7, 39, 38, 'N', 34, 14, 'N', 'N', 28, 41, 6, 157, 25, 243, 9, 22]",5,208.810,42.19,32.930,43.92,1.633.587,42.09
,,,,,,10,131.798,26.63,17.214,22.96,1.033.204,26.62
,,,,,,25,88.588,17.9,7.332,9.78,697.410,17.97
,,,,,,50,77.392,15.64,4.080,5.44,611.092,15.75
,,,,,,100,74.506,15.05,2.419,3.23,589.663,15.19
,,,,,,200,75.125,15.18,1.638,2.18,595.400,15.34
,,,,10,"[0, 114, 'N', 108, 'N', 283, 'N', 154, 205, 167, 90, 145, 120, 247, 100, 40, 'N', 93, 107, 112, 4, 367, 72, 19, 111, 124, 71, 132, 124, 360, 70, 66, 'N', 116, 87, 80, 25, 'N', 87, 'N', 14, 79, 75, 'N', 67, 27, 'N', 'N', 56, 82, 12, 315, 49, 485, 17, 44]",5,203.713,41.16,32.930,43.92,1.592.812,41.04
,,,,,,10,123.361,24.92,17.214,22.96,965.708,24.88
,,,,,,25,75.868,15.33,7.332,9.78,595.650,15.35
,,,,,,50,61.596,12.44,4.080,5.44,484.728,12.49
,,,,,,100,56.411,11.4,2.419,3.23,444.906,11.46
,,,,,,200,55.780,11.27,1.638,2.18,440.640,11.35
,,,,15,"[0, 171, 'N', 163, 'N', 425, 'N', 231, 308, 250, 136, 217, 180, 371, 151, 61, 'N', 139, 160, 168, 5, 551, 108, 29, 167, 186, 107, 198, 185, 539, 104, 99, 'N', 174, 131, 120, 38, 'N', 131, 'N', 21, 118, 113, 'N', 101, 41, 'N', 'N', 83, 123, 18, 472, 74, 728, 26, 66]",5,202.644,40.94,32.930,43.92,1.584.261,40.82
,,,,,,10,121.527,24.55,17.214,22.96,951.036,24.51
,,,,,,25,73.100,14.77,7.332,9.78,573.505,14.78
,,,,,,50,58.036,11.73,4.080,5.44,456.246,11.76
,,,,,,100,51.903,10.49,2.419,3.23,408.844,10.54
,,,,,,200,50.489,10.2,1.638,2.18,398.312,10.26
,,,,20,"[0, 228, 'N', 217, 'N', 566, 'N', 308, 410, 334, 181, 290, 240, 494, 201, 81, 'N', 186, 213, 224, 7, 734, 144, 38, 222, 249, 143, 264, 247, 719, 139, 131, 'N', 232, 175, 160, 51, 'N', 175, 'N', 27, 157, 150, 'N', 135, 54, 'N', 'N', 111, 164, 24, 629, 98, 970, 34, 89]",5,202.267,40.86,32.930,43.92,1.581.241,40.75
,,,,,,10,120.912,24.43,17.214,22.96,946.116,24.38
,,,,,,25,72.172,14.58,7.332,9.78,566.084,14.59
,,,,,,50,56.749,11.47,4.080,5.44,445.948,11.49
,,,,,,100,50.149,10.13,2.419,3.23,394.813,10.17
,,,,,,200,48.215,9.74,1.638,2.18,380.120,9.79
,,,,30,"[0, 342, 'N', 325, 'N', 849, 'N', 463, 616, 500, 271, 434, 360, 741, 301, 121, 'N', 279, 320, 336, 11, 1102, 216, 58, 333, 373, 214, 396, 371, 1079, 209, 197, 'N', 348, 262, 240, 76, 'N', 262, 'N', 41, 236, 226, 'N', 202, 81, 'N', 'N', 167, 246, 36, 944, 147, 1455, 51, 133]",5,201.988,40.81,32.930,43.92,1.579.014,40.69
,,,,,,10,120.486,24.34,17.214,22.96,942.708,24.29
,,,,,,25,71.549,14.46,7.332,9.78,561.095,14.46
,,,,,,50,55.835,11.28,4.080,5.44,438.640,11.3
,,,,,,100,48.807,9.86,2.419,3.23,384.074,9.9
,,,,,,200,46.368,9.37,1.638,2.18,365.344,9.41
NOAA-ADCP,noaa-adcp-201501.csv,744,CoderBasic,,,,645.023,100,12.648,100,5.062.176,100
,,,CoderPWLH,0,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,544.148,84.36,5.550,43.88,4.262.274,84.2
,,,,,,10,538.586,83.5,2.888,22.83,4.220.440,83.37
,,,,,,25,541.310,83.92,1.209,9.56,4.243.907,83.84
,,,,,,50,554.118,85.91,640,5.06,4.346.940,85.87
,,,,,,100,569.596,88.31,369,2.92,4.471.039,88.32
,,,,,,200,586.117,90.87,210,1.66,4.603.364,90.94
,,,,3,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 7, 6, 0, 8, 5, 0, 9, 5, 0, 9, 5, 0, 9, 5, 0, 9, 5, 0, 7, 5, 0, 6, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 4, 5, 0, 4, 5, 1, 4, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 5, 5, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 4, 4, 1, 4, 4, 1, 3, 3, 1, 3, 3, 0, 3, 3, 0, 2, 3, 0, 2, 3, 1, 1, 2, 1, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 6, 6, 0, 6, 6, 0, 6, 6, 0, 6, 6, 0, 6, 5, 0, 6, 5, 0, 6, 4, 0, 6, 4, 0, 5, 4, 0, 5, 3, 0, 5, 3, 0, 4, 2, 0, 4, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 4, 0, 7, 4, 0, 8, 4, 0, 8, 4, 0, 8, 3, 0, 8, 3, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 5, 0, 7, 5, 0, 7, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 7, 5, 0, 7, 5, 0, 6, 6, 0, 5, 6, 0, 5, 6, 0, 4, 6, 0, 4, 5, 0, 4, 5, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 2, 4, 0, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 3, 4, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 0, 2, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,506.891,78.58,5.550,43.88,3.964.215,78.31
,,,,,,10,499.697,77.47,2.888,22.83,3.909.324,77.23
,,,,,,25,501.028,77.68,1.209,9.56,3.921.654,77.47
,,,,,,50,512.444,79.45,640,5.06,4.013.550,79.29
,,,,,,100,526.531,81.63,369,2.92,4.126.512,81.52
,,,,,,200,541.659,83.98,210,1.66,4.247.700,83.91
,,,,5,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 12, 9, 0, 14, 8, 0, 15, 8, 0, 16, 8, 0, 15, 8, 0, 15, 9, 0, 12, 9, 0, 11, 9, 0, 9, 9, 1, 8, 9, 1, 8, 8, 1, 7, 8, 1, 7, 8, 1, 6, 8, 1, 6, 8, 1, 5, 8, 1, 5, 8, 1, 5, 8, 1, 6, 8, 1, 6, 8, 1, 7, 8, 1, 7, 8, 1, 8, 8, 1, 8, 7, 1, 8, 7, 1, 9, 7, 1, 9, 7, 1, 9, 7, 1, 8, 6, 1, 8, 6, 1, 7, 6, 1, 6, 6, 1, 5, 6, 1, 5, 5, 1, 4, 5, 1, 4, 5, 1, 4, 4, 1, 2, 3, 1, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 10, 10, 0, 10, 10, 0, 10, 10, 0, 10, 9, 0, 10, 9, 0, 10, 8, 0, 10, 7, 1, 10, 7, 1, 9, 6, 1, 8, 5, 1, 8, 5, 1, 7, 4, 1, 6, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 3, 1, 5, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 3, 1, 2, 2, 1, 2, 3, 1, 1, 1, 0, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 11, 7, 1, 12, 6, 0, 13, 6, 0, 13, 6, 0, 13, 6, 0, 13, 6, 0, 12, 6, 0, 12, 6, 0, 11, 6, 0, 11, 7, 0, 11, 7, 0, 11, 8, 0, 12, 8, 0, 12, 8, 0, 13, 8, 0, 13, 8, 0, 13, 8, 0, 13, 8, 0, 12, 8, 0, 11, 9, 0, 10, 10, 0, 9, 10, 0, 8, 10, 0, 7, 10, 0, 6, 9, 0, 6, 8, 1, 5, 7, 1, 5, 7, 1, 4, 7, 1, 4, 7, 1, 4, 7, 1, 4, 7, 1, 4, 7, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 5, 6, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 6, 4, 1, 6, 4, 1, 6, 4, 1, 6, 3, 1, 6, 3, 1, 5, 3, 1, 4, 3, 1, 4, 2, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,484.286,75.08,5.550,43.88,3.783.372,74.74
,,,,,,10,475.412,73.7,2.888,22.83,3.715.044,73.39
,,,,,,25,475.870,73.78,1.209,9.56,3.720.388,73.49
,,,,,,50,486.416,75.41,640,5.06,3.805.326,75.17
,,,,,,100,499.633,77.46,369,2.92,3.911.330,77.27
,,,,,,200,513.892,79.67,210,1.66,4.025.560,79.52
,,,,10,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 24, 19, 0, 27, 17, 1, 30, 16, 1, 31, 16, 1, 31, 17, 1, 29, 18, 1, 25, 18, 1, 21, 18, 1, 18, 18, 1, 16, 17, 1, 15, 17, 1, 14, 17, 2, 13, 16, 2, 12, 16, 2, 11, 16, 2, 11, 15, 2, 10, 16, 2, 11, 16, 2, 11, 16, 2, 12, 16, 2, 13, 16, 2, 14, 16, 2, 15, 15, 2, 16, 15, 2, 16, 14, 2, 17, 14, 2, 17, 13, 2, 17, 13, 2, 16, 13, 2, 15, 13, 2, 14, 12, 2, 12, 12, 2, 11, 11, 2, 10, 11, 2, 9, 10, 2, 8, 10, 2, 8, 9, 2, 4, 6, 2, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 20, 20, 1, 20, 20, 1, 20, 20, 1, 20, 18, 1, 20, 17, 1, 20, 16, 1, 20, 15, 1, 19, 13, 1, 18, 12, 1, 17, 10, 1, 15, 9, 1, 14, 8, 1, 12, 8, 1, 11, 7, 2, 10, 7, 2, 10, 7, 2, 9, 7, 2, 9, 7, 2, 9, 6, 2, 9, 6, 2, 9, 6, 2, 9, 6, 2, 8, 6, 2, 8, 6, 2, 8, 6, 2, 8, 6, 2, 8, 5, 2, 8, 5, 2, 8, 6, 2, 8, 6, 2, 8, 6, 2, 8, 6, 2, 8, 5, 2, 8, 5, 2, 8, 5, 2, 8, 5, 2, 7, 5, 2, 7, 5, 2, 7, 5, 2, 6, 5, 2, 6, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 4, 5, 2, 4, 5, 2, 4, 5, 2, 3, 6, 1, 1, 3, 0, 1, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 22, 15, 1, 24, 13, 1, 27, 13, 1, 27, 12, 1, 26, 12, 1, 26, 12, 1, 25, 12, 1, 24, 12, 1, 23, 13, 1, 22, 13, 1, 22, 14, 1, 22, 15, 1, 24, 16, 1, 25, 16, 1, 26, 16, 1, 26, 16, 1, 26, 15, 1, 25, 16, 1, 24, 17, 1, 22, 18, 1, 20, 20, 1, 18, 21, 1, 15, 21, 1, 14, 20, 1, 12, 18, 1, 12, 16, 1, 11, 15, 1, 10, 14, 1, 8, 14, 1, 8, 14, 2, 7, 14, 2, 7, 13, 2, 8, 13, 2, 8, 13, 2, 8, 12, 2, 9, 12, 3, 9, 11, 3, 10, 11, 3, 10, 11, 3, 10, 10, 3, 10, 10, 3, 11, 9, 3, 11, 8, 3, 11, 8, 2, 11, 8, 2, 11, 8, 2, 12, 7, 2, 12, 7, 2, 11, 7, 2, 10, 6, 2, 8, 5, 2, 7, 3, 1, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,425.464,65.96,5.550,43.88,3.312.795,65.44
,,,,,,10,406.822,63.07,2.888,22.83,3.166.328,62.55
,,,,,,25,404.615,62.73,1.209,9.56,3.150.348,62.23
,,,,,,50,412.699,63.98,640,5.06,3.215.586,63.52
,,,,,,100,423.453,65.65,369,2.92,3.301.890,65.23
,,,,,,200,435.249,67.48,210,1.66,3.396.420,67.09
,,,,15,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 36, 28, 1, 41, 25, 1, 45, 24, 1, 47, 24, 1, 46, 25, 1, 44, 27, 1, 37, 27, 1, 32, 27, 1, 27, 26, 2, 24, 26, 2, 23, 25, 2, 21, 25, 2, 20, 25, 3, 18, 24, 3, 17, 23, 3, 16, 23, 3, 16, 23, 3, 16, 24, 3, 17, 24, 3, 18, 24, 3, 20, 24, 3, 21, 23, 3, 23, 23, 3, 24, 22, 3, 25, 21, 3, 26, 21, 3, 26, 20, 3, 26, 20, 3, 25, 19, 3, 23, 19, 3, 21, 18, 3, 19, 18, 3, 16, 17, 3, 15, 16, 2, 13, 15, 2, 12, 15, 2, 11, 13, 3, 7, 9, 3, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 29, 29, 1, 30, 31, 1, 30, 29, 1, 30, 28, 1, 30, 26, 1, 30, 24, 1, 30, 22, 2, 29, 20, 2, 27, 18, 2, 25, 16, 2, 23, 14, 2, 20, 12, 2, 18, 11, 2, 16, 11, 2, 15, 11, 2, 15, 11, 2, 14, 11, 3, 14, 10, 3, 14, 10, 3, 13, 9, 3, 13, 9, 3, 13, 9, 3, 13, 9, 3, 12, 9, 4, 12, 8, 4, 12, 8, 4, 12, 8, 4, 11, 8, 4, 11, 8, 3, 11, 8, 3, 11, 8, 3, 12, 8, 3, 12, 8, 3, 12, 8, 3, 12, 8, 3, 11, 8, 3, 11, 8, 3, 11, 8, 3, 10, 8, 3, 9, 8, 3, 9, 7, 3, 8, 7, 3, 8, 7, 3, 7, 7, 3, 7, 7, 3, 6, 7, 3, 6, 8, 3, 6, 7, 3, 5, 9, 2, 2, 4, 1, 1, 2, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 34, 22, 2, 36, 19, 1, 40, 19, 1, 40, 18, 1, 40, 17, 1, 39, 17, 1, 37, 18, 1, 36, 18, 1, 34, 19, 1, 33, 20, 1, 33, 21, 1, 33, 23, 1, 35, 24, 1, 37, 24, 1, 39, 24, 1, 39, 24, 1, 39, 23, 1, 38, 23, 1, 36, 25, 1, 33, 27, 1, 30, 30, 1, 27, 31, 1, 23, 31, 1, 20, 30, 1, 19, 27, 1, 18, 24, 2, 16, 22, 2, 15, 21, 2, 13, 22, 2, 11, 21, 2, 11, 21, 3, 11, 20, 3, 11, 20, 3, 12, 19, 3, 13, 18, 4, 13, 17, 4, 14, 17, 4, 14, 16, 4, 15, 16, 4, 15, 15, 4, 16, 14, 4, 16, 13, 4, 16, 13, 4, 16, 12, 4, 17, 12, 4, 17, 12, 3, 17, 11, 3, 17, 10, 3, 17, 10, 3, 15, 8, 3, 13, 8, 2, 11, 5, 1, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,386.014,59.84,5.550,43.88,2.997.198,59.21
,,,,,,10,353.922,54.87,2.888,22.83,2.743.124,54.19
,,,,,,25,348.540,54.04,1.209,9.56,2.701.750,53.37
,,,,,,50,354.686,54.99,640,5.06,2.751.486,54.35
,,,,,,100,363.503,56.36,369,2.92,2.822.288,55.75
,,,,,,200,373.361,57.88,210,1.66,2.901.316,57.31
