Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,10,1.681.642,34.13,11.943,11.03,1.670.823,30.57,1.917.060,24.11,1.782.219,39.85,1.782.138,39.85,1.594.824,32.09,2.395.344,40.17,2.250.840,37.75
,,,,,,25,1.574.252,31.95,5.746,5.31,1.659.264,30.35,1.841.490,23.16,1.621.044,36.25,1.621.044,36.25,1.376.790,27.71,2.219.274,37.22,2.201.418,36.92
,,,,,,50,1.618.271,32.85,4.310,3.98,1.778.223,32.53,2.099.808,26.41,1.627.392,36.39,1.627.392,36.39,1.350.424,27.17,2.215.332,37.15,2.195.340,36.81
,,,,,,100,1.756.339,35.65,5.708,5.27,1.994.133,36.48,2.529.216,31.81,1.723.353,38.53,1.723.353,38.53,1.419.282,28.56,2.325.840,39.0,2.281.884,38.27
,,,,,,200,1.914.580,38.86,10.232,9.45,2.209.393,40.42,3.002.384,37.76,1.833.213,40.99,1.833.213,40.99,1.517.236,30.53,2.453.004,41.14,2.410.020,40.41
,,,,15,"[0, 1, 4, 3, 3, 7, 32, 35, 2, 1, 3, 3, 8, 26, 29, 1, 1, 3, 3, 6, 21, 25, 0, 0, 5, 3, 6, 10, 8, 2, 5, 5, 4, 7, 10, 8, 1, 13, 4, 4, 4, 8, 4, 0, 1, 4, 3, 6, 16, 19, 1, 2, 5, 4, 7, 10, 8, 0, 0, 4, 4, 5, 9, 6, 0, 0, 4, 3, 5, 9, 5, 1, 6, 6, 4, 7, 11, 10, 3, 5, 3, 3, 8, 10, 6, 0, 4, 5, 3, 7, 15, 17, 1, 25, 5, 3, 7, 11, 13, 2, 6, 3, 3, 9, 39, 45, 0, 0, 4, 3, 'N', 10, 'N', 0, 0, 4, 2, 'N', 12, 'N', 1, 3, 3, 4, 6, 27, 26, 0, 3, 3, 4, 7, 22, 24, 3, 4, 5, 3, 6, 10, 9, 1, 4, 3, 4, 7, 19, 20, 1, 1, 4, 4, 7, 10, 6, 1, 2, 4, 4, 6, 14, 15, 2, 8, 5, 5, 7, 11, 8, 0, 0, 3, 3, 'N', 15, 'N', 0, 1, 5, 4, 7, 10, 8, 1, 3, 5, 4, 8, 11, 14, 0, 0, 5, 3, 7, 11, 11, 1, 4, 3, 4, 6, 31, 25, 1, 5, 3, 3, 7, 29, 32, 0, 0, 3, 3, 7, 22, 26, 1, 6, 3, 3, 8, 18, 22, 0, 0, 4, 3, 6, 15, 17, 0, 1, 5, 4, 9, 11, 8, 1, 4, 6, 4, 7, 10, 9, 1, 4, 4, 3, 7, 12, 13, 0, 1, 5, 3, 6, 10, 11, 1, 2, 3, 3, 7, 36, 42, 0, 3, 3, 5, 9, 19, 15, 1, 1, 3, 6, 8, 17, 15, 0, 0, 4, 3, 6, 10, 10, 1, 1, 3, 5, 7, 14, 16, 1, 2, 5, 4, 7, 12, 8, 0, 0, 4, 5, 7, 11, 12, 0, 1, 5, 4, 6, 11, 8, 0, 0, 5, 4, 7, 10, 8, 0, 0, 4, 4, 8, 11, 9, 0, 0, 5, 4, 7, 9, 7, 2, 1, 4, 6, 8, 20, 15, 0, 1, 2, 2, 6, 23, 24, 1, 1, 3, 3, 5, 18, 18, 0, 0, 4, 2, 6, 12, 15, 0, 0, 4, 3, 7, 12, 12, 0, 0, 5, 4, 7, 11, 10, 1, 5, 6, 4, 8, 11, 7, 0, 0, 5, 4, 7, 9, 8, 0, 0, 6, 4, 7, 10, 7, 0, 1, 2, 2, 9, 35, 38, 1, 2, 5, 6, 'N', 12, 9, 1, 1, 5, 4, 6, 10, 10, 1, 1, 5, 5, 'N', 11, 10, 0, 2, 4, 6, 7, 12, 10, 0, 1, 5, 6, 8, 16, 11, 1, 1, 5, 7, 8, 11, 9, 1, 2, 4, 5, 7, 11, 10, 0, 0, 5, 4, 6, 9, 9, 0, 1, 5, 4, 6, 10, 10, 0, 0, 4, 4, 6, 10, 10, 0, 0, 4, 4, 7, 11, 10, 1, 4, 6, 5, 8, 16, 16, 0, 0, 2, 2, 6, 18, 20, 1, 0, 2, 2, 5, 14, 14, 0, 0, 5, 4, 7, 11, 8, 1, 2, 6, 5, 9, 11, 10, 0, 0, 5, 4, 7, 9, 6, 0, 1, 6, 3, 7, 10, 6, 0, 0, 2, 2, 8, 32, 33, 0, 1, 5, 6, 7, 13, 12]",5,1.860.306,37.76,23.154,21.38,1.744.016,31.9,2.241.114,28.19,2.094.948,46.84,2.105.460,47.08,1.998.910,40.22,2.511.138,42.11,2.115.762,35.48
,,,,,,10,1.587.588,32.22,11.943,11.03,1.423.521,26.04,1.682.340,21.16,1.781.814,39.84,1.781.976,39.84,1.594.554,32.09,2.310.024,38.74,2.066.592,34.66
,,,,,,25,1.507.484,30.6,5.746,5.31,1.414.272,25.87,1.606.482,20.2,1.621.044,36.25,1.621.044,36.25,1.376.790,27.71,2.212.938,37.11,2.153.610,36.11
,,,,,,50,1.566.392,31.79,4.310,3.98,1.583.105,28.96,1.885.776,23.72,1.627.392,36.39,1.627.392,36.39,1.350.424,27.17,2.215.332,37.15,2.189.460,36.72
,,,,,,100,1.718.719,34.89,5.708,5.27,1.872.165,34.25,2.350.224,29.56,1.723.353,38.53,1.723.353,38.53,1.419.282,28.56,2.325.840,39.0,2.281.884,38.27
