Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
NOAA-SPC-hail,noaa_spc-hail.csv,17.059,CoderBasic,,,,110.920,100,290.003,100,204.708,100,221.767,100,170.590,100
,,,CoderPCA,0,"[0, 0, 0, 0]",5,111.521,100.54,293.415,101.18,208.120,101.67,225.179,101.54,165.162,96.82
,,,,,,10,111.626,100.64,291.709,100.59,206.414,100.83,223.473,100.77,171.126,100.31
,,,,,,25,111.261,100.31,290.686,100.24,205.391,100.33,222.450,100.31,171.273,100.4
,,,,,,50,111.091,100.15,290.345,100.12,205.050,100.17,222.109,100.15,170.932,100.2
,,,,,,100,111.005,100.08,290.174,100.06,204.879,100.08,221.938,100.08,170.761,100.1
,,,,,,200,110.963,100.04,290.089,100.03,204.794,100.04,221.853,100.04,170.676,100.05
,,,,3,"[0, 14, 25, 2]",5,110.769,99.86,293.415,101.18,205.528,100.4,221.799,100.01,165.122,96.79
,,,,,,10,111.585,100.6,291.709,100.59,206.198,100.73,223.356,100.72,171.126,100.31
,,,,,,25,111.261,100.31,290.686,100.24,205.391,100.33,222.450,100.31,171.273,100.4
,,,,,,50,111.091,100.15,290.345,100.12,205.050,100.17,222.109,100.15,170.932,100.2
,,,,,,100,111.005,100.08,290.174,100.06,204.879,100.08,221.938,100.08,170.761,100.1
,,,,,,200,110.963,100.04,290.089,100.03,204.794,100.04,221.853,100.04,170.676,100.05
,,,,5,"[0, 24, 42, 3]",5,109.736,98.93,293.415,101.18,202.360,98.85,216.703,97.72,165.122,96.79
,,,,,,10,111.445,100.47,291.709,100.59,205.550,100.41,222.888,100.51,171.126,100.31
,,,,,,25,111.261,100.31,290.686,100.24,205.391,100.33,222.450,100.31,171.273,100.4
,,,,,,50,111.091,100.15,290.345,100.12,205.050,100.17,222.109,100.15,170.932,100.2
,,,,,,100,111.005,100.08,290.174,100.06,204.879,100.08,221.938,100.08,170.761,100.1
,,,,,,200,110.963,100.04,290.089,100.03,204.794,100.04,221.853,100.04,170.676,100.05
,,,,10,"[0, 48, 84, 5]",5,106.393,95.92,293.415,101.18,191.512,93.55,200.843,90.56,165.082,96.77
,,,,,,10,110.402,99.53,291.709,100.59,203.174,99.25,216.921,97.81,171.126,100.31
,,,,,,25,111.222,100.27,290.686,100.24,205.391,100.33,222.138,100.17,171.273,100.4
,,,,,,50,111.091,100.15,290.345,100.12,205.050,100.17,222.109,100.15,170.932,100.2
,,,,,,100,111.005,100.08,290.174,100.06,204.879,100.08,221.938,100.08,170.761,100.1
,,,,,,200,110.963,100.04,290.089,100.03,204.794,100.04,221.853,100.04,170.676,100.05
,,,,15,"[0, 71, 126, 8]",5,102.973,92.84,293.415,101.18,180.952,88.4,184.047,82.99,165.082,96.77
,,,,,,10,108.542,97.86,291.709,100.59,197.882,96.67,207.327,93.49,171.126,100.31
,,,,,,25,110.811,99.9,290.686,100.24,203.663,99.49,220.578,99.46,171.273,100.4
,,,,,,50,111.091,100.15,290.345,100.12,205.050,100.17,222.109,100.15,170.932,100.2
,,,,,,100,111.005,100.08,290.174,100.06,204.879,100.08,221.938,100.08,170.761,100.1
,,,,,,200,110.963,100.04,290.089,100.03,204.794,100.04,221.853,100.04,170.676,100.05
,,,,20,"[0, 95, 168, 10]",5,100.070,90.22,293.415,101.18,171.976,84.01,169.799,76.57,165.082,96.77
,,,,,,10,106.624,96.13,291.709,100.59,192.482,94.03,197.382,89.0,171.126,100.31
,,,,,,25,110.580,99.69,290.686,100.24,203.375,99.35,219.018,98.76,171.273,100.4
,,,,,,50,111.017,100.09,290.345,100.12,204.462,99.88,222.109,100.15,170.932,100.2
,,,,,,100,111.005,100.08,290.174,100.06,204.879,100.08,221.938,100.08,170.761,100.1
,,,,,,200,110.963,100.04,290.089,100.03,204.794,100.04,221.853,100.04,170.676,100.05
,,,,30,"[0, 143, 252, 16]",5,93.358,84.17,293.415,101.18,152.008,74.26,146.711,66.16,154.442,90.53
,,,,,,10,101.492,91.5,291.709,100.59,176.174,86.06,175.971,79.35,167.796,98.36
,,,,,,25,108.801,98.09,290.686,100.24,198.191,96.82,209.970,94.68,171.273,100.4
,,,,,,50,110.778,99.87,290.345,100.12,204.462,99.88,220.198,99.29,170.932,100.2
,,,,,,100,111.005,100.08,290.174,100.06,204.879,100.08,221.938,100.08,170.761,100.1
,,,,,,200,110.963,100.04,290.089,100.03,204.794,100.04,221.853,100.04,170.676,100.05
,,,CoderAPCA,0,"[0, 0, 0, 0]",5,123.988,111.78,323.920,111.7,251.805,123.01,270.000,121.75,145.886,85.52
,,,,,,10,131.173,118.26,340.074,117.27,268.592,131.21,286.875,129.36,153.552,90.01
,,,,,,25,138.731,125.07,356.268,122.85,285.379,139.41,303.750,136.97,164.160,96.23
,,,,,,50,146.329,131.92,372.462,128.43,302.166,147.61,320.625,144.58,175.088,102.64
,,,,,,100,153.929,138.77,388.656,134.02,318.953,155.81,337.500,152.19,186.031,109.05
,,,,,,200,161.529,145.63,404.850,139.6,335.740,164.01,354.375,159.8,196.974,115.47
,,,,3,"[0, 14, 25, 2]",5,108.558,97.87,323.920,111.7,196.245,95.87,202.160,91.16,145.847,85.5
,,,,,,10,114.545,103.27,340.074,117.27,208.624,101.91,213.860,96.43,153.510,89.99
,,,,,,25,121.091,109.17,356.268,122.85,221.663,108.28,226.404,102.09,164.100,96.2
,,,,,,50,127.682,115.11,372.462,128.43,234.702,114.65,238.982,107.76,175.024,102.6
,,,,,,100,134.276,121.06,388.656,134.02,247.741,121.02,251.560,113.43,185.963,109.01
,,,,,,200,140.870,127.0,404.850,139.6,260.780,127.39,264.138,119.11,196.902,115.42
,,,,5,"[0, 24, 42, 3]",5,103.856,93.63,323.920,111.7,179.670,87.77,181.136,81.68,145.834,85.49
,,,,,,10,109.264,98.51,340.074,117.27,189.952,92.79,190.298,85.81,153.496,89.98
,,,,,,25,115.473,104.1,356.268,122.85,201.722,98.54,201.420,90.83,164.085,96.19
,,,,,,50,121.745,109.76,372.462,128.43,213.588,104.34,212.610,95.87,175.008,102.59
,,,,,,100,128.018,115.41,388.656,134.02,225.454,110.13,223.800,100.92,185.946,109.0
,,,,,,200,134.292,121.07,404.850,139.6,237.320,115.93,234.990,105.96,196.884,115.41
,,,,10,"[0, 48, 84, 5]",5,96.651,87.14,323.920,111.7,153.600,75.03,149.600,67.46,145.795,85.47
,,,,,,10,100.759,90.84,340.074,117.27,159.488,77.91,152.779,68.89,153.440,89.95
,,,,,,25,106.257,95.8,356.268,122.85,168.861,82.49,160.614,72.42,164.025,96.15
