Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,50,112.001,100.97,372.462,128.43,178.794,87.34,169.518,76.44,174.944,102.55
,,,,,,100,117.749,106.16,388.656,134.02,188.727,92.19,178.440,80.46,185.878,108.96
,,,,,,200,123.497,111.34,404.850,139.6,198.660,97.05,187.362,84.49,196.812,115.37
,,,,15,"[0, 71, 126, 8]",5,92.208,83.13,323.920,111.7,137.580,67.21,130.144,58.69,145.730,85.43
,,,,,,10,95.281,85.9,340.074,117.27,139.808,68.3,128.707,58.04,153.370,89.91
,,,,,,25,100.178,90.32,356.268,122.85,146.999,71.81,133.920,60.39,163.950,96.11
,,,,,,50,105.557,95.16,372.462,128.43,155.610,76.02,141.227,63.68,174.864,102.51
,,,,,,100,110.954,100.03,388.656,134.02,164.255,80.24,148.640,67.03,185.793,108.91
,,,,,,200,116.354,104.9,404.850,139.6,172.900,84.46,156.072,70.38,196.722,115.32
,,,,20,"[0, 95, 168, 10]",5,88.880,80.13,323.920,111.7,123.960,60.55,117.152,52.83,145.717,85.42
,,,,,,10,91.169,82.19,340.074,117.27,123.504,60.33,112.132,50.56,153.356,89.9
,,,,,,25,95.561,86.15,356.268,122.85,128.996,63.01,115.002,51.86,163.935,96.1
,,,,,,50,100.632,90.72,372.462,128.43,136.404,66.63,121.049,54.58,174.848,102.5
,,,,,,100,105.763,95.35,388.656,134.02,143.982,70.34,127.400,57.45,185.776,108.9
,,,,,,200,110.897,99.98,404.850,139.6,151.560,74.04,133.770,60.32,196.704,115.31
,,,,30,"[0, 143, 252, 16]",5,80.400,72.48,323.920,111.7,104.310,50.96,99.952,45.07,114.725,67.25
,,,,,,10,80.784,72.83,340.074,117.27,99.056,48.39,89.998,40.58,116.858,68.5
,,,,,,25,83.833,75.58,356.268,122.85,101.150,49.41,89.190,40.22,123.765,72.55
,,,,,,50,88.070,79.4,372.462,128.43,106.614,52.08,93.195,42.02,132.000,77.38
,,,,,,100,92.467,83.36,388.656,134.02,112.499,54.96,98.040,44.21,140.250,82.21
,,,,,,200,96.875,87.34,404.850,139.6,118.420,57.85,102.942,46.42,148.500,87.05
,,,CoderCA,0,"[0, 0, 0, 0]",5,132.017,119.02,336.640,116.08,255.525,124.82,272.672,122.95,191.009,111.97
,,,,,,10,139.860,126.09,353.472,121.89,272.560,133.15,289.714,130.64,202.846,118.91
,,,,,,25,147.997,133.43,370.304,127.69,289.595,141.47,306.756,138.32,217.035,127.23
,,,,,,50,156.170,140.8,387.136,133.49,306.630,149.79,323.798,146.01,231.504,135.71
,,,,,,100,164.342,148.16,403.968,139.3,323.665,158.11,340.840,153.69,245.973,144.19
,,,,,,200,172.514,155.53,420.800,145.1,340.700,166.43,357.882,161.38,260.442,152.67
,,,,3,"[0, 14, 25, 2]",5,127.124,114.61,336.640,116.08,238.470,116.49,250.608,113.01,190.983,111.95
,,,,,,10,134.558,121.31,353.472,121.89,254.016,124.09,265.897,119.9,202.790,118.88
,,,,,,25,142.375,128.36,370.304,127.69,269.892,131.84,281.538,126.95,216.975,127.19
,,,,,,50,150.227,135.44,387.136,133.49,285.768,139.6,297.179,134.01,231.440,135.67
,,,,,,100,158.078,142.52,403.968,139.3,301.644,147.35,312.820,141.06,245.905,144.15
,,,,,,200,165.930,149.59,420.800,145.1,317.520,155.11,328.461,148.11,260.370,152.63
,,,,5,"[0, 24, 42, 3]",5,124.732,112.45,336.640,116.08,230.100,112.4,239.872,108.16,190.957,111.94
,,,,,,10,131.848,118.87,353.472,121.89,244.384,119.38,253.878,114.48,202.762,118.86
,,,,,,25,139.484,125.75,370.304,127.69,259.522,126.78,268.812,121.21,216.945,127.17
,,,,,,50,147.171,132.68,387.136,133.49,274.788,134.23,283.746,127.95,231.408,135.65
,,,,,,100,154.858,139.61,403.968,139.3,290.054,141.69,298.680,134.68,245.871,144.13
,,,,,,200,162.545,146.54,420.800,145.1,305.320,149.15,313.614,141.42,260.334,152.61
,,,,10,"[0, 48, 84, 5]",5,120.041,108.22,336.640,116.08,214.440,104.75,218.000,98.3,190.957,111.94
,,,,,,10,126.361,113.92,353.472,121.89,226.240,110.52,228.123,102.87,202.762,118.86
,,,,,,25,133.586,120.43,370.304,127.69,240.006,117.24,241.146,108.74,216.945,127.17
,,,,,,50,140.938,127.06,387.136,133.49,254.124,124.14,254.543,114.78,231.408,135.65
,,,,,,100,148.289,133.69,403.968,139.3,268.242,131.04,267.940,120.82,245.871,144.13
,,,,,,200,155.640,140.32,420.800,145.1,282.360,137.93,281.337,126.86,260.334,152.61
,,,,15,"[0, 71, 126, 8]",5,116.447,104.98,336.640,116.08,202.230,98.79,201.488,90.86,190.931,111.92
,,,,,,10,121.893,109.89,353.472,121.89,211.264,103.2,207.383,93.51,202.734,118.84
,,,,,,25,128.632,115.97,370.304,127.69,223.516,109.19,218.034,98.32,216.915,127.16
,,,,,,50,135.702,122.34,387.136,133.49,236.664,115.61,230.147,103.78,231.376,135.63
,,,,,,100,142.771,128.72,403.968,139.3,249.812,122.03,242.260,109.24,245.837,144.11
,,,,,,200,149.840,135.09,420.800,145.1,262.960,128.46,254.373,114.7,260.298,152.59
,,,,20,"[0, 95, 168, 10]",5,113.379,102.22,336.640,116.08,190.410,93.02,188.784,85.13,190.905,111.91
,,,,,,10,118.192,106.56,353.472,121.89,197.600,96.53,191.471,86.34,202.706,118.83
,,,,,,25,124.531,112.27,370.304,127.69,208.590,101.9,200.178,90.27,216.885,127.14
,,,,,,50,131.338,118.41,387.136,133.49,220.752,107.84,211.185,95.23,231.344,135.61
,,,,,,100,138.172,124.57,403.968,139.3,233.016,113.83,222.300,100.24,245.803,144.09
,,,,,,200,145.006,130.73,420.800,145.1,245.280,119.82,233.415,105.25,260.262,152.57
,,,,30,"[0, 143, 252, 16]",5,107.427,96.85,336.640,116.08,172.740,84.38,170.064,76.69,179.686,105.33
,,,,,,10,110.900,99.98,353.472,121.89,175.136,85.55,167.399,75.48,190.904,111.91
,,,,,,25,116.275,104.83,370.304,127.69,183.158,89.47,172.206,77.65,204.240,119.73
,,,,,,50,122.493,110.43,387.136,133.49,193.572,94.56,181.089,81.66,217.856,127.71
,,,,,,100,128.834,116.15,403.968,139.3,204.326,99.81,190.620,85.96,231.472,135.69
,,,,,,200,135.176,121.87,420.800,145.1,215.080,105.07,200.151,90.25,245.088,143.67
