Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,,,25,251.333,89.17,686.031,100.24,512.823,97.98,535.011,94.92,276.507,57.23
,,,,,,50,268.735,95.34,685.226,100.12,521.638,99.67,557.586,98.93,385.142,79.72
,,,,,,100,278.048,98.65,684.823,100.06,523.783,100.08,564.043,100.07,451.447,93.44
,,,,,,200,281.360,99.82,684.622,100.03,523.582,100.04,563.842,100.04,478.546,99.05
,,,,30,"[0, 138, 291, 263]",5,200.908,71.28,691.724,101.07,390.460,74.6,375.524,66.62,149.268,30.9
,,,,,,10,214.830,76.22,688.446,100.59,442.464,84.54,429.696,76.24,157.746,32.65
,,,,,,25,241.478,85.67,686.031,100.24,490.047,93.63,503.427,89.32,252.027,52.17
,,,,,,50,262.702,93.2,685.226,100.12,510.809,97.6,542.494,96.25,362.798,75.09
,,,,,,100,275.747,97.83,684.823,100.06,521.209,99.59,561.271,99.58,438.379,90.74
,,,,,,200,281.360,99.82,684.622,100.03,523.582,100.04,563.842,100.04,478.546,99.05
,,,CoderAPCA,0,"[0, 0, 0, 0]",5,317.768,112.74,727.780,106.34,632.752,120.9,674.305,119.63,507.015,104.95
,,,,,,10,336.344,119.33,763.875,111.61,672.299,128.45,713.970,126.67,540.320,111.84
,,,,,,25,355.014,125.96,800.250,116.92,711.846,136.01,753.635,133.71,574.090,118.83
,,,,,,50,373.684,132.58,836.625,122.24,751.393,143.57,793.300,140.75,607.860,125.82
,,,,,,100,392.353,139.2,873.000,127.55,790.940,151.12,832.965,147.78,641.630,132.81
,,,,,,200,411.023,145.83,909.375,132.87,830.487,158.68,872.630,154.82,675.400,139.8
,,,,3,"[0, 14, 29, 26]",5,234.260,83.11,727.780,106.34,493.056,94.21,476.340,84.51,176.610,36.56
,,,,,,10,241.507,85.68,763.875,111.61,522.206,99.78,500.004,88.71,145.680,30.15
,,,,,,25,252.610,89.62,800.250,116.92,552.906,105.64,527.611,93.61,139.825,28.94
,,,,,,50,265.327,94.14,836.625,122.24,583.623,111.51,555.380,98.53,146.700,30.37
,,,,,,100,278.197,98.7,873.000,127.55,614.340,117.38,583.149,103.46,154.793,32.04
,,,,,,200,291.073,103.27,909.375,132.87,645.057,123.25,610.918,108.39,162.940,33.73
,,,,5,"[0, 23, 48, 44]",5,220.822,78.35,727.780,106.34,449.232,85.83,430.780,76.43,158.490,32.81
,,,,,,10,226.229,80.26,763.875,111.61,472.770,90.33,446.364,79.19,126.528,26.19
,,,,,,25,236.239,83.82,800.250,116.92,500.328,95.6,470.193,83.42,118.847,24.6
,,,,,,50,248.011,87.99,836.625,122.24,528.124,100.91,494.940,87.81,124.110,25.69
,,,,,,100,259.967,92.23,873.000,127.55,555.920,106.22,519.687,92.2,130.834,27.08
,,,,,,200,271.942,96.48,909.375,132.87,583.716,111.53,544.434,96.59,137.720,28.51
,,,,10,"[0, 46, 97, 88]",5,201.895,71.63,727.780,106.34,381.168,72.83,364.752,64.71,141.165,29.22
,,,,,,10,202.621,71.89,763.875,111.61,393.006,75.09,366.768,65.07,97.024,20.08
,,,,,,25,209.393,74.29,800.250,116.92,414.036,79.11,382.470,67.86,78.098,16.17
,,,,,,50,219.327,77.82,836.625,122.24,437.019,83.5,402.380,71.39,78.300,16.21
,,,,,,100,229.698,81.49,873.000,127.55,460.020,87.89,422.499,74.96,81.776,16.93
,,,,,,200,240.168,85.21,909.375,132.87,483.021,92.29,442.618,78.53,86.040,17.81
,,,,15,"[0, 69, 145, 131]",5,191.300,67.87,727.780,106.34,340.128,64.99,326.417,57.91,135.780,28.1
,,,,,,10,189.330,67.17,763.875,111.61,343.876,65.7,319.302,56.65,87.296,18.07
,,,,,,25,193.944,68.81,800.250,116.92,359.316,68.65,328.776,58.33,62.917,13.02
,,,,,,50,202.684,71.91,836.625,122.24,378.936,72.4,345.460,61.29,60.156,12.45
,,,,,,100,212.096,75.25,873.000,127.55,398.880,76.21,362.691,64.35,61.902,12.81
,,,,,,200,221.682,78.65,909.375,132.87,418.824,80.02,379.962,67.41,65.000,13.45
,,,,20,"[0, 92, 194, 175]",5,183.657,65.16,727.780,106.34,311.232,59.47,296.990,52.69,132.960,27.52
,,,,,,10,179.641,63.74,763.875,111.61,308.040,58.86,282.888,50.19,82.032,16.98
,,,,,,25,182.763,64.84,800.250,116.92,319.158,60.98,287.527,51.01,54.876,11.36
,,,,,,50,190.671,67.65,836.625,122.24,336.224,64.24,301.340,53.46,50.886,10.53
,,,,,,100,199.412,70.75,873.000,127.55,353.860,67.61,316.239,56.11,51.908,10.74
,,,,,,200,208.370,73.93,909.375,132.87,371.553,70.99,331.298,58.78,54.440,11.27
,,,,30,"[0, 138, 291, 263]",5,173.395,61.52,727.780,106.34,269.616,51.51,259.216,45.99,130.260,26.96
,,,,,,10,166.626,59.12,763.875,111.61,256.326,48.98,234.756,41.65,77.760,16.1
,,,,,,25,167.426,59.4,800.250,116.92,260.010,49.68,231.610,41.09,47.243,9.78
,,,,,,50,173.920,61.71,836.625,122.24,272.688,52.1,240.880,42.74,40.878,8.46
,,,,,,100,181.626,64.44,873.000,127.55,286.740,54.79,252.315,44.77,40.660,8.42
,,,,,,200,189.676,67.3,909.375,132.87,301.035,57.52,264.264,46.89,42.440,8.78
,,,CoderCA,0,"[0, 0, 0, 0]",5,335.952,119.19,786.240,114.88,643.360,122.92,683.842,121.33,573.885,118.79
,,,,,,10,355.657,126.18,825.468,120.61,683.570,130.61,724.068,128.46,611.856,126.65
,,,,,,25,375.405,133.19,864.776,126.35,723.780,138.29,764.294,135.6,650.097,134.56
,,,,,,50,395.153,140.2,904.084,132.09,763.990,145.97,804.520,142.74,688.338,142.48
,,,,,,100,414.901,147.2,943.392,137.84,804.200,153.66,844.746,149.87,726.579,150.39
,,,,,,200,434.649,154.21,982.700,143.58,844.410,161.34,884.972,157.01,764.820,158.31
,,,,3,"[0, 14, 29, 26]",5,285.164,101.17,786.240,114.88,603.104,115.23,611.388,108.47,280.290,58.02
,,,,,,10,293.675,104.19,825.468,120.61,640.526,122.38,644.904,114.42,238.208,49.31
,,,,,,25,305.245,108.3,864.776,126.35,678.204,129.58,680.542,120.74,218.144,45.15
,,,,,,50,320.306,113.64,904.084,132.09,715.882,136.78,716.360,127.1,225.828,46.74
,,,,,,100,335.889,119.17,943.392,137.84,753.560,143.98,752.178,133.45,237.690,49.2
,,,,,,200,351.553,124.73,982.700,143.58,791.238,151.18,787.996,139.8,250.200,51.79
,,,,5,"[0, 23, 48, 44]",5,274.060,97.23,786.240,114.88,580.384,110.89,581.485,103.17,244.080,50.52
,,,,,,10,279.706,99.24,825.468,120.61,615.468,117.59,608.742,108.0,187.680,38.85
,,,,,,25,289.538,102.73,864.776,126.35,651.636,124.51,641.231,113.77,158.372,32.78
,,,,,,50,303.249,107.59,904.084,132.09,687.838,131.42,674.980,119.75,158.796,32.87
,,,,,,100,317.776,112.74,943.392,137.84,724.040,138.34,708.729,125.74,165.756,34.31
,,,,,,200,332.479,117.96,982.700,143.58,760.242,145.26,742.478,131.73,174.120,36.04
,,,,10,"[0, 46, 97, 88]",5,260.264,92.34,786.240,114.88,536.736,102.55,531.114,94.23,227.730,47.14
,,,,,,10,261.741,92.86,825.468,120.61,564.434,107.84,546.804,97.01,156.928,32.48
,,,,,,25,268.233,95.17,864.776,126.35,596.700,114.01,572.546,101.58,111.554,23.09
,,,,,,50,279.973,99.33,904.084,132.09,629.850,120.34,602.200,106.84,103.356,21.39
,,,,,,100,292.870,103.91,943.392,137.84,663.000,126.68,632.268,112.18,104.006,21.53
,,,,,,200,306.235,108.65,982.700,143.58,696.150,133.01,662.376,117.52,108.360,22.43
,,,,15,"[0, 69, 145, 131]",5,251.117,89.09,786.240,114.88,503.168,96.14,496.128,88.02,223.110,46.18
,,,,,,10,250.453,88.86,825.468,120.61,524.042,100.13,504.576,89.52,149.248,30.89
,,,,,,25,255.154,90.53,864.776,126.35,552.096,105.49,524.514,93.06,99.552,20.61
,,,,,,50,265.791,94.3,904.084,132.09,582.730,111.34,551.240,97.8,87.984,18.21
,,,,,,100,277.824,98.57,943.392,137.84,613.400,117.2,578.718,102.68,86.792,17.96
,,,,,,200,290.397,103.03,982.700,143.58,644.070,123.06,606.276,107.56,89.840,18.6
,,,,20,"[0, 92, 194, 175]",5,244.004,86.57,786.240,114.88,476.576,91.06,468.962,83.2,219.960,45.53
,,,,,,10,241.584,85.71,825.468,120.61,491.028,93.82,470.988,83.56,144.896,29.99
,,,,,,25,244.847,86.87,864.776,126.35,515.160,98.43,486.172,86.26,92.378,19.12
,,,,,,50,254.688,90.36,904.084,132.09,543.590,103.86,510.160,90.51,79.380,16.43
,,,,,,100,265.970,94.36,943.392,137.84,572.200,109.33,535.500,95.01,76.380,15.81
,,,,,,200,277.935,98.61,982.700,143.58,600.810,114.79,560.956,99.52,78.720,16.29
,,,,30,"[0, 138, 291, 263]",5,233.499,82.84,786.240,114.88,435.968,83.3,428.349,76.0,217.140,44.95
,,,,,,10,228.031,80.9,825.468,120.61,440.164,84.1,418.104,74.18,140.224,29.02
,,,,,,25,229.167,81.31,864.776,126.35,457.164,87.35,425.524,75.5,85.578,17.71
,,,,,,50,237.669,84.32,904.084,132.09,481.688,92.03,445.160,78.98,70.128,14.52
,,,,,,100,247.874,87.94,943.392,137.84,506.920,96.86,466.914,82.84,65.474,13.55
,,,,,,200,258.874,91.85,982.700,143.58,532.224,101.69,489.060,86.77,66.720,13.81
