,,,CoderGAMPSLimit,4,4,4,8,8,16,16,32,,168.81,162.94,141.21,127.7,101.2,83.95,72.01,54.75
,,SST
,,,CoderPCA,256,256,4,4,4,4,4,4,,32.91,32.91,31.05,28.46,22.91,18.98,16.1,12.68
,,,CoderAPCA,4,4,4,4,8,16,16,32,,36.79,30.96,24.6,20.61,14.17,10.66,8.21,5.42
,,,CoderCA,4,4,4,4,8,8,16,16,,37.66,34.81,30.86,27.87,22.81,19.1,16.23,12.23
,,,CoderPWLH,4,4,8,16,32,32,64,64,,88.12,78.51,64.63,54.26,37.68,28.04,21.4,13.65
,,,CoderPWLHInt,4,4,8,8,16,32,32,64,,35.01,34.18,29.13,24.5,17.19,13.0,10.0,6.5
,,,CoderFR,4,4,4,4,8,16,16,32,,36.62,34.86,31.9,29.46,23.85,19.91,16.74,12.29
,,,CoderSF,,,,,,,,,,278.11,231.91,185.91,155.6,109.36,83.13,64.64,41.8
,,,CoderGAMPSLimit,4,4,8,8,16,32,32,64,,171.65,144.27,113.41,92.08,60.4,43.67,32.59,20.32
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat
,,,CoderPCA,256,256,4,4,4,4,4,4,,100.04,100.04,99.52,97.25,91.04,85.63,80.74,71.26
,,,CoderAPCA,4,4,4,4,4,8,8,8,,114.81,102.05,89.83,82.62,71.49,64.62,57.49,46.75
,,,CoderCA,4,4,4,4,4,4,4,4,,116.59,113.16,108.69,105.26,98.74,93.69,89.58,83.31
,,,CoderPWLH,4,4,4,8,8,16,16,16,,275.14,262.77,249.94,237.29,212.62,195.61,179.5,153.65
,,,CoderPWLHInt,4,4,4,4,8,8,8,16,,108.59,104.45,99.1,95.09,86.27,79.57,73.8,63.72
,,,CoderFR,4,4,4,4,4,4,4,8,,112.38,110.31,107.22,104.63,99.58,95.63,92.07,84.13
,,,CoderSF,,,,,,,,,,927.31,868.51,805.75,752.88,654.51,579.71,518.21,422.42
,,,CoderGAMPSLimit,4,4,4,8,8,16,16,32,,541.24,481.14,424.07,389.13,328.31,288.04,253.53,200.29
,,Long
,,,CoderPCA,256,256,4,4,4,4,4,4,,100.03,100.03,98.88,95.54,86.75,79.54,73.26,64.17
,,,CoderAPCA,4,4,4,4,4,8,8,16,,114.14,100.96,85.91,77.5,65.06,55.38,48.72,38.74
,,,CoderCA,4,4,4,4,4,4,4,8,,115.35,111.42,105.41,101.29,93.72,88.02,83.56,75.49
,,,CoderPWLH,4,4,8,8,8,16,16,32,,254.08,241.11,224.1,209.04,183.69,163.2,147.5,125.12
,,,CoderPWLHInt,4,4,4,8,8,8,16,16,,107.97,103.01,95.88,90.95,79.94,72.14,65.42,55.75
,,,CoderFR,4,4,4,4,4,4,8,8,,111.5,109.12,105.19,102.02,95.56,90.48,84.77,75.19
,,,CoderSF,,,,,,,,,,851.32,793.68,719.4,656.86,552.63,472.58,411.57,327.63
,,,CoderGAMPSLimit,4,4,4,8,8,16,16,32,,502.22,444.28,378.8,338.95,273.91,229.42,197.93,153.61
,,Size
,,,CoderPCA,4,4,4,4,4,4,4,4,,94.07,94.05,94.05,94.05,94.03,94.02,94.02,87.23
,,,CoderAPCA,4,4,4,4,4,4,4,8,,80.61,80.59,80.59,80.58,80.56,80.53,80.52,64.35
,,,CoderCA,4,4,4,4,4,4,4,4,,106.96,106.66,106.29,105.85,104.99,103.75,102.48,99.35
,,,CoderPWLH,8,8,8,8,8,8,8,8,,294.48,292.99,290.86,288.65,283.09,275.03,268.7,245.55
,,,CoderPWLHInt,4,4,4,4,4,4,4,8,,99.9,99.9,99.42,98.74,97.14,94.42,92.76,85.3
,,,CoderFR,4,4,4,4,4,4,4,4,,105.21,104.93,104.69,104.46,103.8,103.05,102.17,99.92
,,,CoderSF,,,,,,,,,,994.6,929.11,921.47,910.28,889.34,862.94,842.53,742.03
,,,CoderGAMPSLimit,8,8,8,8,8,8,8,16,,432.65,432.53,432.53,432.49,432.33,432.18,432.14,329.56
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat
,,,CoderPCA,256,4,4,4,4,4,4,4,,100.05,99.76,93.9,89.21,79.92,73.98,69.53,61.64
,,,CoderAPCA,4,4,4,4,8,8,16,16,,111.97,85.43,70.63,65.17,54.17,46.78,41.95,33.48
,,,CoderCA,4,4,4,4,4,8,8,8,,116.35,104.05,94.11,88.89,81.45,75.87,70.8,63.9
,,,CoderPWLH,4,8,8,16,16,16,32,32,,274.39,236.13,205.65,188.37,160.1,141.6,129.62,108.52
,,,CoderPWLHInt,4,4,8,8,16,16,16,16,,108.2,95.5,84.04,76.63,66.4,58.48,53.72,45.59
,,,CoderFR,4,4,4,4,8,8,8,16,,112.15,103.79,96.93,93.19,86.12,78.5,73.49,65.54
,,,CoderSF,,,,,,,,,,916.68,747.07,634.84,569.91,477.55,406.18,361.4,288.64
,,,CoderGAMPSLimit,4,4,8,8,16,16,32,32,,527.82,403.39,328.24,295.25,239.9,203.02,178.31,140.29
,,Long
,,,CoderPCA,256,4,4,4,4,4,4,4,,100.11,98.88,89.2,83.18,73.42,67.64,62.02,54.99
,,,CoderAPCA,4,4,4,8,8,16,16,16,,111.05,82.12,65.09,57.66,45.55,39.88,34.84,28.41
,,,CoderCA,4,4,4,4,8,8,16,16,,115.17,98.88,86.99,81.94,71.47,64.68,60.1,53.13
,,,CoderPWLH,4,8,16,16,16,32,32,32,,253.49,203.9,170.19,153.95,124.83,109.22,97.89,83.12
,,,CoderPWLHInt,4,4,8,8,16,16,32,32,,107.67,90.47,74.82,68.49,55.2,48.66,44.37,37.56
,,,CoderFR,4,4,4,8,8,16,16,16,,111.41,100.59,91.49,86.08,74.83,67.77,61.82,54.91
,,,CoderSF,,,,,,,,,,839.51,639.04,514.51,450.19,351.76,297.76,261.85,207.86
,,,CoderGAMPSLimit,4,4,8,16,16,32,32,32,,488.35,361.46,276.23,241.94,185.97,159.41,138.27,110.49
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat
,,,CoderPCA,256,256,4,4,4,4,4,4,,100.03,100.03,99.29,96.6,89.73,83.81,79.48,71.4
,,,CoderAPCA,4,4,4,4,4,8,8,8,,113.34,101.6,88.74,81.29,69.82,62.44,56.18,47.15
,,,CoderCA,4,4,4,4,4,4,4,4,,115.35,112.86,109.01,105.8,99.82,95.57,92.13,86.75
,,,CoderPWLH,4,4,4,8,8,8,16,16,,254.46,245.43,233.98,225.06,206.16,192.49,181.22,163.09
,,,CoderPWLHInt,4,4,4,4,8,8,8,8,,108.36,105.21,100.11,96.62,90.08,84.05,79.46,72.51
,,,CoderFR,4,4,4,4,4,4,8,8,,111.18,109.47,106.26,103.49,98.32,94.06,90.67,82.93
,,,CoderSF,,,,,,,,,,853.7,808.45,742.76,693.93,600.84,533.31,480.34,399.08
,,,CoderGAMPSLimit,4,4,4,8,8,16,16,32,,498.7,447.05,390.83,356.6,297.96,260.55,232.2,190.03
,,Long
,,,CoderPCA,256,256,4,4,4,4,4,4,,100.03,100.03,96.07,91.45,83.21,77.38,72.14,64.03
,,,CoderAPCA,4,4,4,4,8,8,8,16,,112.6,95.41,80.29,73.21,62.06,54.33,48.52,39.73
,,,CoderCA,4,4,4,4,4,4,4,8,,114.27,109.84,103.71,100.07,93.81,89.76,86.63,81.53
,,,CoderPWLH,4,4,8,8,16,16,16,16,,236.32,222.5,207.18,196.58,178.78,165.7,155.2,139.74
,,,CoderPWLHInt,4,4,4,8,8,8,8,16,,107.78,101.94,95.67,91.69,83.36,77.98,73.6,66.29
,,,CoderFR,4,4,4,4,4,8,8,8,,110.38,107.03,101.84,98.34,92.69,87.4,82.56,75.16
,,,CoderSF,,,,,,,,,,794.96,718.8,633.88,580.86,496.63,436.26,386.5,316.21
,,,CoderGAMPSLimit,4,4,8,8,16,16,32,32,,464.46,393.76,330.75,296.44,243.97,210.77,185.07,148.75
,,Speed
,,,CoderPCA,256,4,4,4,4,8,8,8,,100.04,67.73,55.23,44.21,37.59,35.05,32.79,30.46
,,,CoderAPCA,4,8,16,16,32,64,64,64,,98.1,43.82,28.02,23.98,15.71,12.29,10.33,8.21
,,,CoderCA,8,8,8,16,16,16,16,16,,74.15,70.57,57.14,45.54,45.47,45.43,45.35,45.21
,,,CoderPWLH,16,16,32,32,32,32,32,32,,165.94,146.45,94.22,94.03,93.75,93.53,93.41,93.19
,,,CoderPWLHInt,8,8,32,32,32,32,32,32,,68.31,61.71,41.22,41.13,41.0,40.92,40.89,40.82
,,,CoderFR,16,16,64,128,128,128,128,128,,65.49,58.97,25.9,16.79,16.51,16.32,16.12,15.78
,,,CoderSF,,,,,,,,,,620.42,260.09,44.85,40.68,38.71,37.96,37.53,36.94
,,,CoderGAMPSLimit,4,16,32,32,64,128,128,128,,462.46,193.71,117.28,99.54,62.88,47.86,40.19,31.47
