Dataset,Filename,Column,,0 (%),,,1 (%),,,3 (%),,,5 (%),,,10 (%),,,15 (%),,,20 (%),,,30 (%),
,,,Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%),Coder,Win,CR (%)
IRKIS
,Global
,,VWC,APCA,40.52,0.34,APCA,42.28,0.32,APCA,50.62,0.25,APCA,59.86,0.17,APCA,71.73,0.11,APCA,75.33,0.09,APCA,77.21,0.07,APCA,80.28,0.06
NOAA-SST
,Global
,,SST,PCA,0,0.61,APCA,32.71,0.42,APCA,49.42,0.27,APCA,60.11,0.22,APCA,68.29,0.15,APCA,73.53,0.12,APCA,76.95,0.1,APCA,78.54,0.08
NOAA-ADCP
,Global
,,Vel,PCA,0,0.68,PCA,0,0.68,APCA,2.08,0.68,APCA,10.48,0.68,APCA,25.57,0.65,APCA,31.35,0.6,APCA,35.08,0.54,APCA,40.41,0.44
SolarAnywhere
,Global
,,GHI,PCA,0,0.78,APCA,0.53,0.77,APCA,5.62,0.76,APCA,10.34,0.75,APCA,19.4,0.73,APCA,25.58,0.7,APCA,31.11,0.68,APCA,40.97,0.64
,,DNI,PCA,0,0.76,APCA,2.86,0.74,APCA,9.62,0.73,APCA,14.16,0.71,APCA,22.65,0.7,APCA,28.79,0.68,APCA,34.44,0.66,APCA,42.61,0.62
,,DHI,PCA,0,0.78,PCA,0,0.77,APCA,5.9,0.76,APCA,10.26,0.75,APCA,18.74,0.74,APCA,26.18,0.73,APCA,32.34,0.71,APCA,41.94,0.67
ElNino
,el-nino.csv
,,Lat,APCA,36.3,0.25,APCA,36.3,0.25,APCA,36.44,0.25,APCA,37.28,0.24,APCA,40.65,0.21,APCA,45.2,0.18,APCA,45.95,0.16,APCA,52.65,0.12
,,Long,APCA,36.28,0.27,APCA,36.44,0.27,APCA,40.39,0.22,APCA,42.54,0.2,APCA,47.32,0.16,APCA,51.76,0.14,APCA,56.53,0.11,APCA,70.89,0.08
,,Z. Wind,PCA,0,0.31,PCA,0,0.31,PCA,0,0.31,PCA,0,0.31,APCA,13.02,0.31,APCA,23.75,0.31,APCA,30.33,0.29,APCA,36.58,0.26
,,M. Wind,PCA,0,0.31,PCA,0,0.31,PCA,0,0.31,PCA,0,0.31,APCA,7.32,0.31,APCA,17.59,0.31,APCA,23.75,0.31,APCA,32.07,0.28
,,Humidity,PCA,0,0.23,PCA,0,0.23,PCA,0,0.23,PCA,0,0.23,APCA,11.21,0.23,APCA,20.82,0.23,APCA,27.55,0.22,APCA,34.9,0.2
,,AirTemp,PCA,0,0.33,PCA,0,0.33,APCA,7.2,0.33,APCA,14.24,0.32,APCA,22.22,0.29,APCA,25.69,0.26,APCA,29.38,0.24,APCA,35.61,0.21
,,SST,PCA,0,0.33,APCA,5.91,0.33,APCA,20.8,0.31,APCA,27.61,0.28,APCA,38.16,0.23,APCA,43.82,0.19,APCA,49.02,0.16,APCA,57.25,0.13
NOAA-SPC-hail
,noaa_spc-hail.csv
,,Lat,PCA,0,1.0,PCA,0,1.0,APCA,9.73,1.0,APCA,15.05,0.97,APCA,21.47,0.91,APCA,24.54,0.86,APCA,28.8,0.81,APCA,34.4,0.71
,,Long,PCA,0,1.0,PCA,0,1.0,APCA,13.12,0.99,APCA,18.88,0.96,APCA,25.0,0.87,APCA,30.37,0.8,APCA,33.5,0.73,APCA,39.63,0.64
,,Size,APCA,14.31,0.94,APCA,14.32,0.94,APCA,14.32,0.94,APCA,14.32,0.94,APCA,14.33,0.94,APCA,14.35,0.94,APCA,14.35,0.94,APCA,26.22,0.87
NOAA-SPC-tornado
,noaa_spc-tornado.csv
,,Lat,PCA,0,1.0,APCA,14.36,1.0,APCA,24.78,0.94,APCA,26.95,0.89,APCA,32.22,0.8,APCA,36.77,0.74,APCA,39.67,0.7,APCA,45.69,0.62
,,Long,PCA,0,1.0,APCA,16.95,0.99,APCA,27.03,0.89,APCA,30.68,0.83,APCA,37.96,0.73,APCA,41.04,0.68,APCA,43.82,0.62,APCA,48.34,0.55
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat,PCA,0,1.0,PCA,0,1.0,APCA,10.63,0.99,APCA,15.85,0.97,APCA,22.19,0.9,APCA,25.5,0.84,APCA,29.32,0.79,APCA,33.96,0.71
,,Long,PCA,0,1.0,APCA,4.62,1.0,APCA,16.42,0.96,APCA,19.94,0.91,APCA,25.42,0.83,APCA,29.79,0.77,APCA,32.74,0.72,APCA,37.96,0.64
