Dataset,Filename,#rows,Coder,%,Error Threshold,Window Param,Size (B),CR (%),Delta - Size (b),Delta - CR (%),Other columns - Size (b),Other columns - CR (%)
,,,,1,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 2, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 2, 2, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 2, 1, 0, 2, 1, 0, 3, 1, 0, 3, 1, 0, 3, 1, 0, 3, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 1, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 2, 2, 0, 1, 2, 0, 1, 2, 0, 1, 2, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,1.301.198,201.73,12.648,100.0,10.311.573,203.7
,,,,,,10,1.262.396,195.71,12.648,100.0,10.001.160,197.57
,,,,,,25,1.245.282,193.06,12.648,100.0,9.864.242,194.86
,,,,,,50,1.251.350,194.0,12.648,100.0,9.912.790,195.82
,,,,,,100,1.263.502,195.88,12.648,100.0,10.010.004,197.74
,,,,,,200,1.278.009,198.13,12.648,100.0,10.126.064,200.03
,,,,3,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 7, 6, 0, 8, 5, 0, 9, 5, 0, 9, 5, 0, 9, 5, 0, 9, 5, 0, 7, 5, 0, 6, 5, 0, 5, 5, 0, 5, 5, 0, 5, 5, 0, 4, 5, 0, 4, 5, 1, 4, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 3, 5, 1, 4, 5, 1, 4, 5, 1, 4, 5, 1, 5, 5, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 4, 4, 1, 4, 4, 1, 3, 3, 1, 3, 3, 0, 3, 3, 0, 2, 3, 0, 2, 3, 1, 1, 2, 1, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 6, 6, 0, 6, 6, 0, 6, 6, 0, 6, 6, 0, 6, 5, 0, 6, 5, 0, 6, 4, 0, 6, 4, 0, 5, 4, 0, 5, 3, 0, 5, 3, 0, 4, 2, 0, 4, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 0, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 0, 0, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 7, 4, 0, 7, 4, 0, 8, 4, 0, 8, 4, 0, 8, 3, 0, 8, 3, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 4, 0, 7, 5, 0, 7, 5, 0, 7, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 8, 5, 0, 7, 5, 0, 7, 5, 0, 6, 6, 0, 5, 6, 0, 5, 6, 0, 4, 6, 0, 4, 5, 0, 4, 5, 0, 3, 4, 0, 3, 4, 0, 3, 4, 0, 2, 4, 0, 2, 4, 1, 2, 4, 1, 2, 4, 1, 2, 4, 1, 3, 4, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 3, 2, 0, 2, 1, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,1.233.994,191.31,12.648,100.0,9.773.943,193.08
,,,,,,10,1.193.592,185.05,12.648,100.0,9.450.728,186.69
,,,,,,25,1.175.456,182.23,12.648,100.0,9.305.634,183.83
,,,,,,50,1.180.502,183.02,12.648,100.0,9.346.006,184.62
,,,,,,100,1.191.632,184.74,12.648,100.0,9.435.044,186.38
,,,,,,200,1.205.117,186.83,12.648,100.0,9.542.928,188.51
,,,,5,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 12, 9, 0, 14, 8, 0, 15, 8, 0, 16, 8, 0, 15, 8, 0, 15, 9, 0, 12, 9, 0, 11, 9, 0, 9, 9, 1, 8, 9, 1, 8, 8, 1, 7, 8, 1, 7, 8, 1, 6, 8, 1, 6, 8, 1, 5, 8, 1, 5, 8, 1, 5, 8, 1, 6, 8, 1, 6, 8, 1, 7, 8, 1, 7, 8, 1, 8, 8, 1, 8, 7, 1, 8, 7, 1, 9, 7, 1, 9, 7, 1, 9, 7, 1, 8, 6, 1, 8, 6, 1, 7, 6, 1, 6, 6, 1, 5, 6, 1, 5, 5, 1, 4, 5, 1, 4, 5, 1, 4, 4, 1, 2, 3, 1, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 10, 10, 0, 10, 10, 0, 10, 10, 0, 10, 9, 0, 10, 9, 0, 10, 8, 0, 10, 7, 1, 10, 7, 1, 9, 6, 1, 8, 5, 1, 8, 5, 1, 7, 4, 1, 6, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 5, 3, 1, 5, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 4, 3, 1, 3, 3, 1, 3, 3, 1, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 2, 1, 2, 2, 1, 2, 2, 1, 2, 3, 1, 2, 2, 1, 2, 3, 1, 1, 1, 0, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 11, 7, 1, 12, 6, 0, 13, 6, 0, 13, 6, 0, 13, 6, 0, 13, 6, 0, 12, 6, 0, 12, 6, 0, 11, 6, 0, 11, 7, 0, 11, 7, 0, 11, 8, 0, 12, 8, 0, 12, 8, 0, 13, 8, 0, 13, 8, 0, 13, 8, 0, 13, 8, 0, 12, 8, 0, 11, 9, 0, 10, 10, 0, 9, 10, 0, 8, 10, 0, 7, 10, 0, 6, 9, 0, 6, 8, 1, 5, 7, 1, 5, 7, 1, 4, 7, 1, 4, 7, 1, 4, 7, 1, 4, 7, 1, 4, 7, 1, 4, 6, 1, 4, 6, 1, 4, 6, 1, 5, 6, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 5, 1, 5, 4, 1, 5, 4, 1, 5, 4, 1, 6, 4, 1, 6, 4, 1, 6, 4, 1, 6, 3, 1, 6, 3, 1, 5, 3, 1, 4, 3, 1, 4, 2, 0, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,1.177.886,182.61,12.648,100.0,9.325.078,184.21
,,,,,,10,1.134.603,175.9,12.648,100.0,8.978.812,177.37
,,,,,,25,1.115.586,172.95,12.648,100.0,8.826.678,174.37
,,,,,,50,1.119.761,173.6,12.648,100.0,8.860.078,175.03
,,,,,,100,1.130.019,175.19,12.648,100.0,8.942.144,176.65
,,,,,,200,1.142.633,177.15,12.648,100.0,9.043.056,178.64
,,,,10,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 24, 19, 0, 27, 17, 1, 30, 16, 1, 31, 16, 1, 31, 17, 1, 29, 18, 1, 25, 18, 1, 21, 18, 1, 18, 18, 1, 16, 17, 1, 15, 17, 1, 14, 17, 2, 13, 16, 2, 12, 16, 2, 11, 16, 2, 11, 15, 2, 10, 16, 2, 11, 16, 2, 11, 16, 2, 12, 16, 2, 13, 16, 2, 14, 16, 2, 15, 15, 2, 16, 15, 2, 16, 14, 2, 17, 14, 2, 17, 13, 2, 17, 13, 2, 16, 13, 2, 15, 13, 2, 14, 12, 2, 12, 12, 2, 11, 11, 2, 10, 11, 2, 9, 10, 2, 8, 10, 2, 8, 9, 2, 4, 6, 2, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 20, 20, 1, 20, 20, 1, 20, 20, 1, 20, 18, 1, 20, 17, 1, 20, 16, 1, 20, 15, 1, 19, 13, 1, 18, 12, 1, 17, 10, 1, 15, 9, 1, 14, 8, 1, 12, 8, 1, 11, 7, 2, 10, 7, 2, 10, 7, 2, 9, 7, 2, 9, 7, 2, 9, 6, 2, 9, 6, 2, 9, 6, 2, 9, 6, 2, 8, 6, 2, 8, 6, 2, 8, 6, 2, 8, 6, 2, 8, 5, 2, 8, 5, 2, 8, 6, 2, 8, 6, 2, 8, 6, 2, 8, 6, 2, 8, 5, 2, 8, 5, 2, 8, 5, 2, 8, 5, 2, 7, 5, 2, 7, 5, 2, 7, 5, 2, 6, 5, 2, 6, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 5, 5, 2, 4, 5, 2, 4, 5, 2, 4, 5, 2, 3, 6, 1, 1, 3, 0, 1, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 22, 15, 1, 24, 13, 1, 27, 13, 1, 27, 12, 1, 26, 12, 1, 26, 12, 1, 25, 12, 1, 24, 12, 1, 23, 13, 1, 22, 13, 1, 22, 14, 1, 22, 15, 1, 24, 16, 1, 25, 16, 1, 26, 16, 1, 26, 16, 1, 26, 15, 1, 25, 16, 1, 24, 17, 1, 22, 18, 1, 20, 20, 1, 18, 21, 1, 15, 21, 1, 14, 20, 1, 12, 18, 1, 12, 16, 1, 11, 15, 1, 10, 14, 1, 8, 14, 1, 8, 14, 2, 7, 14, 2, 7, 13, 2, 8, 13, 2, 8, 13, 2, 8, 12, 2, 9, 12, 3, 9, 11, 3, 10, 11, 3, 10, 11, 3, 10, 10, 3, 10, 10, 3, 11, 9, 3, 11, 8, 3, 11, 8, 2, 11, 8, 2, 11, 8, 2, 12, 7, 2, 12, 7, 2, 11, 7, 2, 10, 6, 2, 8, 5, 2, 7, 3, 1, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,1.031.948,159.99,12.648,100.0,8.157.575,161.15
,,,,,,10,968.073,150.08,12.648,100.0,7.646.576,151.05
,,,,,,25,946.101,146.68,12.648,100.0,7.470.797,147.58
,,,,,,50,947.813,146.94,12.648,100.0,7.484.496,147.85
,,,,,,100,955.609,148.15,12.648,100.0,7.546.861,149.08
,,,,,,200,965.760,149.72,12.648,100.0,7.628.072,150.69
,,,,15,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 36, 28, 1, 41, 25, 1, 45, 24, 1, 47, 24, 1, 46, 25, 1, 44, 27, 1, 37, 27, 1, 32, 27, 1, 27, 26, 2, 24, 26, 2, 23, 25, 2, 21, 25, 2, 20, 25, 3, 18, 24, 3, 17, 23, 3, 16, 23, 3, 16, 23, 3, 16, 24, 3, 17, 24, 3, 18, 24, 3, 20, 24, 3, 21, 23, 3, 23, 23, 3, 24, 22, 3, 25, 21, 3, 26, 21, 3, 26, 20, 3, 26, 20, 3, 25, 19, 3, 23, 19, 3, 21, 18, 3, 19, 18, 3, 16, 17, 3, 15, 16, 2, 13, 15, 2, 12, 15, 2, 11, 13, 3, 7, 9, 3, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 29, 29, 1, 30, 31, 1, 30, 29, 1, 30, 28, 1, 30, 26, 1, 30, 24, 1, 30, 22, 2, 29, 20, 2, 27, 18, 2, 25, 16, 2, 23, 14, 2, 20, 12, 2, 18, 11, 2, 16, 11, 2, 15, 11, 2, 15, 11, 2, 14, 11, 3, 14, 10, 3, 14, 10, 3, 13, 9, 3, 13, 9, 3, 13, 9, 3, 13, 9, 3, 12, 9, 4, 12, 8, 4, 12, 8, 4, 12, 8, 4, 11, 8, 4, 11, 8, 3, 11, 8, 3, 11, 8, 3, 12, 8, 3, 12, 8, 3, 12, 8, 3, 12, 8, 3, 11, 8, 3, 11, 8, 3, 11, 8, 3, 10, 8, 3, 9, 8, 3, 9, 7, 3, 8, 7, 3, 8, 7, 3, 7, 7, 3, 7, 7, 3, 6, 7, 3, 6, 8, 3, 6, 7, 3, 5, 9, 2, 2, 4, 1, 1, 2, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 34, 22, 2, 36, 19, 1, 40, 19, 1, 40, 18, 1, 40, 17, 1, 39, 17, 1, 37, 18, 1, 36, 18, 1, 34, 19, 1, 33, 20, 1, 33, 21, 1, 33, 23, 1, 35, 24, 1, 37, 24, 1, 39, 24, 1, 39, 24, 1, 39, 23, 1, 38, 23, 1, 36, 25, 1, 33, 27, 1, 30, 30, 1, 27, 31, 1, 23, 31, 1, 20, 30, 1, 19, 27, 1, 18, 24, 2, 16, 22, 2, 15, 21, 2, 13, 22, 2, 11, 21, 2, 11, 21, 3, 11, 20, 3, 11, 20, 3, 12, 19, 3, 13, 18, 4, 13, 17, 4, 14, 17, 4, 14, 16, 4, 15, 16, 4, 15, 15, 4, 16, 14, 4, 16, 13, 4, 16, 13, 4, 16, 12, 4, 17, 12, 4, 17, 12, 3, 17, 11, 3, 17, 10, 3, 17, 10, 3, 15, 8, 3, 13, 8, 2, 11, 5, 1, 0, 1, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,934.090,144.81,12.648,100.0,7.374.712,145.68
,,,,,,10,839.639,130.17,12.648,100.0,6.619.100,130.76
,,,,,,25,812.725,126.0,12.648,100.0,6.403.788,126.5
,,,,,,50,812.500,125.96,12.648,100.0,6.401.986,126.47
,,,,,,100,818.358,126.87,12.648,100.0,6.448.850,127.39
,,,,,,200,826.571,128.15,12.648,100.0,6.514.560,128.69
,,,,20,"[0, 'N', 'N', 'N', 'N', 'N', 'N', 49, 38, 1, 54, 34, 1, 60, 31, 1, 62, 32, 1, 62, 33, 1, 58, 36, 1, 50, 36, 1, 42, 36, 2, 36, 35, 2, 32, 34, 2, 30, 34, 3, 28, 33, 3, 26, 33, 3, 24, 32, 4, 22, 31, 4, 21, 31, 4, 21, 31, 4, 21, 32, 4, 22, 32, 4, 24, 32, 5, 26, 32, 5, 28, 31, 5, 30, 30, 5, 32, 29, 4, 33, 29, 4, 34, 28, 4, 35, 27, 4, 34, 26, 4, 33, 26, 4, 31, 25, 4, 28, 24, 4, 25, 23, 3, 22, 22, 3, 19, 21, 3, 17, 20, 3, 16, 20, 3, 15, 17, 4, 9, 11, 5, 0, 0, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 39, 39, 1, 40, 41, 1, 40, 39, 2, 40, 37, 2, 40, 34, 2, 40, 32, 2, 40, 29, 2, 38, 27, 2, 36, 24, 3, 33, 21, 3, 30, 18, 3, 27, 16, 3, 25, 15, 3, 22, 15, 3, 20, 15, 3, 19, 15, 3, 19, 14, 3, 18, 14, 4, 18, 13, 4, 18, 13, 4, 18, 12, 4, 17, 12, 4, 17, 12, 5, 16, 12, 5, 16, 11, 5, 15, 11, 5, 15, 11, 5, 15, 11, 5, 15, 11, 5, 15, 11, 5, 15, 11, 5, 15, 11, 5, 16, 11, 5, 16, 11, 4, 15, 11, 4, 15, 11, 4, 15, 11, 5, 14, 10, 5, 13, 10, 5, 12, 10, 5, 11, 10, 5, 11, 10, 5, 10, 9, 4, 9, 9, 4, 9, 9, 4, 9, 10, 4, 8, 10, 4, 8, 10, 4, 6, 12, 3, 3, 5, 1, 1, 2, 0, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 45, 30, 2, 48, 25, 1, 53, 26, 1, 54, 24, 1, 53, 23, 1, 52, 23, 1, 50, 23, 1, 48, 24, 1, 46, 25, 1, 44, 27, 1, 44, 28, 1, 45, 30, 1, 47, 32, 1, 50, 32, 1, 52, 32, 1, 53, 31, 1, 52, 31, 1, 50, 31, 1, 48, 33, 1, 44, 36, 1, 40, 40, 1, 35, 42, 1, 31, 42, 1, 27, 40, 2, 25, 36, 2, 23, 32, 2, 22, 29, 2, 20, 28, 3, 17, 29, 3, 15, 28, 3, 15, 28, 4, 15, 27, 4, 15, 26, 4, 16, 26, 5, 17, 24, 5, 18, 23, 5, 18, 22, 5, 19, 22, 5, 20, 22, 5, 20, 21, 5, 21, 19, 5, 21, 18, 5, 21, 17, 5, 22, 17, 5, 22, 16, 5, 23, 16, 5, 23, 15, 4, 23, 14, 4, 22, 13, 4, 19, 11, 4, 17, 10, 3, 15, 6, 1, 1, 2, 1, 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N', 'N']",5,861.469,133.56,12.648,100.0,6.793.739,134.21
,,,,,,10,735.081,113.96,12.648,100.0,5.782.640,114.23
,,,,,,25,700.007,108.52,12.648,100.0,5.502.045,108.69
,,,,,,50,697.979,108.21,12.648,100.0,5.485.822,108.37
,,,,,,100,702.198,108.86,12.648,100.0,5.519.576,109.04
,,,,,,200,708.773,109.88,12.648,100.0,5.572.176,110.07
