Dataset,Filename,Column,Coder,0,1,3,5,10,15,20,30,,0,1,3,5,10,15,20,30,,0,1,3,5,10,15,20,30
IRKIS
,Global
,,,CoderGAMPSLimit,4,4,8,8,16,16,32,32,,5.28,4.03,3.28,2.95,2.4,2.03,1.78,1.4,,243284,185930,151294,136085,110576,93576,82187,64661
,,Long
,,,CoderBase,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,49933,49933,49933,49933,49933,49933,49933,49933
,,,CoderPCA,256,4,4,4,4,4,4,4,,1.0,0.99,0.89,0.83,0.73,0.68,0.62,0.55,,49990,49375,44539,41536,36661,33775,30967,27457
,,,CoderAPCA,4,4,4,8,8,16,16,16,,1.11,0.82,0.65,0.58,0.46,0.4,0.35,0.28,,55451,41006,32501,28793,22745,19914,17398,14185
,,,CoderCA,4,4,4,4,8,8,16,16,,1.15,0.99,0.87,0.82,0.71,0.65,0.6,0.53,,57506,49376,43436,40916,35689,32297,30012,26527
,,,CoderPWLH,4,8,16,16,16,32,32,32,,2.53,2.04,1.7,1.54,1.25,1.09,0.98,0.83,,126573,101811,84981,76873,62333,54535,48877,41506
,,,CoderPWLHInt,4,4,8,8,16,16,32,32,,1.08,0.9,0.75,0.68,0.55,0.49,0.44,0.38,,53765,45174,37361,34201,27563,24297,22154,18755
,,,CoderFR,4,4,4,8,8,16,16,16,,1.11,1.01,0.91,0.86,0.75,0.68,0.62,0.55,,55629,50229,45684,42982,37366,33842,30867,27416
,,,CoderSF,,,,,,,,,,8.4,6.39,5.15,4.5,3.52,2.98,2.62,2.08,,419194,319090,256912,224791,175642,148681,130750,103789
,,,CoderGAMPSLimit,4,4,8,16,16,32,32,32,,4.88,3.61,2.76,2.42,1.86,1.59,1.38,1.1,,243846,180486,137928,120810,92862,79599,69042,55173
NOAA-SPC-wind
,noaa_spc-wind.csv
,,Lat
,,,CoderBase,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,523380,523380,523380,523380,523380,523380,523380,523380
,,,CoderPCA,256,256,4,4,4,4,4,4,,1.0,1.0,0.99,0.97,0.9,0.84,0.79,0.71,,523550,523550,519690,505611,469614,438648,415989,373674
,,,CoderAPCA,4,4,4,4,4,8,8,8,,1.13,1.02,0.89,0.81,0.7,0.62,0.56,0.47,,593217,531777,464457,425457,365412,326796,294028,246764
,,,CoderCA,4,4,4,4,4,4,4,4,,1.15,1.13,1.09,1.06,1.0,0.96,0.92,0.87,,603702,590667,570537,553737,522432,500172,482187,454047
,,,CoderPWLH,4,4,4,8,8,8,16,16,,2.54,2.45,2.34,2.25,2.06,1.92,1.81,1.63,,1331816,1284532,1224594,1177936,1078992,1007463,948444,853604
,,,CoderPWLHInt,4,4,4,4,8,8,8,8,,1.08,1.05,1.0,0.97,0.9,0.84,0.79,0.73,,567142,550650,523963,505683,471438,439897,415875,379492
,,,CoderFR,4,4,4,4,4,4,8,8,,1.11,1.09,1.06,1.03,0.98,0.94,0.91,0.83,,581892,572952,556167,541647,514602,492282,474529,434065
,,,CoderSF,,,,,,,,,,8.54,8.08,7.43,6.94,6.01,5.33,4.8,3.99,,4468088,4231244,3887459,3631910,3144677,2791217,2513996,2088683
,,,CoderGAMPSLimit,4,4,4,8,8,16,16,32,,4.99,4.47,3.91,3.57,2.98,2.61,2.32,1.9,,2610115,2339779,2045551,1866365,1559438,1363685,1215309,994579
,,Long
,,,CoderBase,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,563640,563640,563640,563640,563640,563640,563640,563640
,,,CoderPCA,256,256,4,4,4,4,4,4,,1.0,1.0,0.96,0.91,0.83,0.77,0.72,0.64,,563810,563810,541461,515421,469011,436125,406599,360903
,,,CoderAPCA,4,4,4,4,8,8,8,16,,1.13,0.95,0.8,0.73,0.62,0.54,0.49,0.4,,634652,537788,452572,412668,349770,306216,273491,223914
,,,CoderCA,4,4,4,4,4,4,4,8,,1.14,1.1,1.04,1.0,0.94,0.9,0.87,0.82,,644044,619084,584524,564012,528764,505900,488284,459539
,,,CoderPWLH,4,4,8,8,16,16,16,16,,2.36,2.22,2.07,1.97,1.79,1.66,1.55,1.4,,1332018,1254080,1167768,1107985,1007672,933940,874772,787656
,,,CoderPWLHInt,4,4,4,8,8,8,8,16,,1.08,1.02,0.96,0.92,0.83,0.78,0.74,0.66,,607482,574602,539212,516801,469839,439518,414851,373652
,,,CoderFR,4,4,4,4,4,8,8,8,,1.1,1.07,1.02,0.98,0.93,0.87,0.83,0.75,,622122,603274,573994,554298,522458,492635,465367,423632
,,,CoderSF,,,,,,,,,,7.95,7.19,6.34,5.81,4.97,4.36,3.86,3.16,,4480730,4051418,3572828,3273935,2799215,2458913,2178467,1782308
,,,CoderGAMPSLimit,4,4,8,8,16,16,32,32,,4.64,3.94,3.31,2.96,2.44,2.11,1.85,1.49,,2617903,2219395,1864221,1670859,1375109,1187973,1043155,838432
,,Speed
,,,CoderBase,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,483120,483120,483120,483120,483120,483120,483120,483120
,,,CoderPCA,256,4,4,4,4,8,8,8,,1.0,0.68,0.55,0.44,0.38,0.35,0.33,0.3,,483326,327237,266829,213585,181617,169337,158417,147161
,,,CoderAPCA,4,8,16,16,32,64,64,64,,0.98,0.44,0.28,0.24,0.16,0.12,0.1,0.08,,473962,211683,135360,115840,75919,59394,49926,39666
,,,CoderCA,8,8,8,16,16,16,16,16,,0.74,0.71,0.57,0.46,0.45,0.45,0.45,0.45,,358233,340938,276063,220000,219696,219488,219072,218432
,,,CoderPWLH,16,16,32,32,32,32,32,32,,1.66,1.46,0.94,0.94,0.94,0.94,0.93,0.93,,801708,707524,455208,454274,452931,451854,451297,450230
,,,CoderPWLHInt,8,8,32,32,32,32,32,32,,0.68,0.62,0.41,0.41,0.41,0.41,0.41,0.41,,330042,298152,199142,198719,198098,197716,197530,197211
,,,CoderFR,16,16,64,128,128,128,128,128,,0.65,0.59,0.26,0.17,0.17,0.16,0.16,0.16,,316380,284892,125112,81139,79752,78859,77871,76218
,,,CoderSF,,,,,,,,,,6.2,2.6,0.45,0.41,0.39,0.38,0.38,0.37,,2997395,1256540,216671,196547,187001,183389,181325,178487
,,,CoderGAMPSLimit,4,16,32,32,64,128,128,128,,4.62,1.94,1.17,1.0,0.63,0.48,0.4,0.31,,2234215,935865,566608,480910,303779,231225,194163,152060
