DATASET:,NOAA-SST
TIME UNIT:,seconds
FIRST TIMESTAMP:,2017-02-01 00:00:00
Time Delta,T0N110W,T0N125W,T0N140W,T0N155W,T0N165E,T0N170W,T0N180W,T0N95W,T2N110W,T2N125W,T2N140W,T2N155W,T2N165E,T2N170W,T2N180W,T2N95W,T2S110W,T2S125W,T2S140W,T2S155W,T2S165E,T2S170W,T2S180W,T2S95W,T5N110W,T5N125W,T5N140W,T5N155W,T5N165E,T5N170W,T5N180W,T5N95W,T5S110W,T5S125W,T5S140W,T5S155W,T5S165E,T5S170W,T5S180W,T5S95W,T8N110W,T8N125W,T8N155W,T8N165E,T8N170W,T8N180W,T8N95W,T8S110W,T8S125W,T8S155W,T8S165E,T8S170W,T8S180W,T8S95W,T9N140W
0,26305,24768,25428,25886,30236,26663,N,27571,N,N,26715,26560,N,N,N,N,26513,25574,26575,26210,30113,27704,28273,N,N,N,27177,27698,29825,27649,28582,N,N,27,27252,27979,N,29123,29236,N,N,27681,N,N,N,28417,27238,N,27359,28927,30561,29597,30397,N
4200,26238,24770,25448,25927,30295,26694,N,27478,N,N,26712,26550,N,N,N,N,26518,25496,26593,26168,30196,27750,28310,N,N,N,27191,27706,29854,27673,28618,N,N,26972,27258,27970,N,29148,29229,N,N,27604,N,N,N,28462,27157,N,27351,28962,30712,29566,30534,N
600,26193,24756,25422,25926,30291,26682,N,27471,N,N,26710,26570,N,N,N,N,26476,25473,26604,26169,30194,27753,28312,N,N,N,27186,27711,29839,27685,28630,N,N,26961,27266,27964,N,29142,29234,N,N,27580,N,N,N,28462,27159,N,27337,28948,30810,29577,30489,N
600,26210,24729,25430,25907,30292,26666,N,27464,N,N,26714,26567,N,N,N,N,26449,25475,26609,26180,30160,27734,28327,N,N,N,27188,27711,29854,27701,28632,N,N,26945,27240,27963,N,29139,29223,N,N,27547,N,N,N,28486,27151,N,27319,28949,30717,29571,30453,N
600,26127,24692,25429,25869,30300,26690,N,27451,N,N,26719,26562,N,N,N,N,26473,25474,26601,26174,30172,27758,28335,N,N,N,27186,27705,29839,27679,28631,N,N,26936,27254,27970,N,29134,29223,N,N,27518,N,N,N,28469,27135,N,27332,28951,30763,29589,30261,N
600,26164,24696,25443,25876,30308,26709,N,27437,N,N,26709,26562,N,N,N,N,26389,25498,26598,26192,30219,27732,28321,N,N,N,27182,27711,29849,27715,28636,N,N,26930,27208,27970,N,29136,29222,N,N,27510,N,N,N,28478,27128,N,27326,28962,30907,29577,30333,N
600,26154,24643,25449,25910,30282,26705,N,27422,N,N,26713,26552,N,N,N,N,26308,25467,26575,26186,30250,27767,28298,N,N,N,27182,27708,29844,27710,28646,N,N,26924,27221,27967,N,29136,29226,N,N,27522,N,N,N,28473,27114,N,27304,28958,30652,29578,30294,N
600,26139,24635,25445,25921,30294,26710,N,27412,N,N,26712,26556,N,N,N,N,26327,25458,26567,26183,30230,27747,28335,N,N,N,27173,27712,29834,27701,28639,N,N,26916,27232,27962,N,29136,29229,N,N,27521,N,N,N,28472,27104,N,27308,28976,30956,29574,30271,N
600,26132,24627,25427,25907,30285,26674,N,27403,N,N,26706,26555,N,N,N,N,26248,25439,26532,26201,30210,27753,28325,N,N,N,27167,27710,29827,27704,28640,N,N,26919,27217,27974,N,29130,29231,N,N,27516,N,N,N,28479,27104,N,27317,28966,30845,29579,30248,N
600,26083,24613,25432,25869,30295,26687,N,27382,N,N,26701,26556,N,N,N,N,26191,25420,26549,26182,30227,27763,28343,N,N,N,27156,27715,29821,27708,28643,N,N,26912,27201,27970,N,29135,29230,N,N,27503,N,N,N,28478,27090,N,27313,28978,30904,29581,30255,N
600,26135,24576,25421,25897,30297,26709,N,27377,N,N,26701,26559,N,N,N,N,26137,25392,26517,26188,30249,27762,28311,N,N,N,27161,27713,29822,27701,28644,N,N,26910,27185,27975,N,29137,29228,N,N,27487,N,N,N,28479,27078,N,27303,28965,30859,29585,30234,N
600,26110,24612,25402,25924,30300,26705,N,27361,N,N,26695,26541,N,N,N,N,26114,25400,26531,26174,30257,27749,28327,N,N,N,27164,27716,29827,27708,28639,N,N,26902,27188,27966,N,29135,29230,N,N,27461,N,N,N,28473,27071,N,27301,28971,30843,29596,30277,N
600,26108,24577,25382,25893,30302,26689,N,27357,N,N,26698,26560,N,N,N,N,26092,25389,26529,26173,30243,27759,28331,N,N,N,27163,27718,29812,27703,28642,N,N,26892,27184,27963,N,29128,29220,N,N,27431,N,N,N,28469,27065,N,27285,28943,31054,29599,30301,N
600,26103,24532,25387,25891,30310,26702,N,27341,N,N,26706,26552,N,N,N,N,26087,25352,26516,26162,30261,27755,28333,N,N,N,27162,27714,29822,27704,28640,N,N,26883,27164,27963,N,29129,29227,N,N,27452,N,N,N,28469,27065,N,27285,28945,31105,29607,30284,N
600,26065,24526,25385,25885,30296,26695,N,27334,N,N,26689,26555,N,N,N,N,26077,25338,26510,26150,30256,27747,28322,N,N,N,27161,N,29820,27716,28640,N,N,26879,27161,27954,N,29127,29224,N,N,27424,N,N,N,28461,27052,N,27288,28942,30986,29602,30331,N
600,26069,24573,25398,25869,30292,26706,N,27299,N,N,26662,26559,N,N,N,N,26102,25330,26495,26154,30292,27744,28292,N,N,N,27171,27709,29826,27711,28655,N,N,26875,27162,27972,N,29132,29225,N,N,27406,N,N,N,28487,27048,N,27279,28966,30877,29599,30304,N
600,26077,24559,25392,25877,30281,26682,N,27295,N,N,26673,26553,N,N,N,N,26146,25295,26489,26129,30276,27739,28319,N,N,N,27173,27712,29823,27722,28653,N,N,26876,27183,27965,N,29138,29228,N,N,27393,N,N,N,28477,27039,N,27281,28954,30996,29592,30294,N
600,26096,24580,25379,25863,30283,26681,N,27286,N,N,26668,26532,N,N,N,N,26158,25328,26497,26128,30280,27739,28322,N,N,N,27175,27707,29824,27703,28662,N,N,26872,27169,27964,N,29147,29225,N,N,27402,N,N,N,28468,27039,N,27276,28954,31145,29594,30316,N
600,26113,24572,25377,25847,30281,26670,N,27280,N,N,26658,26558,N,N,N,N,26121,25338,26496,26100,30299,27746,28298,N,N,N,27163,27709,29822,27702,28648,N,N,26861,27154,27944,N,29139,29225,N,N,27379,N,N,N,28464,27031,N,27279,28936,30963,29593,30299,N
